cell_id,Myrmecocichla arnotti,Myrmecocichla arnotti harterti,Myrmecocichla arnotti arnotti,Myrmecocichla arnotti collaris
826adffffffffff,37.0,0.0,0.0,27.0
827a67fffffffff,2.0,0.0,0.0,0.0
827b6ffffffffff,1.0,0.0,0.0,0.0
82962ffffffffff,1.0,0.0,1.0,0.0
8296b7fffffffff,5.0,0.0,5.0,0.0
82972ffffffffff,3.0,0.0,0.0,0.0
82bcf7fffffffff,11.0,0.0,0.0,0.0
