cell_id,Sittasomus griseicapillus,Sittasomus griseicapillus [griseus Group],Sittasomus griseicapillus aequatorialis,Sittasomus griseicapillus [griseicapillus Group],Sittasomus griseicapillus reiseri,Sittasomus griseicapillus sylviellus/olivaceus
8266dffffffffff,1192.0,0.0,0.0,184.0,0.0,0.0
8266e7fffffffff,142.0,0.0,0.0,0.0,0.0,0.0
8266effffffffff,9.0,0.0,0.0,0.0,0.0,0.0
826747fffffffff,645.0,27.0,0.0,0.0,0.0,0.0
82674ffffffffff,2430.0,56.0,0.0,0.0,0.0,0.0
826757fffffffff,108.0,0.0,0.0,0.0,0.0,0.0
82675ffffffffff,237.0,0.0,0.0,0.0,0.0,0.0
826797fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8267b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
826d07fffffffff,149.0,13.0,0.0,0.0,0.0,0.0
826d17fffffffff,87.0,13.0,0.0,0.0,0.0,0.0
826d27fffffffff,576.0,137.0,0.0,0.0,0.0,0.0
826d2ffffffffff,689.0,175.0,0.0,0.0,0.0,0.0
826d37fffffffff,680.0,84.0,0.0,0.0,0.0,0.0
826d67fffffffff,1118.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,7098.0,0.0,0.0,0.0,0.0,0.0
826d77fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
828007fffffffff,20.0,0.0,0.0,0.0,6.0,0.0
828017fffffffff,34.0,0.0,0.0,0.0,2.0,0.0
828027fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82802ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828037fffffffff,156.0,0.0,0.0,0.0,53.0,0.0
828047fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
828107fffffffff,148.0,0.0,0.0,0.0,24.0,33.0
82810ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
828117fffffffff,31.0,0.0,0.0,0.0,1.0,5.0
82811ffffffffff,8.0,0.0,0.0,0.0,4.0,0.0
828127fffffffff,131.0,0.0,0.0,0.0,15.0,0.0
82812ffffffffff,16.0,0.0,0.0,0.0,7.0,0.0
828137fffffffff,256.0,0.0,0.0,0.0,2.0,14.0
828147fffffffff,69.0,0.0,0.0,0.0,47.0,0.0
82814ffffffffff,51.0,0.0,0.0,0.0,0.0,0.0
828157fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82815ffffffffff,21.0,0.0,0.0,0.0,2.0,0.0
828167fffffffff,11.0,0.0,0.0,0.0,9.0,0.0
828177fffffffff,143.0,0.0,0.0,0.0,92.0,0.0
828187fffffffff,481.0,0.0,0.0,0.0,53.0,0.0
82818ffffffffff,34.0,0.0,0.0,0.0,4.0,0.0
82819ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0
828a07fffffffff,126.0,0.0,0.0,9.0,0.0,0.0
828a17fffffffff,106.0,0.0,0.0,9.0,0.0,0.0
828a1ffffffffff,37.0,0.0,0.0,3.0,0.0,0.0
828a27fffffffff,7.0,0.0,0.0,1.0,0.0,0.0
828a2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828a37fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
828a47fffffffff,46.0,0.0,0.0,4.0,0.0,0.0
828a57fffffffff,7.0,0.0,0.0,3.0,0.0,0.0
828a6ffffffffff,172.0,0.0,0.0,27.0,0.0,0.0
828a87fffffffff,61.0,0.0,0.0,1.0,0.0,0.0
828a9ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0
828aaffffffffff,82.0,0.0,0.0,3.0,0.0,0.0
828adffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
828ae7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828af7fffffffff,780.0,0.0,0.0,115.0,0.0,0.0
828b07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828b0ffffffffff,64.0,0.0,0.0,0.0,0.0,0.0
828b17fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,242.0,0.0,0.0,0.0,0.0,0.0
828b2ffffffffff,113.0,0.0,0.0,0.0,0.0,0.0
828b37fffffffff,52.0,0.0,0.0,0.0,0.0,0.0
828b47fffffffff,972.0,0.0,0.0,109.0,0.0,0.0
828b4ffffffffff,25.0,0.0,0.0,4.0,0.0,0.0
828b57fffffffff,58.0,0.0,0.0,2.0,0.0,0.0
828b5ffffffffff,64.0,0.0,0.0,5.0,0.0,0.0
828b67fffffffff,331.0,0.0,0.0,22.0,0.0,0.0
828b6ffffffffff,66.0,0.0,0.0,6.0,0.0,0.0
828b77fffffffff,133.0,0.0,0.0,8.0,0.0,0.0
828b87fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
828b8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
828b97fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828b9ffffffffff,179.0,0.0,0.0,33.0,0.0,0.0
828ba7fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
828bb7fffffffff,162.0,0.0,0.0,19.0,0.0,0.0
828e67fffffffff,79.0,0.0,0.0,0.0,0.0,0.0
828e6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828f0ffffffffff,621.0,0.0,139.0,0.0,0.0,0.0
828f2ffffffffff,789.0,0.0,105.0,0.0,0.0,0.0
828f47fffffffff,680.0,0.0,0.0,119.0,0.0,0.0
828f4ffffffffff,231.0,0.0,0.0,5.0,0.0,0.0
828f57fffffffff,31.0,0.0,0.0,3.0,0.0,0.0
828f5ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0
828f67fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
828f6ffffffffff,38.0,0.0,0.0,2.0,0.0,0.0
828f77fffffffff,977.0,0.0,0.0,134.0,0.0,0.0
82a597fffffffff,8.0,0.0,0.0,0.0,2.0,0.0
82a807fffffffff,1517.0,0.0,0.0,0.0,0.0,248.0
82a80ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0
82a817fffffffff,5599.0,0.0,0.0,0.0,0.0,267.0
82a81ffffffffff,1328.0,0.0,0.0,0.0,0.0,5.0
82a827fffffffff,395.0,0.0,0.0,0.0,0.0,10.0
82a82ffffffffff,109.0,0.0,0.0,0.0,0.0,0.0
82a837fffffffff,740.0,0.0,0.0,0.0,0.0,31.0
82a847fffffffff,176.0,0.0,0.0,0.0,0.0,0.0
82a84ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
82a857fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
82a85ffffffffff,637.0,0.0,0.0,24.0,0.0,23.0
82a867fffffffff,57.0,0.0,0.0,0.0,0.0,0.0
82a86ffffffffff,41.0,0.0,0.0,0.0,0.0,0.0
82a877fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82a887fffffffff,1051.0,0.0,0.0,0.0,0.0,69.0
82a88ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0
82a897fffffffff,137.0,0.0,0.0,0.0,0.0,16.0
82a8a7fffffffff,3143.0,0.0,0.0,0.0,0.0,279.0
82a8affffffffff,600.0,0.0,0.0,0.0,0.0,0.0
82a8b7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,90.0,0.0,0.0,0.0,0.0,10.0
82a8cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,428.0,0.0,0.0,0.0,6.0,91.0
82a8dffffffffff,84.0,0.0,0.0,0.0,3.0,0.0
82a8e7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
82a8effffffffff,37.0,0.0,0.0,0.0,0.0,5.0
82a8f7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82a907fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
82a90ffffffffff,230.0,0.0,0.0,0.0,0.0,5.0
82a91ffffffffff,491.0,0.0,0.0,0.0,0.0,10.0
82a92ffffffffff,500.0,0.0,0.0,0.0,0.0,0.0
82a947fffffffff,1115.0,0.0,0.0,0.0,0.0,0.0
82a94ffffffffff,263.0,0.0,0.0,0.0,0.0,0.0
82a957fffffffff,3021.0,0.0,0.0,0.0,0.0,11.0
82a95ffffffffff,278.0,0.0,0.0,0.0,0.0,0.0
82a967fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
82a96ffffffffff,600.0,0.0,0.0,0.0,0.0,0.0
82a977fffffffff,145.0,0.0,0.0,0.0,0.0,0.0
82b20ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82b267fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82b277fffffffff,131.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,81.0,0.0,0.0,0.0,0.0,0.0
82b347fffffffff,988.0,0.0,0.0,0.0,0.0,0.0
82b34ffffffffff,117.0,0.0,0.0,0.0,0.0,0.0
82b357fffffffff,86.0,0.0,0.0,0.0,0.0,0.0
82b35ffffffffff,1272.0,0.0,0.0,0.0,0.0,0.0
82b367fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
82b36ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
