cell_id,Astur bicolor,Astur bicolor bicolor/fidens,Astur bicolor pileatus/guttifer
8445059ffffffff,3.0,0.0,0.0
8445087ffffffff,2.0,0.0,0.0
844508dffffffff,3.0,0.0,0.0
84450a1ffffffff,2.0,0.0,0.0
84450a3ffffffff,6.0,0.0,0.0
84450a7ffffffff,1.0,0.0,0.0
84450a9ffffffff,2.0,0.0,0.0
84450abffffffff,2.0,0.0,0.0
84450bdffffffff,2.0,0.0,0.0
84450c1ffffffff,2.0,0.0,0.0
84450c3ffffffff,2.0,0.0,0.0
84450c5ffffffff,5.0,0.0,0.0
84450c7ffffffff,2.0,0.0,0.0
84450c9ffffffff,2.0,0.0,0.0
84450d3ffffffff,22.0,0.0,0.0
84450d5ffffffff,2.0,0.0,0.0
84450e3ffffffff,1.0,0.0,0.0
84450ebffffffff,5.0,0.0,0.0
8445215ffffffff,2.0,0.0,0.0
8445233ffffffff,10.0,0.0,0.0
844523bffffffff,2.0,0.0,0.0
8445283ffffffff,6.0,0.0,0.0
8445287ffffffff,24.0,0.0,0.0
8445289ffffffff,9.0,6.0,0.0
844528dffffffff,6.0,0.0,0.0
8445291ffffffff,3.0,0.0,0.0
84452a1ffffffff,4.0,0.0,0.0
84452a7ffffffff,3.0,0.0,0.0
84452a9ffffffff,30.0,0.0,0.0
84452adffffffff,54.0,0.0,0.0
84452b5ffffffff,6.0,0.0,0.0
84452b9ffffffff,9.0,0.0,0.0
84452bdffffffff,10.0,0.0,0.0
84452c3ffffffff,8.0,0.0,0.0
84452c5ffffffff,6.0,0.0,0.0
84452c7ffffffff,3.0,0.0,0.0
84452d9ffffffff,12.0,9.0,0.0
84452e1ffffffff,59.0,0.0,0.0
84452e3ffffffff,14.0,0.0,0.0
84452e5ffffffff,6.0,0.0,0.0
84452e7ffffffff,5.0,0.0,0.0
84452e9ffffffff,18.0,0.0,0.0
84452ebffffffff,34.0,8.0,0.0
84452edffffffff,14.0,0.0,0.0
8445765ffffffff,2.0,0.0,0.0
8445767ffffffff,3.0,0.0,0.0
845f03dffffffff,2.0,0.0,0.0
845f12bffffffff,1.0,0.0,0.0
845f291ffffffff,3.0,0.0,0.0
845f299ffffffff,3.0,0.0,0.0
845f29dffffffff,2.0,0.0,0.0
845f2b3ffffffff,2.0,0.0,0.0
845f2bbffffffff,5.0,0.0,0.0
845f2d7ffffffff,2.0,0.0,0.0
845f43bffffffff,1.0,0.0,0.0
845f487ffffffff,2.0,0.0,0.0
845f711ffffffff,1.0,1.0,0.0
845f713ffffffff,1.0,0.0,0.0
845f759ffffffff,1.0,0.0,0.0
8466021ffffffff,3.0,0.0,0.0
846603dffffffff,2.0,0.0,0.0
8466045ffffffff,7.0,0.0,0.0
8466067ffffffff,2.0,0.0,0.0
8466069ffffffff,1.0,0.0,0.0
846606bffffffff,2.0,0.0,0.0
8466081ffffffff,2.0,0.0,0.0
846608dffffffff,2.0,0.0,0.0
84660a1ffffffff,2.0,0.0,0.0
84660a7ffffffff,2.0,0.0,0.0
84660bdffffffff,3.0,0.0,0.0
84660c3ffffffff,7.0,0.0,0.0
84660c5ffffffff,2.0,0.0,0.0
8466107ffffffff,4.0,0.0,0.0
8466129ffffffff,2.0,0.0,0.0
8466131ffffffff,15.0,0.0,0.0
8466139ffffffff,32.0,0.0,0.0
8466163ffffffff,3.0,0.0,0.0
8466167ffffffff,2.0,0.0,0.0
8466191ffffffff,1.0,0.0,0.0
8466193ffffffff,2.0,0.0,0.0
8466199ffffffff,2.0,0.0,0.0
846619bffffffff,3.0,0.0,0.0
846619dffffffff,1.0,0.0,0.0
84661a5ffffffff,4.0,0.0,0.0
84661adffffffff,2.0,0.0,0.0
84661b9ffffffff,2.0,0.0,0.0
84661bbffffffff,4.0,0.0,0.0
84661d1ffffffff,1.0,0.0,0.0
84661d7ffffffff,1.0,0.0,0.0
84661ebffffffff,1.0,0.0,0.0
8466201ffffffff,5.0,0.0,0.0
8466207ffffffff,2.0,0.0,0.0
846620bffffffff,26.0,3.0,0.0
8466217ffffffff,10.0,0.0,0.0
8466219ffffffff,1.0,0.0,0.0
8466221ffffffff,4.0,0.0,0.0
8466223ffffffff,2.0,0.0,0.0
8466225ffffffff,2.0,0.0,0.0
8466227ffffffff,2.0,0.0,0.0
846622bffffffff,69.0,5.0,0.0
8466231ffffffff,2.0,0.0,0.0
846623bffffffff,8.0,6.0,0.0
8466257ffffffff,2.0,0.0,0.0
846629bffffffff,2.0,0.0,0.0
84662e1ffffffff,2.0,0.0,0.0
84662e9ffffffff,3.0,0.0,0.0
8466313ffffffff,14.0,1.0,0.0
8466415ffffffff,2.0,0.0,0.0
84665abffffffff,12.0,0.0,0.0
