cell_id,Periparus ater,Periparus ater britannicus/hibernicus,Periparus ater [ater Group],Periparus ater ledouci/atlas,Periparus ater cypriotes,Periparus ater [phaeonotus Group],Periparus ater melanolophus,Periparus ater [aemodius Group],Periparus ater ptilosus/kuatunensis
821e97fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e9ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,105.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821eaffffffffff,98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,461.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,904.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ed7fffffffff,196.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821edffffffffff,385.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
821ee7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,109.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,213.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,97.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,267.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,189.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,120.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,139.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
821f37fffffffff,92.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
821f47fffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f5ffffffffff,133.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f6ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,449.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,681.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,1461.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,309.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,1062.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,394.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,437.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82201ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
822047fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82204ffffffffff,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82206ffffffffff,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82209ffffffffff,88.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
8220e7fffffffff,136.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
8220f7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
82240ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822427fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822467fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8224c7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8224d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8224dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822547fffffffff,97.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822557fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82256ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822577fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8225a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8225b7fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
822c07fffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c0ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c1ffffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c27fffffffff,199.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
822c2ffffffffff,424.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
822c77fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822cc7fffffffff,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ccffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ce7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822cf7fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d07fffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d1ffffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d57fffffffff,38.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
822d67fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d77fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,94.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
822daffffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e0ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e17fffffffff,107.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822e1ffffffffff,97.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822e2ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e67fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e6ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e77fffffffff,487.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
822e8ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ea7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822eaffffffffff,215.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
822ec7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ed7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ef7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822f5ffffffffff,180.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
823007fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823017fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82301ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823027fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823037fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8230a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230c7fffffffff,108.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8230cffffffffff,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8230d7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,374.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8230effffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82310ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823117fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823127fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823137fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823147fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823157fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82315ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823167fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82316ffffffffff,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823177fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823187fffffffff,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82318ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823197fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8231a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8231affffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823827fffffffff,373.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
823837fffffffff,218.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,19.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,2878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,3524.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,741.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,1225.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,6231.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,5496.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,1966.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82394ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,1843.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,191.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,2954.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,250.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
82398ffffffffff,85.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
823997fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8239affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,96.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,0.0
823c0ffffffffff,577.0,0.0,0.0,0.0,0.0,0.0,16.0,104.0,0.0
823c1ffffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
823c37fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
823c47fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,185.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
823d07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,1500.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0
823d1ffffffffff,295.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
823d37fffffffff,731.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
823daffffffffff,1439.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0
823f27fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,80.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823f47fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,112.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0
823f67fffffffff,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,292.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82404ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82405ffffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824077fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82408ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240affffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240b7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,106.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0
8240d7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
8240effffffffff,140.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
824187fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8241b7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82426ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824367fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b67fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b77fffffffff,34.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
824b87fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,4438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
824bb7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
