cell_id,Anas flavirostris,Anas flavirostris flavirostris,Anas flavirostris oxyptera
84b2709ffffffff,2.0,0.0,0.0
84b2721ffffffff,2.0,0.0,0.0
84b2725ffffffff,3.0,0.0,0.0
84b2727ffffffff,2.0,0.0,0.0
84b2729ffffffff,2.0,0.0,0.0
84b272bffffffff,2.0,0.0,0.0
84b275dffffffff,2.0,0.0,0.0
84b2c0bffffffff,4.0,0.0,4.0
84b2c0dffffffff,53.0,7.0,30.0
84b2c11ffffffff,2.0,0.0,2.0
84b2c3bffffffff,24.0,0.0,0.0
84b2c3dffffffff,9.0,0.0,0.0
84b2c41ffffffff,8.0,0.0,2.0
84b2c47ffffffff,1.0,0.0,0.0
84b2c4bffffffff,2.0,0.0,0.0
84b2c51ffffffff,1.0,0.0,1.0
84b2c53ffffffff,80.0,0.0,80.0
84b2c55ffffffff,9.0,4.0,0.0
84b2c59ffffffff,2.0,0.0,2.0
84b2c5dffffffff,221.0,35.0,110.0
84b2ca9ffffffff,3.0,0.0,3.0
84b2cddffffffff,3.0,0.0,0.0
84b2da3ffffffff,1.0,0.0,0.0
84b2dd9ffffffff,2.0,0.0,2.0
84b2ddbffffffff,8.0,0.0,0.0
84b2e21ffffffff,2.0,0.0,2.0
84b2e27ffffffff,4.0,0.0,4.0
84b2e2dffffffff,26.0,0.0,24.0
84b2e35ffffffff,8.0,0.0,8.0
84b2e3dffffffff,9.0,0.0,9.0
84b2e41ffffffff,6.0,0.0,6.0
84b2e49ffffffff,15.0,0.0,15.0
84b2e4dffffffff,2.0,0.0,2.0
84b2e65ffffffff,1.0,0.0,1.0
84b2eb7ffffffff,2.0,0.0,0.0
84b2ec5ffffffff,7.0,2.0,4.0
84b2ec7ffffffff,5.0,0.0,0.0
84b2ee1ffffffff,10.0,6.0,4.0
84b2eebffffffff,1.0,0.0,0.0
84b2eedffffffff,2.0,2.0,0.0
84b3059ffffffff,8.0,0.0,4.0
84b305dffffffff,5.0,0.0,5.0
84b3087ffffffff,3.0,0.0,1.0
84b3237ffffffff,2.0,0.0,2.0
84b3289ffffffff,2.0,0.0,2.0
84b32cdffffffff,1.0,0.0,1.0
84b3515ffffffff,4.0,0.0,4.0
84b354bffffffff,9.0,0.0,9.0
84b35adffffffff,2.0,0.0,0.0
84b35e1ffffffff,1.0,0.0,1.0
84b3723ffffffff,2.0,0.0,2.0
84c21bbffffffff,7.0,7.0,0.0
84c2c4dffffffff,1.0,0.0,0.0
84c2c53ffffffff,5.0,5.0,0.0
84c2c63ffffffff,2.0,0.0,0.0
84c2c91ffffffff,10.0,0.0,0.0
84c2c97ffffffff,2.0,0.0,0.0
84c2c99ffffffff,65.0,0.0,0.0
84c2c9bffffffff,1.0,0.0,0.0
84c2cbbffffffff,2.0,0.0,0.0
84c2cd3ffffffff,67.0,0.0,0.0
84c2cd7ffffffff,2.0,2.0,0.0
84c2d09ffffffff,6.0,0.0,0.0
84c2e31ffffffff,4.0,0.0,0.0
84c2e95ffffffff,4.0,0.0,0.0
84c2e99ffffffff,78.0,0.0,0.0
84c2e9dffffffff,2.0,0.0,0.0
84c2eb9ffffffff,2.0,0.0,0.0
84c2ebbffffffff,27.0,0.0,0.0
84c2f11ffffffff,4.0,0.0,0.0
84c2f15ffffffff,9.0,0.0,0.0
84c2f17ffffffff,1.0,0.0,0.0
84c2f2bffffffff,2.0,0.0,0.0
84c2f37ffffffff,2.0,0.0,0.0
84c2f39ffffffff,11.0,0.0,0.0
84c3487ffffffff,13.0,0.0,0.0
84c34b7ffffffff,6.0,0.0,0.0
84c34bdffffffff,30.0,0.0,0.0
84c3767ffffffff,2.0,2.0,0.0
84ce881ffffffff,6.0,4.0,0.0
84ce8c1ffffffff,17.0,0.0,0.0
84cea05ffffffff,1.0,0.0,0.0
84cea35ffffffff,2.0,2.0,0.0
84cea85ffffffff,2.0,0.0,0.0
84cea8dffffffff,6.0,0.0,0.0
84ceaa7ffffffff,2.0,0.0,0.0
84ceac7ffffffff,6.0,0.0,0.0
84ceacdffffffff,3.0,0.0,0.0
84ceae7ffffffff,2.0,0.0,0.0
84cf129ffffffff,9.0,0.0,0.0
84cf12bffffffff,1.0,0.0,0.0
84cf16dffffffff,4.0,0.0,0.0
84cf8a3ffffffff,4.0,0.0,0.0
84cf8c7ffffffff,1.0,1.0,0.0
84cf8e1ffffffff,2.0,2.0,0.0
84cfa47ffffffff,8.0,8.0,0.0
84de703ffffffff,1.0,0.0,0.0
84de70bffffffff,1.0,0.0,0.0
84de719ffffffff,1.0,0.0,0.0
84de953ffffffff,2.0,0.0,0.0
84df451ffffffff,40.0,16.0,0.0
84df6d7ffffffff,1.0,0.0,0.0
