cell_id,Cathartes aura,Cathartes aura [aura Group],Cathartes aura ruficollis,Cathartes aura jota,Cathartes aura [undescribed form]
826657fffffffff,1851.0,26.0,26.0,0.0,0.0
82665ffffffffff,143.0,3.0,4.0,0.0,0.0
826667fffffffff,336.0,0.0,2.0,0.0,0.0
82666ffffffffff,48.0,0.0,0.0,0.0,0.0
826677fffffffff,998.0,26.0,14.0,0.0,0.0
826687fffffffff,35.0,0.0,1.0,0.0,0.0
8266a7fffffffff,31080.0,873.0,1100.0,0.0,0.0
8266affffffffff,18.0,0.0,0.0,0.0,0.0
8266b7fffffffff,39507.0,202.0,428.0,0.0,0.0
8266c7fffffffff,2588.0,23.0,25.0,0.0,0.0
8266cffffffffff,119.0,0.0,9.0,0.0,0.0
8266d7fffffffff,11885.0,0.0,76.0,609.0,0.0
8266dffffffffff,4570.0,0.0,591.0,0.0,0.0
8266e7fffffffff,12969.0,22.0,709.0,0.0,0.0
8266effffffffff,1136.0,14.0,14.0,0.0,0.0
8266f7fffffffff,3664.0,4.0,72.0,0.0,0.0
826727fffffffff,365.0,0.0,0.0,0.0,0.0
826737fffffffff,3398.0,0.0,0.0,0.0,0.0
826747fffffffff,902.0,20.0,10.0,0.0,0.0
82674ffffffffff,1557.0,2.0,41.0,0.0,0.0
826757fffffffff,4123.0,192.0,13.0,0.0,0.0
82675ffffffffff,1263.0,8.0,43.0,0.0,0.0
82676ffffffffff,78.0,0.0,11.0,0.0,0.0
826787fffffffff,2.0,0.0,0.0,0.0,0.0
82678ffffffffff,2.0,0.0,0.0,0.0,0.0
826797fffffffff,658.0,0.0,0.0,0.0,0.0
82679ffffffffff,7054.0,148.0,84.0,0.0,0.0
8267b7fffffffff,47.0,0.0,0.0,0.0,0.0
826d07fffffffff,2619.0,408.0,0.0,0.0,0.0
826d17fffffffff,2542.0,239.0,0.0,0.0,0.0
826d27fffffffff,3740.0,291.0,0.0,0.0,0.0
826d2ffffffffff,15025.0,522.0,0.0,0.0,0.0
826d37fffffffff,14134.0,858.0,0.0,0.0,0.0
826d4ffffffffff,2.0,0.0,0.0,0.0,0.0
826d67fffffffff,16826.0,4.0,7.0,0.0,0.0
826d6ffffffffff,70071.0,225.0,683.0,0.0,0.0
826d77fffffffff,6241.0,3.0,0.0,0.0,0.0
828007fffffffff,60.0,0.0,7.0,0.0,0.0
82800ffffffffff,45.0,0.0,12.0,0.0,0.0
828017fffffffff,645.0,0.0,72.0,0.0,0.0
82801ffffffffff,8.0,0.0,0.0,0.0,0.0
828027fffffffff,13.0,0.0,0.0,0.0,0.0
82802ffffffffff,7.0,0.0,0.0,0.0,0.0
828037fffffffff,363.0,0.0,70.0,0.0,0.0
828047fffffffff,201.0,0.0,36.0,0.0,0.0
82804ffffffffff,24.0,0.0,3.0,0.0,0.0
828057fffffffff,114.0,0.0,54.0,0.0,0.0
828067fffffffff,39.0,0.0,11.0,0.0,0.0
82806ffffffffff,58.0,0.0,3.0,0.0,0.0
828077fffffffff,25.0,0.0,2.0,0.0,0.0
8280a7fffffffff,1.0,0.0,1.0,0.0,0.0
828107fffffffff,360.0,0.0,112.0,0.0,0.0
82810ffffffffff,20.0,0.0,6.0,0.0,0.0
828117fffffffff,127.0,0.0,29.0,0.0,0.0
82811ffffffffff,42.0,0.0,17.0,0.0,0.0
828127fffffffff,313.0,0.0,66.0,0.0,0.0
82812ffffffffff,67.0,0.0,6.0,0.0,0.0
828137fffffffff,521.0,0.0,126.0,0.0,0.0
828147fffffffff,157.0,0.0,7.0,0.0,0.0
82814ffffffffff,203.0,0.0,19.0,0.0,0.0
828157fffffffff,8.0,0.0,1.0,0.0,0.0
82815ffffffffff,61.0,0.0,5.0,0.0,0.0
828167fffffffff,113.0,0.0,2.0,0.0,0.0
828177fffffffff,87.0,0.0,0.0,0.0,0.0
828187fffffffff,694.0,0.0,137.0,0.0,0.0
82818ffffffffff,191.0,0.0,8.0,0.0,0.0
82819ffffffffff,104.0,0.0,7.0,0.0,0.0
8281a7fffffffff,70.0,0.0,12.0,0.0,0.0
8281affffffffff,232.0,0.0,55.0,0.0,0.0
828a07fffffffff,164.0,0.0,14.0,0.0,0.0
828a17fffffffff,26.0,0.0,3.0,0.0,0.0
828a1ffffffffff,14.0,0.0,2.0,0.0,0.0
828a27fffffffff,43.0,0.0,4.0,0.0,0.0
828a2ffffffffff,1.0,0.0,0.0,0.0,0.0
828a37fffffffff,16.0,0.0,3.0,0.0,0.0
828a47fffffffff,1000.0,0.0,52.0,0.0,0.0
828a4ffffffffff,5.0,0.0,0.0,0.0,0.0
828a57fffffffff,26.0,0.0,4.0,0.0,0.0
828a6ffffffffff,1766.0,0.0,88.0,0.0,0.0
828a77fffffffff,57.0,0.0,0.0,0.0,0.0
828a87fffffffff,63.0,0.0,5.0,0.0,0.0
828a8ffffffffff,51.0,0.0,12.0,0.0,0.0
828a97fffffffff,8.0,0.0,5.0,0.0,0.0
828a9ffffffffff,62.0,0.0,5.0,0.0,0.0
828aaffffffffff,195.0,0.0,40.0,0.0,0.0
828adffffffffff,372.0,0.0,54.0,0.0,0.0
828ae7fffffffff,13.0,0.0,0.0,0.0,0.0
828aeffffffffff,15.0,0.0,0.0,0.0,0.0
828af7fffffffff,1032.0,0.0,161.0,0.0,0.0
828b07fffffffff,56.0,0.0,4.0,0.0,0.0
828b0ffffffffff,323.0,0.0,40.0,0.0,0.0
828b17fffffffff,28.0,0.0,7.0,0.0,0.0
828b1ffffffffff,18.0,0.0,2.0,0.0,0.0
828b27fffffffff,2181.0,0.0,121.0,6.0,0.0
828b2ffffffffff,601.0,0.0,18.0,0.0,0.0
828b37fffffffff,122.0,0.0,6.0,0.0,0.0
828b47fffffffff,1170.0,0.0,121.0,0.0,0.0
828b4ffffffffff,9.0,0.0,0.0,0.0,0.0
828b57fffffffff,147.0,0.0,8.0,0.0,0.0
828b5ffffffffff,69.0,0.0,28.0,0.0,0.0
828b67fffffffff,2154.0,0.0,127.0,0.0,0.0
828b6ffffffffff,385.0,0.0,1.0,0.0,0.0
828b77fffffffff,364.0,0.0,14.0,0.0,0.0
828b87fffffffff,29.0,0.0,2.0,0.0,0.0
828b8ffffffffff,21.0,0.0,6.0,0.0,0.0
828b97fffffffff,2.0,0.0,1.0,0.0,0.0
828b9ffffffffff,200.0,0.0,38.0,0.0,0.0
828ba7fffffffff,249.0,0.0,64.0,0.0,0.0
828bb7fffffffff,412.0,0.0,101.0,0.0,0.0
828e27fffffffff,3.0,0.0,0.0,0.0,0.0
828e47fffffffff,777.0,0.0,0.0,62.0,0.0
828e67fffffffff,3275.0,0.0,30.0,119.0,0.0
828e6ffffffffff,192.0,0.0,0.0,0.0,0.0
828e77fffffffff,167.0,0.0,0.0,6.0,0.0
828f0ffffffffff,2982.0,0.0,29.0,108.0,0.0
828f27fffffffff,36.0,0.0,0.0,0.0,0.0
828f2ffffffffff,5429.0,0.0,8.0,171.0,0.0
828f47fffffffff,2708.0,0.0,460.0,0.0,0.0
828f4ffffffffff,433.0,0.0,0.0,0.0,0.0
828f57fffffffff,5659.0,0.0,240.0,38.0,0.0
828f5ffffffffff,657.0,0.0,0.0,16.0,0.0
828f67fffffffff,457.0,0.0,53.0,0.0,0.0
828f6ffffffffff,238.0,0.0,36.0,0.0,0.0
828f77fffffffff,2667.0,0.0,250.0,19.0,0.0
82a597fffffffff,197.0,0.0,38.0,0.0,0.0
82a807fffffffff,608.0,0.0,70.0,0.0,0.0
82a80ffffffffff,52.0,0.0,0.0,0.0,0.0
82a817fffffffff,3563.0,0.0,221.0,0.0,0.0
82a81ffffffffff,751.0,0.0,11.0,0.0,0.0
82a827fffffffff,217.0,0.0,6.0,0.0,0.0
82a82ffffffffff,131.0,0.0,0.0,0.0,0.0
82a837fffffffff,862.0,0.0,58.0,0.0,0.0
82a847fffffffff,1222.0,0.0,65.0,0.0,0.0
82a84ffffffffff,33.0,0.0,0.0,0.0,0.0
82a857fffffffff,70.0,0.0,0.0,0.0,0.0
82a85ffffffffff,2371.0,0.0,553.0,0.0,0.0
82a867fffffffff,293.0,0.0,0.0,0.0,0.0
82a86ffffffffff,91.0,0.0,2.0,0.0,0.0
82a877fffffffff,141.0,0.0,4.0,0.0,0.0
82a887fffffffff,556.0,0.0,89.0,0.0,0.0
82a88ffffffffff,535.0,0.0,110.0,0.0,0.0
82a897fffffffff,258.0,0.0,44.0,0.0,0.0
82a89ffffffffff,19.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,2239.0,0.0,208.0,0.0,0.0
82a8affffffffff,759.0,0.0,68.0,0.0,0.0
82a8b7fffffffff,20.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,63.0,0.0,0.0,0.0,0.0
82a8cffffffffff,30.0,0.0,18.0,0.0,0.0
82a8d7fffffffff,260.0,0.0,52.0,0.0,0.0
82a8dffffffffff,225.0,0.0,14.0,0.0,0.0
82a8e7fffffffff,10.0,0.0,3.0,0.0,0.0
82a8effffffffff,66.0,0.0,25.0,0.0,0.0
82a8f7fffffffff,100.0,0.0,3.0,0.0,0.0
82a907fffffffff,165.0,0.0,4.0,0.0,0.0
82a90ffffffffff,310.0,0.0,8.0,0.0,0.0
82a91ffffffffff,604.0,0.0,35.0,0.0,0.0
82a927fffffffff,2.0,0.0,0.0,0.0,0.0
82a92ffffffffff,1266.0,0.0,22.0,0.0,0.0
82a947fffffffff,1309.0,0.0,0.0,0.0,0.0
82a94ffffffffff,587.0,0.0,0.0,0.0,0.0
82a957fffffffff,3178.0,0.0,27.0,0.0,0.0
82a95ffffffffff,372.0,0.0,0.0,0.0,0.0
82a967fffffffff,804.0,0.0,17.0,0.0,0.0
82a96ffffffffff,293.0,0.0,0.0,0.0,0.0
82a977fffffffff,483.0,0.0,0.0,0.0,0.0
82b207fffffffff,1179.0,0.0,0.0,23.0,0.0
82b20ffffffffff,61.0,0.0,0.0,0.0,0.0
82b21ffffffffff,3577.0,0.0,0.0,106.0,0.0
82b227fffffffff,1151.0,0.0,0.0,86.0,0.0
82b22ffffffffff,25.0,0.0,0.0,0.0,0.0
82b247fffffffff,639.0,0.0,0.0,31.0,0.0
82b24ffffffffff,41.0,0.0,0.0,2.0,0.0
82b257fffffffff,116.0,0.0,0.0,0.0,0.0
82b25ffffffffff,1571.0,0.0,0.0,13.0,0.0
82b267fffffffff,72.0,0.0,0.0,0.0,0.0
82b26ffffffffff,12.0,0.0,0.0,0.0,0.0
82b277fffffffff,650.0,0.0,4.0,5.0,0.0
82b2c7fffffffff,9467.0,0.0,0.0,539.0,0.0
82b2cffffffffff,243.0,0.0,9.0,5.0,0.0
82b2dffffffffff,2077.0,0.0,0.0,34.0,0.0
82b2e7fffffffff,1400.0,0.0,0.0,80.0,0.0
82b2effffffffff,587.0,0.0,17.0,2.0,0.0
82b307fffffffff,4449.0,0.0,0.0,68.0,0.0
82b30ffffffffff,107.0,0.0,0.0,0.0,0.0
82b31ffffffffff,368.0,0.0,0.0,17.0,0.0
82b327fffffffff,389.0,0.0,16.0,1.0,0.0
82b32ffffffffff,110.0,0.0,0.0,0.0,0.0
82b337fffffffff,822.0,0.0,0.0,0.0,0.0
82b347fffffffff,1872.0,0.0,22.0,0.0,0.0
82b34ffffffffff,291.0,0.0,0.0,0.0,0.0
82b357fffffffff,465.0,0.0,0.0,0.0,0.0
82b35ffffffffff,1962.0,0.0,54.0,0.0,0.0
82b367fffffffff,277.0,0.0,6.0,0.0,0.0
82b36ffffffffff,404.0,0.0,0.0,0.0,0.0
82b377fffffffff,124.0,0.0,0.0,0.0,0.0
82c207fffffffff,5.0,0.0,0.0,0.0,0.0
82c21ffffffffff,15.0,0.0,0.0,0.0,0.0
82c22ffffffffff,2.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,414.0,0.0,1.0,2.0,0.0
82c2cffffffffff,767.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,1309.0,0.0,2.0,0.0,0.0
82c2dffffffffff,339.0,0.0,11.0,0.0,0.0
82c2e7fffffffff,77.0,0.0,1.0,0.0,0.0
82c2effffffffff,1.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,2162.0,0.0,6.0,0.0,0.0
82c307fffffffff,97.0,0.0,0.0,5.0,0.0
82c30ffffffffff,61.0,0.0,0.0,3.0,0.0
82c327fffffffff,418.0,0.0,6.0,14.0,0.0
82c32ffffffffff,1229.0,0.0,39.0,70.0,0.0
82c347fffffffff,245.0,0.0,1.0,0.0,0.0
82c357fffffffff,176.0,0.0,0.0,3.0,0.0
82c367fffffffff,375.0,0.0,2.0,0.0,0.0
82c36ffffffffff,28.0,0.0,0.0,0.0,0.0
82c377fffffffff,441.0,0.0,3.0,0.0,0.0
82ce17fffffffff,56.0,0.0,0.0,0.0,0.0
82ce87fffffffff,589.0,0.0,0.0,13.0,0.0
82ce8ffffffffff,2387.0,0.0,0.0,12.0,0.0
82ce97fffffffff,843.0,0.0,0.0,2.0,0.0
82ce9ffffffffff,770.0,0.0,0.0,6.0,0.0
82cea7fffffffff,466.0,0.0,0.0,0.0,0.0
82ceaffffffffff,4072.0,0.0,0.0,365.0,0.0
82ceb7fffffffff,10.0,0.0,0.0,0.0,0.0
82cf17fffffffff,21.0,0.0,0.0,2.0,0.0
82cf8ffffffffff,62.0,0.0,0.0,0.0,0.0
82cf9ffffffffff,3.0,0.0,0.0,0.0,0.0
82cfaffffffffff,16.0,0.0,0.0,4.0,0.0
82de67fffffffff,306.0,0.0,0.0,50.0,0.0
82de77fffffffff,761.0,0.0,0.0,42.0,0.0
82df47fffffffff,925.0,0.0,0.0,63.0,0.0
82df5ffffffffff,9.0,0.0,0.0,0.0,0.0
82df6ffffffffff,106.0,0.0,0.0,48.0,0.0
