cell_id,Columba livia,Columba livia (Wild type)
820137fffffffff,167.0,0.0
82058ffffffffff,9.0,0.0
820747fffffffff,340.0,106.0
82074ffffffffff,115.0,14.0
820757fffffffff,22.0,1.0
82075ffffffffff,504.0,0.0
820767fffffffff,147.0,57.0
820777fffffffff,10.0,2.0
820807fffffffff,5.0,0.0
820817fffffffff,92.0,0.0
82082ffffffffff,5.0,0.0
820837fffffffff,31.0,0.0
820887fffffffff,378.0,0.0
82088ffffffffff,26.0,0.0
820897fffffffff,45.0,0.0
82089ffffffffff,746.0,0.0
8208a7fffffffff,104.0,0.0
8208affffffffff,4.0,0.0
8208b7fffffffff,53.0,0.0
8208c7fffffffff,24.0,0.0
8208cffffffffff,6.0,0.0
8208d7fffffffff,45.0,0.0
8208dffffffffff,10.0,0.0
8208e7fffffffff,1.0,0.0
8208effffffffff,30.0,0.0
8208f7fffffffff,2.0,0.0
820937fffffffff,28.0,2.0
82094ffffffffff,2.0,0.0
82095ffffffffff,8.0,0.0
820987fffffffff,159.0,0.0
82098ffffffffff,19.0,0.0
820997fffffffff,91.0,0.0
82099ffffffffff,328.0,0.0
8209a7fffffffff,717.0,193.0
820b9ffffffffff,5.0,0.0
820bb7fffffffff,30.0,0.0
820c47fffffffff,915.0,0.0
820c57fffffffff,1208.0,0.0
820c5ffffffffff,153.0,0.0
820c67fffffffff,5.0,0.0
820c77fffffffff,2265.0,0.0
820d5ffffffffff,325.0,0.0
820e4ffffffffff,1635.0,0.0
820e5ffffffffff,14.0,0.0
820ecffffffffff,245.0,0.0
820edffffffffff,8.0,0.0
821017fffffffff,8.0,0.0
821027fffffffff,2.0,0.0
821097fffffffff,4.0,0.0
8210a7fffffffff,6.0,0.0
8210affffffffff,4.0,0.0
8210b7fffffffff,1.0,0.0
8210c7fffffffff,178.0,0.0
8210d7fffffffff,5.0,0.0
8210dffffffffff,12.0,0.0
8210f7fffffffff,24.0,0.0
821107fffffffff,651.0,3.0
821117fffffffff,32.0,0.0
821127fffffffff,69.0,0.0
82112ffffffffff,12.0,0.0
821137fffffffff,82.0,0.0
821157fffffffff,8.0,0.0
821167fffffffff,8.0,0.0
821187fffffffff,167.0,0.0
82118ffffffffff,469.0,0.0
821197fffffffff,3.0,0.0
82119ffffffffff,18.0,0.0
8211a7fffffffff,29.0,0.0
8211affffffffff,1750.0,0.0
8211b7fffffffff,10.0,0.0
82120ffffffffff,1.0,0.0
821217fffffffff,1.0,0.0
82121ffffffffff,100.0,0.0
82124ffffffffff,55.0,0.0
821257fffffffff,465.0,0.0
82125ffffffffff,1977.0,0.0
82126ffffffffff,8.0,0.0
821277fffffffff,76.0,0.0
821287fffffffff,68.0,0.0
82128ffffffffff,215.0,0.0
821297fffffffff,11.0,0.0
82129ffffffffff,100.0,0.0
8212affffffffff,318.0,0.0
8212b7fffffffff,597.0,0.0
8212c7fffffffff,1359.0,0.0
8212cffffffffff,13374.0,0.0
8212d7fffffffff,2825.0,0.0
8212dffffffffff,5891.0,0.0
8212e7fffffffff,635.0,0.0
8212effffffffff,7094.0,0.0
8212f7fffffffff,119.0,0.0
821397fffffffff,100.0,0.0
82139ffffffffff,246.0,0.0
821437fffffffff,1.0,0.0
821497fffffffff,2.0,0.0
82149ffffffffff,4.0,0.0
8214affffffffff,243.0,0.0
8214d7fffffffff,5.0,0.0
821587fffffffff,2.0,0.0
821597fffffffff,28.0,0.0
82159ffffffffff,10.0,0.0
8215b7fffffffff,8.0,0.0
821617fffffffff,40.0,0.0
82176ffffffffff,20.0,0.0
82178ffffffffff,2.0,0.0
821807fffffffff,225.0,106.0
82180ffffffffff,61.0,9.0
821827fffffffff,153.0,0.0
82182ffffffffff,2742.0,12.0
821847fffffffff,124.0,0.0
82184ffffffffff,4521.0,12.0
82185ffffffffff,387.0,0.0
821867fffffffff,329.0,0.0
82186ffffffffff,301.0,1.0
821877fffffffff,436.0,0.0
821907fffffffff,67.0,22.0
82190ffffffffff,1416.0,239.0
82191ffffffffff,2.0,0.0
821927fffffffff,244.0,13.0
82192ffffffffff,765.0,193.0
821947fffffffff,5132.0,0.0
82194ffffffffff,10340.0,0.0
821957fffffffff,2271.0,0.0
82195ffffffffff,4803.0,0.0
82196ffffffffff,1352.0,0.0
821977fffffffff,2307.0,0.0
821aa7fffffffff,2719.0,0.0
821ab7fffffffff,6.0,0.0
821b87fffffffff,5.0,0.0
821b9ffffffffff,156.0,0.0
821bb7fffffffff,8.0,0.0
821d27fffffffff,122.0,0.0
821e07fffffffff,3486.0,0.0
821e0ffffffffff,1267.0,0.0
821e17fffffffff,1158.0,9.0
821e1ffffffffff,2457.0,0.0
821e27fffffffff,596.0,0.0
821e2ffffffffff,672.0,0.0
821e37fffffffff,4555.0,0.0
821e47fffffffff,75.0,0.0
821e4ffffffffff,21.0,0.0
821e57fffffffff,158.0,0.0
821e5ffffffffff,266.0,0.0
821e67fffffffff,300.0,0.0
821e6ffffffffff,116.0,0.0
821e77fffffffff,80.0,0.0
821e87fffffffff,1144.0,0.0
821e8ffffffffff,19.0,0.0
821e97fffffffff,55.0,0.0
821e9ffffffffff,240.0,2.0
821ea7fffffffff,1198.0,2.0
821eaffffffffff,485.0,34.0
821eb7fffffffff,566.0,36.0
821ec7fffffffff,1953.0,10.0
821ecffffffffff,3345.0,5.0
821ed7fffffffff,512.0,13.0
821edffffffffff,1778.0,48.0
821ee7fffffffff,271.0,0.0
821eeffffffffff,785.0,6.0
821ef7fffffffff,716.0,19.0
821f07fffffffff,707.0,0.0
821f0ffffffffff,219.0,0.0
821f17fffffffff,649.0,0.0
821f1ffffffffff,761.0,0.0
821f27fffffffff,231.0,0.0
821f2ffffffffff,392.0,0.0
821f37fffffffff,217.0,0.0
821f47fffffffff,128.0,0.0
821f4ffffffffff,593.0,4.0
821f57fffffffff,573.0,0.0
821f5ffffffffff,132.0,1.0
821f67fffffffff,137.0,0.0
821f6ffffffffff,30.0,0.0
821f77fffffffff,624.0,0.0
821f87fffffffff,1903.0,0.0
821f8ffffffffff,1352.0,0.0
821f97fffffffff,358.0,0.0
821f9ffffffffff,979.0,0.0
821fa7fffffffff,968.0,0.0
821faffffffffff,2212.0,0.0
821fb7fffffffff,1678.0,0.0
82200ffffffffff,59.0,11.0
822017fffffffff,81.0,20.0
82201ffffffffff,333.0,23.0
82202ffffffffff,1.0,0.0
822037fffffffff,2.0,0.0
822047fffffffff,2.0,0.0
82204ffffffffff,22.0,0.0
82205ffffffffff,32.0,15.0
82206ffffffffff,21.0,0.0
822087fffffffff,66.0,0.0
82208ffffffffff,11.0,0.0
82209ffffffffff,38.0,2.0
8220a7fffffffff,237.0,13.0
8220affffffffff,36.0,0.0
8220b7fffffffff,57.0,0.0
8220c7fffffffff,6.0,2.0
8220cffffffffff,13.0,0.0
8220d7fffffffff,2.0,0.0
8220e7fffffffff,332.0,51.0
8220effffffffff,7.0,0.0
8220f7fffffffff,72.0,2.0
82210ffffffffff,1.0,0.0
822127fffffffff,5.0,0.0
822147fffffffff,2.0,0.0
82214ffffffffff,12.0,0.0
822157fffffffff,120.0,1.0
822177fffffffff,1.0,0.0
822187fffffffff,11.0,0.0
82218ffffffffff,15.0,2.0
82219ffffffffff,45.0,4.0
8221a7fffffffff,4.0,2.0
822407fffffffff,71.0,1.0
82240ffffffffff,111.0,1.0
82241ffffffffff,7.0,0.0
822427fffffffff,17.0,0.0
82242ffffffffff,68.0,1.0
822437fffffffff,21.0,1.0
822447fffffffff,24.0,0.0
82244ffffffffff,3.0,0.0
822457fffffffff,66.0,0.0
822467fffffffff,43.0,0.0
82246ffffffffff,18.0,0.0
822477fffffffff,35.0,0.0
82248ffffffffff,62.0,0.0
8224cffffffffff,2.0,0.0
8224d7fffffffff,7.0,0.0
8224effffffffff,2.0,0.0
822507fffffffff,2.0,0.0
82250ffffffffff,3.0,0.0
822517fffffffff,125.0,0.0
82251ffffffffff,5.0,0.0
822547fffffffff,21.0,0.0
822557fffffffff,10.0,0.0
82255ffffffffff,339.0,1.0
822577fffffffff,63.0,0.0
822587fffffffff,2.0,2.0
8225a7fffffffff,17.0,2.0
8225affffffffff,28.0,0.0
8225b7fffffffff,52.0,11.0
822607fffffffff,2396.0,0.0
82260ffffffffff,2540.0,0.0
822617fffffffff,1403.0,0.0
82261ffffffffff,1139.0,0.0
822627fffffffff,7564.0,0.0
82262ffffffffff,8084.0,0.0
822637fffffffff,989.0,0.0
822647fffffffff,6583.0,0.0
82264ffffffffff,6571.0,0.0
822657fffffffff,7683.0,0.0
82265ffffffffff,4329.0,0.0
822667fffffffff,27313.0,0.0
82266ffffffffff,6721.0,0.0
822677fffffffff,2569.0,0.0
822687fffffffff,16066.0,0.0
82268ffffffffff,29974.0,0.0
822697fffffffff,11722.0,0.0
82269ffffffffff,3106.0,0.0
8226a7fffffffff,664.0,0.0
8226affffffffff,10396.0,0.0
8226b7fffffffff,576.0,0.0
8226c7fffffffff,3759.0,0.0
8226cffffffffff,9664.0,0.0
8226d7fffffffff,3725.0,0.0
8226dffffffffff,4308.0,0.0
8226e7fffffffff,4654.0,0.0
8226effffffffff,2439.0,0.0
8226f7fffffffff,5453.0,0.0
822707fffffffff,2827.0,0.0
82270ffffffffff,3776.0,0.0
822717fffffffff,1697.0,0.0
82271ffffffffff,4188.0,0.0
82272ffffffffff,11.0,0.0
822747fffffffff,6171.0,0.0
82274ffffffffff,21014.0,0.0
822757fffffffff,18784.0,0.0
82275ffffffffff,22690.0,0.0
822767fffffffff,3559.0,0.0
82276ffffffffff,5005.0,0.0
822777fffffffff,1170.0,0.0
822787fffffffff,755.0,0.0
82278ffffffffff,1230.0,0.0
822797fffffffff,3865.0,0.0
82279ffffffffff,1989.0,0.0
8227a7fffffffff,2205.0,0.0
8227affffffffff,2583.0,0.0
8227b7fffffffff,868.0,0.0
822807fffffffff,2098.0,0.0
822817fffffffff,4721.0,0.0
82281ffffffffff,6293.0,0.0
822837fffffffff,87379.0,0.0
822887fffffffff,8164.0,0.0
82288ffffffffff,12162.0,0.0
822897fffffffff,5377.0,0.0
82289ffffffffff,4653.0,0.0
8228a7fffffffff,459.0,0.0
8228affffffffff,3437.0,0.0
8228b7fffffffff,6118.0,0.0
8228c7fffffffff,4267.0,0.0
8228cffffffffff,2.0,0.0
8228d7fffffffff,44761.0,0.0
8228dffffffffff,16643.0,0.0
8228e7fffffffff,5.0,0.0
8228f7fffffffff,15711.0,0.0
822917fffffffff,6940.0,0.0
82291ffffffffff,4517.0,0.0
822987fffffffff,4828.0,0.0
82298ffffffffff,4328.0,0.0
822997fffffffff,856.0,0.0
82299ffffffffff,324.0,0.0
8229a7fffffffff,70912.0,0.0
8229affffffffff,9773.0,0.0
8229b7fffffffff,5709.0,0.0
822a07fffffffff,1197.0,0.0
822a17fffffffff,99867.0,0.0
822a37fffffffff,66795.0,0.0
822a4ffffffffff,1107.0,0.0
822a87fffffffff,11297.0,0.0
822a8ffffffffff,17783.0,0.0
822a97fffffffff,16099.0,0.0
822a9ffffffffff,5161.0,0.0
822aa7fffffffff,37600.0,0.0
822aaffffffffff,89201.0,0.0
822ab7fffffffff,31381.0,0.0
822ad7fffffffff,6463.0,0.0
822af7fffffffff,14598.0,0.0
822b07fffffffff,8085.0,0.0
822b0ffffffffff,11114.0,0.0
822b17fffffffff,14164.0,0.0
822b1ffffffffff,8888.0,0.0
822b27fffffffff,960.0,0.0
822b2ffffffffff,1369.0,0.0
822b37fffffffff,2566.0,0.0
822b87fffffffff,25079.0,0.0
822b8ffffffffff,44384.0,0.0
822b97fffffffff,3372.0,0.0
822b9ffffffffff,62066.0,0.0
822ba7fffffffff,8950.0,0.0
822baffffffffff,69202.0,0.0
822bb7fffffffff,2322.0,0.0
822c07fffffffff,1502.0,67.0
822c0ffffffffff,415.0,83.0
