cell_id,Luscinia megarhynchos,Luscinia megarhynchos megarhynchos/africana,Luscinia megarhynchos golzii
823f6ffffffffff,145.0,0.0,0.0
823f77fffffffff,191.0,0.0,0.0
824227fffffffff,8.0,0.0,0.0
82430ffffffffff,3.0,0.0,0.0
824317fffffffff,1.0,0.0,0.0
824327fffffffff,15.0,0.0,0.0
82432ffffffffff,5.0,0.0,0.0
824337fffffffff,2.0,0.0,0.0
824367fffffffff,90.0,0.0,0.0
824377fffffffff,8.0,0.0,0.0
824387fffffffff,2.0,0.0,0.0
8243a7fffffffff,114.0,0.0,0.0
8243affffffffff,85.0,0.0,0.0
825207fffffffff,3.0,0.0,0.0
825217fffffffff,5.0,0.0,0.0
825237fffffffff,2.0,0.0,0.0
82529ffffffffff,3.0,0.0,0.0
82534ffffffffff,40.0,0.0,0.0
825367fffffffff,10.0,1.0,0.0
82536ffffffffff,21.0,0.0,4.0
8253b7fffffffff,1.0,0.0,0.0
82540ffffffffff,6.0,0.0,0.0
825447fffffffff,4.0,0.0,0.0
8254affffffffff,19.0,2.0,0.0
8254e7fffffffff,3.0,0.0,0.0
8254f7fffffffff,7.0,0.0,0.0
825517fffffffff,4.0,0.0,0.0
825537fffffffff,6.0,0.0,0.0
8255affffffffff,2.0,0.0,0.0
825897fffffffff,2.0,0.0,0.0
8258e7fffffffff,6.0,0.0,0.0
825987fffffffff,2.0,0.0,0.0
82599ffffffffff,1.0,0.0,0.0
826337fffffffff,10.0,0.0,0.0
826a6ffffffffff,4.0,0.0,0.0
826ae7fffffffff,2.0,0.0,0.0
826aeffffffffff,1.0,0.0,0.0
826b37fffffffff,1.0,0.0,0.0
82750ffffffffff,1.0,0.0,0.0
827517fffffffff,1.0,0.0,0.0
82752ffffffffff,1.0,0.0,0.0
827a47fffffffff,12.0,0.0,0.0
827a67fffffffff,142.0,0.0,0.0
827a6ffffffffff,56.0,0.0,0.0
827acffffffffff,19.0,0.0,0.0
827adffffffffff,17.0,0.0,0.0
827aeffffffffff,11.0,0.0,0.0
827b4ffffffffff,1.0,0.0,0.0
827b5ffffffffff,3.0,0.0,0.0
829697fffffffff,42.0,0.0,0.0
8296b7fffffffff,4.0,0.0,0.0
