cell_id,Sula sula,Sula sula sula,Sula sula rubripes,Sula sula websteri
822f47fffffffff,3.0,0.0,2.0,0.0
8236cffffffffff,2.0,0.0,0.0,0.0
824427fffffffff,3.0,0.0,0.0,0.0
824507fffffffff,158.0,0.0,0.0,0.0
82450ffffffffff,6.0,0.0,0.0,0.0
824517fffffffff,1.0,0.0,0.0,0.0
824527fffffffff,5.0,0.0,0.0,0.0
82455ffffffffff,2.0,0.0,0.0,0.0
824587fffffffff,111.0,0.0,0.0,0.0
824607fffffffff,9.0,0.0,0.0,0.0
82460ffffffffff,68.0,0.0,0.0,0.0
824637fffffffff,99.0,0.0,0.0,0.0
824647fffffffff,81.0,0.0,0.0,0.0
82464ffffffffff,4321.0,0.0,0.0,0.0
824657fffffffff,52.0,0.0,0.0,0.0
82465ffffffffff,25.0,0.0,0.0,0.0
8247a7fffffffff,201.0,0.0,0.0,0.0
8247affffffffff,8.0,0.0,0.0,0.0
824807fffffffff,5.0,0.0,0.0,0.0
824827fffffffff,31.0,0.0,0.0,0.0
82482ffffffffff,10.0,0.0,0.0,0.0
824837fffffffff,93.0,0.0,0.0,0.0
82490ffffffffff,32.0,0.0,0.0,2.0
82491ffffffffff,14.0,0.0,0.0,0.0
824957fffffffff,15.0,0.0,0.0,0.0
824977fffffffff,47.0,0.0,0.0,11.0
8249a7fffffffff,14.0,0.0,0.0,0.0
8249affffffffff,5.0,0.0,0.0,0.0
824a4ffffffffff,7.0,0.0,0.0,0.0
824a6ffffffffff,12.0,0.0,1.0,0.0
824c8ffffffffff,2.0,0.0,0.0,0.0
824cc7fffffffff,4.0,0.0,0.0,0.0
824cd7fffffffff,1.0,0.0,0.0,0.0
824ceffffffffff,6.0,0.0,0.0,0.0
824cf7fffffffff,3.0,0.0,0.0,0.0
824d4ffffffffff,12.0,0.0,0.0,0.0
824e47fffffffff,4.0,0.0,0.0,0.0
824e57fffffffff,1.0,0.0,0.0,0.0
824e5ffffffffff,16.0,0.0,7.0,0.0
824e67fffffffff,2.0,0.0,0.0,0.0
824e77fffffffff,1.0,0.0,0.0,0.0
824ecffffffffff,3.0,0.0,1.0,0.0
824eeffffffffff,3.0,0.0,0.0,0.0
824f47fffffffff,1.0,0.0,0.0,0.0
824f4ffffffffff,144.0,0.0,0.0,0.0
824f5ffffffffff,2.0,0.0,0.0,0.0
824f67fffffffff,1.0,0.0,0.0,0.0
825497fffffffff,4.0,0.0,0.0,0.0
825647fffffffff,2.0,0.0,0.0,0.0
82564ffffffffff,3.0,0.0,0.0,0.0
82565ffffffffff,1.0,0.0,0.0,0.0
825667fffffffff,3.0,0.0,0.0,0.0
82574ffffffffff,4.0,0.0,0.0,0.0
825a0ffffffffff,3.0,0.0,0.0,0.0
825aeffffffffff,1.0,0.0,0.0,0.0
825b47fffffffff,1.0,0.0,0.0,0.0
825b5ffffffffff,1.0,0.0,0.0,0.0
825c17fffffffff,4.0,0.0,0.0,0.0
825c37fffffffff,2.0,0.0,0.0,0.0
825d17fffffffff,871.0,0.0,10.0,0.0
825d37fffffffff,1.0,0.0,0.0,0.0
825e47fffffffff,54.0,0.0,0.0,0.0
825e4ffffffffff,37.0,0.0,0.0,0.0
825e5ffffffffff,4.0,0.0,0.0,0.0
825e67fffffffff,8.0,0.0,0.0,0.0
825e77fffffffff,163.0,0.0,0.0,0.0
825f4ffffffffff,11.0,0.0,0.0,0.0
825f5ffffffffff,345.0,0.0,0.0,0.0
826147fffffffff,1.0,0.0,0.0,0.0
826687fffffffff,8.0,0.0,0.0,0.0
82668ffffffffff,2.0,0.0,0.0,0.0
826697fffffffff,18.0,0.0,0.0,0.0
82669ffffffffff,27.0,0.0,0.0,0.0
8266a7fffffffff,8.0,0.0,0.0,0.0
8266affffffffff,8.0,0.0,0.0,0.0
8266b7fffffffff,182.0,0.0,0.0,0.0
826707fffffffff,2.0,0.0,0.0,0.0
82672ffffffffff,1.0,0.0,0.0,0.0
826747fffffffff,24.0,3.0,0.0,0.0
826757fffffffff,2.0,0.0,0.0,0.0
82676ffffffffff,10.0,0.0,0.0,0.0
826787fffffffff,4.0,0.0,0.0,0.0
82678ffffffffff,1.0,0.0,0.0,0.0
82679ffffffffff,32.0,0.0,0.0,0.0
82682ffffffffff,2.0,0.0,0.0,0.0
8268f7fffffffff,2.0,0.0,2.0,0.0
826c47fffffffff,2.0,0.0,0.0,0.0
826c57fffffffff,2.0,0.0,0.0,0.0
826c5ffffffffff,928.0,0.0,0.0,167.0
826c67fffffffff,439.0,0.0,0.0,0.0
826cf7fffffffff,2.0,0.0,0.0,0.0
826d07fffffffff,9.0,0.0,0.0,0.0
826d17fffffffff,90.0,0.0,0.0,0.0
826d1ffffffffff,8.0,0.0,0.0,0.0
826d47fffffffff,1.0,0.0,0.0,0.0
826d4ffffffffff,235.0,0.0,0.0,0.0
826d57fffffffff,3.0,0.0,0.0,0.0
826d6ffffffffff,96.0,0.0,0.0,0.0
826d77fffffffff,10.0,0.0,0.0,0.0
826da7fffffffff,1.0,0.0,0.0,0.0
826daffffffffff,3.0,0.0,0.0,0.0
827067fffffffff,43.0,0.0,0.0,0.0
827237fffffffff,2.0,0.0,0.0,0.0
8272a7fffffffff,2.0,0.0,0.0,0.0
8272affffffffff,3.0,0.0,0.0,0.0
8272cffffffffff,1.0,0.0,0.0,0.0
8272dffffffffff,4.0,0.0,0.0,0.0
827397fffffffff,1.0,0.0,0.0,0.0
82739ffffffffff,22.0,0.0,0.0,0.0
8273affffffffff,7.0,0.0,0.0,0.0
827687fffffffff,3.0,0.0,0.0,0.0
827697fffffffff,1.0,0.0,0.0,0.0
8276b7fffffffff,9.0,0.0,1.0,0.0
82770ffffffffff,1.0,0.0,0.0,0.0
827717fffffffff,2.0,0.0,0.0,0.0
82779ffffffffff,1.0,0.0,1.0,0.0
8277affffffffff,1.0,0.0,0.0,0.0
82789ffffffffff,4.0,0.0,0.0,0.0
827b27fffffffff,2.0,0.0,0.0,0.0
827b2ffffffffff,9.0,0.0,0.0,0.0
827b37fffffffff,3.0,0.0,0.0,0.0
827c47fffffffff,3.0,0.0,0.0,0.0
827c5ffffffffff,2.0,0.0,0.0,0.0
827c67fffffffff,7.0,0.0,0.0,0.0
827c6ffffffffff,2.0,0.0,0.0,0.0
827d4ffffffffff,6.0,0.0,0.0,0.0
827d6ffffffffff,2.0,0.0,0.0,0.0
827db7fffffffff,2.0,0.0,0.0,0.0
8280b7fffffffff,54.0,4.0,0.0,0.0
828187fffffffff,3.0,0.0,0.0,0.0
82840ffffffffff,2.0,0.0,0.0,0.0
82845ffffffffff,4.0,0.0,0.0,0.0
828597fffffffff,1.0,0.0,0.0,0.0
8285a7fffffffff,7.0,0.0,0.0,0.0
8285b7fffffffff,5.0,0.0,0.0,0.0
828837fffffffff,1.0,0.0,0.0,0.0
828907fffffffff,2.0,0.0,0.0,0.0
828917fffffffff,2.0,0.0,0.0,0.0
82891ffffffffff,2.0,0.0,0.0,0.0
828927fffffffff,17.0,0.0,0.0,0.0
828937fffffffff,83.0,0.0,2.0,0.0
8289b7fffffffff,2.0,0.0,0.0,0.0
828c27fffffffff,260.0,0.0,0.0,0.0
828c47fffffffff,44.0,0.0,1.0,0.0
828c6ffffffffff,69.0,0.0,6.0,0.0
828da7fffffffff,1.0,0.0,1.0,0.0
828f07fffffffff,5.0,0.0,0.0,0.0
828f27fffffffff,1.0,0.0,0.0,0.0
828f2ffffffffff,156.0,0.0,0.0,5.0
828f97fffffffff,2.0,0.0,0.0,0.0
828fa7fffffffff,238.0,0.0,0.0,28.0
829417fffffffff,279.0,0.0,0.0,0.0
829427fffffffff,14.0,0.0,0.0,0.0
82942ffffffffff,2.0,0.0,2.0,0.0
829467fffffffff,19.0,0.0,8.0,0.0
82950ffffffffff,11.0,0.0,3.0,0.0
82951ffffffffff,14.0,0.0,3.0,0.0
82954ffffffffff,1.0,0.0,0.0,0.0
829557fffffffff,17.0,0.0,6.0,0.0
82955ffffffffff,30.0,0.0,4.0,0.0
82956ffffffffff,39.0,0.0,4.0,0.0
8295a7fffffffff,1.0,0.0,0.0,0.0
829a17fffffffff,28.0,0.0,0.0,0.0
829b0ffffffffff,3.0,0.0,0.0,0.0
829b1ffffffffff,1.0,0.0,0.0,0.0
829b47fffffffff,3.0,0.0,0.0,0.0
829b4ffffffffff,3.0,0.0,0.0,0.0
829b57fffffffff,3.0,0.0,0.0,0.0
829b5ffffffffff,17.0,0.0,0.0,0.0
829b6ffffffffff,5.0,0.0,0.0,0.0
829b8ffffffffff,21.0,0.0,0.0,0.0
829c07fffffffff,2.0,0.0,0.0,0.0
829c1ffffffffff,4.0,0.0,0.0,0.0
829c27fffffffff,85.0,0.0,0.0,0.0
829c37fffffffff,3.0,0.0,0.0,0.0
829c97fffffffff,2.0,0.0,0.0,0.0
829d1ffffffffff,2.0,0.0,0.0,0.0
829d27fffffffff,5.0,0.0,0.0,0.0
829daffffffffff,2.0,0.0,0.0,0.0
829e07fffffffff,4.0,0.0,0.0,0.0
829e0ffffffffff,1.0,0.0,1.0,0.0
829e1ffffffffff,1.0,0.0,0.0,0.0
829e27fffffffff,40.0,0.0,0.0,0.0
829e2ffffffffff,1.0,0.0,1.0,0.0
829e77fffffffff,2.0,0.0,0.0,0.0
829e8ffffffffff,1.0,0.0,0.0,0.0
829ec7fffffffff,1.0,0.0,0.0,0.0
829ed7fffffffff,1.0,0.0,0.0,0.0
829ee7fffffffff,2.0,0.0,0.0,0.0
829f17fffffffff,1.0,0.0,0.0,0.0
829f57fffffffff,13.0,0.0,6.0,0.0
82a027fffffffff,9.0,0.0,0.0,0.0
82a04ffffffffff,45.0,0.0,0.0,0.0
82a05ffffffffff,3.0,0.0,0.0,0.0
82a06ffffffffff,4.0,0.0,0.0,0.0
82a0dffffffffff,12.0,0.0,0.0,0.0
82a0effffffffff,2.0,0.0,0.0,0.0
82a117fffffffff,6.0,0.0,0.0,0.0
82a11ffffffffff,2.0,0.0,0.0,0.0
82a1a7fffffffff,7.0,0.0,0.0,0.0
82a32ffffffffff,1.0,0.0,0.0,0.0
82a367fffffffff,2.0,0.0,0.0,0.0
82a537fffffffff,3.0,0.0,0.0,0.0
82b02ffffffffff,2.0,0.0,0.0,0.0
82b14ffffffffff,5.0,0.0,0.0,0.0
82b4c7fffffffff,6.0,0.0,0.0,0.0
82bad7fffffffff,1.0,0.0,0.0,0.0
82be8ffffffffff,6.0,0.0,0.0,0.0
82beaffffffffff,22.0,0.0,0.0,0.0
