cell_id,Vireo bellii,Vireo bellii bellii/medius,Vireo bellii arizonae,Vireo bellii pusillus
8448dd5ffffffff,2.0,0.0,0.0,0.0
8448de5ffffffff,5.0,0.0,0.0,0.0
8448de9ffffffff,1.0,0.0,0.0,0.0
8448e33ffffffff,7.0,0.0,0.0,0.0
8448e37ffffffff,24.0,0.0,7.0,0.0
8448e81ffffffff,8.0,0.0,4.0,0.0
8448e85ffffffff,119.0,0.0,72.0,0.0
8448e8dffffffff,21.0,2.0,16.0,0.0
8448e97ffffffff,3.0,0.0,0.0,0.0
8448ea1ffffffff,1.0,0.0,0.0,0.0
8448ea3ffffffff,5.0,0.0,0.0,0.0
8448ea5ffffffff,14.0,0.0,3.0,0.0
8448ea9ffffffff,4.0,0.0,2.0,0.0
8448eabffffffff,19.0,0.0,8.0,0.0
8448eadffffffff,3.0,0.0,2.0,0.0
8448eb1ffffffff,25.0,0.0,0.0,0.0
8448eb3ffffffff,7.0,0.0,0.0,0.0
8448eb5ffffffff,15.0,0.0,3.0,0.0
8448eb7ffffffff,4.0,0.0,0.0,0.0
8448ebbffffffff,22.0,0.0,0.0,0.0
8448ebdffffffff,13.0,0.0,0.0,0.0
8448ec5ffffffff,8.0,0.0,8.0,0.0
8448ec7ffffffff,142.0,0.0,118.0,0.0
8448ee1ffffffff,6.0,0.0,6.0,0.0
8448ee3ffffffff,14.0,0.0,3.0,0.0
8448ee5ffffffff,2.0,0.0,0.0,0.0
8448eebffffffff,150.0,0.0,138.0,0.0
8448f25ffffffff,5.0,0.0,0.0,0.0
8448f2bffffffff,2.0,0.0,0.0,0.0
8448f63ffffffff,5.0,0.0,0.0,0.0
8449823ffffffff,1.0,0.0,0.0,0.0
844982dffffffff,7.0,0.0,0.0,0.0
8449845ffffffff,2.0,0.0,0.0,0.0
8449869ffffffff,7.0,0.0,0.0,0.0
844988dffffffff,3.0,0.0,0.0,0.0
8449907ffffffff,2.0,0.0,0.0,0.0
844990bffffffff,1.0,0.0,0.0,0.0
844994bffffffff,8.0,0.0,0.0,0.0
8449951ffffffff,3.0,0.0,0.0,0.0
8449953ffffffff,2.0,0.0,0.0,0.0
8449959ffffffff,16.0,4.0,0.0,0.0
844995bffffffff,9.0,4.0,0.0,0.0
8449963ffffffff,2.0,0.0,0.0,0.0
8449965ffffffff,5.0,0.0,0.0,0.0
8449967ffffffff,2.0,0.0,0.0,0.0
84499cdffffffff,1.0,0.0,0.0,0.0
8449a21ffffffff,2.0,2.0,0.0,0.0
8449a2bffffffff,8.0,8.0,0.0,0.0
8449a3dffffffff,6.0,6.0,0.0,0.0
8449a83ffffffff,2.0,2.0,0.0,0.0
8449a8dffffffff,1.0,0.0,0.0,0.0
8449a91ffffffff,4.0,4.0,0.0,0.0
8449a93ffffffff,3.0,3.0,0.0,0.0
8449ab5ffffffff,2.0,0.0,0.0,0.0
8449ad5ffffffff,4.0,4.0,0.0,0.0
8449b21ffffffff,2.0,0.0,0.0,0.0
8449b37ffffffff,4.0,2.0,0.0,0.0
8449b3bffffffff,2.0,2.0,0.0,0.0
846d043ffffffff,4.0,0.0,0.0,0.0
846d049ffffffff,1.0,0.0,0.0,0.0
846d051ffffffff,3.0,3.0,0.0,0.0
846d159ffffffff,12.0,3.0,0.0,0.0
846d291ffffffff,2.0,0.0,0.0,0.0
846d295ffffffff,27.0,3.0,0.0,0.0
846d297ffffffff,4.0,0.0,0.0,0.0
846d299ffffffff,7.0,0.0,0.0,0.0
846d2a3ffffffff,14.0,0.0,0.0,0.0
846d2b9ffffffff,1.0,0.0,0.0,0.0
846d2bbffffffff,6.0,0.0,0.0,0.0
846d305ffffffff,10.0,0.0,0.0,0.0
846d30dffffffff,6.0,1.0,0.0,0.0
846d32bffffffff,11.0,0.0,0.0,0.0
846d33dffffffff,1.0,0.0,0.0,0.0
846d34dffffffff,4.0,0.0,0.0,0.0
846d35bffffffff,4.0,0.0,0.0,0.0
846d35dffffffff,2.0,0.0,0.0,0.0
846d367ffffffff,2.0,0.0,0.0,0.0
846d609ffffffff,2.0,2.0,0.0,0.0
846d60dffffffff,2.0,0.0,0.0,0.0
846d641ffffffff,3.0,0.0,0.0,0.0
846d645ffffffff,2.0,2.0,0.0,0.0
846d66bffffffff,1.0,0.0,0.0,0.0
846d749ffffffff,3.0,0.0,0.0,0.0
846d769ffffffff,5.0,0.0,0.0,0.0
846d76dffffffff,2.0,0.0,0.0,0.0
