cell_id,Muscicapa dauurica,Muscicapa dauurica dauurica,Muscicapa dauurica poonensis/siamensis
84316c1ffffffff,1.0,0.0,0.0
84316c5ffffffff,4.0,0.0,0.0
84316c7ffffffff,2.0,0.0,0.0
84316cdffffffff,4.0,0.0,0.0
84316ddffffffff,8.0,0.0,0.0
84316e1ffffffff,3.0,0.0,0.0
84316e5ffffffff,1.0,0.0,0.0
84316e7ffffffff,12.0,0.0,0.0
8431851ffffffff,3.0,0.0,0.0
843185bffffffff,28.0,0.0,0.0
8431889ffffffff,1.0,0.0,0.0
84318c7ffffffff,6.0,0.0,0.0
84318d1ffffffff,310.0,0.0,0.0
84318d3ffffffff,8.0,0.0,0.0
84318d7ffffffff,33.0,0.0,0.0
8431a33ffffffff,1.0,0.0,0.0
8431aa1ffffffff,4.0,0.0,0.0
8431aa5ffffffff,78.0,0.0,0.0
8431aa7ffffffff,7.0,0.0,0.0
8431aa9ffffffff,6.0,0.0,0.0
8431aadffffffff,2.0,0.0,0.0
843c069ffffffff,2.0,0.0,0.0
843c0b7ffffffff,1.0,0.0,0.0
843c159ffffffff,3.0,0.0,0.0
843c15bffffffff,2.0,0.0,0.0
843c19bffffffff,1.0,0.0,0.0
843c1c3ffffffff,2.0,0.0,0.0
843c1c9ffffffff,2.0,0.0,0.0
843c1d7ffffffff,2.0,0.0,0.0
843c337ffffffff,1.0,0.0,0.0
843c33bffffffff,8.0,0.0,0.0
843c369ffffffff,2.0,0.0,0.0
843c36bffffffff,1.0,0.0,0.0
843c839ffffffff,4.0,0.0,0.0
843c855ffffffff,1.0,0.0,0.0
843c885ffffffff,5.0,0.0,0.0
843c899ffffffff,11.0,0.0,0.0
843c8c1ffffffff,9.0,0.0,0.0
843c8c7ffffffff,9.0,0.0,0.0
843c8c9ffffffff,8.0,0.0,0.0
843c8cbffffffff,23.0,0.0,0.0
843c8dbffffffff,2.0,0.0,0.0
843c8e1ffffffff,8.0,0.0,0.0
843c8e5ffffffff,4.0,0.0,0.0
843c8edffffffff,1.0,0.0,0.0
843c905ffffffff,3.0,0.0,0.0
843c909ffffffff,2.0,0.0,0.0
843c921ffffffff,2.0,0.0,0.0
843c925ffffffff,1.0,0.0,0.0
843c929ffffffff,5.0,0.0,0.0
843c92bffffffff,7.0,0.0,0.0
843c92dffffffff,53.0,0.0,0.0
843c931ffffffff,2.0,0.0,0.0
843c95bffffffff,3.0,0.0,0.0
843c967ffffffff,15.0,0.0,0.0
843ca85ffffffff,1.0,0.0,0.0
843ca9dffffffff,4.0,0.0,0.0
843cabbffffffff,3.0,0.0,0.0
843cb0dffffffff,2.0,0.0,0.0
843cb11ffffffff,2.0,0.0,0.0
843cb1dffffffff,6.0,0.0,0.0
843cb45ffffffff,11.0,0.0,0.0
843cb47ffffffff,4.0,0.0,0.0
843cb4dffffffff,3.0,0.0,0.0
843cb59ffffffff,3.0,0.0,0.0
843cb6bffffffff,4.0,0.0,0.0
843cb6dffffffff,3.0,0.0,0.0
843cc5dffffffff,2.0,0.0,0.0
843ccb7ffffffff,2.0,0.0,0.0
843cd8bffffffff,20.0,0.0,0.0
843cd9dffffffff,5.0,0.0,0.0
843cdd5ffffffff,1.0,0.0,0.0
843ce2dffffffff,2.0,0.0,0.0
843ce41ffffffff,1.0,0.0,0.0
843ce49ffffffff,1.0,0.0,0.0
843ce4bffffffff,6.0,0.0,0.0
843ce55ffffffff,10.0,0.0,0.0
843ce57ffffffff,1.0,0.0,0.0
843ce5bffffffff,2.0,0.0,0.0
843ce5dffffffff,5.0,0.0,0.0
843cf27ffffffff,2.0,0.0,0.0
843cf2dffffffff,33.0,0.0,0.0
843cf67ffffffff,3.0,0.0,0.0
843d107ffffffff,25.0,0.0,0.0
843d109ffffffff,7.0,0.0,0.0
843d131ffffffff,14.0,0.0,0.0
843d135ffffffff,6.0,0.0,0.0
843d137ffffffff,21.0,0.0,0.0
843d139ffffffff,26.0,0.0,0.0
843d13bffffffff,2.0,0.0,0.0
843d13dffffffff,10.0,0.0,0.0
843d143ffffffff,2.0,0.0,0.0
843d15dffffffff,3.0,0.0,0.0
843d333ffffffff,2.0,0.0,0.0
843d80dffffffff,2.0,0.0,0.0
843d845ffffffff,4.0,0.0,0.0
843d847ffffffff,3.0,0.0,0.0
843d915ffffffff,1.0,0.0,0.0
843d929ffffffff,5.0,0.0,0.0
843d92dffffffff,3.0,0.0,0.0
843d967ffffffff,30.0,0.0,0.0
843d983ffffffff,11.0,0.0,0.0
843d987ffffffff,5.0,0.0,0.0
843d993ffffffff,2.0,0.0,0.0
843d9a7ffffffff,3.0,0.0,0.0
843d9b7ffffffff,8.0,0.0,0.0
843d9b9ffffffff,5.0,0.0,0.0
843d9d1ffffffff,34.0,0.0,0.0
843d9d3ffffffff,19.0,0.0,0.0
843d9dbffffffff,43.0,0.0,0.0
843d9e5ffffffff,7.0,0.0,0.0
843d9e7ffffffff,2.0,0.0,0.0
843d9edffffffff,2.0,0.0,0.0
843da3dffffffff,1.0,0.0,0.0
843dad1ffffffff,31.0,0.0,0.0
843dad7ffffffff,2.0,0.0,0.0
843dad9ffffffff,15.0,0.0,0.0
843daddffffffff,36.0,0.0,0.0
843db13ffffffff,2.0,0.0,0.0
843db2dffffffff,7.0,0.0,0.0
844004dffffffff,5.0,0.0,0.0
84400c1ffffffff,2.0,0.0,0.0
84401a1ffffffff,2.0,0.0,0.0
84402d7ffffffff,32.0,0.0,0.0
844030dffffffff,2.0,0.0,0.0
8440349ffffffff,1.0,0.0,0.0
8440363ffffffff,2.0,0.0,0.0
84404c5ffffffff,5.0,0.0,0.0
84404ddffffffff,7.0,0.0,0.0
8440615ffffffff,1.0,0.0,0.0
8440619ffffffff,2.0,0.0,0.0
844061bffffffff,2.0,0.0,0.0
8440717ffffffff,6.0,0.0,0.0
8440909ffffffff,3.0,0.0,0.0
8440a69ffffffff,4.0,0.0,0.0
8440ac5ffffffff,2.0,0.0,0.0
8440b51ffffffff,4.0,0.0,0.0
8440b53ffffffff,12.0,0.0,0.0
8440c1dffffffff,6.0,0.0,0.0
8440c43ffffffff,4.0,0.0,0.0
8440c59ffffffff,6.0,0.0,0.0
8440c63ffffffff,1.0,0.0,0.0
8440e11ffffffff,2.0,0.0,0.0
8440e13ffffffff,8.0,0.0,0.0
8440e3dffffffff,2.0,0.0,0.0
8440eebffffffff,1.0,1.0,0.0
8441035ffffffff,84.0,0.0,0.0
8441037ffffffff,227.0,1.0,0.0
8441091ffffffff,2.0,0.0,0.0
844109bffffffff,3.0,0.0,0.0
84410a5ffffffff,2.0,0.0,0.0
844118bffffffff,2.0,0.0,0.0
844119dffffffff,2.0,0.0,0.0
84411b5ffffffff,3.0,0.0,0.0
84411c3ffffffff,2.0,0.0,0.0
84411c9ffffffff,114.0,0.0,0.0
84411cbffffffff,454.0,1.0,0.0
84411d5ffffffff,16.0,0.0,0.0
8441315ffffffff,23.0,0.0,0.0
844142bffffffff,2.0,0.0,0.0
8441431ffffffff,2.0,0.0,0.0
8441433ffffffff,9.0,0.0,0.0
844143bffffffff,9.0,0.0,0.0
844148bffffffff,4.0,0.0,0.0
8441491ffffffff,2.0,0.0,0.0
8441493ffffffff,2.0,0.0,0.0
84414c3ffffffff,2.0,0.0,0.0
84414d7ffffffff,1.0,0.0,0.0
84414d9ffffffff,1.0,0.0,0.0
8441503ffffffff,2.0,0.0,0.0
844150bffffffff,1.0,0.0,0.0
8441523ffffffff,1.0,0.0,0.0
8441541ffffffff,4.0,0.0,0.0
8441547ffffffff,2.0,0.0,0.0
8441585ffffffff,2.0,0.0,0.0
8441593ffffffff,3.0,0.0,0.0
84415a1ffffffff,2.0,0.0,0.0
84415abffffffff,2.0,0.0,0.0
84415c3ffffffff,7.0,0.0,0.0
84415cbffffffff,11.0,0.0,0.0
84415e7ffffffff,2.0,0.0,0.0
84415edffffffff,2.0,0.0,0.0
844160bffffffff,7.0,0.0,0.0
8441643ffffffff,7.0,0.0,0.0
8441653ffffffff,1.0,0.0,0.0
8441655ffffffff,4.0,0.0,0.0
844165bffffffff,1.0,0.0,0.0
844165dffffffff,5.0,0.0,0.0
8441683ffffffff,2.0,0.0,0.0
8441687ffffffff,2.0,0.0,0.0
844169dffffffff,4.0,0.0,0.0
84416a3ffffffff,4.0,0.0,0.0
84416abffffffff,3.0,0.0,0.0
84416b1ffffffff,1.0,0.0,0.0
84416b9ffffffff,1.0,0.0,0.0
84416bdffffffff,2.0,0.0,0.0
84416c1ffffffff,3.0,0.0,0.0
84416c3ffffffff,4.0,0.0,0.0
84416c5ffffffff,2.0,0.0,0.0
84416cdffffffff,6.0,0.0,0.0
84416d5ffffffff,2.0,0.0,0.0
84416d7ffffffff,9.0,0.0,0.0
84416dbffffffff,2.0,0.0,0.0
84416ddffffffff,2.0,0.0,0.0
84416e1ffffffff,2.0,0.0,0.0
84416e5ffffffff,6.0,0.0,0.0
84416edffffffff,2.0,0.0,0.0
8441703ffffffff,2.0,0.0,0.0
8441715ffffffff,5.0,0.0,0.0
8441719ffffffff,13.0,0.0,0.0
8441743ffffffff,1.0,0.0,0.0
8441747ffffffff,2.0,0.0,0.0
8441751ffffffff,9.0,0.0,0.0
8441755ffffffff,1.0,0.0,0.0
844184bffffffff,3.0,0.0,0.0
8441859ffffffff,3.0,0.0,0.0
8441915ffffffff,2.0,0.0,0.0
8441919ffffffff,3.0,0.0,0.0
844192dffffffff,6.0,0.0,0.0
8441949ffffffff,2.0,0.0,0.0
8441a09ffffffff,8.0,0.0,0.0
8441a43ffffffff,121.0,0.0,0.0
8441a55ffffffff,317.0,0.0,0.0
8441b29ffffffff,1.0,0.0,0.0
8441b43ffffffff,1738.0,0.0,0.0
8441b53ffffffff,4.0,0.0,0.0
8441b55ffffffff,39.0,0.0,0.0
8441b5dffffffff,411.0,0.0,0.0
8441b61ffffffff,6.0,0.0,0.0
8441b65ffffffff,12.0,2.0,0.0
8442c27ffffffff,4.0,0.0,0.0
8442cabffffffff,3.0,0.0,0.0
8442cbdffffffff,17.0,0.0,0.0
8442cdbffffffff,2.0,0.0,0.0
8442d97ffffffff,8.0,0.0,0.0
8442db3ffffffff,3.0,0.0,0.0
8442db5ffffffff,17.0,0.0,0.0
8442db7ffffffff,17.0,0.0,0.0
8442dcdffffffff,2.0,0.0,0.0
844a26bffffffff,1.0,0.0,0.0
844b197ffffffff,1.0,0.0,0.0
844b26dffffffff,314.0,0.0,0.0
844b307ffffffff,1.0,0.0,0.0
844b30bffffffff,16.0,0.0,0.0
844b339ffffffff,5.0,0.0,0.0
844b343ffffffff,1.0,0.0,0.0
844b353ffffffff,2.0,0.0,0.0
844b56dffffffff,6.0,0.0,0.0
844b653ffffffff,3.0,0.0,0.0
844b657ffffffff,2.0,0.0,0.0
844b659ffffffff,2.0,0.0,0.0
844b6d3ffffffff,2.0,0.0,0.0
844b753ffffffff,1.0,0.0,0.0
844b845ffffffff,4.0,0.0,0.0
844b847ffffffff,4.0,0.0,0.0
844b863ffffffff,1.0,0.0,0.0
844b86dffffffff,35.0,0.0,0.0
844ba01ffffffff,9.0,0.0,0.0
844ba03ffffffff,13.0,0.0,0.0
844ba05ffffffff,20.0,0.0,0.0
844ba09ffffffff,34.0,0.0,0.0
844ba0bffffffff,154.0,0.0,0.0
844ba0dffffffff,1.0,0.0,0.0
844ba15ffffffff,127.0,0.0,0.0
844ba19ffffffff,12.0,0.0,0.0
844ba1dffffffff,53.0,0.0,0.0
844ba21ffffffff,30.0,0.0,0.0
844ba25ffffffff,40.0,0.0,0.0
844ba27ffffffff,6.0,0.0,0.0
844ba29ffffffff,122.0,0.0,0.0
844ba2bffffffff,13.0,0.0,0.0
844ba35ffffffff,2.0,0.0,0.0
844ba39ffffffff,23.0,0.0,0.0
844ba3dffffffff,15.0,0.0,0.0
844ba53ffffffff,15.0,0.0,0.0
844ba57ffffffff,199.0,0.0,0.0
844ba63ffffffff,6.0,0.0,0.0
844ba81ffffffff,2.0,0.0,0.0
844ba87ffffffff,1.0,0.0,0.0
844bb11ffffffff,54.0,0.0,0.0
844bb13ffffffff,52.0,0.0,0.0
844bb17ffffffff,7.0,0.0,0.0
844bb19ffffffff,70.0,0.0,0.0
844bb1bffffffff,37.0,0.0,0.0
844bb51ffffffff,116.0,0.0,0.0
844bb53ffffffff,6.0,0.0,0.0
844bb59ffffffff,137.0,0.0,0.0
8460021ffffffff,15.0,0.0,0.0
8460025ffffffff,122.0,0.0,0.0
8460027ffffffff,32.0,0.0,0.0
846002dffffffff,142.0,0.0,0.0
846004dffffffff,17.0,0.0,0.0
8460061ffffffff,71.0,0.0,0.0
8460065ffffffff,778.0,0.0,0.0
8460067ffffffff,67.0,0.0,0.0
8460069ffffffff,71.0,0.0,0.0
846006dffffffff,264.0,0.0,0.0
8460103ffffffff,1.0,0.0,0.0
846010bffffffff,2.0,0.0,0.0
8460111ffffffff,29.0,0.0,0.0
8460113ffffffff,493.0,0.0,0.0
8460115ffffffff,2.0,0.0,0.0
8460117ffffffff,103.0,0.0,0.0
8460119ffffffff,41.0,0.0,0.0
846011bffffffff,125.0,0.0,0.0
846011dffffffff,39.0,0.0,0.0
846012bffffffff,6.0,0.0,0.0
8460131ffffffff,4.0,0.0,0.0
8460133ffffffff,5.0,0.0,0.0
8460135ffffffff,2.0,0.0,0.0
8460139ffffffff,21.0,0.0,0.0
846013bffffffff,2.0,0.0,0.0
8460141ffffffff,10.0,0.0,0.0
8460143ffffffff,32.0,0.0,0.0
8460145ffffffff,342.0,0.0,0.0
8460147ffffffff,5.0,0.0,0.0
8460149ffffffff,40.0,0.0,0.0
846014bffffffff,39.0,0.0,0.0
846014dffffffff,203.0,0.0,0.0
8460151ffffffff,135.0,0.0,0.0
8460153ffffffff,151.0,0.0,0.0
8460155ffffffff,2.0,0.0,0.0
8460157ffffffff,28.0,0.0,0.0
8460159ffffffff,206.0,0.0,0.0
846015bffffffff,369.0,0.0,0.0
846015dffffffff,350.0,0.0,0.0
8460161ffffffff,8.0,0.0,0.0
8460163ffffffff,7.0,0.0,0.0
8460165ffffffff,12.0,0.0,0.0
8460167ffffffff,4.0,0.0,0.0
8460169ffffffff,622.0,0.0,0.0
846016bffffffff,17.0,0.0,0.0
846016dffffffff,17.0,0.0,0.0
84601a5ffffffff,5.0,0.0,0.0
84601e1ffffffff,2.0,0.0,0.0
84601e5ffffffff,25.0,0.0,0.0
84601e9ffffffff,408.0,0.0,0.0
84601edffffffff,61.0,0.0,0.0
8460221ffffffff,33.0,0.0,0.0
8460225ffffffff,183.0,0.0,0.0
8460227ffffffff,50.0,0.0,0.0
8460229ffffffff,37.0,0.0,0.0
846022dffffffff,172.0,0.0,0.0
8460261ffffffff,138.0,0.0,0.0
8460263ffffffff,47.0,0.0,0.0
8460267ffffffff,303.0,0.0,0.0
8460269ffffffff,8.0,0.0,0.0
846026bffffffff,5.0,0.0,0.0
846026dffffffff,25.0,0.0,0.0
8460307ffffffff,7.0,0.0,0.0
8460309ffffffff,14.0,0.0,0.0
846030bffffffff,76.0,0.0,0.0
8460311ffffffff,703.0,0.0,0.0
8460313ffffffff,429.0,0.0,0.0
8460315ffffffff,109.0,0.0,0.0
8460317ffffffff,241.0,0.0,0.0
8460319ffffffff,786.0,0.0,0.0
846031bffffffff,492.0,0.0,0.0
846031dffffffff,558.0,0.0,0.0
8460321ffffffff,31.0,0.0,0.0
8460323ffffffff,16.0,0.0,0.0
8460327ffffffff,64.0,0.0,0.0
8460329ffffffff,35.0,0.0,0.0
846032dffffffff,208.0,0.0,0.0
8460331ffffffff,253.0,0.0,0.0
8460333ffffffff,388.0,0.0,0.0
8460335ffffffff,146.0,0.0,0.0
8460337ffffffff,8.0,0.0,0.0
8460339ffffffff,58.0,0.0,0.0
846033bffffffff,1008.0,0.0,0.0
846033dffffffff,4.0,0.0,0.0
8460341ffffffff,2.0,0.0,0.0
8460343ffffffff,54.0,0.0,0.0
8460345ffffffff,10.0,0.0,0.0
8460351ffffffff,61.0,0.0,0.0
8460353ffffffff,413.0,0.0,0.0
8460357ffffffff,13.0,0.0,0.0
846035bffffffff,124.0,0.0,0.0
846035dffffffff,3.0,0.0,0.0
8460361ffffffff,13.0,0.0,0.0
8460363ffffffff,5.0,0.0,0.0
8460367ffffffff,17.0,0.0,0.0
8460369ffffffff,1.0,0.0,0.0
846036bffffffff,3.0,0.0,0.0
846036dffffffff,2.0,0.0,0.0
8460807ffffffff,1.0,0.0,0.0
846081dffffffff,2.0,0.0,0.0
8460827ffffffff,2.0,0.0,0.0
8460845ffffffff,12.0,0.0,0.0
8460857ffffffff,3.0,0.0,0.0
8460885ffffffff,18.0,0.0,0.0
8460887ffffffff,5.0,0.0,0.0
846088dffffffff,20.0,0.0,0.0
846089dffffffff,2.0,0.0,0.0
84608a1ffffffff,1.0,0.0,0.0
84608a9ffffffff,4.0,0.0,0.0
84608b1ffffffff,10.0,0.0,0.0
84608b5ffffffff,196.0,0.0,0.0
84608b9ffffffff,15.0,0.0,0.0
84608bdffffffff,91.0,0.0,0.0
84608c3ffffffff,2.0,0.0,0.0
84608d7ffffffff,15.0,0.0,0.0
84608e1ffffffff,3.0,0.0,0.0
84608e3ffffffff,4.0,0.0,0.0
84608e9ffffffff,2.0,0.0,0.0
84608ebffffffff,2.0,0.0,0.0
8460901ffffffff,45.0,0.0,0.0
8460903ffffffff,4.0,0.0,0.0
8460905ffffffff,3.0,0.0,0.0
8460911ffffffff,1.0,0.0,0.0
8460915ffffffff,2.0,0.0,0.0
8460919ffffffff,3.0,0.0,0.0
8460931ffffffff,7.0,0.0,0.0
8460939ffffffff,16.0,0.0,0.0
846093bffffffff,10.0,0.0,0.0
8460961ffffffff,21.0,0.0,0.0
8460965ffffffff,7.0,0.0,0.0
8460969ffffffff,3.0,0.0,0.0
846096bffffffff,2.0,0.0,0.0
8460983ffffffff,1.0,0.0,0.0
8460985ffffffff,1.0,0.0,0.0
846099bffffffff,5.0,0.0,0.0
84609a9ffffffff,3.0,0.0,0.0
84609b7ffffffff,5.0,0.0,0.0
84609c7ffffffff,12.0,0.0,0.0
84609d7ffffffff,2.0,0.0,0.0
84609e1ffffffff,5.0,0.0,0.0
84609e3ffffffff,29.0,0.0,0.0
84609e9ffffffff,12.0,0.0,0.0
84609ebffffffff,3.0,0.0,0.0
8460a0dffffffff,4.0,0.0,0.0
8460a13ffffffff,13.0,0.0,0.0
8460a1bffffffff,9.0,0.0,0.0
8460a39ffffffff,13.0,0.0,0.0
8460a43ffffffff,1.0,0.0,0.0
8460a45ffffffff,3.0,0.0,0.0
8460a49ffffffff,1.0,0.0,0.0
8460a6bffffffff,2.0,0.0,0.0
8460a83ffffffff,15.0,0.0,0.0
8460a89ffffffff,18.0,0.0,0.0
8460a8bffffffff,12.0,0.0,0.0
8460a91ffffffff,274.0,0.0,0.0
8460a95ffffffff,19.0,0.0,0.0
8460a97ffffffff,27.0,0.0,0.0
8460a99ffffffff,68.0,0.0,0.0
8460a9dffffffff,190.0,0.0,0.0
8460aa3ffffffff,8.0,0.0,0.0
8460ab5ffffffff,2.0,0.0,0.0
8460ab7ffffffff,2.0,0.0,0.0
8460ab9ffffffff,2.0,0.0,0.0
8460ac9ffffffff,4.0,0.0,0.0
8460acdffffffff,5.0,0.0,0.0
8460ad1ffffffff,11.0,0.0,0.0
8460ad3ffffffff,85.0,0.0,0.0
8460ad5ffffffff,5.0,0.0,0.0
8460ad7ffffffff,294.0,0.0,0.0
8460ad9ffffffff,10.0,0.0,0.0
8460adbffffffff,15.0,0.0,0.0
8460b6dffffffff,3.0,0.0,0.0
8461005ffffffff,3.0,0.0,0.0
8461007ffffffff,1.0,0.0,0.0
8461021ffffffff,49.0,0.0,0.0
8461023ffffffff,187.0,0.0,0.0
