cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
84274d9ffffffff,2.0,0.0,0.0
84274dbffffffff,19.0,0.0,0.0
84274ddffffffff,5.0,0.0,0.0
84274e1ffffffff,10.0,0.0,0.0
84274e3ffffffff,143.0,0.0,1.0
84274e9ffffffff,3.0,0.0,0.0
8427523ffffffff,2.0,0.0,0.0
8427529ffffffff,2.0,0.0,0.0
8427569ffffffff,1.0,0.0,0.0
842756dffffffff,4.0,0.0,0.0
8427581ffffffff,14.0,0.0,0.0
8427583ffffffff,2.0,0.0,0.0
8427585ffffffff,13.0,0.0,0.0
8427587ffffffff,58.0,0.0,2.0
8427589ffffffff,4.0,0.0,0.0
842758bffffffff,1.0,0.0,0.0
842758dffffffff,8.0,0.0,0.0
8427593ffffffff,32.0,0.0,26.0
8427599ffffffff,6.0,0.0,2.0
842759bffffffff,12.0,0.0,2.0
84275a1ffffffff,2.0,0.0,0.0
84275a9ffffffff,1.0,0.0,0.0
84275abffffffff,2.0,0.0,0.0
84275adffffffff,1.0,0.0,0.0
84275b5ffffffff,6.0,0.0,0.0
84275b9ffffffff,7.0,0.0,0.0
84275c3ffffffff,2.0,0.0,0.0
84275cbffffffff,2.0,0.0,0.0
84275d1ffffffff,23.0,0.0,0.0
84275d3ffffffff,8.0,0.0,0.0
84275d5ffffffff,4.0,0.0,0.0
84275d7ffffffff,8.0,0.0,0.0
84275e1ffffffff,3.0,0.0,0.0
84275e9ffffffff,5.0,0.0,0.0
8427631ffffffff,2.0,0.0,0.0
8427633ffffffff,4.0,0.0,0.0
8427685ffffffff,2.0,0.0,0.0
8427687ffffffff,9.0,0.0,0.0
8427691ffffffff,5.0,0.0,0.0
8427693ffffffff,2.0,0.0,0.0
8427699ffffffff,16.0,0.0,0.0
84276a1ffffffff,2.0,0.0,0.0
84276a5ffffffff,9.0,0.0,0.0
84276adffffffff,3.0,0.0,0.0
84276b5ffffffff,5.0,0.0,0.0
84276b7ffffffff,1.0,0.0,0.0
84276bbffffffff,5.0,0.0,0.0
84276bdffffffff,6.0,0.0,0.0
84276c1ffffffff,3.0,0.0,0.0
84276c5ffffffff,1.0,0.0,0.0
84276d1ffffffff,44.0,0.0,22.0
84276d3ffffffff,10.0,0.0,2.0
84276d7ffffffff,4.0,0.0,3.0
84276edffffffff,8.0,0.0,0.0
8427709ffffffff,2.0,0.0,0.0
8427715ffffffff,2.0,0.0,0.0
842771dffffffff,10.0,0.0,0.0
84278ddffffffff,2.0,0.0,0.0
8427ac7ffffffff,2.0,0.0,0.0
8428103ffffffff,39.0,0.0,4.0
8428d07ffffffff,7.0,0.0,4.0
842a069ffffffff,2.0,0.0,0.0
842a06dffffffff,4.0,0.0,2.0
842a101ffffffff,98.0,0.0,8.0
842a103ffffffff,48.0,0.0,4.0
842a105ffffffff,6.0,0.0,0.0
842a107ffffffff,39.0,0.0,0.0
842a109ffffffff,22.0,0.0,6.0
842a10dffffffff,111.0,0.0,2.0
842a121ffffffff,4.0,0.0,0.0
842a123ffffffff,113.0,0.0,0.0
842a127ffffffff,71.0,0.0,2.0
842a129ffffffff,14.0,0.0,0.0
842a12bffffffff,57.0,0.0,5.0
842a131ffffffff,34.0,0.0,1.0
842a133ffffffff,2.0,0.0,0.0
842a135ffffffff,180.0,0.0,6.0
842a139ffffffff,13.0,0.0,0.0
842a13dffffffff,13.0,0.0,2.0
842a141ffffffff,1.0,0.0,0.0
842a143ffffffff,24.0,0.0,1.0
842a147ffffffff,16.0,0.0,0.0
842a149ffffffff,38.0,0.0,6.0
842a14bffffffff,12.0,0.0,1.0
842a14dffffffff,10.0,0.0,4.0
842a151ffffffff,4.0,0.0,0.0
842a155ffffffff,19.0,0.0,0.0
842a157ffffffff,2.0,0.0,0.0
842a159ffffffff,15.0,0.0,3.0
842a15dffffffff,3.0,0.0,3.0
842a169ffffffff,3.0,0.0,0.0
842a16bffffffff,19.0,0.0,0.0
842a1e5ffffffff,2.0,0.0,0.0
842a1e7ffffffff,2.0,0.0,0.0
842a301ffffffff,38.0,0.0,0.0
842a305ffffffff,1.0,0.0,0.0
842a307ffffffff,207.0,0.0,4.0
842a30dffffffff,265.0,0.0,0.0
842a311ffffffff,45.0,0.0,5.0
842a313ffffffff,42.0,0.0,9.0
842a315ffffffff,159.0,0.0,19.0
842a317ffffffff,124.0,0.0,33.0
842a321ffffffff,79.0,0.0,0.0
842a325ffffffff,2.0,0.0,0.0
842a327ffffffff,36.0,0.0,2.0
842a32bffffffff,21.0,0.0,8.0
842a32dffffffff,54.0,0.0,0.0
842a333ffffffff,14.0,0.0,2.0
842a335ffffffff,7.0,0.0,0.0
842a337ffffffff,6.0,0.0,0.0
842a339ffffffff,69.0,0.0,2.0
842a33bffffffff,116.0,0.0,14.0
842a33dffffffff,1.0,0.0,0.0
842a347ffffffff,8.0,0.0,3.0
842a34dffffffff,2.0,0.0,2.0
842a361ffffffff,1.0,0.0,0.0
842a363ffffffff,35.0,0.0,0.0
842a365ffffffff,17.0,0.0,0.0
842a369ffffffff,1.0,0.0,0.0
842a801ffffffff,3.0,0.0,0.0
842a809ffffffff,4.0,0.0,4.0
842a819ffffffff,7.0,0.0,0.0
842a827ffffffff,1.0,0.0,0.0
842a82bffffffff,1.0,0.0,0.0
842a82dffffffff,6.0,0.0,0.0
842a841ffffffff,2.0,0.0,0.0
842a845ffffffff,6.0,0.0,0.0
842a847ffffffff,1.0,0.0,0.0
842a849ffffffff,4.0,0.0,0.0
842a851ffffffff,4.0,0.0,0.0
842a857ffffffff,9.0,0.0,0.0
842a85bffffffff,1.0,0.0,0.0
842a85dffffffff,2.0,0.0,0.0
842a86bffffffff,4.0,0.0,0.0
842a86dffffffff,9.0,0.0,0.0
842a885ffffffff,2.0,0.0,0.0
842a897ffffffff,2.0,0.0,0.0
842a89dffffffff,1.0,0.0,0.0
842a8abffffffff,2.0,0.0,0.0
842a8b1ffffffff,7.0,0.0,0.0
842a8b9ffffffff,1.0,0.0,0.0
842a8bbffffffff,2.0,0.0,0.0
842a8bdffffffff,2.0,0.0,0.0
842a8c1ffffffff,26.0,0.0,4.0
842a8c7ffffffff,3.0,0.0,0.0
842a8c9ffffffff,5.0,0.0,0.0
842a8cbffffffff,15.0,0.0,0.0
842a8d5ffffffff,1.0,0.0,0.0
842a8ddffffffff,2.0,0.0,0.0
842a8e3ffffffff,8.0,0.0,0.0
842a905ffffffff,1.0,0.0,0.0
842a907ffffffff,2.0,0.0,0.0
842a911ffffffff,2.0,0.0,0.0
842a929ffffffff,2.0,0.0,0.0
842a943ffffffff,1.0,0.0,0.0
842a949ffffffff,4.0,0.0,2.0
842a955ffffffff,1.0,0.0,1.0
842a967ffffffff,2.0,0.0,0.0
842aa13ffffffff,20.0,0.0,2.0
842aa17ffffffff,6.0,0.0,0.0
842aa1bffffffff,3.0,0.0,0.0
842aa1dffffffff,5.0,0.0,0.0
842aa2bffffffff,3.0,0.0,0.0
842aa31ffffffff,3.0,0.0,0.0
842aa33ffffffff,6.0,0.0,0.0
842aa35ffffffff,16.0,0.0,0.0
842aa37ffffffff,3.0,0.0,0.0
842aa3bffffffff,5.0,0.0,0.0
842aa3dffffffff,10.0,0.0,0.0
842aa41ffffffff,5.0,0.0,5.0
842aa43ffffffff,5.0,0.0,4.0
842aa4bffffffff,16.0,0.0,11.0
842aa4dffffffff,2.0,0.0,0.0
842aa51ffffffff,6.0,0.0,4.0
842aa53ffffffff,1.0,0.0,0.0
842aa61ffffffff,2.0,0.0,0.0
842aa67ffffffff,9.0,0.0,0.0
842aa69ffffffff,3.0,0.0,0.0
842aa6dffffffff,6.0,0.0,0.0
842aa81ffffffff,10.0,0.0,0.0
842aa83ffffffff,4.0,0.0,0.0
842aa85ffffffff,248.0,0.0,2.0
842aa87ffffffff,9.0,0.0,0.0
842aa89ffffffff,10.0,0.0,0.0
842aa8bffffffff,9.0,0.0,0.0
842aa8dffffffff,27.0,0.0,8.0
842aa91ffffffff,25.0,0.0,15.0
842aa95ffffffff,51.0,0.0,12.0
842aa99ffffffff,2.0,0.0,0.0
842aa9bffffffff,30.0,0.0,7.0
842aa9dffffffff,56.0,0.0,8.0
842aaa9ffffffff,4.0,0.0,0.0
842aaabffffffff,78.0,0.0,49.0
842aaadffffffff,1.0,0.0,0.0
842aab9ffffffff,7.0,0.0,0.0
842aac1ffffffff,9.0,0.0,0.0
842aac3ffffffff,4.0,0.0,0.0
842aac5ffffffff,16.0,0.0,12.0
842aac7ffffffff,4.0,0.0,2.0
842aac9ffffffff,317.0,0.0,6.0
842aacbffffffff,21.0,0.0,2.0
842aacdffffffff,48.0,0.0,31.0
842aad1ffffffff,10.0,0.0,0.0
842aad5ffffffff,9.0,0.0,0.0
842aad9ffffffff,12.0,0.0,2.0
842aaddffffffff,20.0,0.0,3.0
842aae1ffffffff,6.0,0.0,0.0
842aae5ffffffff,16.0,0.0,0.0
842aae7ffffffff,10.0,0.0,0.0
842aae9ffffffff,6.0,0.0,0.0
842aaebffffffff,32.0,0.0,0.0
842aaedffffffff,48.0,0.0,0.0
842ab03ffffffff,1.0,0.0,0.0
842ab05ffffffff,12.0,0.0,0.0
842ab09ffffffff,24.0,0.0,0.0
842ab0dffffffff,2.0,0.0,0.0
842ab13ffffffff,1.0,0.0,1.0
842ab15ffffffff,6.0,0.0,0.0
842ab19ffffffff,1.0,0.0,1.0
842ab1bffffffff,6.0,0.0,0.0
842ab21ffffffff,37.0,0.0,2.0
842ab25ffffffff,40.0,0.0,0.0
842ab27ffffffff,11.0,0.0,0.0
842ab29ffffffff,3.0,0.0,0.0
842ab2bffffffff,112.0,0.0,0.0
842ab2dffffffff,16.0,0.0,0.0
842ab37ffffffff,8.0,0.0,0.0
842ab3bffffffff,2.0,0.0,0.0
842ab41ffffffff,6.0,0.0,0.0
842ab43ffffffff,4.0,0.0,0.0
842ab45ffffffff,16.0,0.0,7.0
842ab47ffffffff,2.0,0.0,0.0
842ab49ffffffff,7.0,0.0,2.0
842ab4bffffffff,38.0,0.0,9.0
842ab51ffffffff,10.0,0.0,1.0
842ab53ffffffff,1.0,0.0,0.0
842ab55ffffffff,46.0,0.0,16.0
842ab59ffffffff,4.0,0.0,2.0
842ab5bffffffff,7.0,0.0,0.0
842ab5dffffffff,17.0,0.0,3.0
842ab61ffffffff,20.0,0.0,0.0
842ab63ffffffff,4.0,0.0,0.0
842ab65ffffffff,6.0,0.0,0.0
842ab67ffffffff,5.0,0.0,0.0
842ab6bffffffff,2.0,0.0,0.0
842ab6dffffffff,4.0,0.0,0.0
842ad51ffffffff,2.0,0.0,2.0
842af03ffffffff,1.0,0.0,1.0
842af15ffffffff,2.0,0.0,2.0
842af17ffffffff,1.0,0.0,1.0
842af39ffffffff,4.0,0.0,3.0
842af63ffffffff,1.0,0.0,0.0
842af65ffffffff,2.0,0.0,0.0
842b005ffffffff,10.0,0.0,0.0
842b007ffffffff,2.0,0.0,0.0
842b02bffffffff,5.0,0.0,0.0
842b031ffffffff,2.0,0.0,0.0
842b035ffffffff,4.0,0.0,0.0
842b061ffffffff,2.0,0.0,0.0
842b067ffffffff,2.0,0.0,0.0
842b0a1ffffffff,21.0,0.0,0.0
842b0a5ffffffff,25.0,0.0,0.0
842b0a7ffffffff,10.0,0.0,0.0
842b0cdffffffff,10.0,0.0,0.0
842b121ffffffff,248.0,0.0,0.0
842b125ffffffff,2.0,0.0,0.0
842b129ffffffff,2.0,0.0,0.0
842b161ffffffff,6.0,0.0,0.0
842b167ffffffff,5.0,0.0,0.0
842b169ffffffff,3.0,0.0,0.0
842b16bffffffff,1.0,0.0,0.0
842b189ffffffff,3.0,0.0,0.0
842b1a5ffffffff,1.0,0.0,0.0
842b1a7ffffffff,2.0,0.0,0.0
842b1a9ffffffff,2.0,0.0,0.0
842b1d3ffffffff,4.0,0.0,0.0
842b1d5ffffffff,2.0,0.0,0.0
842b1d7ffffffff,3.0,0.0,0.0
842b303ffffffff,2.0,0.0,0.0
842b33bffffffff,1.0,0.0,0.0
842b801ffffffff,2.0,0.0,0.0
842b811ffffffff,6.0,0.0,6.0
842b815ffffffff,4.0,0.0,0.0
842b819ffffffff,1.0,0.0,0.0
842b81bffffffff,9.0,0.0,0.0
842b81dffffffff,3.0,0.0,0.0
842b827ffffffff,4.0,0.0,3.0
842b831ffffffff,17.0,0.0,2.0
842b833ffffffff,16.0,0.0,2.0
842b835ffffffff,11.0,0.0,0.0
842b839ffffffff,5.0,0.0,0.0
842b83bffffffff,11.0,0.0,4.0
842b83dffffffff,6.0,0.0,0.0
842b857ffffffff,5.0,0.0,0.0
842b881ffffffff,2.0,0.0,0.0
842b883ffffffff,3.0,0.0,0.0
842b891ffffffff,2.0,0.0,0.0
842b893ffffffff,7.0,0.0,0.0
842b895ffffffff,31.0,0.0,0.0
842b899ffffffff,3.0,0.0,0.0
842b8a1ffffffff,4.0,0.0,2.0
842b8a7ffffffff,4.0,0.0,4.0
842b8b5ffffffff,1.0,0.0,0.0
842b8b9ffffffff,6.0,0.0,0.0
842b8c9ffffffff,6.0,0.0,0.0
842b8cbffffffff,4.0,0.0,0.0
842b8cdffffffff,16.0,0.0,0.0
842b8d1ffffffff,3.0,0.0,0.0
842b8d7ffffffff,25.0,0.0,2.0
842b8dbffffffff,12.0,0.0,0.0
842b8ddffffffff,14.0,0.0,0.0
842b8e5ffffffff,17.0,0.0,2.0
842b8e7ffffffff,5.0,0.0,0.0
842b8e9ffffffff,6.0,0.0,6.0
842b8edffffffff,4.0,0.0,0.0
842b909ffffffff,4.0,0.0,0.0
842b913ffffffff,2.0,0.0,0.0
842b917ffffffff,4.0,0.0,0.0
842b91bffffffff,3.0,0.0,3.0
842b939ffffffff,7.0,0.0,0.0
842b941ffffffff,1.0,0.0,0.0
842b94dffffffff,1.0,0.0,0.0
842b981ffffffff,4.0,0.0,0.0
842b983ffffffff,7.0,0.0,0.0
842b985ffffffff,1.0,0.0,0.0
842b987ffffffff,11.0,0.0,0.0
842b989ffffffff,2.0,0.0,0.0
842b98bffffffff,11.0,0.0,2.0
842b98dffffffff,47.0,0.0,7.0
842b991ffffffff,14.0,0.0,4.0
842b997ffffffff,2.0,0.0,2.0
842b999ffffffff,6.0,0.0,0.0
842b99dffffffff,4.0,0.0,0.0
842b9a1ffffffff,4.0,0.0,0.0
842b9a3ffffffff,3.0,0.0,0.0
842b9a5ffffffff,2.0,0.0,2.0
842b9a7ffffffff,4.0,0.0,0.0
842b9abffffffff,4.0,0.0,0.0
842b9b3ffffffff,11.0,0.0,0.0
842b9b5ffffffff,23.0,0.0,3.0
842b9b7ffffffff,30.0,0.0,0.0
842b9b9ffffffff,3.0,0.0,0.0
842b9bbffffffff,4.0,0.0,4.0
842b9bdffffffff,44.0,0.0,0.0
842b9c5ffffffff,81.0,0.0,24.0
842b9c7ffffffff,22.0,0.0,6.0
842b9cdffffffff,11.0,0.0,0.0
842b9d1ffffffff,3.0,0.0,0.0
842b9d3ffffffff,103.0,0.0,29.0
842b9d7ffffffff,7.0,0.0,0.0
842b9d9ffffffff,6.0,0.0,0.0
842b9dbffffffff,73.0,0.0,18.0
842b9e1ffffffff,6.0,0.0,0.0
842b9e3ffffffff,2.0,0.0,0.0
842b9e5ffffffff,2.0,0.0,0.0
842ba01ffffffff,1.0,0.0,0.0
842ba0bffffffff,1.0,0.0,0.0
842ba55ffffffff,5.0,0.0,0.0
842ba83ffffffff,1.0,0.0,0.0
842ba85ffffffff,8.0,0.0,0.0
842ba87ffffffff,2.0,0.0,0.0
842ba8dffffffff,37.0,0.0,0.0
842ba97ffffffff,5.0,0.0,0.0
842baa3ffffffff,1.0,0.0,0.0
842baa5ffffffff,247.0,0.0,0.0
842baabffffffff,26.0,0.0,0.0
842baadffffffff,10.0,0.0,0.0
842bab3ffffffff,2.0,0.0,0.0
842bab7ffffffff,6.0,0.0,2.0
842babdffffffff,5.0,0.0,0.0
842bac3ffffffff,2.0,0.0,0.0
842bae1ffffffff,13.0,0.0,0.0
842bae5ffffffff,2.0,0.0,0.0
842bae7ffffffff,6.0,0.0,0.0
842bb27ffffffff,4.0,0.0,0.0
842bb35ffffffff,2.0,0.0,0.0
8444123ffffffff,2.0,0.0,2.0
8444125ffffffff,2.0,0.0,0.0
8444127ffffffff,2.0,0.0,0.0
844412dffffffff,2.0,0.0,0.0
8444133ffffffff,4.0,0.0,0.0
84441a1ffffffff,27.0,0.0,11.0
84441a3ffffffff,2.0,0.0,0.0
84441a5ffffffff,8.0,0.0,6.0
84441a7ffffffff,12.0,0.0,10.0
84441a9ffffffff,1.0,0.0,0.0
84441abffffffff,34.0,0.0,8.0
84441adffffffff,17.0,0.0,0.0
84441e3ffffffff,2.0,0.0,0.0
84441e5ffffffff,7.0,0.0,0.0
8444325ffffffff,2.0,0.0,0.0
8444401ffffffff,6.0,0.0,0.0
8444403ffffffff,4.0,0.0,0.0
8444405ffffffff,2.0,0.0,0.0
844440bffffffff,1.0,0.0,0.0
844440dffffffff,7.0,0.0,2.0
8444421ffffffff,4.0,0.0,0.0
8444429ffffffff,3.0,0.0,0.0
844442dffffffff,10.0,0.0,0.0
8444451ffffffff,4.0,0.0,0.0
8444459ffffffff,12.0,0.0,0.0
844445bffffffff,1.0,0.0,0.0
844445dffffffff,16.0,0.0,0.0
8444461ffffffff,13.0,0.0,0.0
8444463ffffffff,2.0,0.0,0.0
8444467ffffffff,4.0,0.0,0.0
844448bffffffff,2.0,0.0,0.0
8444499ffffffff,1.0,0.0,0.0
844449dffffffff,5.0,0.0,0.0
