cell_id,Gymnorhina tibicen,Gymnorhina tibicen papuana,Gymnorhina tibicen [tibicen Group],Gymnorhina tibicen dorsalis,Gymnorhina tibicen telonocua/tyrannica,Gymnorhina tibicen hypoleuca,Gymnorhina tibicen [tibicen Group] x dorsalis,Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica
84bb2bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bb545ffffffff,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
84be081ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be085ffffffff,8.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
84be089ffffffff,17.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
84be08dffffffff,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
84be09dffffffff,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
84be0bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0c3ffffffff,37.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
84be0d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0e3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be405ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84be409ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be40dffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
84be429ffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
84be431ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be439ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be43dffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84be463ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84be469ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be497ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84be4ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be501ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be533ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be629ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84be631ffffffff,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84be635ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
84be639ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
84be63dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84be68dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6adffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
84be6edffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84be729ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
84be72dffffffff,57.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
84be735ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
84be74dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84be751ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84be8d1ffffffff,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84be8d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84beab3ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84bef5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bf4c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c986dffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84c9b33ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84da801ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da80dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da827ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da82bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da847ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da863ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da951ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da953ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84da95dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84daaa1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84daaabffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84dab37ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
