cell_id,Rynchops niger,Rynchops niger niger,Rynchops niger cinerascens,Rynchops niger intercedens
822837fffffffff,1927.0,0.0,0.0,0.0
822917fffffffff,553.0,0.0,0.0,0.0
8229a7fffffffff,10017.0,27.0,0.0,0.0
8229affffffffff,1.0,0.0,0.0,0.0
822a17fffffffff,11427.0,1.0,0.0,0.0
822a37fffffffff,142.0,0.0,0.0,0.0
822aaffffffffff,15061.0,55.0,0.0,0.0
822ad7fffffffff,2347.0,0.0,0.0,0.0
822af7fffffffff,4984.0,0.0,0.0,0.0
824417fffffffff,6004.0,101.0,0.0,0.0
82441ffffffffff,10294.0,254.0,0.0,0.0
824427fffffffff,4.0,0.0,0.0,0.0
824437fffffffff,18.0,0.0,0.0,0.0
824447fffffffff,388.0,0.0,0.0,0.0
824457fffffffff,7080.0,0.0,0.0,0.0
824467fffffffff,1173.0,0.0,0.0,0.0
82446ffffffffff,7581.0,400.0,0.0,0.0
824477fffffffff,2591.0,0.0,0.0,0.0
8244a7fffffffff,313.0,2.0,0.0,0.0
8244affffffffff,7723.0,151.0,0.0,0.0
8244d7fffffffff,8866.0,0.0,0.0,0.0
8244e7fffffffff,1460.0,0.0,0.0,0.0
8244f7fffffffff,7807.0,0.0,0.0,0.0
824507fffffffff,3.0,0.0,0.0,0.0
82450ffffffffff,975.0,0.0,0.0,0.0
82451ffffffffff,3.0,0.0,0.0,0.0
824527fffffffff,31.0,0.0,0.0,0.0
82452ffffffffff,2.0,0.0,0.0,0.0
824537fffffffff,5.0,0.0,0.0,0.0
82454ffffffffff,6.0,0.0,0.0,0.0
824557fffffffff,4.0,0.0,0.0,0.0
82456ffffffffff,4.0,0.0,0.0,0.0
824577fffffffff,646.0,6.0,0.0,0.0
82458ffffffffff,272.0,26.0,0.0,0.0
82459ffffffffff,27.0,4.0,0.0,0.0
824807fffffffff,144.0,34.0,0.0,0.0
82480ffffffffff,261.0,0.0,0.0,0.0
824827fffffffff,6.0,0.0,0.0,0.0
82482ffffffffff,226.0,0.0,0.0,0.0
824837fffffffff,397.0,9.0,0.0,0.0
824847fffffffff,4.0,0.0,0.0,0.0
82484ffffffffff,4.0,0.0,0.0,0.0
824857fffffffff,112.0,0.0,0.0,0.0
82485ffffffffff,752.0,0.0,0.0,0.0
824877fffffffff,16.0,0.0,0.0,0.0
824887fffffffff,42.0,0.0,0.0,0.0
824897fffffffff,5561.0,54.0,0.0,0.0
8248b7fffffffff,9058.0,0.0,0.0,0.0
824997fffffffff,484.0,127.0,0.0,0.0
82499ffffffffff,3.0,0.0,0.0,0.0
8249a7fffffffff,33.0,0.0,0.0,0.0
8249affffffffff,134.0,0.0,0.0,0.0
8249b7fffffffff,38.0,0.0,0.0,0.0
824c9ffffffffff,2.0,0.0,0.0,0.0
825f0ffffffffff,176.0,0.0,0.0,0.0
825f17fffffffff,93.0,0.0,0.0,0.0
825f1ffffffffff,29.0,0.0,0.0,0.0
825f2ffffffffff,205.0,0.0,0.0,0.0
825f4ffffffffff,160.0,0.0,11.0,0.0
825f57fffffffff,4.0,0.0,0.0,0.0
825f5ffffffffff,332.0,0.0,0.0,0.0
825f6ffffffffff,23.0,0.0,0.0,0.0
826607fffffffff,65.0,0.0,0.0,0.0
82660ffffffffff,44.0,0.0,0.0,0.0
826617fffffffff,17.0,0.0,0.0,0.0
82661ffffffffff,27.0,0.0,0.0,0.0
826627fffffffff,1208.0,0.0,80.0,0.0
82662ffffffffff,10.0,0.0,0.0,0.0
826637fffffffff,143.0,0.0,0.0,0.0
826647fffffffff,503.0,0.0,20.0,0.0
826657fffffffff,291.0,0.0,0.0,0.0
82665ffffffffff,27.0,0.0,0.0,0.0
826667fffffffff,86.0,0.0,10.0,0.0
82666ffffffffff,11.0,0.0,0.0,0.0
826677fffffffff,428.0,0.0,0.0,0.0
8266a7fffffffff,249.0,0.0,0.0,0.0
8266b7fffffffff,80.0,0.0,0.0,0.0
8266c7fffffffff,108.0,0.0,0.0,0.0
8266cffffffffff,57.0,0.0,0.0,0.0
8266dffffffffff,114.0,0.0,10.0,0.0
8266e7fffffffff,424.0,0.0,0.0,0.0
8266effffffffff,227.0,0.0,0.0,0.0
8266f7fffffffff,24.0,0.0,0.0,0.0
826747fffffffff,127.0,0.0,6.0,0.0
82674ffffffffff,241.0,0.0,8.0,0.0
826757fffffffff,349.0,0.0,3.0,0.0
82675ffffffffff,43.0,0.0,0.0,0.0
82676ffffffffff,31.0,0.0,8.0,0.0
826777fffffffff,239.0,0.0,0.0,0.0
82679ffffffffff,65.0,0.0,0.0,0.0
826d07fffffffff,387.0,68.0,0.0,0.0
826d17fffffffff,46.0,5.0,0.0,0.0
826d27fffffffff,275.0,1.0,0.0,0.0
826d2ffffffffff,531.0,0.0,0.0,0.0
826d37fffffffff,168.0,15.0,0.0,0.0
826d67fffffffff,625.0,0.0,0.0,0.0
826d6ffffffffff,1080.0,0.0,0.0,0.0
826d77fffffffff,612.0,0.0,0.0,0.0
82800ffffffffff,51.0,0.0,0.0,0.0
828017fffffffff,3.0,0.0,0.0,0.0
828047fffffffff,31.0,0.0,0.0,0.0
82804ffffffffff,11.0,0.0,0.0,0.0
828057fffffffff,72.0,0.0,0.0,0.0
82806ffffffffff,6.0,0.0,0.0,0.0
828077fffffffff,3.0,0.0,0.0,0.0
828147fffffffff,52.0,0.0,0.0,0.0
82814ffffffffff,8.0,0.0,0.0,0.0
828157fffffffff,1.0,0.0,0.0,0.0
828167fffffffff,116.0,0.0,0.0,0.0
828177fffffffff,2.0,0.0,0.0,0.0
82818ffffffffff,15.0,0.0,0.0,0.0
828a07fffffffff,13.0,0.0,0.0,0.0
828a17fffffffff,33.0,0.0,0.0,0.0
828a1ffffffffff,14.0,0.0,0.0,0.0
828a27fffffffff,12.0,0.0,0.0,0.0
828a37fffffffff,45.0,0.0,0.0,0.0
828a47fffffffff,130.0,0.0,4.0,0.0
828a57fffffffff,6.0,0.0,0.0,0.0
828a6ffffffffff,246.0,0.0,0.0,0.0
828a77fffffffff,39.0,0.0,0.0,0.0
828a87fffffffff,8.0,0.0,0.0,0.0
828a8ffffffffff,20.0,0.0,0.0,0.0
828a97fffffffff,6.0,0.0,0.0,0.0
828a9ffffffffff,12.0,0.0,0.0,0.0
828aaffffffffff,52.0,0.0,0.0,0.0
828ac7fffffffff,2.0,0.0,0.0,0.0
828adffffffffff,19.0,0.0,0.0,0.0
828ae7fffffffff,2.0,0.0,0.0,0.0
828aeffffffffff,8.0,0.0,0.0,0.0
828af7fffffffff,231.0,0.0,0.0,0.0
828b07fffffffff,2.0,0.0,0.0,0.0
828b0ffffffffff,71.0,0.0,0.0,0.0
828b17fffffffff,4.0,0.0,0.0,0.0
828b1ffffffffff,21.0,0.0,0.0,0.0
828b27fffffffff,26.0,0.0,0.0,0.0
828b2ffffffffff,16.0,0.0,0.0,0.0
828b37fffffffff,2.0,0.0,0.0,0.0
828b47fffffffff,699.0,0.0,5.0,0.0
828b4ffffffffff,6.0,0.0,0.0,0.0
828b57fffffffff,34.0,0.0,0.0,0.0
828b5ffffffffff,10.0,0.0,0.0,0.0
828b67fffffffff,383.0,0.0,38.0,0.0
828b6ffffffffff,224.0,0.0,0.0,0.0
