cell_id,Rynchops niger,Rynchops niger niger,Rynchops niger cinerascens,Rynchops niger intercedens
828b77fffffffff,47.0,0.0,1.0,0.0
828b8ffffffffff,18.0,0.0,0.0,0.0
828b9ffffffffff,32.0,0.0,0.0,0.0
828ba7fffffffff,9.0,0.0,0.0,0.0
828bb7fffffffff,3.0,0.0,0.0,0.0
828e47fffffffff,304.0,0.0,0.0,0.0
828e67fffffffff,1713.0,0.0,24.0,0.0
828e6ffffffffff,7.0,0.0,0.0,0.0
828e77fffffffff,39.0,0.0,2.0,0.0
828f0ffffffffff,83.0,0.0,0.0,0.0
828f27fffffffff,1.0,0.0,0.0,0.0
828f2ffffffffff,49.0,0.0,2.0,0.0
828f47fffffffff,56.0,0.0,0.0,0.0
828f4ffffffffff,62.0,0.0,0.0,0.0
828f57fffffffff,180.0,0.0,1.0,0.0
828f5ffffffffff,57.0,0.0,2.0,0.0
828f67fffffffff,28.0,0.0,0.0,0.0
828f6ffffffffff,40.0,0.0,0.0,0.0
828f77fffffffff,3.0,0.0,0.0,0.0
82a807fffffffff,1.0,0.0,0.0,0.0
82a80ffffffffff,2.0,0.0,0.0,0.0
82a817fffffffff,322.0,0.0,0.0,0.0
82a81ffffffffff,65.0,0.0,0.0,0.0
82a82ffffffffff,3.0,0.0,0.0,0.0
82a837fffffffff,210.0,0.0,0.0,0.0
82a847fffffffff,93.0,0.0,0.0,0.0
82a84ffffffffff,23.0,0.0,0.0,0.0
82a85ffffffffff,2075.0,0.0,0.0,0.0
82a867fffffffff,15.0,0.0,0.0,3.0
82a86ffffffffff,13.0,0.0,0.0,0.0
82a877fffffffff,2.0,0.0,0.0,0.0
82a897fffffffff,7.0,0.0,0.0,0.0
82a89ffffffffff,7.0,0.0,0.0,0.0
82a8a7fffffffff,238.0,0.0,0.0,0.0
82a8b7fffffffff,6.0,0.0,0.0,0.0
82a8c7fffffffff,25.0,0.0,0.0,0.0
82a8cffffffffff,24.0,0.0,0.0,0.0
82a8d7fffffffff,2.0,0.0,0.0,0.0
82a8e7fffffffff,2.0,0.0,0.0,0.0
82a907fffffffff,371.0,0.0,0.0,22.0
82a90ffffffffff,3.0,0.0,0.0,0.0
82a91ffffffffff,78.0,0.0,0.0,0.0
82a927fffffffff,35.0,0.0,0.0,0.0
82a92ffffffffff,29.0,0.0,0.0,0.0
82a947fffffffff,154.0,0.0,0.0,0.0
82a94ffffffffff,439.0,0.0,0.0,48.0
82a957fffffffff,15.0,0.0,0.0,0.0
82a95ffffffffff,13.0,0.0,0.0,3.0
82a967fffffffff,75.0,0.0,0.0,0.0
82a96ffffffffff,80.0,0.0,0.0,0.0
82a977fffffffff,4.0,0.0,0.0,0.0
82b207fffffffff,95.0,0.0,3.0,0.0
82b21ffffffffff,761.0,0.0,37.0,0.0
82b227fffffffff,104.0,0.0,9.0,0.0
82b247fffffffff,17.0,0.0,0.0,0.0
82b24ffffffffff,130.0,0.0,0.0,0.0
82b267fffffffff,18.0,0.0,0.0,0.0
82b26ffffffffff,56.0,0.0,0.0,0.0
82b277fffffffff,1.0,0.0,0.0,0.0
82b2c7fffffffff,2678.0,0.0,204.0,0.0
82b2dffffffffff,327.0,0.0,5.0,0.0
82b2e7fffffffff,405.0,0.0,37.0,0.0
82b2effffffffff,6.0,0.0,0.0,0.0
82b307fffffffff,814.0,0.0,94.0,0.0
82b31ffffffffff,36.0,0.0,4.0,0.0
82b32ffffffffff,2.0,0.0,0.0,0.0
82b337fffffffff,134.0,0.0,0.0,0.0
82b347fffffffff,1.0,0.0,0.0,0.0
82b34ffffffffff,12.0,0.0,0.0,0.0
82b35ffffffffff,1.0,0.0,0.0,0.0
82b367fffffffff,2.0,0.0,0.0,0.0
82b36ffffffffff,30.0,0.0,0.0,8.0
82c207fffffffff,4.0,0.0,0.0,0.0
82c21ffffffffff,772.0,0.0,0.0,0.0
82c227fffffffff,80.0,0.0,0.0,0.0
82c22ffffffffff,16.0,0.0,0.0,0.0
82c2c7fffffffff,59.0,0.0,0.0,0.0
82c2cffffffffff,43.0,0.0,0.0,0.0
82c2d7fffffffff,79.0,0.0,0.0,4.0
82c2dffffffffff,19.0,0.0,0.0,0.0
82c2e7fffffffff,108.0,0.0,0.0,0.0
82c2effffffffff,15.0,0.0,0.0,0.0
82c2f7fffffffff,1307.0,0.0,0.0,9.0
82c357fffffffff,9.0,0.0,0.0,0.0
82ce8ffffffffff,215.0,0.0,5.0,0.0
82ceaffffffffff,964.0,0.0,118.0,0.0
82cfa7fffffffff,22.0,0.0,0.0,0.0
82df6ffffffffff,4.0,0.0,0.0,2.0
