cell_id,Zonotrichia leucophrys,Zonotrichia leucophrys leucophrys,Zonotrichia leucophrys oriantha,Zonotrichia leucophrys gambelii,Zonotrichia leucophrys nuttalli,Zonotrichia leucophrys pugetensis,Zonotrichia leucophrys leucophrys/oriantha,Zonotrichia leucophrys nuttalli/pugetensis
840c141ffffffff,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
840c143ffffffff,118.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0
840c145ffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
840c147ffffffff,113.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0
840c149ffffffff,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
840c14bffffffff,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
840c14dffffffff,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
840c15dffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c251ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c297ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c309ffffffff,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
840c415ffffffff,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
840c42dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
840c465ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
840c501ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c51dffffffff,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
840c555ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c5adffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c60dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c63dffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c641ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c65dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c69bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c71bffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
840c733ffffffff,45.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
840c735ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c741ffffffff,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
840c745ffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
840c74bffffffff,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
840c74dffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c759ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c75dffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c769ffffffff,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
840ca43ffffffff,55.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
840d039ffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840d093ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840d0b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d537ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840d569ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840d5bbffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d723ffffffff,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
840d729ffffffff,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
840d737ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
840d753ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840d89bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840e45bffffffff,38.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e623ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e6adffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e6e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
840e863ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
840e89bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e911ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e9ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec0bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec29ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed49ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ee27ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eed1ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840eee3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef1dffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef39ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840f4bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412457ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412505ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
841258bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412759ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841275bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128bdffffffff,252.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0
84128d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84128dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412909ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
84129c9ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8412b01ffffffff,64.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0
8412b03ffffffff,67.0,0.0,0.0,14.0,0.0,36.0,0.0,0.0
8412b29ffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8412b4bffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8412b63ffffffff,24.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
8412c03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8412c15ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8412c1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c47ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8412c8bffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8412c97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8412cc5ffffffff,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d0bffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8412d17ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d8bffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8412d99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d9dffffffff,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
8412da3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
8412ea3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ee3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412f13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841311bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413483ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841349dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413807ffffffff,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8413825ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8413827ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413829ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
841382dffffffff,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
841383dffffffff,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8413861ffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8413865ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413867ffffffff,23.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
84138c7ffffffff,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
841390dffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
8413919ffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8413933ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8413947ffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
8413963ffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8413991ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84139e1ffffffff,19.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0
84139edffffffff,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
8413a35ffffffff,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
8413b33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413b35ffffffff,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
