cell_id,Pinicola enucleator,Pinicola enucleator [enucleator Group],Pinicola enucleator flammula,Pinicola enucleator carlottae,Pinicola enucleator montana,Pinicola enucleator californica,Pinicola enucleator leucura
840126dffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
840134bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8401351ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84081e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840880dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840882dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408863ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408865ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408867ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408869ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840886bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408889ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408959ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c19ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c1bffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
8408c29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c89ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408c8bffffffff,17.0,2.0,0.0,0.0,0.0,0.0,0.0
8408c8dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c91ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c93ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c97ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cc5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cc7ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
8408cd3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cd7ffffffff,191.0,7.0,0.0,0.0,0.0,0.0,0.0
8408ce1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d85ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d8bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dd5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ea7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408eabffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ed3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409993ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c03bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c04bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840c051ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c0b1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840c0b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c14bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c15dffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
840c1b1ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c21bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c231ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840c251ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840c265ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c29bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c2a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
