cell_id,Numida meleagris,Numida meleagris sabyi,Numida meleagris galeatus,Numida meleagris meleagris/somaliensis,Numida meleagris reichenowi,Numida meleagris [mitratus Group]
8326c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832881fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8329a0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8329a1fffffffff,174.0,0.0,0.0,0.0,0.0,0.0
8329a4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8329a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a15fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832a31fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
832a81fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a88fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832a8afffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832a8cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a8efffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832a99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832aa9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832aaafffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832aabfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832af2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832af6fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
832b03fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832b0efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
833836fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
833985fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83398efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8339a9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8339aafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8343a0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8343a1fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8343a2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8343acfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8343aefffffffff,13.0,0.0,0.0,0.0,0.0,0.0
834413fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83441afffffffff,37.0,0.0,0.0,0.0,0.0,0.0
83441efffffffff,51.0,0.0,0.0,0.0,0.0,0.0
