cell_id,Stilpnia cyanoptera,Stilpnia cyanoptera cyanoptera,Stilpnia cyanoptera whitelyi
845f483ffffffff,1.0,0.0,0.0
845f711ffffffff,5.0,0.0,2.0
8467413ffffffff,2.0,0.0,0.0
84674e9ffffffff,4.0,1.0,0.0
846758dffffffff,5.0,0.0,0.0
84675a5ffffffff,3.0,0.0,0.0
84675a9ffffffff,2.0,0.0,0.0
84675adffffffff,7.0,0.0,0.0
84675e3ffffffff,5.0,0.0,0.0
84675e7ffffffff,2.0,0.0,0.0
