cell_id,Pterodroma feae,Pterodroma feae feae,Pterodroma feae deserta
833424fffffffff,1.0,0.0,0.0
833460fffffffff,86.0,0.0,66.0
833464fffffffff,46.0,0.0,24.0
833466fffffffff,72.0,0.0,34.0
8335a8fffffffff,1.0,0.0,0.0
835494fffffffff,23.0,10.0,0.0
835496fffffffff,5.0,1.0,0.0
835749fffffffff,2.0,0.0,0.0
83574cfffffffff,8.0,7.0,0.0
83574dfffffffff,54.0,39.0,0.0
83576bfffffffff,1.0,0.0,0.0
