cell_id,Otidiphaps nobilis,Otidiphaps nobilis nobilis,Otidiphaps nobilis aruensis,Otidiphaps nobilis cervicalis,Otidiphaps nobilis insularis
8372a2fffffffff,2.0,2.0,0.0,0.0,0.0
839c8bfffffffff,5.0,0.0,0.0,0.0,0.0
839caefffffffff,3.0,0.0,0.0,1.0,0.0
