cell_id,Thalasseus sandvicensis,Thalasseus sandvicensis sandvicensis,Thalasseus sandvicensis acuflavidus,Thalasseus sandvicensis eurygnathus,Thalasseus sandvicensis acuflavidus x eurygnathus
821edffffffffff,42.0,3.0,0.0,0.0,0.0
821eeffffffffff,6.0,0.0,0.0,0.0,0.0
821f07fffffffff,9.0,0.0,0.0,0.0,0.0
821f0ffffffffff,8.0,0.0,0.0,0.0,0.0
821f17fffffffff,2.0,0.0,0.0,0.0,0.0
821f2ffffffffff,4.0,4.0,0.0,0.0,0.0
821f37fffffffff,11.0,0.0,0.0,0.0,0.0
821f47fffffffff,1.0,0.0,0.0,0.0,0.0
821f67fffffffff,1.0,0.0,0.0,0.0,0.0
821f77fffffffff,19.0,2.0,0.0,0.0,0.0
821f87fffffffff,2.0,0.0,0.0,0.0,0.0
821f8ffffffffff,4.0,0.0,0.0,0.0,0.0
821fb7fffffffff,1.0,0.0,0.0,0.0,0.0
82264ffffffffff,8.0,0.0,0.0,0.0,0.0
822667fffffffff,4.0,0.0,0.0,0.0,0.0
82268ffffffffff,14.0,1.0,0.0,0.0,0.0
822a07fffffffff,2.0,0.0,2.0,0.0,0.0
822a17fffffffff,111.0,0.0,0.0,2.0,0.0
822a37fffffffff,38.0,1.0,0.0,0.0,0.0
822a4ffffffffff,13.0,0.0,2.0,0.0,0.0
822a8ffffffffff,9.0,0.0,0.0,0.0,0.0
822aaffffffffff,239.0,0.0,22.0,0.0,0.0
822ac7fffffffff,5.0,0.0,1.0,0.0,0.0
822ad7fffffffff,75.0,0.0,2.0,0.0,0.0
822af7fffffffff,223.0,0.0,9.0,0.0,0.0
822b0ffffffffff,30.0,0.0,0.0,0.0,0.0
822b17fffffffff,2.0,2.0,0.0,0.0,0.0
822b1ffffffffff,3.0,0.0,1.0,0.0,0.0
822b27fffffffff,32.0,1.0,0.0,0.0,0.0
822b8ffffffffff,7.0,0.0,0.0,0.0,0.0
822c27fffffffff,41.0,41.0,0.0,0.0,0.0
822c97fffffffff,20.0,0.0,0.0,0.0,0.0
822cf7fffffffff,4.0,0.0,0.0,0.0,0.0
822d0ffffffffff,1.0,1.0,0.0,0.0,0.0
822d37fffffffff,5.0,0.0,0.0,0.0,0.0
822d5ffffffffff,1.0,0.0,0.0,0.0,0.0
822da7fffffffff,4.0,0.0,0.0,0.0,0.0
822db7fffffffff,8.0,3.0,0.0,0.0,0.0
82346ffffffffff,4.0,0.0,0.0,0.0,0.0
82351ffffffffff,85.0,0.0,3.0,0.0,0.0
823827fffffffff,2.0,0.0,0.0,0.0,0.0
823867fffffffff,1.0,0.0,0.0,0.0,0.0
82386ffffffffff,4.0,4.0,0.0,0.0,0.0
823907fffffffff,5.0,0.0,0.0,0.0,0.0
823917fffffffff,104.0,4.0,0.0,0.0,0.0
82391ffffffffff,90.0,13.0,0.0,0.0,0.0
823927fffffffff,75.0,1.0,0.0,0.0,0.0
823937fffffffff,127.0,3.0,0.0,0.0,0.0
823947fffffffff,39.0,28.0,0.0,0.0,0.0
823957fffffffff,54.0,27.0,0.0,0.0,0.0
82396ffffffffff,12.0,2.0,0.0,0.0,0.0
823977fffffffff,141.0,115.0,0.0,0.0,0.0
823987fffffffff,2.0,2.0,0.0,0.0,0.0
8239affffffffff,4.0,2.0,0.0,0.0,0.0
823c97fffffffff,4.0,0.0,0.0,0.0,0.0
823c9ffffffffff,1.0,0.0,0.0,0.0,0.0
823e67fffffffff,1.0,0.0,0.0,0.0,0.0
823e6ffffffffff,5.0,0.0,0.0,0.0,0.0
823f67fffffffff,6.0,1.0,0.0,0.0,0.0
823f77fffffffff,2.0,0.0,0.0,0.0,0.0
82410ffffffffff,17.0,2.0,0.0,0.0,0.0
8242c7fffffffff,8.0,0.0,0.0,0.0,0.0
8242d7fffffffff,2.0,0.0,0.0,0.0,0.0
8243affffffffff,3.0,1.0,0.0,0.0,0.0
824417fffffffff,50.0,0.0,2.0,0.0,0.0
82441ffffffffff,261.0,0.0,39.0,35.0,0.0
824437fffffffff,13.0,0.0,0.0,0.0,0.0
824447fffffffff,115.0,0.0,0.0,0.0,0.0
824457fffffffff,257.0,0.0,10.0,0.0,0.0
82445ffffffffff,4.0,0.0,0.0,0.0,0.0
824467fffffffff,24.0,0.0,0.0,0.0,0.0
82446ffffffffff,171.0,0.0,12.0,2.0,0.0
824477fffffffff,102.0,0.0,0.0,0.0,0.0
824487fffffffff,11.0,0.0,0.0,0.0,0.0
8244a7fffffffff,6.0,0.0,0.0,0.0,0.0
8244affffffffff,44.0,0.0,10.0,2.0,0.0
8244b7fffffffff,12.0,0.0,1.0,0.0,0.0
8244cffffffffff,2.0,0.0,0.0,0.0,0.0
8244d7fffffffff,314.0,0.0,10.0,0.0,0.0
8244e7fffffffff,51.0,0.0,7.0,0.0,0.0
8244effffffffff,12.0,0.0,0.0,0.0,0.0
8244f7fffffffff,169.0,0.0,4.0,0.0,0.0
824507fffffffff,57.0,0.0,1.0,0.0,0.0
82450ffffffffff,4.0,0.0,0.0,0.0,0.0
824527fffffffff,23.0,0.0,0.0,0.0,0.0
82452ffffffffff,66.0,0.0,5.0,0.0,0.0
824537fffffffff,11.0,0.0,0.0,0.0,0.0
82454ffffffffff,1.0,0.0,0.0,0.0,0.0
824557fffffffff,43.0,0.0,28.0,0.0,0.0
82456ffffffffff,3.0,0.0,0.0,0.0,0.0
824587fffffffff,3.0,0.0,0.0,0.0,0.0
82458ffffffffff,17.0,0.0,0.0,0.0,0.0
824597fffffffff,5.0,0.0,0.0,0.0,0.0
82459ffffffffff,6.0,0.0,0.0,0.0,0.0
8245a7fffffffff,20.0,0.0,0.0,0.0,0.0
8245b7fffffffff,2.0,0.0,0.0,0.0,0.0
82480ffffffffff,2.0,0.0,0.0,0.0,0.0
824837fffffffff,4.0,0.0,1.0,0.0,0.0
824897fffffffff,133.0,0.0,4.0,0.0,0.0
82489ffffffffff,5.0,0.0,0.0,0.0,0.0
8248b7fffffffff,24.0,0.0,0.0,0.0,0.0
824997fffffffff,64.0,0.0,22.0,0.0,0.0
8249affffffffff,11.0,0.0,0.0,0.0,0.0
8249b7fffffffff,35.0,0.0,4.0,0.0,0.0
824bb7fffffffff,11.0,1.0,0.0,0.0,0.0
824c8ffffffffff,6.0,0.0,0.0,0.0,0.0
824c9ffffffffff,2.0,0.0,0.0,0.0,0.0
824caffffffffff,3.0,0.0,0.0,0.0,0.0
824cc7fffffffff,160.0,0.0,0.0,11.0,0.0
824cd7fffffffff,21.0,0.0,3.0,0.0,0.0
824ceffffffffff,57.0,0.0,3.0,1.0,0.0
824cf7fffffffff,5.0,0.0,0.0,0.0,0.0
825537fffffffff,2.0,0.0,0.0,0.0,0.0
825e47fffffffff,1.0,0.0,1.0,0.0,0.0
825e4ffffffffff,7.0,0.0,0.0,0.0,0.0
825e5ffffffffff,5.0,0.0,0.0,0.0,0.0
825e67fffffffff,78.0,0.0,0.0,0.0,0.0
825e77fffffffff,4.0,0.0,0.0,0.0,0.0
825f17fffffffff,10.0,0.0,10.0,0.0,0.0
825f1ffffffffff,1.0,0.0,1.0,0.0,0.0
825f4ffffffffff,1.0,0.0,0.0,0.0,0.0
825f5ffffffffff,26.0,0.0,2.0,5.0,2.0
826007fffffffff,30.0,0.0,0.0,0.0,0.0
826017fffffffff,5.0,0.0,0.0,0.0,0.0
82601ffffffffff,8.0,0.0,0.0,0.0,0.0
826027fffffffff,20.0,0.0,0.0,0.0,0.0
82608ffffffffff,4.0,0.0,0.0,0.0,0.0
8260affffffffff,55.0,5.0,0.0,0.0,0.0
8260f7fffffffff,5.0,0.0,0.0,0.0,0.0
82611ffffffffff,8.0,0.0,0.0,0.0,0.0
82618ffffffffff,7.0,0.0,0.0,0.0,0.0
8261affffffffff,10.0,0.0,0.0,0.0,0.0
826617fffffffff,3.0,0.0,0.0,0.0,0.0
826627fffffffff,29.0,0.0,7.0,4.0,4.0
82662ffffffffff,1.0,0.0,0.0,1.0,0.0
8266a7fffffffff,133.0,0.0,9.0,2.0,1.0
8266b7fffffffff,14.0,0.0,0.0,0.0,0.0
826737fffffffff,9.0,0.0,6.0,0.0,0.0
826747fffffffff,124.0,0.0,2.0,8.0,2.0
82674ffffffffff,8.0,0.0,0.0,2.0,0.0
826757fffffffff,155.0,0.0,28.0,31.0,2.0
82676ffffffffff,6.0,0.0,0.0,0.0,0.0
826777fffffffff,28.0,0.0,19.0,9.0,0.0
82679ffffffffff,5.0,0.0,2.0,0.0,0.0
826d07fffffffff,31.0,0.0,4.0,0.0,0.0
826d17fffffffff,2.0,0.0,0.0,0.0,0.0
826d2ffffffffff,7.0,0.0,0.0,0.0,0.0
826d37fffffffff,11.0,0.0,0.0,0.0,0.0
826d67fffffffff,15.0,0.0,0.0,0.0,0.0
826d6ffffffffff,38.0,0.0,35.0,0.0,0.0
826d77fffffffff,17.0,0.0,0.0,0.0,0.0
827b4ffffffffff,5.0,0.0,0.0,0.0,0.0
827b5ffffffffff,11.0,4.0,0.0,0.0,0.0
82800ffffffffff,7.0,0.0,5.0,0.0,0.0
828057fffffffff,16.0,0.0,2.0,14.0,0.0
82818ffffffffff,3.0,0.0,0.0,3.0,0.0
8282d7fffffffff,3.0,0.0,0.0,0.0,0.0
8282f7fffffffff,2.0,0.0,0.0,0.0,0.0
828e47fffffffff,16.0,0.0,0.0,0.0,0.0
828e67fffffffff,37.0,0.0,9.0,0.0,0.0
828e77fffffffff,2.0,0.0,0.0,0.0,0.0
828f57fffffffff,5.0,0.0,0.0,0.0,0.0
82a817fffffffff,33.0,0.0,12.0,21.0,0.0
82a837fffffffff,22.0,0.0,1.0,20.0,0.0
82a897fffffffff,14.0,0.0,0.0,14.0,0.0
82a8a7fffffffff,21.0,0.0,0.0,21.0,0.0
82a907fffffffff,18.0,0.0,1.0,17.0,0.0
82a91ffffffffff,14.0,0.0,0.0,11.0,0.0
82ad37fffffffff,35.0,26.0,0.0,0.0,0.0
82adaffffffffff,2.0,0.0,0.0,0.0,0.0
82b21ffffffffff,11.0,0.0,0.0,0.0,0.0
82b227fffffffff,3.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,221.0,0.0,4.0,0.0,0.0
82b2dffffffffff,6.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,3.0,0.0,0.0,0.0,0.0
82b307fffffffff,6.0,0.0,0.0,0.0,0.0
82bc4ffffffffff,2.0,0.0,0.0,0.0,0.0
82bc6ffffffffff,13.0,7.0,0.0,0.0,0.0
82c207fffffffff,2.0,0.0,0.0,2.0,0.0
82c21ffffffffff,23.0,0.0,3.0,20.0,0.0
82c227fffffffff,4.0,0.0,0.0,4.0,0.0
82c2f7fffffffff,38.0,0.0,5.0,26.0,0.0
82c307fffffffff,7.0,0.0,0.0,7.0,0.0
82c327fffffffff,12.0,0.0,0.0,9.0,0.0
82c32ffffffffff,32.0,0.0,2.0,25.0,0.0
82cfb7fffffffff,5.0,0.0,0.0,0.0,0.0
