cell_id,Suthora nipalensis,Suthora nipalensis nipalensis/garhwalensis,Suthora nipalensis humii/crocotia,Suthora nipalensis poliotis/feae,Suthora nipalensis ripponi/patriciae,Suthora nipalensis beaulieu/kamoli
843c02dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
843c0a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c0adffffffff,10.0,0.0,0.0,0.0,0.0,0.0
843c1d1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c1d3ffffffff,14.0,0.0,4.0,0.0,0.0,0.0
843c315ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c317ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c527ffffffff,2.0,0.0,0.0,1.0,0.0,0.0
843c581ffffffff,10.0,0.0,0.0,4.0,0.0,0.0
843c587ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843c5b7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
843c5bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843cc31ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
843cd8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843ce4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843ce59ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
843ce85ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
843d1e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84404c5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8464a5bffffffff,4.0,0.0,0.0,3.0,0.0,0.0
8464b0bffffffff,16.0,0.0,0.0,0.0,0.0,14.0
8465817ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
