cell_id,Progne tapera,Progne tapera tapera,Progne tapera fusca
82b26ffffffffff,230.0,0.0,0.0
82b277fffffffff,208.0,0.0,0.0
82b2cffffffffff,1.0,0.0,0.0
82b2e7fffffffff,2.0,0.0,0.0
82b2effffffffff,140.0,0.0,0.0
82b327fffffffff,1.0,0.0,0.0
82b347fffffffff,110.0,0.0,0.0
82b34ffffffffff,31.0,0.0,0.0
82b357fffffffff,182.0,0.0,0.0
82b35ffffffffff,944.0,0.0,0.0
82b367fffffffff,69.0,0.0,0.0
82b36ffffffffff,26.0,0.0,5.0
82c207fffffffff,71.0,0.0,0.0
82c21ffffffffff,429.0,0.0,14.0
82c227fffffffff,18.0,0.0,0.0
82c22ffffffffff,44.0,0.0,0.0
82c2c7fffffffff,2406.0,0.0,26.0
82c2cffffffffff,1384.0,0.0,2.0
82c2d7fffffffff,1218.0,0.0,26.0
82c2dffffffffff,284.0,0.0,13.0
82c2e7fffffffff,6481.0,0.0,58.0
82c2effffffffff,597.0,0.0,1.0
82c2f7fffffffff,3347.0,0.0,31.0
82c30ffffffffff,53.0,0.0,0.0
82c327fffffffff,42.0,0.0,0.0
82c32ffffffffff,195.0,0.0,0.0
82c347fffffffff,33.0,0.0,0.0
82c34ffffffffff,21.0,0.0,0.0
82c357fffffffff,195.0,0.0,3.0
82c35ffffffffff,2.0,0.0,0.0
82c367fffffffff,104.0,0.0,0.0
82c36ffffffffff,4.0,0.0,0.0
82c377fffffffff,61.0,0.0,0.0
82ce87fffffffff,3.0,0.0,0.0
82ce97fffffffff,298.0,0.0,0.0
82ce9ffffffffff,7.0,0.0,0.0
82cf9ffffffffff,1.0,0.0,0.0
