cell_id,Troglodytes troglodytes,Troglodytes troglodytes islandicus,Troglodytes troglodytes borealis,Troglodytes troglodytes zetlandicus,Troglodytes troglodytes hebridensis,Troglodytes troglodytes fridariensis,Troglodytes troglodytes hirtensis,Troglodytes troglodytes indigenus,Troglodytes troglodytes [troglodytes Group]
841e359ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e427ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e465ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e6b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e803ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
841ea09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea0bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea41ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
841ea55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec1dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec47ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eccbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eda1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eda3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee37ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eeb7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ef0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f001ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f017ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f051ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f285ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f2a3ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
841f31bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f33bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
841f357ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
841f5adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f5c5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f715ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f725ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f815ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
841f887ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
841f8b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
841f98bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
841f9abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8420e61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8424051ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84244c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842c0b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842c283ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842c2c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842c2cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842c2e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842c2e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
842c903ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842ce4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842d227ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842d303ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842d333ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842d64dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842db01ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842db05ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842db0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842db11ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842db39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8430305ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
8430995ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8431347ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8438625ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
8438667ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843871dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8438751ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8438753ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
843875bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439003ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439015ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843901bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
843901dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439035ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8439039ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439041ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439047ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843904bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
843904dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439057ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
843905bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8439061ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439063ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843906bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843906dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439089ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
84390c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84390cbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
84390d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8439101ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843911dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843915bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
843915dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
8439181ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84391d1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439201ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439207ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439209ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
843920dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439213ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843921bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439221ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
8439223ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439227ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
843923dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439287ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439295ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843929bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
843929dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84392a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84392a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84392a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84392b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84392b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84392b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84392c9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84392cbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84392d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84392ddffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8439313ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439337ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
843933bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439435ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
8439441ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
843944bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84395a5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439707ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439721ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439723ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439729ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843972dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843973bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843973dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439759ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
843975dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8439763ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c029ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c063ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c581ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c589ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c595ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce59ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
843d1edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
843d31dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d33dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843e6c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
844ba05ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
844ba07ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba27ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
844ba3dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
