cell_id,Cardellina rubra,Cardellina rubra melanauris,Cardellina rubra rubra/rowleyi
824817fffffffff,476.0,67.0,0.0
824837fffffffff,80.0,6.0,0.0
824987fffffffff,1076.0,0.0,132.0
824997fffffffff,3130.0,0.0,545.0
8249affffffffff,369.0,0.0,101.0
8249b7fffffffff,314.0,0.0,17.0
826d17fffffffff,84.0,0.0,28.0
826d37fffffffff,2890.0,0.0,847.0
