cell_id,Parus cinereus,Parus cinereus [cinereus Group],Parus cinereus [minor Group],Parus cinereus commixtus,Parus cinereus amamiensis,Parus cinereus okinawae,Parus cinereus nigriloris
8340c2fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8340e1fffffffff,11.0,0.0,11.0,0.0,0.0,0.0,0.0
8340e3fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
8340eafffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8340ecfffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
83411cfffffffff,5.0,0.0,3.0,0.0,0.0,0.0,0.0
83415cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834185fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
834192fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83419dfffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
8341a3fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8341a5fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8341b5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8342c2fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8342cafffffffff,16.0,16.0,0.0,0.0,0.0,0.0,0.0
8342cbfffffffff,16.0,16.0,0.0,0.0,0.0,0.0,0.0
8342d9fffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
8342dbfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8342dcfffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
834b56fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
834b62fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
834ba5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834bb1fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
836014fffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0
836015fffffffff,38.0,38.0,0.0,0.0,0.0,0.0,0.0
836016fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
836022fffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
836026fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
836031fffffffff,128.0,128.0,0.0,0.0,0.0,0.0,0.0
836033fffffffff,587.0,587.0,0.0,0.0,0.0,0.0,0.0
836035fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
836084fffffffff,17.0,17.0,0.0,0.0,0.0,0.0,0.0
836088fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
83608bfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
83609efffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
8360a8fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8360a9fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8360adfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8360b1fffffffff,75.0,75.0,0.0,0.0,0.0,0.0,0.0
836102fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
83618bfffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
836482fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836498fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836503fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
836519fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83651dfffffffff,22.0,22.0,0.0,0.0,0.0,0.0,0.0
836526fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8365b2fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
