cell_id,Agelaius phoeniceus,Agelaius phoeniceus [phoeniceus Group],Agelaius phoeniceus californicus/mailliardorum,Agelaius phoeniceus gubernator
840ec9dffffffff,6.0,0.0,0.0,0.0
840eca3ffffffff,6.0,0.0,0.0,0.0
840eca7ffffffff,25.0,0.0,0.0,0.0
840ecb9ffffffff,56.0,0.0,0.0,0.0
840ecbdffffffff,36.0,2.0,0.0,0.0
840ecc1ffffffff,114.0,7.0,0.0,0.0
840ecc9ffffffff,664.0,0.0,0.0,0.0
840ed85ffffffff,2.0,0.0,0.0,0.0
840ed91ffffffff,10.0,2.0,0.0,0.0
840ed95ffffffff,2.0,0.0,0.0,0.0
840ed97ffffffff,2.0,2.0,0.0,0.0
840edb9ffffffff,6.0,0.0,0.0,0.0
840ede5ffffffff,3.0,0.0,0.0,0.0
840ee85ffffffff,16.0,0.0,0.0,0.0
840ee87ffffffff,16.0,0.0,0.0,0.0
840ee8bffffffff,3.0,0.0,0.0,0.0
840eea7ffffffff,1856.0,0.0,0.0,0.0
840eeb1ffffffff,1.0,0.0,0.0,0.0
840eeb5ffffffff,115.0,0.0,0.0,0.0
840eebdffffffff,14.0,0.0,0.0,0.0
840eed1ffffffff,8.0,0.0,0.0,0.0
840eed5ffffffff,20.0,0.0,0.0,0.0
840eeebffffffff,5.0,0.0,0.0,0.0
8412011ffffffff,2.0,0.0,0.0,0.0
8412017ffffffff,1.0,0.0,0.0,0.0
84120a1ffffffff,25.0,0.0,0.0,0.0
84120a5ffffffff,4.0,0.0,0.0,0.0
84120b3ffffffff,3.0,0.0,0.0,0.0
84120b7ffffffff,12.0,0.0,0.0,0.0
841211dffffffff,2.0,0.0,0.0,0.0
8412145ffffffff,4.0,0.0,0.0,0.0
8412151ffffffff,4.0,0.0,0.0,0.0
841215dffffffff,4.0,0.0,0.0,0.0
8412181ffffffff,21.0,0.0,0.0,0.0
8412183ffffffff,2.0,0.0,0.0,0.0
8412185ffffffff,51.0,0.0,0.0,0.0
8412187ffffffff,96.0,0.0,0.0,0.0
841218dffffffff,18.0,0.0,0.0,0.0
8412191ffffffff,2.0,0.0,0.0,0.0
8412197ffffffff,2.0,0.0,0.0,0.0
8412199ffffffff,9.0,0.0,0.0,0.0
841219dffffffff,4.0,0.0,0.0,0.0
84121a3ffffffff,8.0,0.0,0.0,0.0
84121a5ffffffff,1.0,0.0,0.0,0.0
84121a7ffffffff,51.0,0.0,0.0,0.0
84121a9ffffffff,50.0,0.0,0.0,0.0
84121abffffffff,66.0,0.0,0.0,0.0
84121adffffffff,17.0,0.0,0.0,0.0
84121b1ffffffff,2.0,0.0,0.0,0.0
84121b3ffffffff,2.0,0.0,0.0,0.0
84121b9ffffffff,3.0,0.0,0.0,0.0
84121bbffffffff,99.0,0.0,0.0,0.0
84121bdffffffff,57.0,0.0,0.0,0.0
84121e1ffffffff,17.0,0.0,0.0,0.0
84121e3ffffffff,295.0,0.0,0.0,0.0
84121e7ffffffff,3.0,0.0,0.0,0.0
84121ebffffffff,4.0,0.0,0.0,0.0
8412215ffffffff,2.0,0.0,0.0,0.0
8412219ffffffff,2.0,0.0,0.0,0.0
841221dffffffff,1.0,0.0,0.0,0.0
8412265ffffffff,1.0,0.0,0.0,0.0
8412299ffffffff,5.0,0.0,0.0,0.0
84122b1ffffffff,3.0,0.0,0.0,0.0
84122d7ffffffff,1.0,0.0,0.0,0.0
84122e9ffffffff,4.0,0.0,0.0,0.0
8412303ffffffff,1.0,0.0,0.0,0.0
8412307ffffffff,2.0,0.0,0.0,0.0
8412309ffffffff,1.0,0.0,0.0,0.0
8412339ffffffff,8.0,0.0,0.0,0.0
841233dffffffff,6.0,0.0,0.0,0.0
841236dffffffff,1.0,0.0,0.0,0.0
8412401ffffffff,2.0,0.0,0.0,0.0
841241dffffffff,1.0,0.0,0.0,0.0
841242bffffffff,2.0,0.0,0.0,0.0
8412433ffffffff,6.0,0.0,0.0,0.0
8412437ffffffff,8.0,0.0,0.0,0.0
8412445ffffffff,6.0,0.0,0.0,0.0
841244dffffffff,8.0,0.0,0.0,0.0
8412457ffffffff,1.0,0.0,0.0,0.0
841246bffffffff,4.0,0.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0,0.0
841248bffffffff,1.0,0.0,0.0,0.0
8412497ffffffff,2.0,0.0,0.0,0.0
84124a1ffffffff,4.0,0.0,0.0,0.0
84124a5ffffffff,4.0,0.0,0.0,0.0
84124a7ffffffff,6.0,0.0,0.0,0.0
84124adffffffff,7.0,0.0,0.0,0.0
84124b3ffffffff,18.0,0.0,0.0,0.0
84124b5ffffffff,66.0,0.0,0.0,0.0
84124b7ffffffff,128.0,0.0,0.0,0.0
84124b9ffffffff,4.0,0.0,0.0,0.0
84124bbffffffff,4.0,0.0,0.0,0.0
84124bdffffffff,26.0,0.0,0.0,0.0
84124c3ffffffff,1.0,0.0,0.0,0.0
84124d1ffffffff,12.0,0.0,0.0,0.0
84124d9ffffffff,1.0,0.0,0.0,0.0
84124dbffffffff,17.0,0.0,0.0,0.0
84124e7ffffffff,2.0,0.0,0.0,0.0
8412501ffffffff,6.0,0.0,0.0,0.0
8412503ffffffff,10.0,4.0,0.0,0.0
8412505ffffffff,189.0,6.0,0.0,0.0
8412507ffffffff,17.0,0.0,0.0,0.0
8412509ffffffff,6.0,0.0,0.0,0.0
8412511ffffffff,71.0,0.0,0.0,0.0
8412513ffffffff,4.0,0.0,0.0,0.0
8412515ffffffff,709.0,83.0,0.0,0.0
8412517ffffffff,18.0,0.0,0.0,0.0
841251bffffffff,4.0,0.0,0.0,0.0
841251dffffffff,88.0,3.0,0.0,0.0
8412521ffffffff,68.0,2.0,0.0,0.0
8412523ffffffff,37.0,4.0,0.0,0.0
8412525ffffffff,64.0,4.0,0.0,0.0
8412527ffffffff,132.0,4.0,0.0,0.0
8412529ffffffff,2.0,0.0,0.0,0.0
841252bffffffff,17.0,0.0,0.0,0.0
841252dffffffff,14.0,0.0,0.0,0.0
8412531ffffffff,9.0,0.0,0.0,0.0
8412535ffffffff,173.0,31.0,0.0,0.0
8412537ffffffff,24.0,4.0,0.0,0.0
8412539ffffffff,104.0,17.0,0.0,0.0
841253bffffffff,64.0,2.0,0.0,0.0
841253dffffffff,19.0,0.0,0.0,0.0
8412543ffffffff,33.0,0.0,0.0,0.0
8412549ffffffff,318.0,6.0,0.0,0.0
841254bffffffff,40.0,4.0,0.0,0.0
8412555ffffffff,24.0,2.0,0.0,0.0
841255dffffffff,2.0,0.0,0.0,0.0
8412565ffffffff,8.0,0.0,0.0,0.0
8412567ffffffff,2.0,0.0,0.0,0.0
841256dffffffff,1.0,0.0,0.0,0.0
8412581ffffffff,28.0,0.0,0.0,0.0
8412583ffffffff,29.0,0.0,0.0,0.0
8412585ffffffff,2.0,0.0,0.0,0.0
8412589ffffffff,2.0,0.0,0.0,0.0
841258bffffffff,14.0,0.0,0.0,0.0
841258dffffffff,8.0,0.0,0.0,0.0
8412591ffffffff,530.0,0.0,0.0,0.0
8412593ffffffff,125.0,0.0,0.0,0.0
8412595ffffffff,82.0,0.0,0.0,0.0
8412597ffffffff,594.0,0.0,0.0,0.0
8412599ffffffff,34.0,0.0,0.0,0.0
841259bffffffff,19.0,0.0,0.0,0.0
841259dffffffff,32.0,0.0,0.0,0.0
84125a3ffffffff,3.0,0.0,0.0,0.0
84125a5ffffffff,19.0,0.0,0.0,0.0
84125a9ffffffff,3.0,0.0,0.0,0.0
84125abffffffff,2.0,0.0,0.0,0.0
84125adffffffff,63.0,1.0,0.0,0.0
84125b1ffffffff,4.0,0.0,0.0,0.0
84125b3ffffffff,2.0,0.0,0.0,0.0
84125b5ffffffff,2.0,0.0,0.0,0.0
84125b7ffffffff,1.0,0.0,0.0,0.0
84125b9ffffffff,35.0,0.0,0.0,0.0
84125bbffffffff,82.0,0.0,0.0,0.0
84125bdffffffff,8.0,0.0,0.0,0.0
84125c7ffffffff,8.0,0.0,0.0,0.0
84125cdffffffff,4.0,0.0,0.0,0.0
84125d1ffffffff,17.0,0.0,0.0,0.0
84125d3ffffffff,51.0,0.0,0.0,0.0
84125d5ffffffff,26.0,0.0,0.0,0.0
84125d7ffffffff,57.0,0.0,0.0,0.0
84125d9ffffffff,53.0,0.0,0.0,0.0
84125dbffffffff,85.0,0.0,0.0,0.0
84125e1ffffffff,11.0,0.0,0.0,0.0
84125e3ffffffff,7.0,0.0,0.0,0.0
84125e5ffffffff,20.0,2.0,0.0,0.0
84125e7ffffffff,18.0,0.0,0.0,0.0
84125ebffffffff,6.0,0.0,0.0,0.0
84125edffffffff,7.0,0.0,0.0,0.0
8412639ffffffff,12.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0
84126b1ffffffff,4.0,0.0,0.0,0.0
84126e7ffffffff,16.0,0.0,0.0,0.0
8412721ffffffff,82.0,0.0,0.0,0.0
8412723ffffffff,462.0,5.0,0.0,0.0
8412727ffffffff,2.0,0.0,0.0,0.0
8412729ffffffff,6.0,0.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0,0.0
8412751ffffffff,2.0,0.0,0.0,0.0
8412753ffffffff,8.0,0.0,0.0,0.0
8412759ffffffff,10.0,0.0,0.0,0.0
841275bffffffff,16.0,0.0,0.0,0.0
8412805ffffffff,113.0,0.0,0.0,0.0
841280dffffffff,24.0,0.0,0.0,0.0
8412821ffffffff,2.0,0.0,0.0,0.0
8412823ffffffff,1.0,0.0,0.0,0.0
8412835ffffffff,1.0,0.0,0.0,0.0
8412845ffffffff,1.0,0.0,0.0,0.0
8412847ffffffff,162.0,6.0,0.0,0.0
841284bffffffff,3.0,0.0,0.0,0.0
841284dffffffff,2.0,0.0,0.0,0.0
8412851ffffffff,86.0,0.0,0.0,0.0
8412853ffffffff,19.0,0.0,0.0,0.0
8412857ffffffff,43.0,0.0,0.0,0.0
841285dffffffff,19.0,0.0,0.0,0.0
8412865ffffffff,4.0,0.0,0.0,0.0
841286bffffffff,1.0,0.0,0.0,0.0
841286dffffffff,2.0,0.0,0.0,0.0
8412881ffffffff,1.0,0.0,0.0,0.0
8412883ffffffff,1.0,0.0,0.0,0.0
8412887ffffffff,17.0,0.0,0.0,0.0
8412891ffffffff,102.0,0.0,0.0,0.0
8412893ffffffff,79.0,0.0,0.0,0.0
8412895ffffffff,12.0,0.0,0.0,0.0
8412897ffffffff,11.0,0.0,0.0,0.0
8412899ffffffff,30.0,0.0,0.0,0.0
841289bffffffff,360.0,0.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0,0.0
84128b9ffffffff,2.0,0.0,0.0,0.0
84128bdffffffff,540.0,0.0,0.0,0.0
84128c5ffffffff,1.0,0.0,0.0,0.0
84128d1ffffffff,16.0,0.0,0.0,0.0
84128d3ffffffff,172.0,0.0,0.0,0.0
84128d5ffffffff,1.0,0.0,0.0,0.0
84128d9ffffffff,31.0,0.0,0.0,0.0
84128dbffffffff,92.0,0.0,0.0,0.0
84128ddffffffff,33.0,0.0,0.0,0.0
84128e3ffffffff,17.0,0.0,0.0,0.0
8412909ffffffff,2.0,0.0,0.0,0.0
84129bbffffffff,4.0,0.0,0.0,0.0
84129bdffffffff,1.0,0.0,0.0,0.0
84129c9ffffffff,3.0,0.0,0.0,0.0
84129d9ffffffff,6.0,0.0,0.0,0.0
8412a25ffffffff,53.0,0.0,0.0,0.0
8412a35ffffffff,3.0,0.0,0.0,0.0
8412a37ffffffff,91.0,0.0,0.0,0.0
8412a67ffffffff,1.0,0.0,0.0,0.0
8412a87ffffffff,3.0,0.0,0.0,0.0
8412a95ffffffff,2.0,0.0,0.0,0.0
8412a97ffffffff,16.0,0.0,0.0,0.0
8412a99ffffffff,5.0,0.0,0.0,0.0
8412a9dffffffff,2.0,0.0,0.0,0.0
8412aa3ffffffff,26.0,0.0,0.0,0.0
8412aa5ffffffff,15.0,0.0,0.0,0.0
8412aa7ffffffff,11.0,0.0,0.0,0.0
8412aabffffffff,1.0,0.0,0.0,0.0
8412ab1ffffffff,2.0,0.0,0.0,0.0
8412ab3ffffffff,104.0,0.0,0.0,0.0
8412ab5ffffffff,186.0,0.0,0.0,0.0
8412ab7ffffffff,11.0,0.0,0.0,0.0
8412abbffffffff,12.0,0.0,0.0,0.0
8412abdffffffff,9.0,0.0,0.0,0.0
8412ad7ffffffff,80.0,0.0,0.0,0.0
8412b01ffffffff,6.0,0.0,0.0,0.0
8412b03ffffffff,15.0,0.0,0.0,0.0
8412b0bffffffff,3.0,0.0,0.0,0.0
8412b0dffffffff,2.0,0.0,0.0,0.0
8412b4bffffffff,16.0,0.0,0.0,0.0
8412b53ffffffff,7.0,0.0,0.0,0.0
8412b57ffffffff,2.0,0.0,0.0,0.0
8412c01ffffffff,38.0,0.0,0.0,0.0
8412c03ffffffff,65.0,0.0,0.0,0.0
8412c05ffffffff,42.0,0.0,0.0,0.0
8412c07ffffffff,328.0,0.0,0.0,0.0
8412c09ffffffff,2.0,0.0,0.0,0.0
8412c0bffffffff,4.0,0.0,0.0,0.0
8412c0dffffffff,2.0,0.0,0.0,0.0
8412c11ffffffff,624.0,9.0,0.0,0.0
8412c13ffffffff,153.0,0.0,0.0,0.0
8412c15ffffffff,4.0,0.0,0.0,0.0
8412c17ffffffff,14.0,0.0,0.0,0.0
8412c19ffffffff,22.0,0.0,0.0,0.0
8412c1bffffffff,1763.0,9.0,0.0,0.0
8412c1dffffffff,467.0,5.0,0.0,0.0
8412c21ffffffff,85.0,0.0,0.0,0.0
8412c23ffffffff,14.0,0.0,0.0,0.0
8412c27ffffffff,2.0,0.0,0.0,0.0
8412c2dffffffff,1.0,0.0,0.0,0.0
8412c33ffffffff,396.0,0.0,0.0,0.0
8412c35ffffffff,20.0,0.0,0.0,0.0
8412c37ffffffff,23.0,0.0,0.0,0.0
8412c39ffffffff,264.0,0.0,0.0,0.0
8412c3bffffffff,375.0,0.0,0.0,0.0
8412c45ffffffff,1.0,0.0,0.0,0.0
8412c47ffffffff,7.0,0.0,0.0,0.0
8412c49ffffffff,8.0,0.0,0.0,0.0
8412c4dffffffff,8.0,0.0,0.0,0.0
8412c53ffffffff,9.0,0.0,0.0,0.0
8412c55ffffffff,3.0,0.0,0.0,0.0
8412c59ffffffff,11.0,0.0,0.0,0.0
8412c5bffffffff,50.0,0.0,0.0,0.0
8412c81ffffffff,48.0,8.0,0.0,0.0
8412c83ffffffff,62.0,0.0,0.0,0.0
8412c85ffffffff,399.0,9.0,0.0,0.0
8412c87ffffffff,572.0,12.0,0.0,0.0
8412c89ffffffff,70.0,2.0,0.0,0.0
8412c8bffffffff,432.0,0.0,0.0,0.0
8412c8dffffffff,52.0,0.0,0.0,0.0
8412c91ffffffff,50.0,0.0,0.0,0.0
8412c93ffffffff,19.0,0.0,0.0,0.0
8412c95ffffffff,53.0,0.0,0.0,0.0
8412c97ffffffff,199.0,0.0,0.0,0.0
8412c99ffffffff,26.0,0.0,0.0,0.0
8412c9bffffffff,86.0,1.0,0.0,0.0
8412c9dffffffff,260.0,2.0,0.0,0.0
8412ca1ffffffff,12.0,0.0,0.0,0.0
8412ca3ffffffff,29.0,0.0,0.0,0.0
8412ca5ffffffff,68.0,0.0,0.0,0.0
8412ca7ffffffff,26.0,0.0,0.0,0.0
8412ca9ffffffff,8.0,0.0,0.0,0.0
8412cabffffffff,164.0,0.0,0.0,0.0
8412cadffffffff,547.0,0.0,0.0,0.0
8412cb1ffffffff,211.0,0.0,0.0,0.0
8412cb5ffffffff,142.0,0.0,0.0,0.0
8412cb7ffffffff,5.0,0.0,0.0,0.0
8412cb9ffffffff,124.0,0.0,0.0,0.0
8412cbbffffffff,84.0,0.0,0.0,0.0
8412cbdffffffff,99.0,0.0,0.0,0.0
8412cc1ffffffff,2287.0,41.0,0.0,0.0
8412cc3ffffffff,20.0,0.0,0.0,0.0
8412cc5ffffffff,421.0,4.0,0.0,0.0
8412cc7ffffffff,347.0,4.0,0.0,0.0
8412cc9ffffffff,2495.0,44.0,0.0,0.0
8412ccbffffffff,82.0,0.0,0.0,0.0
8412ccdffffffff,7324.0,125.0,0.0,0.0
8412cd1ffffffff,27.0,0.0,0.0,0.0
8412cd3ffffffff,41.0,0.0,0.0,0.0
8412cd5ffffffff,42.0,0.0,0.0,0.0
8412cd7ffffffff,63.0,0.0,0.0,0.0
8412cd9ffffffff,1007.0,14.0,0.0,0.0
8412cdbffffffff,219.0,5.0,0.0,0.0
8412cddffffffff,39.0,2.0,0.0,0.0
8412ce1ffffffff,10.0,0.0,0.0,0.0
8412ce3ffffffff,133.0,0.0,0.0,0.0
8412ce5ffffffff,297.0,0.0,0.0,0.0
8412ce7ffffffff,99.0,0.0,0.0,0.0
8412ce9ffffffff,2.0,0.0,0.0,0.0
8412cebffffffff,19.0,0.0,0.0,0.0
8412d01ffffffff,141.0,0.0,0.0,0.0
8412d03ffffffff,347.0,0.0,0.0,0.0
8412d05ffffffff,39.0,0.0,0.0,0.0
8412d07ffffffff,66.0,0.0,0.0,0.0
8412d0bffffffff,115.0,0.0,0.0,0.0
8412d0dffffffff,25.0,0.0,0.0,0.0
8412d11ffffffff,660.0,0.0,0.0,0.0
8412d13ffffffff,4.0,0.0,0.0,0.0
8412d15ffffffff,23.0,0.0,0.0,0.0
8412d17ffffffff,3243.0,0.0,0.0,0.0
8412d19ffffffff,616.0,0.0,0.0,0.0
8412d1bffffffff,2.0,0.0,0.0,0.0
8412d1dffffffff,34.0,0.0,0.0,0.0
8412d23ffffffff,6.0,0.0,0.0,0.0
8412d25ffffffff,4.0,0.0,0.0,0.0
8412d27ffffffff,4.0,0.0,0.0,0.0
8412d29ffffffff,78.0,0.0,0.0,0.0
8412d2bffffffff,2.0,0.0,0.0,0.0
8412d2dffffffff,1.0,0.0,0.0,0.0
8412d31ffffffff,17.0,0.0,0.0,0.0
8412d33ffffffff,543.0,0.0,0.0,0.0
8412d35ffffffff,6.0,0.0,0.0,0.0
8412d37ffffffff,234.0,0.0,0.0,0.0
8412d39ffffffff,242.0,0.0,0.0,0.0
8412d3bffffffff,195.0,0.0,0.0,0.0
8412d3dffffffff,144.0,0.0,0.0,0.0
8412d41ffffffff,183.0,0.0,0.0,0.0
8412d43ffffffff,2.0,0.0,0.0,0.0
8412d45ffffffff,6.0,0.0,0.0,0.0
8412d47ffffffff,14.0,0.0,0.0,0.0
8412d49ffffffff,1.0,0.0,0.0,0.0
8412d4bffffffff,2.0,0.0,0.0,0.0
8412d4dffffffff,23.0,0.0,0.0,0.0
8412d55ffffffff,5.0,0.0,0.0,0.0
8412d57ffffffff,30.0,0.0,0.0,0.0
8412d59ffffffff,1.0,0.0,0.0,0.0
8412d5dffffffff,91.0,0.0,0.0,0.0
8412d63ffffffff,146.0,0.0,0.0,0.0
8412d65ffffffff,9.0,0.0,0.0,0.0
8412d67ffffffff,14.0,0.0,0.0,0.0
8412d69ffffffff,43.0,0.0,0.0,0.0
8412d6bffffffff,120.0,0.0,0.0,0.0
8412d81ffffffff,155.0,2.0,0.0,0.0
8412d83ffffffff,9.0,0.0,0.0,0.0
8412d85ffffffff,69.0,0.0,0.0,0.0
8412d87ffffffff,357.0,3.0,0.0,0.0
8412d89ffffffff,178.0,0.0,0.0,0.0
8412d8dffffffff,73.0,0.0,0.0,0.0
8412d91ffffffff,51.0,0.0,0.0,0.0
8412d93ffffffff,14.0,0.0,0.0,0.0
8412d95ffffffff,140.0,0.0,0.0,0.0
8412d97ffffffff,52.0,0.0,0.0,0.0
8412d99ffffffff,11.0,4.0,0.0,0.0
8412d9bffffffff,19.0,0.0,0.0,0.0
8412d9dffffffff,407.0,80.0,0.0,0.0
8412da1ffffffff,68.0,0.0,0.0,0.0
8412da3ffffffff,9.0,0.0,0.0,0.0
8412da5ffffffff,281.0,0.0,0.0,0.0
8412da7ffffffff,131.0,2.0,0.0,0.0
8412da9ffffffff,108.0,0.0,0.0,0.0
8412dabffffffff,16.0,0.0,0.0,0.0
8412dadffffffff,199.0,0.0,0.0,0.0
8412db1ffffffff,891.0,47.0,0.0,0.0
8412db3ffffffff,520.0,18.0,0.0,0.0
8412db5ffffffff,304.0,0.0,0.0,0.0
8412db7ffffffff,1387.0,31.0,0.0,0.0
8412db9ffffffff,360.0,27.0,0.0,0.0
8412dbbffffffff,43.0,0.0,0.0,0.0
8412dbdffffffff,204.0,2.0,0.0,0.0
8412dc1ffffffff,38.0,0.0,0.0,0.0
8412dc3ffffffff,291.0,4.0,0.0,0.0
8412dc5ffffffff,43.0,0.0,0.0,0.0
8412dc7ffffffff,143.0,0.0,0.0,0.0
8412dc9ffffffff,499.0,0.0,0.0,0.0
8412dcbffffffff,39.0,0.0,0.0,0.0
8412dd1ffffffff,2.0,0.0,0.0,0.0
8412dd3ffffffff,117.0,0.0,0.0,0.0
8412dd5ffffffff,321.0,0.0,0.0,0.0
8412dd7ffffffff,1151.0,50.0,0.0,0.0
8412dd9ffffffff,17.0,0.0,0.0,0.0
8412ddbffffffff,3108.0,0.0,0.0,0.0
8412dddffffffff,20.0,0.0,0.0,0.0
8412de1ffffffff,21.0,0.0,0.0,0.0
8412de3ffffffff,128.0,0.0,0.0,0.0
8412de5ffffffff,3271.0,0.0,0.0,0.0
8412de7ffffffff,1253.0,1.0,0.0,0.0
8412de9ffffffff,1.0,0.0,0.0,0.0
8412debffffffff,2.0,0.0,0.0,0.0
8412dedffffffff,226.0,0.0,0.0,0.0
8412e03ffffffff,5.0,0.0,0.0,0.0
8412e05ffffffff,4.0,0.0,0.0,0.0
8412e07ffffffff,4.0,0.0,0.0,0.0
8412e0bffffffff,7.0,0.0,0.0,0.0
8412e11ffffffff,95.0,0.0,0.0,0.0
8412e13ffffffff,1215.0,1.0,0.0,0.0
8412e15ffffffff,84.0,0.0,0.0,0.0
8412e17ffffffff,94.0,0.0,0.0,0.0
8412e19ffffffff,16.0,0.0,0.0,0.0
8412e1bffffffff,96.0,4.0,0.0,0.0
8412e1dffffffff,2.0,0.0,0.0,0.0
8412e23ffffffff,4.0,0.0,0.0,0.0
8412e25ffffffff,28.0,0.0,0.0,0.0
8412e27ffffffff,69.0,0.0,0.0,0.0
8412e2bffffffff,2.0,0.0,0.0,0.0
8412e33ffffffff,21.0,0.0,0.0,0.0
8412e35ffffffff,2.0,0.0,0.0,0.0
8412e39ffffffff,15.0,0.0,0.0,0.0
8412e3bffffffff,20.0,0.0,0.0,0.0
8412e3dffffffff,6.0,0.0,0.0,0.0
8412e41ffffffff,2.0,0.0,0.0,0.0
8412e45ffffffff,1.0,0.0,0.0,0.0
8412e4bffffffff,6.0,0.0,0.0,0.0
8412e4dffffffff,19.0,0.0,0.0,0.0
8412e53ffffffff,21.0,0.0,0.0,0.0
8412e59ffffffff,19.0,0.0,0.0,0.0
8412e5bffffffff,2.0,0.0,0.0,0.0
8412e63ffffffff,1.0,0.0,0.0,0.0
8412e69ffffffff,13.0,0.0,0.0,0.0
8412e6bffffffff,4.0,0.0,0.0,0.0
8412e81ffffffff,20.0,0.0,0.0,0.0
8412e83ffffffff,31.0,0.0,0.0,0.0
8412e85ffffffff,14.0,0.0,0.0,0.0
8412e87ffffffff,83.0,2.0,0.0,0.0
8412e89ffffffff,50.0,3.0,0.0,0.0
8412e8bffffffff,74.0,0.0,0.0,0.0
8412e8dffffffff,158.0,2.0,0.0,0.0
8412e91ffffffff,2.0,0.0,0.0,0.0
8412e93ffffffff,11.0,0.0,0.0,0.0
8412e95ffffffff,28.0,2.0,0.0,0.0
8412e97ffffffff,6.0,1.0,0.0,0.0
8412e99ffffffff,19.0,1.0,0.0,0.0
8412e9dffffffff,12.0,0.0,0.0,0.0
8412ea1ffffffff,89.0,0.0,0.0,0.0
8412ea3ffffffff,522.0,0.0,0.0,0.0
8412ea5ffffffff,788.0,9.0,0.0,0.0
8412ea7ffffffff,768.0,16.0,0.0,0.0
8412ea9ffffffff,136.0,2.0,0.0,0.0
8412eabffffffff,19.0,0.0,0.0,0.0
8412eadffffffff,104.0,0.0,0.0,0.0
8412eb1ffffffff,37.0,0.0,0.0,0.0
8412eb3ffffffff,79.0,4.0,0.0,0.0
8412eb5ffffffff,70.0,2.0,0.0,0.0
8412eb7ffffffff,53.0,0.0,0.0,0.0
8412eb9ffffffff,89.0,0.0,0.0,0.0
8412ebbffffffff,62.0,4.0,0.0,0.0
8412ebdffffffff,105.0,0.0,0.0,0.0
8412ec1ffffffff,1590.0,44.0,0.0,0.0
8412ec3ffffffff,44.0,0.0,0.0,0.0
8412ec5ffffffff,466.0,21.0,0.0,0.0
8412ec7ffffffff,240.0,2.0,0.0,0.0
8412ec9ffffffff,709.0,23.0,0.0,0.0
8412ecbffffffff,115.0,13.0,0.0,0.0
8412ecdffffffff,912.0,9.0,0.0,0.0
8412ed1ffffffff,20.0,0.0,0.0,0.0
8412ed3ffffffff,53.0,0.0,0.0,0.0
8412ed5ffffffff,1.0,0.0,0.0,0.0
8412ed7ffffffff,2.0,0.0,0.0,0.0
8412ed9ffffffff,59.0,0.0,0.0,0.0
8412edbffffffff,18.0,1.0,0.0,0.0
8412eddffffffff,7.0,0.0,0.0,0.0
8412ee1ffffffff,21.0,2.0,0.0,0.0
8412ee3ffffffff,187.0,2.0,0.0,0.0
8412ee7ffffffff,57.0,2.0,0.0,0.0
8412ee9ffffffff,14.0,0.0,0.0,0.0
8412eebffffffff,6.0,0.0,0.0,0.0
