cell_id,Phylloscopus poliocephalus,Phylloscopus poliocephalus suaramerdu,Phylloscopus poliocephalus emilsalimi,Phylloscopus poliocephalus henrietta,Phylloscopus poliocephalus waterstradti,Phylloscopus poliocephalus everetti,Phylloscopus poliocephalus ceramensis,Phylloscopus poliocephalus avicola,Phylloscopus poliocephalus [poliocephalus Group],Phylloscopus poliocephalus [matthiae Group]
8468d85ffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8472895ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
84728b9ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
8472901ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
8472a07ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8472a2bffffffff,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0
8472d23ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
8472d93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8472da1ffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
8472da3ffffffff,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
8472da9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8472db3ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8472de1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473905ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473907ffffffff,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
847390bffffffff,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
847390dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473955ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847395bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84739abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
84739b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476805ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847680dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84769d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477959ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847799dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495441ffffffff,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
849544bffffffff,66.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
8495613ffffffff,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8495661ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956abffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
84956b5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
84956bdffffffff,182.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0
849c851ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
849c8a3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c8a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c8a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c8b5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c8bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c8e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c8edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
849c961ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c9c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c9d5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
849c9d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c9ddffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
849cb51ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cb59ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cd25ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cd2dffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
849ed33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849ed87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849eda7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849edc7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
