cell_id,Limosa lapponica,Limosa lapponica [lapponica Group],Limosa lapponica [baueri Group]
84075c3ffffffff,1.0,0.0,0.0
84075d1ffffffff,16.0,0.0,0.0
8407635ffffffff,4.0,0.0,0.0
8407703ffffffff,1.0,0.0,0.0
8407731ffffffff,2.0,0.0,0.0
8407739ffffffff,2.0,0.0,0.0
8408065ffffffff,1.0,0.0,0.0
8408193ffffffff,2.0,2.0,0.0
8408937ffffffff,2.0,0.0,0.0
84089a9ffffffff,15.0,0.0,0.0
84089e3ffffffff,4.0,0.0,0.0
8409a43ffffffff,2.0,0.0,0.0
840c143ffffffff,41.0,0.0,26.0
840c147ffffffff,34.0,0.0,32.0
840c149ffffffff,1.0,0.0,1.0
840c14bffffffff,2.0,0.0,2.0
840c16bffffffff,2.0,0.0,0.0
840c335ffffffff,3.0,0.0,0.0
840c341ffffffff,1.0,0.0,0.0
840c415ffffffff,3.0,0.0,0.0
840c42dffffffff,13.0,0.0,0.0
840c455ffffffff,4.0,0.0,0.0
840c503ffffffff,26.0,0.0,0.0
840c51dffffffff,53.0,0.0,0.0
840c54bffffffff,2.0,0.0,0.0
840c555ffffffff,29.0,0.0,0.0
840c55dffffffff,2.0,0.0,0.0
840c5a1ffffffff,2.0,0.0,0.0
840c5a5ffffffff,13.0,0.0,0.0
840c5a7ffffffff,1.0,0.0,0.0
840c6adffffffff,4.0,0.0,0.0
840c733ffffffff,23.0,0.0,0.0
840ca43ffffffff,3.0,0.0,0.0
840cad7ffffffff,1.0,0.0,0.0
840cd8dffffffff,3.0,0.0,0.0
840ceadffffffff,1.0,0.0,0.0
840cee5ffffffff,18.0,0.0,0.0
840cf45ffffffff,1.0,0.0,0.0
840d039ffffffff,7.0,0.0,3.0
840d0c3ffffffff,19.0,0.0,16.0
8411221ffffffff,2.0,0.0,0.0
8411ae3ffffffff,9.0,1.0,0.0
8412805ffffffff,8.0,0.0,0.0
8412b01ffffffff,5.0,0.0,0.0
8412b33ffffffff,2.0,0.0,0.0
8413829ffffffff,9.0,0.0,0.0
8413861ffffffff,5.0,0.0,0.0
8413931ffffffff,4.0,0.0,0.0
84139e1ffffffff,4.0,0.0,0.0
84139edffffffff,6.0,0.0,0.0
8416539ffffffff,3.0,0.0,3.0
84165e1ffffffff,4.0,0.0,0.0
8418053ffffffff,3.0,0.0,0.0
841805bffffffff,3.0,0.0,0.0
8418235ffffffff,2.0,0.0,0.0
8418281ffffffff,2.0,0.0,0.0
841828bffffffff,3.0,0.0,0.0
84182adffffffff,2.0,0.0,0.0
84182c9ffffffff,2.0,0.0,0.0
84182cbffffffff,1.0,0.0,0.0
84182e5ffffffff,3.0,0.0,0.0
8418443ffffffff,1.0,0.0,0.0
8418455ffffffff,4.0,0.0,0.0
8418495ffffffff,53.0,4.0,0.0
84184ddffffffff,3.0,0.0,0.0
8418557ffffffff,3.0,0.0,0.0
8418597ffffffff,4.0,0.0,0.0
84185b5ffffffff,5.0,0.0,0.0
84185bbffffffff,55.0,2.0,0.0
84186a1ffffffff,3.0,0.0,0.0
84186c5ffffffff,2.0,0.0,0.0
841870dffffffff,3.0,2.0,0.0
84190e3ffffffff,4.0,0.0,0.0
8419415ffffffff,5.0,2.0,0.0
8419433ffffffff,1.0,0.0,0.0
8419485ffffffff,2.0,2.0,0.0
841948dffffffff,1.0,0.0,0.0
84194adffffffff,2.0,0.0,0.0
84194c5ffffffff,4.0,2.0,0.0
84194d5ffffffff,5.0,0.0,0.0
84194ddffffffff,2.0,2.0,0.0
84194e7ffffffff,1.0,0.0,0.0
84194edffffffff,2.0,0.0,0.0
8419511ffffffff,3.0,1.0,0.0
8419581ffffffff,2.0,0.0,0.0
8419689ffffffff,6.0,0.0,0.0
84196b3ffffffff,2.0,0.0,0.0
8419729ffffffff,2.0,0.0,0.0
8419739ffffffff,1.0,0.0,0.0
841973bffffffff,2.0,0.0,0.0
8419763ffffffff,1.0,0.0,0.0
841b9a5ffffffff,2.0,0.0,2.0
841d209ffffffff,2.0,0.0,0.0
841e029ffffffff,4.0,0.0,0.0
841e045ffffffff,2.0,0.0,0.0
841e047ffffffff,1.0,0.0,0.0
841e04bffffffff,8.0,0.0,0.0
841e061ffffffff,11.0,0.0,0.0
841e06dffffffff,3.0,0.0,0.0
841e0a9ffffffff,3.0,0.0,0.0
841e20dffffffff,1.0,0.0,0.0
841e229ffffffff,2.0,0.0,0.0
841e257ffffffff,1.0,0.0,0.0
841e341ffffffff,6.0,0.0,0.0
841e4bbffffffff,3.0,0.0,0.0
841e565ffffffff,1.0,0.0,0.0
841e5e5ffffffff,2.0,0.0,0.0
841e615ffffffff,2.0,0.0,0.0
841e92dffffffff,3.0,0.0,0.0
841e96dffffffff,2.0,0.0,0.0
841ea0bffffffff,1.0,0.0,0.0
841ec1dffffffff,1.0,0.0,0.0
841ec21ffffffff,2.0,0.0,0.0
