cell_id,Pezoporus wallicus,Pezoporus wallicus flaviventris,Pezoporus wallicus wallicus
84b959bffffffff,5.0,3.0,0.0
84be0c3ffffffff,9.0,0.0,2.0
84be185ffffffff,2.0,0.0,0.0
84be293ffffffff,11.0,0.0,7.0
84be60dffffffff,1.0,0.0,0.0
84be74dffffffff,2.0,0.0,0.0
84be88bffffffff,1.0,0.0,0.0
84bea91ffffffff,1.0,0.0,0.0
84bf481ffffffff,1.0,0.0,1.0
84bf495ffffffff,1.0,0.0,1.0
