cell_id,Lampornis amethystinus,Lampornis amethystinus [amethystinus Group],Lampornis amethystinus margaritae
824527fffffffff,279.0,0.0,0.0
8248a7fffffffff,6.0,0.0,0.0
824987fffffffff,51.0,0.0,0.0
824997fffffffff,462.0,48.0,0.0
82499ffffffffff,57.0,0.0,0.0
8249affffffffff,337.0,5.0,0.0
8249b7fffffffff,132.0,0.0,25.0
826d17fffffffff,9.0,0.0,0.0
826d27fffffffff,801.0,138.0,0.0
826d2ffffffffff,2068.0,43.0,0.0
826d37fffffffff,491.0,0.0,0.0
826d67fffffffff,62.0,0.0,0.0
