cell_id,Setophaga coronata,Setophaga coronata coronata,Setophaga coronata auduboni,Setophaga coronata nigrifrons,Setophaga coronata goldmani,Setophaga coronata coronata x auduboni
840cec5ffffffff,8.0,6.0,0.0,0.0,0.0,0.0
840d039ffffffff,23.0,20.0,2.0,0.0,0.0,0.0
840d093ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840d405ffffffff,5.0,0.0,5.0,0.0,0.0,0.0
840d409ffffffff,5.0,5.0,0.0,0.0,0.0,0.0
840d443ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d499ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840d529ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d537ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d563ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d569ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840d595ffffffff,5.0,5.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
840d5abffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d5bbffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d5e5ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
840d5ebffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840d71dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840d723ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840d753ffffffff,75.0,0.0,0.0,0.0,0.0,0.0
840e45bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e485ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e4abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,32.0,32.0,0.0,0.0,0.0,0.0
840e945ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840e969ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840e9a1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840ec51ffffffff,25.0,3.0,0.0,0.0,0.0,0.0
840ec55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,10.0,10.0,0.0,0.0,0.0,0.0
840ed85ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
840eea7ffffffff,77.0,27.0,0.0,0.0,0.0,0.0
840eeabffffffff,41.0,0.0,0.0,0.0,0.0,0.0
840eee3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eee5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412143ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84124a7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412505ffffffff,9.0,9.0,0.0,0.0,0.0,0.0
8412515ffffffff,7.0,6.0,0.0,0.0,0.0,0.0
8412539ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
8412591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412597ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84125b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412805ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412861ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
841286dffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412893ffffffff,4.0,0.0,0.0,0.0,0.0,2.0
8412899ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84128bdffffffff,361.0,203.0,76.0,0.0,0.0,0.0
84128d3ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
84128dbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412909ffffffff,15.0,12.0,2.0,0.0,0.0,0.0
8412947ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412a69ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8412b01ffffffff,9.0,0.0,5.0,0.0,0.0,1.0
8412b03ffffffff,13.0,3.0,0.0,0.0,0.0,0.0
8412b4bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8412b63ffffffff,9.0,9.0,0.0,0.0,0.0,0.0
8412c03ffffffff,3.0,2.0,0.0,0.0,0.0,1.0
8412c09ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8412c11ffffffff,16.0,5.0,0.0,0.0,0.0,1.0
8412c19ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8412c1dffffffff,4.0,0.0,1.0,0.0,0.0,3.0
8412c21ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8412c3bffffffff,5.0,2.0,1.0,0.0,0.0,0.0
8412c83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c8bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412c97ffffffff,3.0,0.0,0.0,0.0,0.0,2.0
8412ca3ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412cabffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8412cadffffffff,4.0,0.0,2.0,0.0,0.0,0.0
8412cb1ffffffff,5.0,3.0,2.0,0.0,0.0,0.0
8412cb5ffffffff,3.0,2.0,1.0,0.0,0.0,0.0
8412cbdffffffff,8.0,0.0,6.0,0.0,0.0,0.0
8412cc1ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412cc5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cc7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,30.0,3.0,1.0,0.0,0.0,3.0
8412cd9ffffffff,5.0,1.0,1.0,0.0,0.0,0.0
8412ce5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d03ffffffff,4.0,0.0,2.0,0.0,0.0,2.0
8412d17ffffffff,7.0,1.0,0.0,0.0,0.0,6.0
8412d19ffffffff,5.0,0.0,0.0,0.0,0.0,5.0
8412d23ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8412d41ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412d63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d83ffffffff,4.0,0.0,4.0,0.0,0.0,0.0
8412d8bffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412d95ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412db1ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8412db3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8412db9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412dc9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412dd3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,4.0,2.0,2.0,0.0,0.0,0.0
8412ddbffffffff,26.0,3.0,1.0,0.0,0.0,0.0
8412de5ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8412e13ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8412e27ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412e87ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412ea5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412ea9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412eadffffffff,7.0,2.0,0.0,0.0,0.0,0.0
8412ebbffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412ebdffffffff,5.0,0.0,2.0,0.0,0.0,2.0
8412ec1ffffffff,8.0,4.0,2.0,0.0,0.0,2.0
8412ee3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412f13ffffffff,4.0,0.0,1.0,0.0,0.0,0.0
8412f29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412f6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8413119ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841329dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8413483ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413493ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8413529ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8413807ffffffff,6.0,4.0,0.0,0.0,0.0,0.0
8413829ffffffff,14.0,7.0,2.0,0.0,0.0,0.0
841382bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841382dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8413839ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841383dffffffff,441.0,276.0,2.0,0.0,0.0,1.0
8413861ffffffff,13.0,12.0,1.0,0.0,0.0,0.0
8413867ffffffff,36.0,21.0,3.0,0.0,0.0,0.0
8413893ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
84138c7ffffffff,80.0,25.0,0.0,0.0,0.0,0.0
841390bffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8413931ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413937ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8413959ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8413993ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8413995ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841399bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84139c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84139e1ffffffff,22.0,7.0,15.0,0.0,0.0,0.0
84139edffffffff,20.0,0.0,20.0,0.0,0.0,0.0
8413a35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8413b23ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8413b35ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8413b53ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8418053ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8418729ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8419465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841a91bffffffff,1.0,1.0,0.0,0.0,0.0,0.0
841aa01ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
841aa07ffffffff,66.0,27.0,2.0,0.0,0.0,0.0
841aa23ffffffff,7.0,5.0,0.0,0.0,0.0,0.0
841aa35ffffffff,11.0,5.0,0.0,0.0,0.0,0.0
841aa3dffffffff,23.0,6.0,0.0,0.0,0.0,0.0
841aa45ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
841aa67ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841aa69ffffffff,5.0,4.0,0.0,0.0,0.0,0.0
841aa6bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841aad7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841ab0bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841ab53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841b989ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841b9a9ffffffff,4.0,3.0,0.0,0.0,0.0,0.0
841b9ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841bb07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841bb59ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841d243ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8422db7ffffffff,29.0,20.0,0.0,0.0,0.0,0.0
8426015ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842601dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8426021ffffffff,8.0,4.0,0.0,0.0,0.0,0.0
8426039ffffffff,9.0,8.0,0.0,0.0,0.0,0.0
8426063ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426085ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426087ffffffff,6.0,4.0,0.0,0.0,0.0,0.0
842608dffffffff,5.0,4.0,0.0,0.0,0.0,0.0
8426093ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84260a1ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
84260a9ffffffff,20.0,5.0,3.0,0.0,0.0,0.0
84260adffffffff,13.0,4.0,0.0,0.0,0.0,1.0
84260b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260b9ffffffff,22.0,10.0,0.0,0.0,0.0,0.0
84260bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84260d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260d9ffffffff,11.0,4.0,0.0,0.0,0.0,0.0
84260e1ffffffff,7.0,5.0,0.0,0.0,0.0,0.0
84260e3ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
84260e7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84260ebffffffff,7.0,6.0,0.0,0.0,0.0,0.0
8426103ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8426117ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
842611bffffffff,7.0,1.0,6.0,0.0,0.0,0.0
8426123ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426137ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8426183ffffffff,6.0,1.0,0.0,0.0,0.0,1.0
842619dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84261a3ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84261a9ffffffff,3.0,1.0,2.0,0.0,0.0,0.0
84261abffffffff,3.0,3.0,0.0,0.0,0.0,0.0
84261b3ffffffff,4.0,2.0,2.0,0.0,0.0,0.0
84261b9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8426219ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842621bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426221ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426223ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
842622dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8426233ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8426247ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842624bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842625dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426269ffffffff,13.0,4.0,2.0,0.0,0.0,0.0
8426283ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842628bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426291ffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8426293ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84262a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84262adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84262b3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84262c1ffffffff,32.0,7.0,0.0,0.0,0.0,0.0
84262c9ffffffff,30.0,5.0,0.0,0.0,0.0,0.0
84262cdffffffff,21.0,2.0,0.0,0.0,0.0,0.0
84262d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84262dbffffffff,4.0,1.0,0.0,0.0,0.0,0.0
84262ddffffffff,3.0,2.0,0.0,0.0,0.0,0.0
84262e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842634bffffffff,6.0,0.0,2.0,0.0,0.0,4.0
8426363ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8426369ffffffff,4.0,1.0,0.0,0.0,0.0,0.0
8426403ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426405ffffffff,12.0,2.0,0.0,0.0,0.0,0.0
8426407ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426409ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842640dffffffff,6.0,1.0,0.0,0.0,0.0,0.0
8426411ffffffff,7.0,7.0,0.0,0.0,0.0,0.0
8426415ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426417ffffffff,12.0,3.0,0.0,0.0,0.0,0.0
842641dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426421ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426423ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426425ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426427ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426429ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
842642bffffffff,2.0,1.0,0.0,0.0,0.0,0.0
842642dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8426437ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426439ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
842643bffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8426443ffffffff,4.0,3.0,0.0,0.0,0.0,0.0
8426461ffffffff,11.0,6.0,0.0,0.0,0.0,0.0
8426463ffffffff,42.0,10.0,0.0,0.0,0.0,0.0
842646bffffffff,5.0,5.0,0.0,0.0,0.0,0.0
8426481ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8426487ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8426489ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
842648bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426493ffffffff,12.0,1.0,0.0,0.0,0.0,0.0
8426497ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842649bffffffff,3.0,1.0,0.0,0.0,0.0,0.0
842649dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264a1ffffffff,4.0,3.0,0.0,0.0,0.0,0.0
84264a7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84264adffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84264b9ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84264bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84264c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84264c7ffffffff,8.0,2.0,0.0,0.0,0.0,0.0
84264cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84264d1ffffffff,37.0,10.0,0.0,0.0,0.0,0.0
84264d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264d9ffffffff,21.0,8.0,0.0,0.0,0.0,0.0
84264dbffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84264ddffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84264e1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84264e5ffffffff,25.0,5.0,0.0,0.0,0.0,0.0
84264e7ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8426501ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426505ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842650dffffffff,8.0,7.0,0.0,0.0,0.0,0.0
8426515ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
842651bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426521ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8426523ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842652bffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8426531ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8426533ffffffff,5.0,2.0,0.0,0.0,0.0,0.0
842653bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842653dffffffff,5.0,3.0,0.0,0.0,0.0,0.0
8426541ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426543ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842654bffffffff,5.0,0.0,1.0,0.0,0.0,0.0
842654dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426551ffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8426555ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8426557ffffffff,11.0,6.0,0.0,0.0,0.0,0.0
8426559ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842655bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842655dffffffff,20.0,2.0,0.0,0.0,0.0,0.0
8426561ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426563ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
8426565ffffffff,13.0,10.0,0.0,0.0,0.0,0.0
8426567ffffffff,14.0,6.0,0.0,0.0,0.0,0.0
8426569ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842656dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426581ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8426585ffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8426593ffffffff,7.0,2.0,0.0,0.0,0.0,0.0
8426599ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842659bffffffff,7.0,4.0,0.0,0.0,0.0,0.0
84265a3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84265a7ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84265a9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84265adffffffff,10.0,10.0,0.0,0.0,0.0,0.0
84265b1ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84265b5ffffffff,19.0,3.0,0.0,0.0,0.0,0.0
84265b7ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84265b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84265c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84265c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84265cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84265d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84265d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84265d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84265d9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84265dbffffffff,7.0,1.0,0.0,0.0,0.0,0.0
84265e7ffffffff,23.0,21.0,0.0,0.0,0.0,0.0
84265ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84265edffffffff,2.0,2.0,0.0,0.0,0.0,0.0
842660bffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8426613ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842661bffffffff,5.0,1.0,0.0,0.0,0.0,0.0
8426625ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426629ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
842662bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842663bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842663dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8426641ffffffff,20.0,5.0,1.0,0.0,0.0,0.0
8426645ffffffff,8.0,1.0,0.0,0.0,0.0,0.0
842664bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842664dffffffff,48.0,18.0,1.0,0.0,0.0,0.0
8426651ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8426657ffffffff,10.0,8.0,0.0,0.0,0.0,0.0
8426665ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426669ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
842666bffffffff,4.0,1.0,0.0,0.0,0.0,0.0
8426681ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426689ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
842668bffffffff,10.0,2.0,0.0,0.0,0.0,0.0
842669bffffffff,13.0,4.0,0.0,0.0,0.0,0.0
84266a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84266a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266b3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84266bbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84266c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84266c5ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
84266d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266d5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84266dbffffffff,15.0,5.0,0.0,0.0,0.0,0.0
84266e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84266ebffffffff,5.0,0.0,5.0,0.0,0.0,0.0
8426701ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426705ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426707ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426711ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426713ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426717ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426723ffffffff,7.0,3.0,0.0,0.0,0.0,0.0
8426729ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842672bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426735ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842673dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426745ffffffff,8.0,6.0,0.0,0.0,0.0,0.0
8426747ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
842674dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
842675dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
