cell_id,Zonotrichia leucophrys,Zonotrichia leucophrys leucophrys,Zonotrichia leucophrys oriantha,Zonotrichia leucophrys gambelii,Zonotrichia leucophrys nuttalli,Zonotrichia leucophrys pugetensis,Zonotrichia leucophrys leucophrys/oriantha,Zonotrichia leucophrys nuttalli/pugetensis
8202cffffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c07fffffffff,211.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0
820c0ffffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c1ffffffffff,351.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
820c27fffffffff,188.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0
820c2ffffffffff,282.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
820c37fffffffff,560.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
820c47fffffffff,523.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
820c57fffffffff,895.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
820c5ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c67fffffffff,1045.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0
820c6ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,8480.0,0.0,0.0,1822.0,0.0,0.0,0.0,0.0
820ca7fffffffff,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820caffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ccffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,94.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
820ceffffffffff,104.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
820cf7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820d07fffffffff,210.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
820d0ffffffffff,185.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
820d1ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820d47fffffffff,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820d4ffffffffff,534.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0
820d57fffffffff,577.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
820d5ffffffffff,2322.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0
820d67fffffffff,400.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
820d6ffffffffff,124.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
820d77fffffffff,188.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
820d8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e07fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e0ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e2ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e37fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,1238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820e57fffffffff,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e77fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e8ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,315.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
820ed7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820edffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ef7fffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820f0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820f4ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820f5ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820f9ffffffffff,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821227fffffffff,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82122ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821237fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
821257fffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,397.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
821267fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,201.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
82128ffffffffff,691.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0
821297fffffffff,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
82129ffffffffff,87.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
8212a7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,836.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0
8212b7fffffffff,461.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
8212c7fffffffff,2993.0,0.0,33.0,36.0,0.0,0.0,0.0,0.0
8212cffffffffff,6721.0,0.0,244.0,172.0,0.0,0.0,0.0,0.0
8212d7fffffffff,3745.0,0.0,0.0,8.0,0.0,63.0,0.0,0.0
8212dffffffffff,3867.0,0.0,5.0,78.0,0.0,0.0,0.0,0.0
8212e7fffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,970.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8212f7fffffffff,454.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
821307fffffffff,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
821317fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82131ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821327fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82132ffffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821337fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821347fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821357fffffffff,329.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
821387fffffffff,2770.0,0.0,0.0,1325.0,0.0,0.0,0.0,0.0
82138ffffffffff,259.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
821397fffffffff,332.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
82139ffffffffff,449.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
8213a7fffffffff,77.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
8213affffffffff,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8213b7fffffffff,395.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,107.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821bb7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,86.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
822607fffffffff,421.0,5.0,0.0,42.0,0.0,0.0,0.0,0.0
82260ffffffffff,1144.0,7.0,0.0,42.0,0.0,0.0,14.0,0.0
822617fffffffff,322.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
82261ffffffffff,481.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
822627fffffffff,662.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0
82262ffffffffff,1272.0,37.0,0.0,65.0,0.0,0.0,0.0,0.0
822637fffffffff,266.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
822647fffffffff,7044.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
82264ffffffffff,3034.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
822657fffffffff,10155.0,0.0,0.0,23.0,0.0,0.0,59.0,0.0
82265ffffffffff,3225.0,91.0,0.0,0.0,0.0,0.0,9.0,0.0
822667fffffffff,14642.0,34.0,0.0,0.0,0.0,0.0,38.0,0.0
82266ffffffffff,4512.0,7.0,0.0,0.0,0.0,0.0,66.0,0.0
822677fffffffff,1518.0,16.0,0.0,0.0,0.0,0.0,45.0,0.0
822687fffffffff,16896.0,0.0,1961.0,583.0,0.0,0.0,76.0,0.0
82268ffffffffff,26524.0,0.0,441.0,3873.0,0.0,0.0,275.0,0.0
822697fffffffff,16087.0,0.0,1090.0,1466.0,0.0,0.0,8.0,0.0
82269ffffffffff,14746.0,0.0,496.0,2486.0,0.0,0.0,161.0,0.0
8226a7fffffffff,357.0,0.0,15.0,7.0,0.0,0.0,7.0,0.0
8226affffffffff,9663.0,0.0,20.0,1495.0,0.0,0.0,110.0,0.0
8226b7fffffffff,2255.0,0.0,298.0,13.0,0.0,0.0,0.0,0.0
8226c7fffffffff,1674.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0
8226cffffffffff,5926.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8226d7fffffffff,4392.0,0.0,0.0,279.0,0.0,0.0,37.0,0.0
8226dffffffffff,5142.0,0.0,0.0,84.0,0.0,0.0,120.0,0.0
8226e7fffffffff,4741.0,0.0,0.0,42.0,0.0,0.0,47.0,0.0
8226effffffffff,2615.0,22.0,0.0,2.0,0.0,0.0,5.0,0.0
8226f7fffffffff,5377.0,0.0,1.0,706.0,0.0,0.0,41.0,0.0
822707fffffffff,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,188.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
822717fffffffff,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,360.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82272ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822737fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,2446.0,126.0,0.0,4.0,0.0,0.0,1.0,0.0
82274ffffffffff,7890.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,2820.0,141.0,0.0,292.0,0.0,0.0,43.0,0.0
