cell_id,Stercorarius antarcticus,Stercorarius antarcticus lonnbergi,Stercorarius antarcticus antarcticus,Stercorarius antarcticus hamiltoni
84da1d5ffffffff,5.0,0.0,0.0,0.0
84da733ffffffff,96.0,53.0,0.0,0.0
84da735ffffffff,8.0,0.0,0.0,0.0
84da737ffffffff,2.0,0.0,0.0,0.0
84daa87ffffffff,3.0,3.0,0.0,0.0
84daa91ffffffff,62.0,0.0,4.0,0.0
84daaa1ffffffff,65.0,11.0,0.0,0.0
84daaa3ffffffff,8.0,1.0,0.0,0.0
84daaa9ffffffff,31.0,4.0,0.0,0.0
84daaabffffffff,176.0,22.0,0.0,0.0
84daabdffffffff,2.0,2.0,0.0,0.0
84db80bffffffff,2.0,0.0,0.0,0.0
84db825ffffffff,10.0,0.0,0.0,0.0
84db857ffffffff,41.0,0.0,0.0,0.0
84dc581ffffffff,2.0,0.0,0.0,0.0
84dc5d5ffffffff,2.0,0.0,0.0,0.0
84dd421ffffffff,2.0,0.0,0.0,0.0
84dd427ffffffff,2.0,0.0,0.0,0.0
84dd441ffffffff,1.0,1.0,0.0,0.0
84de081ffffffff,2.0,0.0,0.0,0.0
84de085ffffffff,2.0,0.0,0.0,0.0
84de095ffffffff,1.0,0.0,0.0,0.0
84de0a1ffffffff,3.0,0.0,0.0,0.0
84de0a3ffffffff,3.0,0.0,1.0,0.0
84de0a7ffffffff,5.0,0.0,0.0,0.0
84de0abffffffff,1.0,0.0,0.0,0.0
84de0bdffffffff,2.0,0.0,2.0,0.0
84de0d1ffffffff,5.0,0.0,0.0,0.0
84de105ffffffff,3.0,0.0,0.0,0.0
84de185ffffffff,2.0,0.0,0.0,0.0
84de191ffffffff,1.0,0.0,0.0,0.0
84de195ffffffff,3.0,0.0,0.0,0.0
84de19bffffffff,1.0,0.0,0.0,0.0
84de1b9ffffffff,2.0,0.0,0.0,0.0
84de1bdffffffff,2.0,0.0,0.0,0.0
84de1cbffffffff,1.0,0.0,0.0,0.0
84de205ffffffff,1.0,0.0,0.0,0.0
84de217ffffffff,2.0,0.0,0.0,0.0
84de2bbffffffff,1.0,0.0,0.0,0.0
84de365ffffffff,2.0,0.0,0.0,0.0
84de419ffffffff,5.0,0.0,0.0,0.0
84de41bffffffff,1.0,0.0,0.0,0.0
84de4c5ffffffff,2.0,0.0,0.0,0.0
84de4cbffffffff,2.0,0.0,0.0,0.0
84de4dbffffffff,5.0,0.0,0.0,0.0
84de59bffffffff,1.0,0.0,0.0,0.0
84de5ddffffffff,1.0,0.0,1.0,0.0
84de625ffffffff,6.0,0.0,5.0,0.0
84de629ffffffff,45.0,0.0,36.0,0.0
84de62dffffffff,150.0,0.0,81.0,0.0
84de631ffffffff,8.0,0.0,0.0,0.0
84de661ffffffff,10.0,0.0,6.0,0.0
84de663ffffffff,2.0,0.0,2.0,0.0
84de665ffffffff,67.0,0.0,33.0,0.0
84de667ffffffff,7.0,0.0,2.0,0.0
84de6a7ffffffff,7.0,0.0,0.0,0.0
84de701ffffffff,29.0,0.0,19.0,0.0
84de703ffffffff,12.0,0.0,10.0,0.0
84de705ffffffff,13.0,0.0,13.0,0.0
84de707ffffffff,285.0,0.0,180.0,0.0
84de709ffffffff,26.0,0.0,16.0,0.0
84de70bffffffff,6.0,0.0,5.0,0.0
84de70dffffffff,11.0,0.0,0.0,0.0
84de719ffffffff,33.0,0.0,20.0,0.0
84de71dffffffff,5.0,0.0,2.0,0.0
84de725ffffffff,2.0,0.0,0.0,0.0
84de72bffffffff,4.0,0.0,4.0,0.0
84de739ffffffff,7.0,0.0,7.0,0.0
84de743ffffffff,94.0,0.0,63.0,0.0
84de753ffffffff,143.0,0.0,72.0,0.0
84de755ffffffff,1.0,0.0,1.0,0.0
84de757ffffffff,1.0,0.0,1.0,0.0
84de75bffffffff,1.0,0.0,0.0,0.0
84de76bffffffff,5.0,0.0,0.0,0.0
84de807ffffffff,5.0,4.0,0.0,0.0
84de821ffffffff,77.0,48.0,0.0,0.0
84de825ffffffff,44.0,20.0,0.0,0.0
84de829ffffffff,9.0,5.0,0.0,0.0
84de82bffffffff,4.0,2.0,0.0,0.0
84de82dffffffff,162.0,88.0,0.0,0.0
84de943ffffffff,9.0,3.0,0.0,0.0
84de951ffffffff,120.0,66.0,0.0,0.0
84de953ffffffff,339.0,192.0,0.0,0.0
84de955ffffffff,137.0,93.0,0.0,0.0
84de957ffffffff,118.0,51.0,0.0,0.0
84de95dffffffff,90.0,44.0,0.0,0.0
84dea67ffffffff,5.0,3.0,0.0,0.0
84dea95ffffffff,8.0,1.0,0.0,0.0
84dea9bffffffff,2.0,2.0,0.0,0.0
84deaa3ffffffff,2.0,0.0,0.0,0.0
84deaa5ffffffff,1.0,1.0,0.0,0.0
84deaa7ffffffff,2.0,2.0,0.0,0.0
84deabdffffffff,2.0,2.0,0.0,0.0
84deb0bffffffff,2.0,2.0,0.0,0.0
84deb1bffffffff,2.0,0.0,0.0,0.0
84deb55ffffffff,9.0,0.0,0.0,0.0
84def17ffffffff,1.0,0.0,0.0,0.0
84df003ffffffff,3.0,0.0,0.0,0.0
84df009ffffffff,3.0,0.0,0.0,0.0
84df00bffffffff,3.0,0.0,0.0,0.0
84df015ffffffff,3.0,3.0,0.0,0.0
84df025ffffffff,19.0,8.0,0.0,0.0
84df029ffffffff,34.0,17.0,0.0,0.0
84df02dffffffff,52.0,16.0,0.0,0.0
84df045ffffffff,4.0,0.0,0.0,0.0
84df04dffffffff,2.0,0.0,0.0,0.0
84df059ffffffff,1.0,0.0,0.0,0.0
84df061ffffffff,153.0,38.0,0.0,0.0
84df063ffffffff,18.0,8.0,0.0,0.0
84df067ffffffff,39.0,15.0,0.0,0.0
84df069ffffffff,124.0,45.0,0.0,0.0
84df06bffffffff,33.0,13.0,0.0,0.0
84df06dffffffff,3.0,3.0,0.0,0.0
84df0c7ffffffff,8.0,0.0,0.0,0.0
84df0e5ffffffff,1.0,1.0,0.0,0.0
84df117ffffffff,3.0,0.0,0.0,0.0
84df11dffffffff,3.0,3.0,0.0,0.0
84df131ffffffff,3.0,3.0,0.0,0.0
84df133ffffffff,2.0,0.0,0.0,0.0
84df141ffffffff,1.0,0.0,0.0,0.0
84df143ffffffff,12.0,11.0,0.0,0.0
84df147ffffffff,53.0,19.0,0.0,0.0
84df149ffffffff,3.0,0.0,0.0,0.0
84df14bffffffff,101.0,25.0,0.0,0.0
84df153ffffffff,4.0,0.0,0.0,0.0
84df155ffffffff,1.0,0.0,0.0,0.0
84df15bffffffff,2.0,0.0,0.0,0.0
84df15dffffffff,10.0,4.0,0.0,0.0
84df167ffffffff,1.0,1.0,0.0,0.0
84df16bffffffff,12.0,5.0,0.0,0.0
84df185ffffffff,11.0,9.0,0.0,0.0
84df1c1ffffffff,1.0,1.0,0.0,0.0
84df1d7ffffffff,3.0,0.0,0.0,0.0
84df1e1ffffffff,8.0,8.0,0.0,0.0
84df1e3ffffffff,5.0,5.0,0.0,0.0
84df1e5ffffffff,4.0,0.0,0.0,0.0
84df1edffffffff,42.0,20.0,0.0,0.0
84df223ffffffff,1.0,0.0,0.0,0.0
84df237ffffffff,2.0,0.0,0.0,0.0
84df287ffffffff,11.0,2.0,0.0,0.0
84df2a7ffffffff,1.0,0.0,0.0,0.0
84df2adffffffff,1.0,0.0,0.0,0.0
84df2b3ffffffff,1.0,0.0,0.0,0.0
84df2b9ffffffff,3.0,0.0,0.0,0.0
84df303ffffffff,18.0,0.0,0.0,0.0
84df30bffffffff,24.0,14.0,0.0,0.0
84df313ffffffff,5.0,4.0,0.0,0.0
84df315ffffffff,41.0,15.0,0.0,0.0
84df317ffffffff,3.0,3.0,0.0,0.0
84df31dffffffff,35.0,15.0,0.0,0.0
84df327ffffffff,1.0,0.0,0.0,0.0
84df333ffffffff,3.0,0.0,0.0,0.0
84df33bffffffff,1.0,0.0,0.0,0.0
84df351ffffffff,74.0,27.0,0.0,0.0
84df355ffffffff,173.0,49.0,0.0,0.0
84df357ffffffff,15.0,0.0,0.0,0.0
84df359ffffffff,82.0,21.0,0.0,0.0
84df35dffffffff,97.0,19.0,0.0,0.0
84df41bffffffff,4.0,0.0,0.0,0.0
84df435ffffffff,1.0,0.0,0.0,0.0
84df437ffffffff,1.0,0.0,0.0,0.0
84df4d9ffffffff,2.0,0.0,0.0,0.0
84df59dffffffff,2.0,0.0,0.0,0.0
84df5b3ffffffff,7.0,0.0,0.0,0.0
84df6a7ffffffff,3.0,0.0,0.0,0.0
84df801ffffffff,1.0,0.0,0.0,0.0
84df803ffffffff,23.0,8.0,0.0,0.0
84df811ffffffff,13.0,6.0,0.0,0.0
84df815ffffffff,3.0,3.0,0.0,0.0
84df837ffffffff,4.0,4.0,0.0,0.0
84df8c1ffffffff,2.0,2.0,0.0,0.0
84df8cdffffffff,7.0,0.0,0.0,0.0
84df8d9ffffffff,2.0,0.0,0.0,0.0
84df8e5ffffffff,1.0,1.0,0.0,0.0
84df9bdffffffff,5.0,0.0,0.0,0.0
84dfa81ffffffff,2.0,0.0,0.0,0.0
84dfa8dffffffff,2.0,0.0,0.0,0.0
84dfad3ffffffff,2.0,2.0,0.0,0.0
84dfad9ffffffff,2.0,0.0,0.0,0.0
84dfadbffffffff,1.0,0.0,0.0,0.0
84dfaebffffffff,3.0,0.0,0.0,0.0
84e0903ffffffff,2.0,2.0,0.0,0.0
84e0907ffffffff,6.0,6.0,0.0,0.0
84e0911ffffffff,2.0,2.0,0.0,0.0
84e0921ffffffff,2.0,2.0,0.0,0.0
84e0923ffffffff,9.0,8.0,0.0,0.0
84e0931ffffffff,1.0,1.0,0.0,0.0
84e0933ffffffff,1.0,1.0,0.0,0.0
84e0935ffffffff,5.0,5.0,0.0,0.0
84e0939ffffffff,5.0,5.0,0.0,0.0
84e093dffffffff,8.0,7.0,0.0,0.0
84e8987ffffffff,2.0,0.0,0.0,0.0
84e898dffffffff,2.0,0.0,0.0,0.0
84e89b3ffffffff,9.0,0.0,0.0,0.0
84e89b7ffffffff,67.0,5.0,0.0,0.0
84e89c7ffffffff,3.0,0.0,0.0,0.0
