cell_id,Stercorarius antarcticus,Stercorarius antarcticus lonnbergi,Stercorarius antarcticus antarcticus,Stercorarius antarcticus hamiltoni
847b361ffffffff,1.0,0.0,0.0,0.0
8485b01ffffffff,1.0,0.0,0.0,0.0
84a2219ffffffff,2.0,0.0,0.0,0.0
84a2ae1ffffffff,4.0,0.0,0.0,0.0
84a3911ffffffff,2.0,0.0,0.0,0.0
84a7265ffffffff,2.0,0.0,0.0,0.0
84a7269ffffffff,5.0,0.0,0.0,0.0
84a726bffffffff,72.0,0.0,0.0,0.0
84a726dffffffff,6.0,0.0,0.0,0.0
84ac125ffffffff,2.0,0.0,0.0,0.0
84ac12dffffffff,1.0,0.0,0.0,0.0
84acac5ffffffff,2.0,2.0,0.0,0.0
84ad305ffffffff,1.0,0.0,0.0,0.0
84ad341ffffffff,2.0,2.0,0.0,0.0
84ad345ffffffff,12.0,5.0,0.0,0.0
84ad347ffffffff,18.0,16.0,0.0,0.0
84ad34dffffffff,39.0,20.0,0.0,0.0
84ad361ffffffff,17.0,8.0,0.0,0.0
84ad369ffffffff,61.0,31.0,0.0,0.0
84ad36bffffffff,6.0,2.0,0.0,0.0
84ad36dffffffff,3.0,2.0,0.0,0.0
84b9139ffffffff,2.0,0.0,0.0,0.0
84b94b3ffffffff,1.0,0.0,0.0,0.0
84bb297ffffffff,3.0,0.0,3.0,0.0
84bb365ffffffff,16.0,7.0,0.0,0.0
84bb533ffffffff,5.0,0.0,0.0,0.0
84bc091ffffffff,1.0,0.0,0.0,0.0
84bc095ffffffff,6.0,0.0,0.0,0.0
84bc0bdffffffff,2.0,0.0,0.0,0.0
84bc1b7ffffffff,19.0,12.0,0.0,0.0
84bc443ffffffff,7.0,1.0,0.0,0.0
84bc453ffffffff,2.0,0.0,0.0,0.0
84bc455ffffffff,1.0,1.0,0.0,0.0
84bc65bffffffff,2.0,2.0,0.0,0.0
84bc687ffffffff,3.0,0.0,0.0,0.0
84bc693ffffffff,67.0,30.0,0.0,0.0
84bc695ffffffff,29.0,13.0,0.0,0.0
84bc697ffffffff,53.0,20.0,0.0,0.0
84bc699ffffffff,3.0,3.0,0.0,0.0
84bc6c9ffffffff,2.0,0.0,0.0,0.0
84bc6d5ffffffff,3.0,3.0,0.0,0.0
84bc6d7ffffffff,4.0,1.0,0.0,0.0
84bc6edffffffff,2.0,0.0,0.0,0.0
84bc739ffffffff,5.0,5.0,0.0,0.0
84bd255ffffffff,2.0,2.0,0.0,0.0
84bd2e5ffffffff,3.0,0.0,0.0,0.0
84bd625ffffffff,3.0,3.0,0.0,0.0
84bd627ffffffff,6.0,0.0,0.0,0.0
84bd75bffffffff,2.0,2.0,0.0,0.0
84be08dffffffff,6.0,0.0,0.0,0.0
84be0c1ffffffff,25.0,0.0,0.0,0.0
84be0c3ffffffff,9.0,0.0,0.0,0.0
84be0c7ffffffff,14.0,1.0,0.0,0.0
84be0ddffffffff,4.0,0.0,0.0,0.0
84be0e3ffffffff,132.0,2.0,0.0,0.0
84be0e5ffffffff,3.0,0.0,0.0,0.0
84be0e7ffffffff,1.0,0.0,0.0,0.0
84be1a9ffffffff,5.0,0.0,0.0,0.0
84be1d9ffffffff,4.0,0.0,0.0,0.0
84be1dbffffffff,1.0,0.0,0.0,0.0
84be291ffffffff,10.0,6.0,0.0,0.0
84be293ffffffff,46.0,0.0,0.0,0.0
84be29bffffffff,3.0,2.0,0.0,0.0
84be2b3ffffffff,2.0,0.0,0.0,0.0
84be2b7ffffffff,2.0,0.0,0.0,0.0
84be639ffffffff,12.0,0.0,0.0,0.0
84be63bffffffff,3.0,0.0,0.0,0.0
84be681ffffffff,4.0,2.0,0.0,0.0
84be689ffffffff,35.0,5.0,0.0,0.0
84be68bffffffff,6.0,0.0,0.0,0.0
84be691ffffffff,3.0,0.0,0.0,0.0
84be695ffffffff,6.0,0.0,0.0,0.0
84be69dffffffff,6.0,0.0,0.0,0.0
84be76dffffffff,2.0,0.0,0.0,0.0
84bea91ffffffff,1.0,0.0,0.0,0.0
84beab1ffffffff,1.0,0.0,0.0,0.0
84bf4c9ffffffff,196.0,45.0,0.0,0.0
84bf5b1ffffffff,9.0,3.0,0.0,0.0
84bf5b7ffffffff,1.0,0.0,0.0,0.0
84c01e1ffffffff,7.0,0.0,0.0,5.0
84c01ebffffffff,4.0,0.0,0.0,4.0
84c0d4dffffffff,1.0,0.0,0.0,0.0
84c0e2dffffffff,2.0,0.0,0.0,2.0
84c200bffffffff,6.0,0.0,0.0,0.0
84c2035ffffffff,4.0,0.0,0.0,0.0
84c2037ffffffff,24.0,0.0,0.0,0.0
84c2119ffffffff,2.0,0.0,0.0,0.0
84c2157ffffffff,1.0,0.0,0.0,0.0
84c21abffffffff,2.0,0.0,0.0,0.0
84c21b3ffffffff,14.0,0.0,0.0,0.0
84c21c9ffffffff,13.0,0.0,0.0,0.0
84c21cbffffffff,4.0,0.0,0.0,0.0
84c21d5ffffffff,1.0,0.0,0.0,0.0
84c2201ffffffff,11.0,0.0,0.0,0.0
84c2205ffffffff,5.0,0.0,0.0,0.0
84c2207ffffffff,4.0,0.0,0.0,0.0
84c2209ffffffff,4.0,0.0,0.0,0.0
84c220dffffffff,2.0,0.0,0.0,0.0
84c2241ffffffff,2.0,0.0,0.0,0.0
84c2249ffffffff,2.0,0.0,0.0,0.0
84c2321ffffffff,1.0,0.0,0.0,0.0
84c233bffffffff,2.0,0.0,0.0,0.0
84c2f2bffffffff,1.0,0.0,0.0,0.0
84c2f4bffffffff,3.0,0.0,0.0,0.0
84c3043ffffffff,1.0,0.0,0.0,0.0
84c304dffffffff,3.0,0.0,0.0,0.0
84c30a7ffffffff,3.0,0.0,0.0,0.0
84c3207ffffffff,8.0,0.0,0.0,0.0
84c320dffffffff,21.0,0.0,0.0,0.0
84c3239ffffffff,98.0,0.0,0.0,0.0
84c3241ffffffff,33.0,0.0,0.0,0.0
84c3247ffffffff,3.0,0.0,0.0,0.0
84c326bffffffff,3.0,0.0,0.0,0.0
84c32a5ffffffff,13.0,0.0,0.0,0.0
84c32bbffffffff,2.0,0.0,0.0,0.0
84c32e1ffffffff,1.0,0.0,0.0,0.0
84c3315ffffffff,4.0,0.0,0.0,0.0
84c332bffffffff,7.0,0.0,0.0,0.0
84c332dffffffff,2.0,0.0,0.0,0.0
84c3339ffffffff,2.0,0.0,0.0,0.0
84c333bffffffff,2.0,0.0,0.0,0.0
84c3a41ffffffff,1.0,0.0,0.0,0.0
84c9837ffffffff,28.0,0.0,0.0,0.0
84c9845ffffffff,25.0,0.0,0.0,0.0
84c9869ffffffff,33.0,0.0,0.0,0.0
84c986bffffffff,3.0,0.0,0.0,0.0
84c99c1ffffffff,8.0,0.0,0.0,0.0
84c99cbffffffff,13.0,0.0,0.0,0.0
84c99e9ffffffff,1.0,0.0,0.0,0.0
84c99ebffffffff,62.0,0.0,0.0,0.0
84c9b03ffffffff,4.0,0.0,0.0,0.0
84c9b0bffffffff,17.0,0.0,0.0,0.0
84c9b17ffffffff,5.0,0.0,0.0,0.0
84c9b1dffffffff,4.0,0.0,0.0,0.0
84ca80dffffffff,2.0,0.0,0.0,0.0
84ca8e5ffffffff,2.0,0.0,0.0,0.0
84cc653ffffffff,6.0,6.0,0.0,0.0
84cf913ffffffff,5.0,0.0,0.0,0.0
84cf943ffffffff,106.0,0.0,0.0,0.0
84cf94bffffffff,6.0,0.0,0.0,0.0
84cf9e9ffffffff,1.0,0.0,0.0,0.0
84cfa0dffffffff,3.0,0.0,0.0,0.0
84cfa21ffffffff,3.0,0.0,0.0,0.0
84cfa27ffffffff,10.0,0.0,0.0,0.0
84cfa2bffffffff,7.0,0.0,0.0,0.0
84cfa45ffffffff,14.0,0.0,0.0,0.0
84cfa47ffffffff,49.0,0.0,0.0,0.0
84cfb13ffffffff,2.0,0.0,0.0,0.0
84cfb17ffffffff,2.0,0.0,0.0,0.0
84cfb2bffffffff,1.0,0.0,0.0,0.0
84cfb37ffffffff,2.0,0.0,0.0,0.0
84d1689ffffffff,3.0,0.0,0.0,0.0
84d16d1ffffffff,18.0,16.0,0.0,0.0
84d44d9ffffffff,6.0,1.0,0.0,0.0
84d4697ffffffff,5.0,0.0,0.0,0.0
84d469bffffffff,2.0,2.0,0.0,0.0
84d46b3ffffffff,133.0,27.0,0.0,0.0
84d6a81ffffffff,5.0,2.0,0.0,0.0
84d6a83ffffffff,11.0,9.0,0.0,0.0
84d6a8bffffffff,12.0,7.0,0.0,0.0
84d6a95ffffffff,17.0,11.0,0.0,0.0
84d6a97ffffffff,5.0,4.0,0.0,0.0
84d6a9dffffffff,8.0,6.0,0.0,0.0
84d6ad7ffffffff,4.0,4.0,0.0,0.0
84d6d19ffffffff,1.0,0.0,0.0,0.0
84d6d97ffffffff,3.0,0.0,0.0,0.0
84d6db3ffffffff,2.0,2.0,0.0,0.0
84d6f29ffffffff,11.0,7.0,0.0,0.0
84d6f61ffffffff,12.0,8.0,0.0,0.0
84d6f67ffffffff,10.0,10.0,0.0,0.0
84d6f6dffffffff,3.0,0.0,0.0,0.0
84da00dffffffff,52.0,0.0,2.0,0.0
84da063ffffffff,3.0,0.0,0.0,0.0
84da083ffffffff,2.0,0.0,0.0,0.0
84da093ffffffff,2.0,0.0,0.0,0.0
84da189ffffffff,125.0,0.0,19.0,0.0
84da18bffffffff,6.0,0.0,0.0,0.0
