cell_id,Perisoreus canadensis,Perisoreus canadensis [canadensis Group],Perisoreus canadensis capitalis/bicolor,Perisoreus canadensis obscurus/griseus
821217fffffffff,140.0,0.0,0.0,0.0
82121ffffffffff,236.0,0.0,0.0,0.0
821227fffffffff,12.0,0.0,0.0,0.0
82122ffffffffff,71.0,0.0,0.0,0.0
821237fffffffff,44.0,0.0,0.0,0.0
821247fffffffff,125.0,0.0,0.0,0.0
82124ffffffffff,92.0,0.0,0.0,0.0
821257fffffffff,683.0,0.0,0.0,0.0
82125ffffffffff,263.0,0.0,0.0,0.0
821267fffffffff,32.0,0.0,0.0,0.0
82126ffffffffff,40.0,0.0,0.0,0.0
821277fffffffff,508.0,0.0,0.0,0.0
821287fffffffff,139.0,0.0,0.0,0.0
82128ffffffffff,324.0,0.0,0.0,0.0
82129ffffffffff,2.0,0.0,0.0,0.0
8212a7fffffffff,21.0,0.0,0.0,0.0
8212affffffffff,511.0,0.0,0.0,0.0
8212c7fffffffff,3094.0,21.0,12.0,0.0
8212cffffffffff,2281.0,0.0,36.0,0.0
8212d7fffffffff,782.0,0.0,0.0,0.0
8212dffffffffff,1538.0,0.0,0.0,0.0
8212e7fffffffff,885.0,0.0,0.0,0.0
8212effffffffff,28.0,0.0,0.0,0.0
8212f7fffffffff,447.0,0.0,0.0,0.0
821307fffffffff,21.0,0.0,0.0,0.0
821317fffffffff,22.0,0.0,0.0,0.0
82131ffffffffff,6.0,0.0,0.0,0.0
821337fffffffff,3.0,0.0,0.0,0.0
821347fffffffff,3.0,0.0,0.0,0.0
821357fffffffff,199.0,0.0,0.0,0.0
82135ffffffffff,4.0,0.0,0.0,0.0
821387fffffffff,1475.0,0.0,0.0,0.0
82138ffffffffff,620.0,0.0,0.0,0.0
821397fffffffff,135.0,0.0,0.0,0.0
82139ffffffffff,33.0,0.0,0.0,0.0
8213a7fffffffff,66.0,0.0,0.0,0.0
8213affffffffff,33.0,0.0,0.0,0.0
8213b7fffffffff,982.0,0.0,0.0,0.0
821aa7fffffffff,886.0,0.0,0.0,0.0
821ab7fffffffff,4.0,0.0,0.0,0.0
821b87fffffffff,74.0,0.0,0.0,0.0
821b8ffffffffff,4.0,0.0,0.0,0.0
821b97fffffffff,35.0,0.0,0.0,0.0
821b9ffffffffff,371.0,0.0,0.0,0.0
821bb7fffffffff,57.0,0.0,0.0,0.0
822617fffffffff,44.0,0.0,0.0,0.0
822627fffffffff,34.0,2.0,0.0,0.0
822687fffffffff,4283.0,0.0,905.0,0.0
82268ffffffffff,657.0,0.0,122.0,0.0
822697fffffffff,217.0,0.0,34.0,0.0
82269ffffffffff,810.0,0.0,130.0,0.0
8226a7fffffffff,167.0,1.0,0.0,0.0
8226b7fffffffff,547.0,0.0,102.0,0.0
822707fffffffff,1418.0,2.0,0.0,0.0
82270ffffffffff,8637.0,1102.0,0.0,0.0
822717fffffffff,282.0,0.0,0.0,0.0
82271ffffffffff,82.0,7.0,0.0,0.0
822727fffffffff,8.0,0.0,0.0,0.0
82272ffffffffff,110.0,0.0,0.0,0.0
822737fffffffff,13.0,0.0,0.0,0.0
822747fffffffff,29.0,0.0,0.0,0.0
822757fffffffff,66.0,2.0,0.0,0.0
822767fffffffff,204.0,15.0,0.0,0.0
82276ffffffffff,9.0,3.0,0.0,0.0
822777fffffffff,568.0,50.0,0.0,0.0
82278ffffffffff,102.0,0.0,0.0,0.0
822797fffffffff,218.0,0.0,0.0,0.0
82279ffffffffff,113.0,0.0,10.0,0.0
822807fffffffff,713.0,0.0,0.0,134.0
822817fffffffff,117.0,0.0,0.0,0.0
82281ffffffffff,1818.0,0.0,0.0,246.0
822837fffffffff,2.0,0.0,0.0,0.0
822887fffffffff,610.0,0.0,16.0,0.0
82288ffffffffff,469.0,0.0,5.0,0.0
822897fffffffff,1325.0,0.0,197.0,0.0
82289ffffffffff,820.0,0.0,4.0,0.0
8228affffffffff,1495.0,0.0,4.0,79.0
8228b7fffffffff,14.0,0.0,0.0,0.0
8228c7fffffffff,452.0,0.0,0.0,66.0
8228d7fffffffff,4310.0,0.0,0.0,268.0
8228dffffffffff,1000.0,0.0,0.0,105.0
8228f7fffffffff,5565.0,0.0,0.0,1687.0
822997fffffffff,9.0,0.0,0.0,0.0
822a37fffffffff,22.0,0.0,0.0,0.0
822b07fffffffff,676.0,0.0,0.0,0.0
822b0ffffffffff,464.0,0.0,0.0,0.0
822b17fffffffff,1525.0,1.0,0.0,0.0
822b1ffffffffff,300.0,0.0,0.0,0.0
822b27fffffffff,71.0,0.0,0.0,0.0
822b2ffffffffff,241.0,0.0,0.0,0.0
822b37fffffffff,1217.0,0.0,0.0,0.0
822b87fffffffff,1045.0,17.0,0.0,0.0
822b8ffffffffff,2424.0,315.0,0.0,0.0
822b97fffffffff,645.0,37.0,0.0,0.0
822b9ffffffffff,5132.0,673.0,0.0,0.0
822ba7fffffffff,1850.0,0.0,0.0,0.0
822baffffffffff,3686.0,77.0,0.0,0.0
822bb7fffffffff,1198.0,0.0,0.0,0.0
8248cffffffffff,212.0,0.0,44.0,0.0
8248dffffffffff,422.0,0.0,65.0,0.0
