cell_id,Corvus cornix,Corvus cornix [cornix Group],Corvus cornix capellanus
8411349ffffffff,18.0,0.0,0.0
841134dffffffff,12.0,0.0,0.0
8411355ffffffff,1.0,0.0,0.0
8411359ffffffff,7.0,0.0,0.0
841135dffffffff,23.0,0.0,0.0
8411361ffffffff,2.0,0.0,0.0
8411363ffffffff,5.0,0.0,0.0
8411365ffffffff,3.0,0.0,0.0
8411367ffffffff,2.0,0.0,0.0
8411369ffffffff,4.0,0.0,0.0
841136bffffffff,110.0,0.0,0.0
841136dffffffff,1.0,0.0,0.0
8411401ffffffff,3.0,0.0,0.0
8411549ffffffff,12.0,0.0,0.0
841161bffffffff,3.0,0.0,0.0
841165bffffffff,12.0,0.0,0.0
8411707ffffffff,2.0,0.0,0.0
8411807ffffffff,4.0,0.0,0.0
841180bffffffff,1.0,0.0,0.0
8411811ffffffff,31.0,0.0,0.0
8411813ffffffff,118.0,3.0,0.0
8411815ffffffff,3.0,0.0,0.0
8411817ffffffff,2.0,0.0,0.0
8411819ffffffff,4.0,0.0,0.0
841181bffffffff,112.0,6.0,0.0
841181dffffffff,86.0,0.0,0.0
8411823ffffffff,2.0,0.0,0.0
8411839ffffffff,2.0,0.0,0.0
841183bffffffff,11.0,0.0,0.0
8411853ffffffff,30.0,0.0,0.0
841185bffffffff,2.0,0.0,0.0
841185dffffffff,4.0,0.0,0.0
841188dffffffff,1.0,0.0,0.0
8411897ffffffff,5.0,0.0,0.0
84118adffffffff,32.0,0.0,0.0
84118bdffffffff,2.0,0.0,0.0
84118c1ffffffff,13.0,0.0,0.0
84118c5ffffffff,14.0,0.0,0.0
84118c7ffffffff,5.0,0.0,0.0
84118c9ffffffff,28.0,0.0,0.0
84118cdffffffff,262.0,21.0,0.0
84118d5ffffffff,2.0,0.0,0.0
84118e1ffffffff,11.0,6.0,0.0
84118e5ffffffff,6.0,0.0,0.0
84118e9ffffffff,88.0,15.0,0.0
8411965ffffffff,2.0,0.0,0.0
84119c5ffffffff,1.0,0.0,0.0
84119ebffffffff,33.0,0.0,0.0
84119edffffffff,2.0,0.0,0.0
8411a43ffffffff,7.0,0.0,0.0
8411a63ffffffff,1.0,0.0,0.0
8411a6bffffffff,6.0,0.0,0.0
8411a85ffffffff,3.0,0.0,0.0
8411a8dffffffff,2.0,0.0,0.0
8411aa1ffffffff,121.0,0.0,0.0
8411aa3ffffffff,14.0,0.0,0.0
8411aa5ffffffff,296.0,1.0,0.0
8411aa7ffffffff,1173.0,5.0,0.0
8411aa9ffffffff,21.0,0.0,0.0
8411aabffffffff,32.0,3.0,0.0
8411aadffffffff,78.0,0.0,0.0
8411ab1ffffffff,26.0,0.0,0.0
8411ab5ffffffff,41.0,8.0,0.0
8411ab7ffffffff,5.0,0.0,0.0
8411ab9ffffffff,5.0,0.0,0.0
8411abdffffffff,18.0,5.0,0.0
8411ac3ffffffff,2.0,0.0,0.0
8411ae1ffffffff,5.0,2.0,0.0
8411ae3ffffffff,434.0,75.0,0.0
8411ae5ffffffff,14.0,8.0,0.0
8411ae7ffffffff,53.0,7.0,0.0
8411b4dffffffff,28.0,0.0,0.0
8411b69ffffffff,2.0,0.0,0.0
8418011ffffffff,34.0,0.0,0.0
8418013ffffffff,41.0,0.0,0.0
8418019ffffffff,134.0,0.0,0.0
841801bffffffff,74.0,0.0,0.0
841801dffffffff,85.0,0.0,0.0
841804bffffffff,13.0,0.0,0.0
8418053ffffffff,173.0,0.0,0.0
8418057ffffffff,15.0,0.0,0.0
8418059ffffffff,102.0,0.0,0.0
841805bffffffff,90.0,0.0,0.0
841805dffffffff,6.0,0.0,0.0
84180c9ffffffff,14.0,0.0,0.0
84180cdffffffff,101.0,0.0,0.0
8418201ffffffff,2.0,0.0,0.0
8418203ffffffff,18.0,0.0,0.0
8418209ffffffff,2.0,0.0,0.0
841820bffffffff,13.0,0.0,0.0
8418215ffffffff,15.0,0.0,0.0
8418217ffffffff,2.0,0.0,0.0
8418219ffffffff,6.0,0.0,0.0
841821bffffffff,1.0,0.0,0.0
841821dffffffff,2.0,0.0,0.0
8418223ffffffff,3.0,0.0,0.0
8418231ffffffff,9.0,0.0,0.0
8418233ffffffff,108.0,0.0,0.0
8418235ffffffff,151.0,0.0,0.0
8418237ffffffff,62.0,0.0,0.0
8418239ffffffff,3.0,0.0,0.0
841823bffffffff,1.0,0.0,0.0
841823dffffffff,75.0,0.0,0.0
8418243ffffffff,9.0,0.0,0.0
8418251ffffffff,19.0,0.0,0.0
8418253ffffffff,4.0,0.0,0.0
8418255ffffffff,19.0,0.0,0.0
8418257ffffffff,2.0,0.0,0.0
8418259ffffffff,57.0,0.0,0.0
841825bffffffff,13.0,0.0,0.0
841825dffffffff,4.0,0.0,0.0
8418281ffffffff,44.0,0.0,0.0
8418285ffffffff,19.0,0.0,0.0
8418287ffffffff,25.0,0.0,0.0
8418289ffffffff,19.0,0.0,0.0
841828bffffffff,504.0,0.0,0.0
841828dffffffff,41.0,0.0,0.0
8418299ffffffff,2.0,0.0,0.0
84182a1ffffffff,28.0,0.0,0.0
84182a3ffffffff,133.0,0.0,0.0
84182a5ffffffff,60.0,0.0,0.0
84182a7ffffffff,67.0,0.0,0.0
84182a9ffffffff,10.0,0.0,0.0
84182abffffffff,42.0,0.0,0.0
84182adffffffff,25.0,0.0,0.0
84182c1ffffffff,1460.0,0.0,0.0
84182c3ffffffff,248.0,0.0,0.0
84182c5ffffffff,8.0,0.0,0.0
84182c7ffffffff,8.0,0.0,0.0
84182c9ffffffff,488.0,0.0,0.0
84182cbffffffff,895.0,0.0,0.0
84182cdffffffff,22.0,0.0,0.0
84182d5ffffffff,22.0,0.0,0.0
84182e1ffffffff,5.0,0.0,0.0
84182e3ffffffff,13.0,0.0,0.0
84182e5ffffffff,621.0,0.0,0.0
84182e7ffffffff,32.0,0.0,0.0
84182e9ffffffff,51.0,0.0,0.0
84182ebffffffff,17.0,0.0,0.0
84182edffffffff,8.0,0.0,0.0
841845dffffffff,2.0,0.0,0.0
8419013ffffffff,76.0,0.0,0.0
8419017ffffffff,2.0,0.0,0.0
841901bffffffff,32.0,0.0,0.0
8419081ffffffff,119.0,0.0,0.0
8419083ffffffff,250.0,0.0,0.0
8419087ffffffff,47.0,0.0,0.0
8419089ffffffff,179.0,1.0,0.0
841908bffffffff,71.0,0.0,0.0
841908dffffffff,73.0,0.0,0.0
8419091ffffffff,39.0,0.0,0.0
8419095ffffffff,38.0,0.0,0.0
8419097ffffffff,26.0,0.0,0.0
8419099ffffffff,17.0,0.0,0.0
841909dffffffff,74.0,0.0,0.0
84190a9ffffffff,16.0,0.0,0.0
84190b1ffffffff,26.0,0.0,0.0
84190b3ffffffff,103.0,0.0,0.0
84190b9ffffffff,80.0,0.0,0.0
84190bbffffffff,100.0,0.0,0.0
84190bdffffffff,2.0,0.0,0.0
84190c1ffffffff,41.0,0.0,0.0
84190c3ffffffff,20.0,0.0,0.0
84190c5ffffffff,57.0,0.0,0.0
84190c7ffffffff,355.0,0.0,0.0
84190c9ffffffff,25.0,0.0,0.0
84190cbffffffff,22.0,0.0,0.0
84190cdffffffff,7.0,0.0,0.0
84190d1ffffffff,27.0,0.0,0.0
84190d5ffffffff,24.0,0.0,0.0
84190d7ffffffff,25.0,0.0,0.0
84190d9ffffffff,50.0,0.0,0.0
84190dbffffffff,3.0,0.0,0.0
84190ddffffffff,81.0,0.0,0.0
84190e1ffffffff,23.0,0.0,0.0
84190e3ffffffff,54.0,0.0,0.0
84190e9ffffffff,30.0,0.0,0.0
84190ebffffffff,202.0,0.0,0.0
8419229ffffffff,25.0,0.0,0.0
8419261ffffffff,114.0,0.0,0.0
8419265ffffffff,140.0,0.0,0.0
8419267ffffffff,41.0,0.0,0.0
8419269ffffffff,12.0,0.0,0.0
841926dffffffff,85.0,0.0,0.0
8419281ffffffff,55.0,0.0,0.0
8419283ffffffff,13.0,0.0,0.0
8419287ffffffff,23.0,0.0,0.0
8419289ffffffff,35.0,0.0,0.0
841928dffffffff,112.0,0.0,0.0
8419293ffffffff,9.0,0.0,0.0
8419297ffffffff,5.0,0.0,0.0
84192a1ffffffff,23.0,0.0,0.0
84192a3ffffffff,22.0,0.0,0.0
84192a7ffffffff,30.0,0.0,0.0
84192abffffffff,23.0,0.0,0.0
84192b1ffffffff,148.0,0.0,0.0
84192b3ffffffff,29.0,0.0,0.0
84192b5ffffffff,166.0,0.0,0.0
84192b7ffffffff,193.0,0.0,0.0
84192b9ffffffff,2.0,0.0,0.0
84192bbffffffff,29.0,0.0,0.0
84192bdffffffff,6.0,0.0,0.0
84192c3ffffffff,17.0,0.0,0.0
84192c7ffffffff,15.0,0.0,0.0
84192cbffffffff,50.0,0.0,0.0
8419501ffffffff,350.0,0.0,0.0
8419505ffffffff,2.0,0.0,0.0
8419507ffffffff,429.0,0.0,0.0
841950bffffffff,2.0,0.0,0.0
8419511ffffffff,2.0,0.0,0.0
8419521ffffffff,28.0,0.0,0.0
8419525ffffffff,6.0,0.0,0.0
8419527ffffffff,215.0,0.0,0.0
8419529ffffffff,111.0,0.0,0.0
841952dffffffff,70.0,2.0,0.0
8419531ffffffff,41.0,0.0,0.0
8419533ffffffff,2.0,0.0,0.0
841954bffffffff,4.0,0.0,0.0
841954dffffffff,3.0,0.0,0.0
8419555ffffffff,5.0,0.0,0.0
8419563ffffffff,7.0,0.0,0.0
8419565ffffffff,477.0,0.0,0.0
8419567ffffffff,24.0,1.0,0.0
8419569ffffffff,9.0,0.0,0.0
841956dffffffff,14.0,0.0,0.0
84195e3ffffffff,1.0,0.0,0.0
8419725ffffffff,18.0,0.0,0.0
8419729ffffffff,3.0,0.0,0.0
8419761ffffffff,1.0,0.0,0.0
8419763ffffffff,1.0,0.0,0.0
8419767ffffffff,1.0,0.0,0.0
8419769ffffffff,18.0,0.0,0.0
841e001ffffffff,2.0,0.0,0.0
841e003ffffffff,3.0,0.0,0.0
841e005ffffffff,16.0,0.0,0.0
841e007ffffffff,2.0,0.0,0.0
841e009ffffffff,7.0,0.0,0.0
841e013ffffffff,2.0,0.0,0.0
841e015ffffffff,3.0,0.0,0.0
841e017ffffffff,4.0,0.0,0.0
841e019ffffffff,56.0,0.0,0.0
841e01bffffffff,6.0,0.0,0.0
841e01dffffffff,6.0,0.0,0.0
841e021ffffffff,58.0,0.0,0.0
841e023ffffffff,342.0,13.0,0.0
841e025ffffffff,239.0,14.0,0.0
841e027ffffffff,20.0,0.0,0.0
841e029ffffffff,257.0,0.0,0.0
841e02bffffffff,16.0,0.0,0.0
841e02dffffffff,684.0,26.0,0.0
841e031ffffffff,52.0,0.0,0.0
841e033ffffffff,8.0,0.0,0.0
841e035ffffffff,56.0,0.0,0.0
841e037ffffffff,623.0,4.0,0.0
841e039ffffffff,6.0,0.0,0.0
841e03bffffffff,18.0,0.0,0.0
841e03dffffffff,6.0,0.0,0.0
841e041ffffffff,348.0,17.0,0.0
841e043ffffffff,54.0,5.0,0.0
841e045ffffffff,481.0,16.0,0.0
841e047ffffffff,202.0,7.0,0.0
841e049ffffffff,29.0,0.0,0.0
841e04bffffffff,64.0,4.0,0.0
841e04dffffffff,34.0,2.0,0.0
841e051ffffffff,38.0,0.0,0.0
841e053ffffffff,18.0,0.0,0.0
841e055ffffffff,13.0,0.0,0.0
841e057ffffffff,4.0,0.0,0.0
841e059ffffffff,93.0,0.0,0.0
841e05bffffffff,119.0,0.0,0.0
841e05dffffffff,64.0,2.0,0.0
841e061ffffffff,632.0,43.0,0.0
841e063ffffffff,161.0,2.0,0.0
841e065ffffffff,28.0,3.0,0.0
841e067ffffffff,386.0,0.0,0.0
841e069ffffffff,757.0,2.0,0.0
841e06bffffffff,192.0,0.0,0.0
841e06dffffffff,30.0,0.0,0.0
841e083ffffffff,1.0,0.0,0.0
841e085ffffffff,252.0,0.0,0.0
841e089ffffffff,1.0,0.0,0.0
841e08dffffffff,71.0,0.0,0.0
841e091ffffffff,2.0,0.0,0.0
841e09bffffffff,4.0,0.0,0.0
841e0a1ffffffff,7.0,0.0,0.0
841e0a5ffffffff,2.0,0.0,0.0
841e0a9ffffffff,965.0,0.0,0.0
841e0adffffffff,26.0,1.0,0.0
841e0b1ffffffff,1.0,0.0,0.0
841e0b3ffffffff,32.0,0.0,0.0
841e0b5ffffffff,4.0,0.0,0.0
841e0b7ffffffff,6.0,0.0,0.0
841e0c1ffffffff,8.0,0.0,0.0
841e0c3ffffffff,69.0,0.0,0.0
841e0c5ffffffff,25.0,0.0,0.0
841e0c7ffffffff,56.0,0.0,0.0
841e0cdffffffff,2.0,0.0,0.0
841e0dbffffffff,2.0,0.0,0.0
841e0e1ffffffff,40.0,0.0,0.0
841e0e3ffffffff,145.0,0.0,0.0
841e0e5ffffffff,9.0,0.0,0.0
841e0e7ffffffff,387.0,2.0,0.0
841e0e9ffffffff,27.0,0.0,0.0
841e0ebffffffff,69.0,0.0,0.0
841e0edffffffff,24.0,0.0,0.0
841e103ffffffff,42.0,0.0,0.0
841e105ffffffff,6.0,0.0,0.0
841e107ffffffff,12.0,0.0,0.0
841e109ffffffff,2.0,0.0,0.0
841e10bffffffff,37.0,1.0,0.0
841e10dffffffff,3.0,0.0,0.0
841e111ffffffff,2.0,0.0,0.0
841e113ffffffff,86.0,1.0,0.0
841e115ffffffff,52.0,0.0,0.0
841e117ffffffff,50.0,0.0,0.0
841e119ffffffff,11.0,5.0,0.0
841e11bffffffff,12.0,0.0,0.0
841e11dffffffff,20.0,0.0,0.0
841e121ffffffff,295.0,0.0,0.0
841e123ffffffff,213.0,0.0,0.0
841e125ffffffff,263.0,0.0,0.0
841e127ffffffff,12.0,2.0,0.0
841e129ffffffff,409.0,0.0,0.0
841e12bffffffff,142.0,0.0,0.0
841e12dffffffff,23.0,0.0,0.0
841e131ffffffff,275.0,19.0,0.0
841e133ffffffff,15.0,0.0,0.0
841e135ffffffff,131.0,0.0,0.0
841e137ffffffff,123.0,13.0,0.0
841e139ffffffff,221.0,0.0,0.0
841e13bffffffff,156.0,0.0,0.0
841e13dffffffff,161.0,0.0,0.0
841e141ffffffff,3.0,0.0,0.0
841e143ffffffff,2.0,0.0,0.0
841e145ffffffff,2.0,0.0,0.0
841e147ffffffff,2.0,0.0,0.0
841e149ffffffff,5.0,0.0,0.0
841e151ffffffff,10.0,0.0,0.0
841e153ffffffff,48.0,0.0,0.0
841e155ffffffff,2.0,0.0,0.0
841e157ffffffff,12.0,0.0,0.0
841e15bffffffff,499.0,19.0,0.0
841e161ffffffff,3.0,0.0,0.0
841e163ffffffff,32.0,1.0,0.0
841e165ffffffff,6.0,0.0,0.0
841e167ffffffff,14.0,0.0,0.0
841e181ffffffff,2.0,0.0,0.0
841e183ffffffff,4.0,0.0,0.0
841e185ffffffff,58.0,1.0,0.0
841e187ffffffff,11.0,0.0,0.0
841e189ffffffff,1.0,0.0,0.0
841e18bffffffff,3.0,0.0,0.0
841e195ffffffff,83.0,0.0,0.0
841e199ffffffff,1.0,0.0,0.0
841e19dffffffff,138.0,5.0,0.0
841e1a9ffffffff,1.0,0.0,0.0
841e1abffffffff,10.0,0.0,0.0
841e1adffffffff,3.0,0.0,0.0
841e1b1ffffffff,93.0,0.0,0.0
841e1b3ffffffff,2070.0,0.0,0.0
841e1b5ffffffff,37.0,0.0,0.0
841e1b7ffffffff,119.0,0.0,0.0
841e1b9ffffffff,103.0,0.0,0.0
841e1bbffffffff,210.0,0.0,0.0
841e1bdffffffff,13.0,0.0,0.0
841e1c1ffffffff,20.0,4.0,0.0
841e1c3ffffffff,25.0,2.0,0.0
841e1c5ffffffff,69.0,1.0,0.0
841e1c7ffffffff,10.0,0.0,0.0
841e1c9ffffffff,9.0,3.0,0.0
841e1cbffffffff,147.0,4.0,0.0
841e1cdffffffff,11.0,0.0,0.0
841e1d1ffffffff,30.0,0.0,0.0
841e1d5ffffffff,25.0,0.0,0.0
841e1d7ffffffff,55.0,0.0,0.0
841e1d9ffffffff,7.0,0.0,0.0
841e1dbffffffff,10.0,0.0,0.0
841e1ddffffffff,394.0,24.0,0.0
841e1e3ffffffff,1.0,0.0,0.0
841e1e5ffffffff,20.0,0.0,0.0
841e1e7ffffffff,11.0,0.0,0.0
841e1edffffffff,20.0,0.0,0.0
841e201ffffffff,25.0,0.0,0.0
841e205ffffffff,35.0,0.0,0.0
841e209ffffffff,2.0,0.0,0.0
841e20bffffffff,2.0,0.0,0.0
841e20dffffffff,34.0,0.0,0.0
841e213ffffffff,2.0,0.0,0.0
841e219ffffffff,11.0,0.0,0.0
841e21bffffffff,8.0,0.0,0.0
841e21dffffffff,2.0,0.0,0.0
841e221ffffffff,5.0,0.0,0.0
841e223ffffffff,70.0,0.0,0.0
841e225ffffffff,365.0,6.0,0.0
841e227ffffffff,1.0,0.0,0.0
841e229ffffffff,17.0,0.0,0.0
841e22dffffffff,15.0,0.0,0.0
841e231ffffffff,26.0,0.0,0.0
841e233ffffffff,75.0,0.0,0.0
841e235ffffffff,3.0,0.0,0.0
841e237ffffffff,25.0,0.0,0.0
841e239ffffffff,15.0,0.0,0.0
841e23dffffffff,51.0,0.0,0.0
841e241ffffffff,5.0,0.0,0.0
841e243ffffffff,13.0,0.0,0.0
841e245ffffffff,2.0,0.0,0.0
841e247ffffffff,1.0,0.0,0.0
841e249ffffffff,10.0,0.0,0.0
841e24bffffffff,108.0,0.0,0.0
841e251ffffffff,4.0,0.0,0.0
841e253ffffffff,20.0,0.0,0.0
841e257ffffffff,61.0,0.0,0.0
841e259ffffffff,1.0,0.0,0.0
841e25bffffffff,1.0,0.0,0.0
841e25dffffffff,3.0,0.0,0.0
841e261ffffffff,6.0,0.0,0.0
841e263ffffffff,8.0,0.0,0.0
841e265ffffffff,34.0,0.0,0.0
841e267ffffffff,10.0,0.0,0.0
841e269ffffffff,13.0,0.0,0.0
841e26dffffffff,17.0,0.0,0.0
841e281ffffffff,23.0,0.0,0.0
841e283ffffffff,11.0,0.0,0.0
841e285ffffffff,17.0,0.0,0.0
841e287ffffffff,5.0,0.0,0.0
841e289ffffffff,2.0,0.0,0.0
841e28dffffffff,3.0,0.0,0.0
841e293ffffffff,2.0,0.0,0.0
841e295ffffffff,3.0,0.0,0.0
841e297ffffffff,2.0,0.0,0.0
841e29dffffffff,9.0,0.0,0.0
841e2a1ffffffff,5.0,0.0,0.0
841e2a5ffffffff,11.0,0.0,0.0
841e2a9ffffffff,37.0,0.0,0.0
841e2abffffffff,5.0,0.0,0.0
841e2adffffffff,21.0,0.0,0.0
841e2b7ffffffff,4.0,0.0,0.0
841e2b9ffffffff,2.0,0.0,0.0
841e2bbffffffff,2.0,0.0,0.0
841e2bdffffffff,6.0,0.0,0.0
841e2c1ffffffff,9.0,0.0,0.0
841e2c3ffffffff,3.0,0.0,0.0
841e2c7ffffffff,2.0,0.0,0.0
841e2c9ffffffff,1.0,0.0,0.0
841e2cdffffffff,1.0,0.0,0.0
841e2d3ffffffff,10.0,0.0,0.0
841e2d5ffffffff,2.0,0.0,0.0
841e2d7ffffffff,6.0,0.0,0.0
841e2d9ffffffff,3.0,0.0,0.0
841e2dbffffffff,2.0,0.0,0.0
841e2e1ffffffff,12.0,0.0,0.0
841e2e3ffffffff,40.0,0.0,0.0
841e2e5ffffffff,23.0,0.0,0.0
841e2e7ffffffff,126.0,0.0,0.0
841e2e9ffffffff,5.0,0.0,0.0
841e2ebffffffff,5.0,0.0,0.0
841e2edffffffff,1.0,0.0,0.0
841e301ffffffff,29.0,0.0,0.0
841e303ffffffff,8.0,0.0,0.0
841e305ffffffff,7.0,0.0,0.0
841e307ffffffff,140.0,7.0,0.0
841e309ffffffff,18.0,2.0,0.0
841e30bffffffff,172.0,0.0,0.0
841e30dffffffff,22.0,0.0,0.0
841e311ffffffff,13.0,0.0,0.0
841e313ffffffff,6.0,0.0,0.0
841e315ffffffff,2.0,0.0,0.0
841e317ffffffff,12.0,0.0,0.0
841e319ffffffff,137.0,0.0,0.0
841e31bffffffff,10.0,0.0,0.0
841e31dffffffff,2.0,0.0,0.0
841e323ffffffff,1.0,0.0,0.0
841e331ffffffff,2.0,0.0,0.0
841e333ffffffff,7.0,0.0,0.0
841e335ffffffff,4.0,0.0,0.0
841e337ffffffff,2.0,0.0,0.0
841e339ffffffff,201.0,0.0,0.0
841e33bffffffff,8.0,0.0,0.0
841e33dffffffff,2.0,0.0,0.0
841e341ffffffff,18.0,0.0,0.0
841e343ffffffff,54.0,0.0,0.0
841e34bffffffff,97.0,0.0,0.0
841e34dffffffff,2.0,0.0,0.0
841e351ffffffff,196.0,0.0,0.0
841e353ffffffff,79.0,0.0,0.0
841e355ffffffff,227.0,0.0,0.0
841e357ffffffff,37.0,0.0,0.0
841e359ffffffff,110.0,0.0,0.0
841e35bffffffff,22.0,0.0,0.0
841e35dffffffff,70.0,0.0,0.0
841e36bffffffff,27.0,5.0,0.0
841e41bffffffff,2.0,0.0,0.0
841e421ffffffff,5.0,0.0,0.0
841e425ffffffff,56.0,0.0,0.0
841e427ffffffff,53.0,0.0,0.0
841e429ffffffff,5.0,0.0,0.0
841e42dffffffff,6.0,0.0,0.0
841e465ffffffff,1.0,0.0,0.0
841e467ffffffff,18.0,0.0,0.0
841e497ffffffff,6.0,0.0,0.0
841e499ffffffff,2.0,0.0,0.0
841e4a7ffffffff,4.0,0.0,0.0
841e4adffffffff,8.0,0.0,0.0
841e4b1ffffffff,5.0,0.0,0.0
841e4b3ffffffff,3.0,0.0,0.0
841e4bbffffffff,8.0,0.0,0.0
841e4c3ffffffff,2.0,0.0,0.0
841e4d3ffffffff,6.0,0.0,0.0
841e4d9ffffffff,21.0,0.0,0.0
841e4dbffffffff,2.0,0.0,0.0
841e505ffffffff,1.0,0.0,0.0
841e509ffffffff,1.0,0.0,0.0
841e50dffffffff,2.0,0.0,0.0
841e511ffffffff,6.0,0.0,0.0
841e513ffffffff,128.0,0.0,0.0
841e517ffffffff,2.0,0.0,0.0
841e519ffffffff,4.0,0.0,0.0
841e51bffffffff,154.0,0.0,0.0
841e521ffffffff,4.0,0.0,0.0
841e525ffffffff,13.0,0.0,0.0
841e527ffffffff,31.0,0.0,0.0
841e529ffffffff,13.0,0.0,0.0
841e537ffffffff,1.0,0.0,0.0
841e539ffffffff,1.0,0.0,0.0
841e543ffffffff,1.0,0.0,0.0
841e553ffffffff,8.0,0.0,0.0
841e557ffffffff,2.0,0.0,0.0
841e55bffffffff,3.0,0.0,0.0
841e563ffffffff,2.0,0.0,0.0
841e585ffffffff,12.0,0.0,0.0
841e58dffffffff,10.0,0.0,0.0
841e5a1ffffffff,9.0,0.0,0.0
841e5a5ffffffff,50.0,0.0,0.0
841e5a9ffffffff,181.0,0.0,0.0
841e5adffffffff,87.0,0.0,0.0
841e5c1ffffffff,9.0,0.0,0.0
841e5c3ffffffff,12.0,0.0,0.0
841e5c5ffffffff,9.0,0.0,0.0
841e5c9ffffffff,53.0,0.0,0.0
841e5cdffffffff,74.0,0.0,0.0
841e5d1ffffffff,3.0,0.0,0.0
841e5d3ffffffff,2.0,0.0,0.0
841e5d5ffffffff,4.0,0.0,0.0
841e5d9ffffffff,16.0,0.0,0.0
841e5dbffffffff,10.0,0.0,0.0
841e5ddffffffff,8.0,0.0,0.0
841e5e3ffffffff,39.0,0.0,0.0
841e5e5ffffffff,95.0,0.0,0.0
841e5e7ffffffff,103.0,0.0,0.0
841e5e9ffffffff,184.0,0.0,0.0
841e5edffffffff,49.0,0.0,0.0
841e615ffffffff,26.0,0.0,0.0
841e619ffffffff,2.0,0.0,0.0
841e621ffffffff,3.0,0.0,0.0
841e631ffffffff,14.0,0.0,0.0
841e639ffffffff,135.0,0.0,0.0
841e63bffffffff,252.0,0.0,0.0
841e643ffffffff,2.0,0.0,0.0
841e649ffffffff,11.0,0.0,0.0
841e64bffffffff,1.0,0.0,0.0
841e64dffffffff,12.0,0.0,0.0
841e653ffffffff,2.0,0.0,0.0
841e65bffffffff,2.0,0.0,0.0
841e697ffffffff,15.0,0.0,0.0
841e6a1ffffffff,2.0,0.0,0.0
841e6a9ffffffff,12.0,0.0,0.0
841e6abffffffff,7.0,0.0,0.0
841e6adffffffff,8.0,0.0,0.0
841e6b3ffffffff,116.0,0.0,0.0
841e6b7ffffffff,7.0,0.0,0.0
841e6bbffffffff,12.0,0.0,0.0
841e6d9ffffffff,93.0,0.0,0.0
841e6e7ffffffff,23.0,0.0,0.0
841e6e9ffffffff,2.0,0.0,0.0
841e723ffffffff,2.0,0.0,0.0
841e729ffffffff,5.0,0.0,0.0
841e72dffffffff,2.0,0.0,0.0
841e733ffffffff,3.0,0.0,0.0
841e745ffffffff,18.0,0.0,0.0
841e755ffffffff,2.0,0.0,0.0
841e765ffffffff,2.0,0.0,0.0
841e769ffffffff,7.0,0.0,0.0
841e76dffffffff,12.0,0.0,0.0
841e801ffffffff,13.0,0.0,0.0
841e803ffffffff,11.0,0.0,0.0
841e805ffffffff,873.0,1.0,0.0
841e809ffffffff,14.0,0.0,0.0
841e80bffffffff,26.0,0.0,0.0
841e80dffffffff,30.0,0.0,0.0
841e811ffffffff,5.0,0.0,0.0
841e813ffffffff,1.0,0.0,0.0
841e815ffffffff,15.0,0.0,0.0
841e817ffffffff,12.0,0.0,0.0
841e819ffffffff,1.0,0.0,0.0
841e81dffffffff,3.0,0.0,0.0
841e82bffffffff,105.0,0.0,0.0
841e831ffffffff,49.0,0.0,0.0
841e833ffffffff,80.0,0.0,0.0
841e835ffffffff,22.0,0.0,0.0
841e837ffffffff,8.0,0.0,0.0
841e839ffffffff,2.0,0.0,0.0
841e83bffffffff,24.0,0.0,0.0
841e83dffffffff,52.0,0.0,0.0
841e841ffffffff,42.0,0.0,0.0
841e843ffffffff,17.0,0.0,0.0
841e845ffffffff,24.0,0.0,0.0
841e847ffffffff,47.0,0.0,0.0
841e849ffffffff,33.0,0.0,0.0
841e84bffffffff,27.0,0.0,0.0
841e84dffffffff,26.0,0.0,0.0
841e851ffffffff,1.0,1.0,0.0
841e855ffffffff,8.0,0.0,0.0
841e857ffffffff,2.0,0.0,0.0
841e859ffffffff,16.0,0.0,0.0
841e85dffffffff,10.0,1.0,0.0
841e863ffffffff,208.0,0.0,0.0
841e869ffffffff,58.0,0.0,0.0
841e86bffffffff,69.0,0.0,0.0
841e883ffffffff,1.0,0.0,0.0
841e885ffffffff,2.0,0.0,0.0
841e8a1ffffffff,2.0,0.0,0.0
841e8a7ffffffff,1.0,0.0,0.0
841e8abffffffff,1.0,0.0,0.0
841e8b3ffffffff,2.0,0.0,0.0
841e8b9ffffffff,2.0,0.0,0.0
841e8bbffffffff,1.0,0.0,0.0
841e8c5ffffffff,4.0,0.0,0.0
841e8c7ffffffff,2.0,0.0,0.0
841e8d9ffffffff,13.0,0.0,0.0
841e8dbffffffff,11.0,1.0,0.0
841e8e5ffffffff,3.0,0.0,0.0
841e8ebffffffff,2.0,0.0,0.0
841e905ffffffff,2.0,0.0,0.0
841e909ffffffff,1.0,0.0,0.0
841e90dffffffff,3.0,0.0,0.0
841e929ffffffff,30.0,0.0,0.0
841e92dffffffff,8.0,0.0,0.0
841e941ffffffff,20.0,0.0,0.0
841e943ffffffff,7.0,0.0,0.0
841e945ffffffff,11.0,0.0,0.0
841e947ffffffff,5.0,0.0,0.0
841e949ffffffff,18.0,3.0,0.0
841e94bffffffff,6.0,0.0,0.0
841e94dffffffff,8.0,0.0,0.0
841e961ffffffff,6.0,0.0,0.0
841e963ffffffff,1.0,0.0,0.0
841e967ffffffff,1.0,0.0,0.0
841e969ffffffff,20.0,0.0,0.0
841e96bffffffff,6.0,0.0,0.0
841e997ffffffff,1.0,0.0,0.0
841e9a1ffffffff,32.0,1.0,0.0
841e9a5ffffffff,15.0,0.0,0.0
