cell_id,Buteo buteo,Buteo buteo buteo,Buteo buteo arrigonii,Buteo buteo rothschildi,Buteo buteo insularum,Buteo buteo bannermani,Buteo buteo vulpinus/menetriesi
82190ffffffffff,2102.0,201.0,0.0,0.0,0.0,0.0,0.0
82191ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,560.0,309.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,9095.0,2055.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,7349.0,1072.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,2389.0,448.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,8026.0,686.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,4293.0,35.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,1360.0,91.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,5870.0,293.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,2647.0,38.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,2579.0,22.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,2907.0,68.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,1535.0,32.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,902.0,10.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,5830.0,107.0,0.0,0.0,0.0,0.0,0.0
821e47fffffffff,149.0,0.0,0.0,0.0,0.0,0.0,1.0
821e4ffffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
821e57fffffffff,334.0,10.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,470.0,0.0,0.0,0.0,0.0,0.0,2.0
821e67fffffffff,172.0,2.0,0.0,0.0,0.0,0.0,0.0
821e6ffffffffff,144.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
821e87fffffffff,403.0,3.0,0.0,0.0,0.0,0.0,0.0
821e8ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
821e97fffffffff,35.0,0.0,2.0,0.0,0.0,0.0,0.0
821e9ffffffffff,98.0,1.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,663.0,5.0,0.0,0.0,0.0,0.0,0.0
821eaffffffffff,298.0,2.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,390.0,0.0,46.0,0.0,0.0,0.0,0.0
821ec7fffffffff,3675.0,295.0,0.0,0.0,0.0,0.0,4.0
821ecffffffffff,4392.0,174.0,0.0,0.0,0.0,0.0,68.0
821ed7fffffffff,848.0,35.0,0.0,0.0,0.0,0.0,0.0
821edffffffffff,1764.0,54.0,0.0,0.0,0.0,0.0,12.0
821ee7fffffffff,536.0,11.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,1223.0,142.0,0.0,0.0,0.0,0.0,45.0
821ef7fffffffff,608.0,28.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,1287.0,167.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,327.0,6.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,1952.0,45.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,2477.0,148.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,594.0,98.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,878.0,38.0,0.0,0.0,0.0,0.0,0.0
821f37fffffffff,622.0,174.0,0.0,0.0,0.0,0.0,0.0
821f47fffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,276.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,849.0,54.0,0.0,0.0,0.0,0.0,0.0
821f5ffffffffff,390.0,44.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,160.0,2.0,0.0,0.0,0.0,0.0,0.0
821f6ffffffffff,32.0,2.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,689.0,34.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,3748.0,187.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,3292.0,782.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,822.0,303.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,1303.0,102.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,2362.0,84.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,4657.0,53.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,798.0,72.0,0.0,0.0,0.0,0.0,0.0
82200ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
82201ffffffffff,66.0,0.0,0.0,0.0,0.0,0.0,17.0
822037fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82204ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82205ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82206ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
822087fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82208ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82209ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8220a7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,4.0
8220affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8220b7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,6.0
8220e7fffffffff,103.0,0.0,0.0,0.0,0.0,0.0,61.0
8220effffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8220f7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822127fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82214ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,24.0
82219ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,10.0
8221a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
822407fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822427fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82242ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822447fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822457fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822467fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
822547fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822557fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822597fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8225b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
822c07fffffffff,1177.0,2.0,0.0,0.0,0.0,0.0,733.0
822c0ffffffffff,306.0,0.0,0.0,0.0,0.0,0.0,210.0
822c17fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,40.0
822c1ffffffffff,106.0,0.0,0.0,0.0,0.0,0.0,66.0
822c27fffffffff,699.0,0.0,0.0,0.0,0.0,0.0,390.0
822c2ffffffffff,1116.0,0.0,0.0,0.0,0.0,0.0,697.0
822c37fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,17.0
822c67fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
822c77fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
822c87fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,2.0
822c8ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,7.0
822c97fffffffff,744.0,0.0,0.0,0.0,0.0,0.0,516.0
822c9ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
822caffffffffff,47.0,0.0,0.0,0.0,0.0,0.0,17.0
822cc7fffffffff,765.0,0.0,0.0,0.0,0.0,0.0,661.0
822ccffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,14.0
822cd7fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,21.0
822cdffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,12.0
822ce7fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,24.0
822cf7fffffffff,162.0,0.0,0.0,0.0,0.0,0.0,107.0
822d07fffffffff,383.0,1.0,0.0,0.0,0.0,0.0,11.0
822d0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,204.0,3.0,0.0,0.0,0.0,0.0,29.0
822d1ffffffffff,101.0,0.0,0.0,0.0,0.0,0.0,30.0
822d27fffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0
822d2ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,769.0,3.0,0.0,0.0,0.0,0.0,27.0
822d57fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,12.0
822d5ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,10.0
822d67fffffffff,142.0,0.0,0.0,0.0,0.0,0.0,0.0
822d77fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
822d87fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,10.0
822d97fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,5.0
822da7fffffffff,776.0,6.0,0.0,0.0,0.0,0.0,48.0
822daffffffffff,316.0,0.0,0.0,0.0,0.0,0.0,61.0
822db7fffffffff,4854.0,611.0,0.0,0.0,0.0,0.0,1973.0
823427fffffffff,819.0,0.0,0.0,567.0,0.0,0.0,0.0
823437fffffffff,222.0,0.0,0.0,204.0,0.0,0.0,0.0
823447fffffffff,332.0,0.0,0.0,0.0,190.0,0.0,0.0
82344ffffffffff,434.0,0.0,0.0,0.0,339.0,0.0,0.0
823467fffffffff,319.0,34.0,0.0,0.0,0.0,0.0,0.0
82346ffffffffff,776.0,0.0,0.0,0.0,513.0,0.0,0.0
82351ffffffffff,1277.0,0.0,0.0,1157.0,0.0,0.0,0.0
8235affffffffff,223.0,0.0,0.0,209.0,0.0,0.0,0.0
823827fffffffff,415.0,10.0,0.0,0.0,0.0,0.0,0.0
82384ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,11991.0,355.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,6286.0,77.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,8220.0,116.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,7344.0,337.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,8764.0,25.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,17731.0,118.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,5933.0,104.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,1977.0,3.0,0.0,0.0,0.0,0.0,0.0
82394ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,1303.0,0.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,1026.0,19.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,1407.0,91.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,8282.0,62.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82398ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823997fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8239affffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,47.0,0.0,0.0,0.0,0.0,0.0,4.0
823ce7fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,6.0
823d07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0
823e47fffffffff,1078.0,0.0,0.0,0.0,0.0,0.0,1045.0
823e4ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
823e5ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,6.0
823e67fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,9.0
823e6ffffffffff,4059.0,106.0,0.0,0.0,0.0,0.0,3106.0
823e77fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,5.0
823f0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823f27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,502.0,18.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,130.0,0.0,0.0,0.0,0.0,0.0,0.0
823f47fffffffff,65.0,10.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0,17.0
823f5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,828.0,14.0,0.0,0.0,0.0,0.0,7.0
823f6ffffffffff,460.0,4.0,0.0,0.0,0.0,0.0,56.0
823f77fffffffff,1024.0,27.0,0.0,0.0,0.0,0.0,0.0
824227fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
824237fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
82424ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,7.0
82426ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8242c7fffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
824307fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,2.0
824317fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82431ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
824327fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,6.0
824337fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
824357fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
824367fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,24.0
825207fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,20.0
825217fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
82521ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,11.0
825237fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
82524ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
825287fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,4.0
82528ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
825297fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
82529ffffffffff,65.0,0.0,0.0,0.0,0.0,0.0,36.0
8252b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8252d7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,12.0
82531ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
82532ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
825347fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
825367fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,3.0
82536ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
825377fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
8253a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8253affffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
825497fffffffff,50.0,0.0,0.0,0.0,0.0,50.0,0.0
82574ffffffffff,14.0,0.0,0.0,0.0,0.0,12.0,0.0
826007fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,136.0,0.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,415.0,0.0,0.0,0.0,0.0,0.0,50.0
82608ffffffffff,207.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826107fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,25.0
82611ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,4.0
82618ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
826487fffffffff,114.0,0.0,0.0,0.0,0.0,0.0,52.0
826497fffffffff,96.0,0.0,0.0,0.0,0.0,0.0,14.0
82649ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,3.0
8264b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826507fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826a4ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,7.0
826a5ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,3.0
826a6ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,5.0
826ac7fffffffff,190.0,0.0,0.0,0.0,0.0,0.0,38.0
826acffffffffff,130.0,0.0,0.0,0.0,0.0,0.0,27.0
826adffffffffff,129.0,0.0,0.0,0.0,0.0,0.0,30.0
826ae7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
826aeffffffffff,100.0,0.0,0.0,0.0,0.0,0.0,28.0
82752ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
827a47fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,52.0
827a4ffffffffff,160.0,0.0,0.0,0.0,0.0,0.0,29.0
827a67fffffffff,158.0,0.0,0.0,0.0,0.0,0.0,41.0
827a6ffffffffff,518.0,0.0,0.0,0.0,0.0,0.0,150.0
827acffffffffff,84.0,0.0,0.0,0.0,0.0,0.0,25.0
827adffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,6.0
827aeffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,4.0
827b4ffffffffff,35.0,0.0,0.0,0.0,0.0,0.0,8.0
827b5ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82821ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
828327fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
828337fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8283affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
829607fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,9.0
82960ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,8.0
829617fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,3.0
829627fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,10.0
82962ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,6.0
829637fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
829657fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
829677fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,4.0
82968ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
829697fffffffff,318.0,0.0,0.0,0.0,0.0,0.0,86.0
8296a7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,8.0
8296affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8296b7fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,8.0
829707fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,25.0
82970ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0
829717fffffffff,104.0,0.0,0.0,0.0,0.0,0.0,28.0
82971ffffffffff,76.0,0.0,0.0,0.0,0.0,0.0,47.0
829727fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82972ffffffffff,266.0,0.0,0.0,0.0,0.0,0.0,142.0
829737fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,2.0
829747fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,15.0
82974ffffffffff,116.0,0.0,0.0,0.0,0.0,0.0,88.0
829757fffffffff,83.0,0.0,0.0,0.0,0.0,0.0,52.0
82975ffffffffff,76.0,0.0,0.0,0.0,0.0,0.0,26.0
829767fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
829777fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,2.0
82978ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,6.0
8297a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8297affffffffff,12.0,0.0,0.0,0.0,0.0,0.0,10.0
82ac17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
82ac87fffffffff,127.0,0.0,0.0,0.0,0.0,0.0,72.0
82ac8ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,3.0
82ac97fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,8.0
82aca7fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,51.0
82acaffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
82acb7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,10.0
82ad17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
82ad37fffffffff,562.0,0.0,0.0,0.0,0.0,0.0,263.0
82ad87fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82ad8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82ad97fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82ada7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,4.0
82adaffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82adb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,1.0
82bc0ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,2.0
82bc1ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc47fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,19.0
82bc4ffffffffff,76.0,0.0,0.0,0.0,0.0,0.0,45.0
82bc57fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,2.0
82bc5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0
82bc6ffffffffff,328.0,0.0,0.0,0.0,0.0,0.0,152.0
82bc77fffffffff,66.0,0.0,0.0,0.0,0.0,0.0,9.0
82bc8ffffffffff,89.0,0.0,0.0,0.0,0.0,0.0,46.0
82bc9ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
82bcc7fffffffff,229.0,0.0,0.0,0.0,0.0,0.0,92.0
82bccffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,6.0
82bcd7fffffffff,560.0,0.0,0.0,0.0,0.0,0.0,274.0
82bcdffffffffff,281.0,0.0,0.0,0.0,0.0,0.0,106.0
82bce7fffffffff,357.0,0.0,0.0,0.0,0.0,0.0,182.0
82bceffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,16.0
82bcf7fffffffff,991.0,0.0,0.0,0.0,0.0,0.0,413.0
