cell_id,Haemorhous mexicanus,Haemorhous mexicanus [mexicanus Group],Haemorhous mexicanus mcgregori
84268dbffffffff,4.0,0.0,0.0
84268e7ffffffff,3.0,0.0,0.0
842690dffffffff,1.0,0.0,0.0
8426929ffffffff,2.0,0.0,0.0
8426945ffffffff,2.0,0.0,0.0
842694dffffffff,2.0,0.0,0.0
8426953ffffffff,2.0,0.0,0.0
8426961ffffffff,10.0,0.0,0.0
8426963ffffffff,47.0,0.0,0.0
8426969ffffffff,12.0,0.0,0.0
842696bffffffff,17.0,0.0,0.0
8426987ffffffff,40.0,0.0,0.0
8426995ffffffff,4.0,0.0,0.0
842699bffffffff,1.0,1.0,0.0
84269a1ffffffff,1.0,0.0,0.0
84269abffffffff,6.0,0.0,0.0
84269c1ffffffff,9.0,0.0,0.0
84269c3ffffffff,3.0,0.0,0.0
84269c9ffffffff,2.0,0.0,0.0
84269cbffffffff,2.0,0.0,0.0
84269cdffffffff,4.0,0.0,0.0
84269d9ffffffff,3.0,0.0,0.0
84269e1ffffffff,4.0,0.0,0.0
84269ebffffffff,1.0,0.0,0.0
8426a81ffffffff,3.0,0.0,0.0
8426a87ffffffff,4.0,0.0,0.0
8426a8bffffffff,1.0,0.0,0.0
8426a97ffffffff,5.0,0.0,0.0
8426aa1ffffffff,2.0,0.0,0.0
8426aa5ffffffff,15.0,0.0,0.0
8426aa7ffffffff,22.0,0.0,0.0
8426aabffffffff,2.0,0.0,0.0
8426ab3ffffffff,2.0,0.0,0.0
8426ab5ffffffff,3.0,0.0,0.0
8426abbffffffff,4.0,0.0,0.0
8426ac5ffffffff,2.0,0.0,0.0
8426ae9ffffffff,2.0,0.0,0.0
8426b0bffffffff,6.0,0.0,0.0
8426c49ffffffff,2.0,0.0,0.0
8426c5bffffffff,2.0,0.0,0.0
8426c65ffffffff,2.0,0.0,0.0
8426c93ffffffff,2.0,0.0,0.0
8426cabffffffff,2.0,2.0,0.0
8426cb9ffffffff,1.0,1.0,0.0
8426d1bffffffff,2.0,0.0,0.0
8426d3bffffffff,2.0,0.0,0.0
8426d4bffffffff,4.0,0.0,0.0
8426d87ffffffff,2.0,0.0,0.0
8426d95ffffffff,2.0,0.0,0.0
8426da5ffffffff,1.0,0.0,0.0
8426dc1ffffffff,2.0,0.0,0.0
8426ddbffffffff,2.0,0.0,0.0
8426de7ffffffff,12.0,1.0,0.0
8426e09ffffffff,2.0,0.0,0.0
8426e21ffffffff,1.0,0.0,0.0
8426e3dffffffff,2.0,0.0,0.0
8426e43ffffffff,1.0,1.0,0.0
8426e59ffffffff,2.0,0.0,0.0
8426e5bffffffff,5.0,0.0,0.0
8426ed7ffffffff,19.0,0.0,0.0
8426f25ffffffff,1.0,0.0,0.0
8426f29ffffffff,2.0,0.0,0.0
8426f45ffffffff,2.0,0.0,0.0
8426f51ffffffff,3.0,0.0,0.0
8426f67ffffffff,2.0,0.0,0.0
8426f69ffffffff,3.0,0.0,0.0
84270e3ffffffff,3.0,3.0,0.0
842719dffffffff,1.0,0.0,0.0
842740dffffffff,3.0,0.0,0.0
8427411ffffffff,11.0,0.0,0.0
8427419ffffffff,2.0,0.0,0.0
842741bffffffff,3.0,0.0,0.0
842741dffffffff,1.0,0.0,0.0
842742dffffffff,6.0,0.0,0.0
8427435ffffffff,2.0,0.0,0.0
8427445ffffffff,8.0,0.0,0.0
8427453ffffffff,2.0,0.0,0.0
8427461ffffffff,2.0,0.0,0.0
8427463ffffffff,5.0,0.0,0.0
8427467ffffffff,21.0,0.0,0.0
8427481ffffffff,40.0,0.0,0.0
8427485ffffffff,40.0,0.0,0.0
8427487ffffffff,9.0,0.0,0.0
8427489ffffffff,3.0,0.0,0.0
842748dffffffff,732.0,0.0,0.0
8427491ffffffff,6.0,0.0,0.0
8427497ffffffff,2.0,0.0,0.0
8427499ffffffff,88.0,0.0,0.0
842749bffffffff,4.0,0.0,0.0
842749dffffffff,10.0,0.0,0.0
84274a3ffffffff,3.0,0.0,0.0
84274abffffffff,43.0,0.0,0.0
84274b5ffffffff,19.0,0.0,0.0
84274b9ffffffff,1.0,0.0,0.0
84274bdffffffff,8.0,0.0,0.0
84274c1ffffffff,4.0,0.0,0.0
84274c3ffffffff,3.0,0.0,0.0
84274c7ffffffff,3.0,0.0,0.0
84274c9ffffffff,4.0,0.0,0.0
84274cbffffffff,13.0,0.0,0.0
84274cdffffffff,2.0,0.0,0.0
84274d1ffffffff,2.0,0.0,0.0
84274d3ffffffff,25.0,0.0,0.0
84274d5ffffffff,2.0,0.0,0.0
84274d7ffffffff,52.0,0.0,0.0
84274d9ffffffff,1.0,0.0,0.0
84274dbffffffff,35.0,0.0,0.0
84274ddffffffff,13.0,0.0,0.0
84274e1ffffffff,1.0,0.0,0.0
84274e3ffffffff,47.0,0.0,0.0
84274ebffffffff,3.0,0.0,0.0
84274edffffffff,2.0,0.0,0.0
8427509ffffffff,1.0,0.0,0.0
8427517ffffffff,2.0,0.0,0.0
8427519ffffffff,3.0,0.0,0.0
8427523ffffffff,14.0,0.0,0.0
8427531ffffffff,3.0,0.0,0.0
8427541ffffffff,143.0,0.0,0.0
8427543ffffffff,1.0,0.0,0.0
8427551ffffffff,12.0,0.0,0.0
8427553ffffffff,13.0,0.0,0.0
842755bffffffff,27.0,0.0,0.0
8427569ffffffff,71.0,0.0,0.0
842756bffffffff,4.0,0.0,0.0
8427581ffffffff,8.0,0.0,0.0
8427583ffffffff,9.0,0.0,0.0
8427587ffffffff,3.0,0.0,0.0
8427593ffffffff,26.0,0.0,0.0
8427597ffffffff,2.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0
842759bffffffff,9.0,0.0,0.0
842759dffffffff,21.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0
84275b5ffffffff,2.0,0.0,0.0
84275c5ffffffff,1.0,0.0,0.0
84275cdffffffff,2.0,0.0,0.0
84275d3ffffffff,9.0,0.0,0.0
84275ebffffffff,3.0,0.0,0.0
8427613ffffffff,1.0,0.0,0.0
8427633ffffffff,2.0,0.0,0.0
842763bffffffff,12.0,0.0,0.0
8427693ffffffff,2.0,2.0,0.0
8427699ffffffff,6.0,6.0,0.0
84276a5ffffffff,3.0,0.0,0.0
84276b5ffffffff,5.0,0.0,0.0
84276b7ffffffff,39.0,0.0,0.0
84276bbffffffff,5.0,0.0,0.0
84276bdffffffff,5.0,0.0,0.0
84276d1ffffffff,1.0,1.0,0.0
84276d3ffffffff,8.0,8.0,0.0
84276d7ffffffff,2.0,2.0,0.0
84276edffffffff,1.0,0.0,0.0
842770dffffffff,11.0,0.0,0.0
8427715ffffffff,4.0,0.0,0.0
842771dffffffff,5.0,0.0,0.0
842773bffffffff,1.0,0.0,0.0
8427801ffffffff,1.0,0.0,0.0
8427921ffffffff,2.0,0.0,0.0
842798bffffffff,2.0,2.0,0.0
8427a03ffffffff,1.0,0.0,0.0
8427a05ffffffff,2.0,0.0,0.0
8427a87ffffffff,2.0,0.0,0.0
8427ab7ffffffff,2.0,0.0,0.0
8427ae5ffffffff,2.0,0.0,0.0
8427b07ffffffff,1.0,0.0,0.0
8428023ffffffff,4.0,0.0,0.0
842802bffffffff,8.0,0.0,0.0
842813bffffffff,3.0,0.0,0.0
8428153ffffffff,2.0,0.0,0.0
8428187ffffffff,2.0,0.0,0.0
84281b1ffffffff,3.0,0.0,0.0
84281e9ffffffff,4.0,0.0,0.0
84281ebffffffff,3.0,0.0,0.0
8428301ffffffff,8.0,0.0,0.0
8428303ffffffff,3.0,2.0,0.0
8428305ffffffff,769.0,3.0,0.0
8428307ffffffff,2.0,0.0,0.0
8428309ffffffff,212.0,20.0,0.0
842830bffffffff,3.0,0.0,0.0
842830dffffffff,40.0,10.0,0.0
8428329ffffffff,45.0,0.0,0.0
842832bffffffff,12.0,0.0,0.0
8428335ffffffff,5.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0
8428341ffffffff,9.0,0.0,0.0
8428343ffffffff,11.0,0.0,0.0
8428345ffffffff,1.0,0.0,0.0
8428347ffffffff,8.0,0.0,0.0
8428349ffffffff,2.0,0.0,0.0
842834dffffffff,90.0,0.0,0.0
8428357ffffffff,15.0,4.0,0.0
8428361ffffffff,558.0,0.0,0.0
8428363ffffffff,3053.0,0.0,0.0
8428367ffffffff,839.0,0.0,0.0
8428369ffffffff,2.0,0.0,0.0
842836bffffffff,942.0,0.0,0.0
8428813ffffffff,2.0,0.0,0.0
8428817ffffffff,2.0,0.0,0.0
8428843ffffffff,3.0,0.0,0.0
8428847ffffffff,4.0,0.0,0.0
842886dffffffff,2.0,0.0,0.0
842888dffffffff,2.0,0.0,0.0
8428899ffffffff,1.0,0.0,0.0
84288adffffffff,1.0,0.0,0.0
84288c5ffffffff,1.0,0.0,0.0
84288e3ffffffff,1.0,0.0,0.0
8428921ffffffff,2.0,0.0,0.0
8428923ffffffff,7.0,0.0,0.0
8428939ffffffff,2.0,0.0,0.0
842893dffffffff,3.0,0.0,0.0
8428949ffffffff,2.0,0.0,0.0
8428985ffffffff,4.0,0.0,0.0
842898dffffffff,3.0,0.0,0.0
84289ebffffffff,2.0,0.0,0.0
8428a11ffffffff,1.0,0.0,0.0
8428a8dffffffff,2.0,2.0,0.0
8428a91ffffffff,2.0,1.0,0.0
8428a95ffffffff,1.0,0.0,0.0
8428ad5ffffffff,1.0,1.0,0.0
8428ae1ffffffff,1.0,0.0,0.0
8428b1dffffffff,1.0,0.0,0.0
8428b6dffffffff,1.0,0.0,0.0
8428d1dffffffff,2.0,2.0,0.0
8428d55ffffffff,3.0,0.0,0.0
8428d9dffffffff,2.0,0.0,0.0
8428dd5ffffffff,1.0,0.0,0.0
8428f17ffffffff,1.0,0.0,0.0
8428f33ffffffff,2.0,0.0,0.0
8428f37ffffffff,1.0,0.0,0.0
8428f55ffffffff,5.0,0.0,0.0
8428f59ffffffff,6.0,0.0,0.0
8429121ffffffff,1.0,1.0,0.0
8429125ffffffff,5.0,2.0,0.0
8429127ffffffff,3.0,1.0,0.0
842912dffffffff,5.0,0.0,0.0
84291a7ffffffff,8.0,1.0,0.0
842981bffffffff,3.0,0.0,0.0
8429853ffffffff,2.0,0.0,0.0
8429855ffffffff,3.0,0.0,0.0
8429883ffffffff,1.0,0.0,0.0
84298c9ffffffff,1.0,1.0,0.0
84298cdffffffff,11.0,0.0,0.0
8429923ffffffff,2.0,2.0,0.0
8429933ffffffff,4.0,0.0,0.0
8429947ffffffff,2.0,0.0,0.0
8429953ffffffff,3.0,0.0,0.0
8429955ffffffff,3.0,0.0,0.0
8429957ffffffff,2.0,0.0,0.0
8429a01ffffffff,6.0,0.0,0.0
8429a03ffffffff,1.0,1.0,0.0
8429a05ffffffff,3.0,0.0,0.0
8429a09ffffffff,2.0,0.0,0.0
8429a0bffffffff,1.0,0.0,0.0
8429a11ffffffff,3.0,0.0,0.0
8429a17ffffffff,2.0,0.0,0.0
8429a19ffffffff,9.0,3.0,0.0
8429a1bffffffff,3.0,3.0,0.0
8429a1dffffffff,5.0,3.0,0.0
8429a27ffffffff,1.0,0.0,0.0
8429a29ffffffff,1.0,0.0,0.0
8429a3bffffffff,3.0,0.0,0.0
8429a41ffffffff,23.0,4.0,0.0
8429a43ffffffff,2.0,0.0,0.0
8429a45ffffffff,10.0,0.0,0.0
8429a47ffffffff,5.0,2.0,0.0
8429a4dffffffff,13.0,0.0,0.0
8429a55ffffffff,2.0,1.0,0.0
8429a57ffffffff,18.0,1.0,0.0
8429a61ffffffff,12.0,0.0,0.0
8429a63ffffffff,2.0,0.0,0.0
8429a65ffffffff,4.0,0.0,0.0
8429a69ffffffff,4.0,0.0,0.0
8429a6bffffffff,12.0,0.0,0.0
8429a6dffffffff,44.0,0.0,0.0
8429a85ffffffff,3.0,0.0,0.0
8429a87ffffffff,2.0,0.0,0.0
8429a89ffffffff,1.0,0.0,0.0
8429a8bffffffff,8.0,0.0,0.0
8429a91ffffffff,3.0,0.0,0.0
8429a97ffffffff,2.0,0.0,0.0
8429a9bffffffff,2.0,0.0,0.0
8429a9dffffffff,2.0,0.0,0.0
8429aa7ffffffff,4.0,0.0,0.0
8429ab9ffffffff,1.0,0.0,0.0
8429abbffffffff,3.0,0.0,0.0
8429ac1ffffffff,3.0,0.0,0.0
8429ad1ffffffff,2.0,0.0,0.0
8429addffffffff,6.0,0.0,0.0
8429ae1ffffffff,2.0,2.0,0.0
8429ae3ffffffff,2.0,0.0,0.0
8429ae5ffffffff,1.0,0.0,0.0
8429b2dffffffff,1.0,1.0,0.0
8429b39ffffffff,2.0,0.0,0.0
8429b5dffffffff,2.0,0.0,0.0
8429b67ffffffff,2.0,0.0,0.0
8429b6dffffffff,13.0,0.0,0.0
842a069ffffffff,2.0,0.0,0.0
842a101ffffffff,65.0,0.0,0.0
842a103ffffffff,20.0,0.0,0.0
842a107ffffffff,48.0,0.0,0.0
842a109ffffffff,16.0,9.0,0.0
842a10bffffffff,5.0,0.0,0.0
842a10dffffffff,10.0,3.0,0.0
842a121ffffffff,3.0,0.0,0.0
842a123ffffffff,2396.0,0.0,0.0
842a127ffffffff,338.0,0.0,0.0
842a135ffffffff,4513.0,0.0,0.0
842a137ffffffff,2.0,0.0,0.0
842a13dffffffff,178.0,0.0,0.0
842a141ffffffff,3.0,3.0,0.0
842a143ffffffff,8.0,6.0,0.0
842a145ffffffff,4.0,0.0,0.0
842a147ffffffff,4.0,0.0,0.0
842a149ffffffff,2.0,0.0,0.0
842a14bffffffff,2.0,2.0,0.0
842a14dffffffff,7.0,0.0,0.0
842a155ffffffff,1.0,0.0,0.0
842a157ffffffff,1.0,0.0,0.0
842a159ffffffff,3.0,0.0,0.0
842a15dffffffff,16.0,4.0,0.0
842a163ffffffff,14.0,0.0,0.0
842a169ffffffff,18.0,0.0,0.0
842a16bffffffff,9.0,0.0,0.0
842a301ffffffff,12.0,6.0,0.0
842a303ffffffff,7.0,0.0,0.0
842a305ffffffff,5.0,0.0,0.0
842a307ffffffff,5.0,0.0,0.0
842a30dffffffff,4.0,0.0,0.0
842a311ffffffff,8.0,1.0,0.0
842a313ffffffff,7.0,0.0,0.0
842a315ffffffff,11.0,0.0,0.0
842a317ffffffff,3.0,0.0,0.0
842a321ffffffff,3.0,0.0,0.0
842a325ffffffff,2.0,0.0,0.0
842a327ffffffff,10.0,0.0,0.0
842a329ffffffff,7.0,0.0,0.0
842a32bffffffff,10.0,0.0,0.0
842a32dffffffff,8.0,0.0,0.0
842a333ffffffff,4.0,0.0,0.0
842a339ffffffff,4.0,0.0,0.0
842a33bffffffff,44.0,0.0,0.0
842a33dffffffff,7.0,0.0,0.0
842a345ffffffff,1.0,1.0,0.0
842a361ffffffff,2.0,0.0,0.0
842a363ffffffff,10.0,0.0,0.0
842a365ffffffff,10.0,2.0,0.0
842a801ffffffff,3.0,0.0,0.0
842a80bffffffff,1.0,1.0,0.0
842a813ffffffff,1.0,0.0,0.0
842a817ffffffff,1.0,0.0,0.0
842a845ffffffff,1.0,0.0,0.0
842a84dffffffff,2.0,0.0,0.0
842a851ffffffff,2.0,0.0,0.0
842a8b1ffffffff,2.0,0.0,0.0
842a8c5ffffffff,2.0,0.0,0.0
842a903ffffffff,1.0,0.0,0.0
842a905ffffffff,1.0,0.0,0.0
842a913ffffffff,1.0,0.0,0.0
842a92bffffffff,1.0,1.0,0.0
842a931ffffffff,2.0,0.0,0.0
842a935ffffffff,2.0,0.0,0.0
842a993ffffffff,2.0,0.0,0.0
842aa11ffffffff,2.0,0.0,0.0
842aa17ffffffff,9.0,0.0,0.0
842aa1dffffffff,4.0,0.0,0.0
842aa25ffffffff,2.0,0.0,0.0
842aa45ffffffff,6.0,0.0,0.0
842aa49ffffffff,1.0,1.0,0.0
842aa4bffffffff,4.0,0.0,0.0
842aa63ffffffff,1.0,0.0,0.0
842aa81ffffffff,16.0,2.0,0.0
842aa85ffffffff,6.0,1.0,0.0
842aa87ffffffff,1.0,1.0,0.0
842aa89ffffffff,4.0,0.0,0.0
842aa8bffffffff,6.0,2.0,0.0
842aa8dffffffff,12.0,0.0,0.0
842aa9dffffffff,1.0,0.0,0.0
842aaa1ffffffff,2.0,0.0,0.0
842aaa9ffffffff,4.0,0.0,0.0
842aaabffffffff,4.0,2.0,0.0
842aab3ffffffff,2.0,0.0,0.0
842aac1ffffffff,44.0,0.0,0.0
842aac3ffffffff,11.0,0.0,0.0
842aac5ffffffff,3.0,0.0,0.0
842aac7ffffffff,2.0,0.0,0.0
842aac9ffffffff,4555.0,2.0,0.0
842aacbffffffff,427.0,1.0,0.0
842aacdffffffff,3.0,0.0,0.0
842aad1ffffffff,20.0,12.0,0.0
842aad3ffffffff,2.0,2.0,0.0
842aad5ffffffff,13.0,8.0,0.0
842aad9ffffffff,2.0,0.0,0.0
842aaddffffffff,2.0,1.0,0.0
842aae3ffffffff,7.0,0.0,0.0
842aae5ffffffff,1.0,0.0,0.0
842aae7ffffffff,3.0,0.0,0.0
842aae9ffffffff,10.0,0.0,0.0
842aaedffffffff,17.0,0.0,0.0
842ab05ffffffff,56.0,54.0,0.0
842ab09ffffffff,5.0,5.0,0.0
842ab0dffffffff,8.0,6.0,0.0
842ab11ffffffff,2.0,0.0,0.0
842ab15ffffffff,1.0,0.0,0.0
842ab1bffffffff,2.0,0.0,0.0
842ab21ffffffff,27.0,10.0,0.0
842ab23ffffffff,75.0,72.0,0.0
842ab25ffffffff,297.0,0.0,0.0
842ab27ffffffff,3.0,0.0,0.0
842ab29ffffffff,8.0,6.0,0.0
842ab2bffffffff,63.0,63.0,0.0
842ab2dffffffff,410.0,0.0,0.0
842ab35ffffffff,2.0,0.0,0.0
842ab39ffffffff,2.0,0.0,0.0
842ab3bffffffff,2.0,0.0,0.0
842ab41ffffffff,11.0,11.0,0.0
842ab43ffffffff,10.0,10.0,0.0
842ab45ffffffff,6.0,6.0,0.0
842ab49ffffffff,622.0,615.0,0.0
842ab4bffffffff,7.0,7.0,0.0
842ab51ffffffff,2.0,2.0,0.0
842ab55ffffffff,207.0,207.0,0.0
842ab57ffffffff,1.0,0.0,0.0
842ab5dffffffff,23.0,23.0,0.0
842ab61ffffffff,4.0,2.0,0.0
842ab63ffffffff,4.0,4.0,0.0
842ab65ffffffff,1.0,0.0,0.0
842ab67ffffffff,3.0,0.0,0.0
842ab69ffffffff,2.0,2.0,0.0
842ab6dffffffff,2.0,0.0,0.0
842ad0bffffffff,1.0,0.0,0.0
842af61ffffffff,5.0,0.0,0.0
842af63ffffffff,10.0,0.0,0.0
842af6bffffffff,1.0,0.0,0.0
842af6dffffffff,1.0,0.0,0.0
842b001ffffffff,2.0,0.0,0.0
842b003ffffffff,3.0,0.0,0.0
842b011ffffffff,2.0,0.0,0.0
842b013ffffffff,2.0,0.0,0.0
842b03bffffffff,6.0,0.0,0.0
842b053ffffffff,2.0,0.0,0.0
842b0a7ffffffff,6.0,0.0,0.0
842b0a9ffffffff,1.0,0.0,0.0
842b0c5ffffffff,3.0,0.0,0.0
842b0e9ffffffff,1.0,0.0,0.0
842b105ffffffff,4.0,0.0,0.0
842b121ffffffff,4.0,0.0,0.0
842b129ffffffff,2.0,0.0,0.0
842b14dffffffff,1.0,0.0,0.0
842b161ffffffff,179.0,1.0,0.0
842b167ffffffff,3.0,0.0,0.0
842b169ffffffff,4.0,0.0,0.0
842b16bffffffff,2.0,0.0,0.0
842b199ffffffff,18.0,0.0,0.0
842b1d9ffffffff,14.0,0.0,0.0
842b285ffffffff,1.0,0.0,0.0
842b315ffffffff,1.0,0.0,0.0
842b321ffffffff,1.0,0.0,0.0
842b333ffffffff,1.0,0.0,0.0
842b339ffffffff,2.0,0.0,0.0
842b813ffffffff,2.0,2.0,0.0
842b815ffffffff,3.0,0.0,0.0
842b817ffffffff,4.0,4.0,0.0
842b81bffffffff,4.0,0.0,0.0
842b823ffffffff,7.0,0.0,0.0
842b831ffffffff,59.0,12.0,0.0
842b833ffffffff,6.0,6.0,0.0
842b835ffffffff,4.0,1.0,0.0
842b83bffffffff,28.0,3.0,0.0
842b883ffffffff,2.0,0.0,0.0
842b891ffffffff,66.0,0.0,0.0
842b893ffffffff,18.0,0.0,0.0
842b895ffffffff,4.0,0.0,0.0
842b897ffffffff,11.0,0.0,0.0
842b899ffffffff,12.0,0.0,0.0
842b89bffffffff,5.0,0.0,0.0
842b89dffffffff,2.0,0.0,0.0
842b8a1ffffffff,1.0,0.0,0.0
842b8a7ffffffff,2.0,0.0,0.0
842b8adffffffff,28.0,28.0,0.0
842b8b5ffffffff,2.0,0.0,0.0
842b8b9ffffffff,9.0,0.0,0.0
842b8c9ffffffff,1.0,0.0,0.0
842b8cbffffffff,7.0,2.0,0.0
842b8d1ffffffff,5.0,0.0,0.0
842b8d7ffffffff,15.0,0.0,0.0
842b8d9ffffffff,2.0,2.0,0.0
842b8dbffffffff,1.0,0.0,0.0
842b8ddffffffff,4.0,0.0,0.0
842b8e1ffffffff,10.0,5.0,0.0
842b8e5ffffffff,6.0,4.0,0.0
842b8e7ffffffff,246.0,10.0,0.0
842b8e9ffffffff,11.0,11.0,0.0
842b8ebffffffff,2.0,0.0,0.0
842b8edffffffff,2.0,0.0,0.0
842b981ffffffff,8.0,2.0,0.0
842b983ffffffff,10.0,9.0,0.0
842b985ffffffff,1.0,0.0,0.0
842b98bffffffff,233.0,225.0,0.0
842b98dffffffff,2.0,2.0,0.0
842b991ffffffff,2.0,0.0,0.0
842b993ffffffff,4.0,0.0,0.0
842b997ffffffff,2.0,0.0,0.0
842b999ffffffff,20.0,20.0,0.0
842b9a1ffffffff,2.0,2.0,0.0
842b9a7ffffffff,2.0,2.0,0.0
842b9abffffffff,13.0,13.0,0.0
842b9adffffffff,3.0,3.0,0.0
842b9b1ffffffff,9.0,0.0,0.0
842b9b3ffffffff,34.0,31.0,0.0
842b9b5ffffffff,87.0,87.0,0.0
842b9b7ffffffff,13.0,2.0,0.0
842b9b9ffffffff,7.0,7.0,0.0
842b9bbffffffff,7.0,6.0,0.0
842b9bdffffffff,183.0,148.0,0.0
842b9cdffffffff,3.0,2.0,0.0
842b9d3ffffffff,226.0,189.0,0.0
842b9d7ffffffff,47.0,32.0,0.0
842b9d9ffffffff,2.0,2.0,0.0
842b9dbffffffff,583.0,553.0,0.0
842b9e3ffffffff,1.0,0.0,0.0
842b9e7ffffffff,1.0,0.0,0.0
842b9ebffffffff,2.0,0.0,0.0
842ba01ffffffff,1.0,0.0,0.0
842ba09ffffffff,1.0,0.0,0.0
842ba0bffffffff,2.0,0.0,0.0
842ba13ffffffff,7.0,0.0,0.0
842ba81ffffffff,9.0,0.0,0.0
842ba85ffffffff,1.0,1.0,0.0
842ba87ffffffff,54.0,0.0,0.0
842ba95ffffffff,9.0,4.0,0.0
842ba97ffffffff,4.0,0.0,0.0
842baa1ffffffff,12.0,0.0,0.0
842baa3ffffffff,2.0,0.0,0.0
842baa5ffffffff,51.0,2.0,0.0
842baa7ffffffff,2.0,0.0,0.0
842baabffffffff,38.0,0.0,0.0
842baadffffffff,4.0,0.0,0.0
842bab5ffffffff,1.0,0.0,0.0
842bab7ffffffff,3.0,3.0,0.0
842babbffffffff,6.0,0.0,0.0
842babdffffffff,3.0,0.0,0.0
842bac3ffffffff,55.0,0.0,0.0
842bac5ffffffff,10.0,0.0,0.0
842bac7ffffffff,10.0,0.0,0.0
844412dffffffff,7.0,0.0,0.0
8444131ffffffff,1.0,0.0,0.0
8444137ffffffff,3.0,0.0,0.0
8444161ffffffff,3.0,0.0,0.0
8444165ffffffff,2.0,0.0,0.0
