cell_id,Geothlypis trichas,Geothlypis trichas [arizela Group],Geothlypis trichas [melanops Group],Geothlypis trichas [trichas Group],Geothlypis trichas insperata,Geothlypis trichas chapalensis
820c67fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
820d4ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0
820d6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,1271.0,0.0,0.0,0.0,0.0,0.0
820e57fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,73.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
820e8ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,883.0,0.0,0.0,0.0,0.0,0.0
820ed7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
820edffffffffff,43.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,1605.0,0.0,0.0,0.0,0.0,0.0
820ef7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82120ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,424.0,0.0,0.0,0.0,0.0,0.0
821227fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82122ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
821237fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,63.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,87.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,1062.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,515.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,336.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,358.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,1295.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8212a7fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,810.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,244.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,1990.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,3612.0,0.0,0.0,0.0,0.0,0.0
8212d7fffffffff,2300.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,6511.0,0.0,0.0,0.0,0.0,0.0
8212e7fffffffff,366.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,1990.0,0.0,0.0,0.0,0.0,0.0
8212f7fffffffff,723.0,0.0,0.0,0.0,0.0,0.0
821307fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821357fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,1822.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,635.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,163.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,299.0,0.0,0.0,0.0,0.0,0.0
8213a7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8213affffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,117.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,602.0,0.0,0.0,0.0,0.0,0.0
821ab7fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
821b8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,96.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,368.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,1978.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,4067.0,0.0,0.0,0.0,0.0,0.0
822617fffffffff,1028.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,846.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,8514.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,10447.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,2184.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,11762.0,0.0,0.0,0.0,0.0,0.0
82264ffffffffff,7669.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,13126.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,5297.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,33964.0,0.0,0.0,0.0,0.0,0.0
82266ffffffffff,11174.0,0.0,0.0,0.0,0.0,0.0
822677fffffffff,4807.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,3738.0,0.0,0.0,0.0,0.0,0.0
82268ffffffffff,7888.0,0.0,0.0,0.0,0.0,0.0
822697fffffffff,3401.0,0.0,0.0,0.0,0.0,0.0
82269ffffffffff,1622.0,0.0,1.0,0.0,0.0,0.0
8226a7fffffffff,537.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,5342.0,0.0,0.0,0.0,0.0,0.0
8226b7fffffffff,676.0,0.0,0.0,0.0,0.0,0.0
8226c7fffffffff,627.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,2676.0,0.0,0.0,0.0,0.0,0.0
