cell_id,Pampusana beccarii,Pampusana beccarii beccarii,Pampusana beccarii [johannae Group]
8272a7fffffffff,86.0,0.0,0.0
8272b7fffffffff,1.0,0.0,0.0
8272dffffffffff,68.0,0.0,0.0
82739ffffffffff,1.0,0.0,0.0
827687fffffffff,2.0,0.0,0.0
82769ffffffffff,1.0,0.0,0.0
82779ffffffffff,2.0,0.0,0.0
829c87fffffffff,5.0,0.0,0.0
829c8ffffffffff,9.0,0.0,0.0
829c97fffffffff,11.0,0.0,0.0
829c9ffffffffff,26.0,0.0,0.0
829cd7fffffffff,4.0,0.0,0.0
829ec7fffffffff,5.0,0.0,0.0
829ed7fffffffff,19.0,0.0,0.0
