cell_id,Zapornia pusilla,Zapornia pusilla intermedia,Zapornia pusilla pusilla,Zapornia pusilla [palustris Group]
8214affffffffff,49.0,0.0,0.0,0.0
821597fffffffff,5.0,0.0,0.0,0.0
821e0ffffffffff,6.0,0.0,0.0,0.0
821e1ffffffffff,4.0,0.0,0.0,0.0
821eaffffffffff,1.0,0.0,0.0,0.0
821edffffffffff,5.0,0.0,0.0,0.0
821ef7fffffffff,3.0,0.0,0.0,0.0
82200ffffffffff,4.0,0.0,0.0,0.0
822407fffffffff,3.0,0.0,0.0,0.0
82242ffffffffff,8.0,0.0,0.0,0.0
822437fffffffff,2.0,0.0,0.0,0.0
82244ffffffffff,3.0,0.0,0.0,0.0
822467fffffffff,9.0,0.0,0.0,0.0
822517fffffffff,8.0,0.0,0.0,0.0
822547fffffffff,13.0,0.0,3.0,0.0
822c2ffffffffff,3.0,0.0,0.0,0.0
822c97fffffffff,8.0,0.0,0.0,0.0
822d97fffffffff,2.0,0.0,0.0,0.0
822da7fffffffff,1.0,0.0,0.0,0.0
822daffffffffff,1.0,0.0,0.0,0.0
822db7fffffffff,62.0,0.0,0.0,0.0
822ecffffffffff,2.0,0.0,0.0,0.0
823037fffffffff,8.0,0.0,1.0,0.0
82309ffffffffff,3.0,0.0,3.0,0.0
82316ffffffffff,1.0,0.0,0.0,0.0
823187fffffffff,1.0,0.0,0.0,0.0
8231affffffffff,32.0,0.0,2.0,0.0
823947fffffffff,4.0,0.0,0.0,0.0
823957fffffffff,2.0,0.0,0.0,0.0
823977fffffffff,5.0,0.0,0.0,0.0
823c37fffffffff,1.0,0.0,0.0,0.0
823c5ffffffffff,5.0,0.0,0.0,0.0
823c87fffffffff,1.0,0.0,0.0,0.0
823c8ffffffffff,5.0,0.0,0.0,0.0
823c97fffffffff,7.0,0.0,0.0,0.0
823c9ffffffffff,43.0,0.0,0.0,0.0
823cb7fffffffff,16.0,0.0,0.0,0.0
823cc7fffffffff,6.0,0.0,0.0,0.0
823ccffffffffff,6.0,0.0,0.0,0.0
823ce7fffffffff,2.0,0.0,0.0,0.0
823cf7fffffffff,297.0,0.0,0.0,0.0
823d07fffffffff,5.0,0.0,0.0,0.0
823d37fffffffff,2.0,0.0,0.0,0.0
823d87fffffffff,21.0,0.0,0.0,0.0
823d8ffffffffff,11.0,0.0,0.0,0.0
823da7fffffffff,96.0,0.0,0.0,0.0
823db7fffffffff,16.0,0.0,0.0,0.0
823e6ffffffffff,38.0,0.0,0.0,0.0
823f4ffffffffff,12.0,0.0,0.0,0.0
82411ffffffffff,16.0,0.0,0.0,0.0
824197fffffffff,1.0,0.0,1.0,0.0
8241a7fffffffff,9.0,0.0,0.0,0.0
8241b7fffffffff,30.0,0.0,1.0,0.0
82424ffffffffff,4.0,0.0,0.0,0.0
824257fffffffff,1.0,0.0,0.0,0.0
82426ffffffffff,15.0,0.0,0.0,0.0
8242c7fffffffff,124.0,0.0,0.0,0.0
8242cffffffffff,248.0,0.0,0.0,0.0
8242d7fffffffff,14.0,0.0,0.0,0.0
8242dffffffffff,219.0,0.0,0.0,0.0
82438ffffffffff,8.0,0.0,0.0,0.0
8243a7fffffffff,3.0,0.0,0.0,0.0
8243affffffffff,10.0,0.0,0.0,0.0
824b87fffffffff,9.0,0.0,1.0,0.0
824ba7fffffffff,83.0,0.0,2.0,0.0
824bb7fffffffff,8.0,0.0,0.0,0.0
82524ffffffffff,18.0,1.0,0.0,0.0
825417fffffffff,11.0,2.0,0.0,0.0
826007fffffffff,130.0,0.0,0.0,0.0
826017fffffffff,628.0,0.0,0.0,0.0
826027fffffffff,269.0,0.0,0.0,0.0
826037fffffffff,183.0,0.0,0.0,0.0
82608ffffffffff,60.0,0.0,0.0,0.0
82609ffffffffff,13.0,0.0,0.0,0.0
8260a7fffffffff,2.0,0.0,0.0,0.0
