cell_id,Zapornia pusilla,Zapornia pusilla intermedia,Zapornia pusilla pusilla,Zapornia pusilla [palustris Group]
8260affffffffff,38.0,0.0,0.0,0.0
8260b7fffffffff,96.0,0.0,0.0,0.0
826107fffffffff,8.0,0.0,0.0,0.0
82611ffffffffff,12.0,0.0,0.0,0.0
82618ffffffffff,159.0,0.0,0.0,0.0
8261affffffffff,4.0,0.0,0.0,0.0
826337fffffffff,6.0,2.0,0.0,0.0
82640ffffffffff,137.0,0.0,0.0,0.0
82642ffffffffff,4.0,0.0,0.0,0.0
82648ffffffffff,2.0,0.0,0.0,0.0
82649ffffffffff,4.0,0.0,0.0,0.0
8264a7fffffffff,22.0,0.0,1.0,0.0
8264e7fffffffff,7.0,0.0,0.0,0.0
826507fffffffff,1.0,0.0,0.0,0.0
826587fffffffff,5.0,0.0,0.0,0.0
82658ffffffffff,29.0,0.0,0.0,0.0
829457fffffffff,6.0,0.0,0.0,0.0
829487fffffffff,1.0,0.0,0.0,0.0
8294c7fffffffff,15.0,0.0,0.0,0.0
8294e7fffffffff,27.0,0.0,0.0,0.0
829697fffffffff,4.0,1.0,0.0,0.0
82969ffffffffff,1.0,0.0,0.0,0.0
82974ffffffffff,4.0,0.0,0.0,0.0
829c27fffffffff,1.0,0.0,0.0,0.0
829c2ffffffffff,1.0,0.0,0.0,0.0
829d0ffffffffff,2.0,0.0,0.0,0.0
829d27fffffffff,3.0,0.0,0.0,0.0
829d2ffffffffff,2.0,0.0,0.0,0.0
829d47fffffffff,25.0,0.0,0.0,0.0
829d4ffffffffff,8.0,0.0,0.0,0.0
829d6ffffffffff,2.0,0.0,0.0,0.0
82a217fffffffff,9.0,3.0,0.0,0.0
82a237fffffffff,17.0,6.0,0.0,0.0
82a31ffffffffff,4.0,2.0,0.0,0.0
82a39ffffffffff,82.0,7.0,0.0,0.0
82a71ffffffffff,1.0,0.0,0.0,0.0
82a727fffffffff,14.0,0.0,0.0,0.0
82ac97fffffffff,9.0,6.0,0.0,0.0
82b887fffffffff,14.0,0.0,0.0,0.0
82b917fffffffff,37.0,0.0,0.0,5.0
82b997fffffffff,1.0,0.0,0.0,0.0
82b99ffffffffff,3.0,0.0,0.0,0.0
82b9b7fffffffff,2.0,0.0,0.0,0.0
82bb0ffffffffff,11.0,0.0,0.0,0.0
82bb2ffffffffff,10.0,0.0,0.0,0.0
82bb57fffffffff,7.0,0.0,0.0,0.0
82bb77fffffffff,9.0,0.0,0.0,0.0
82bc8ffffffffff,15.0,0.0,0.0,0.0
82bce7fffffffff,3.0,3.0,0.0,0.0
82bcf7fffffffff,6.0,0.0,0.0,0.0
82be0ffffffffff,185.0,0.0,0.0,16.0
82be1ffffffffff,16.0,0.0,0.0,0.0
82be2ffffffffff,2.0,0.0,0.0,0.0
82be47fffffffff,49.0,0.0,0.0,3.0
82be4ffffffffff,48.0,0.0,0.0,2.0
82be57fffffffff,206.0,0.0,0.0,4.0
82be5ffffffffff,4.0,0.0,0.0,1.0
82be67fffffffff,454.0,0.0,0.0,65.0
82be6ffffffffff,11.0,0.0,0.0,0.0
82be77fffffffff,155.0,0.0,0.0,7.0
82be8ffffffffff,258.0,0.0,0.0,24.0
82beaffffffffff,68.0,0.0,0.0,0.0
82bec7fffffffff,8.0,0.0,0.0,0.0
82becffffffffff,20.0,0.0,0.0,0.0
82bee7fffffffff,22.0,0.0,0.0,0.0
82beeffffffffff,6.0,0.0,0.0,0.0
82bef7fffffffff,49.0,0.0,0.0,2.0
82c987fffffffff,2.0,0.0,0.0,0.0
82c997fffffffff,49.0,0.0,0.0,0.0
82da87fffffffff,54.0,0.0,0.0,0.0
82da8ffffffffff,4.0,0.0,0.0,0.0
82da97fffffffff,29.0,0.0,0.0,0.0
82daaffffffffff,7.0,0.0,0.0,0.0
82dab7fffffffff,2.0,0.0,0.0,0.0
