cell_id,Pachycephala philippinensis,Pachycephala philippinensis fallax,Pachycephala philippinensis illex,Pachycephala philippinensis [philippinensis Group]
824b97fffffffff,9.0,0.0,0.0,0.0
826847fffffffff,277.0,0.0,0.0,16.0
82684ffffffffff,230.0,0.0,0.0,10.0
826857fffffffff,30.0,0.0,0.0,8.0
82685ffffffffff,322.0,0.0,0.0,26.0
82686ffffffffff,30.0,0.0,0.0,0.0
826947fffffffff,7.0,0.0,0.0,0.0
82694ffffffffff,232.0,0.0,0.0,15.0
82696ffffffffff,11.0,0.0,0.0,2.0
