cell_id,Cistothorus platensis,Cistothorus platensis [elegans Group],Cistothorus platensis alticola,Cistothorus platensis aequatorialis,Cistothorus platensis graminicola,Cistothorus platensis minimus,Cistothorus platensis tucumanus,Cistothorus platensis platensis/polyglottus,Cistothorus platensis hornensis/falklandicus
82c357fffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c35ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c367fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c36ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c377fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce17fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce87fffffffff,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce8ffffffffff,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
82ce97fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce9ffffffffff,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82cea7fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ceaffffffffff,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
82cf17fffffffff,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
82cf87fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82cf8ffffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82cfa7fffffffff,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82cfaffffffffff,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82cfb7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82de67fffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
82de77fffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
82df47fffffffff,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82df4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82df5ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82df6ffffffffff,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
