cell_id,Anas crecca,Anas crecca crecca,Anas crecca carolinensis,Anas crecca crecca x carolinensis
840d5e7ffffffff,3.0,0.0,3.0,0.0
840d761ffffffff,3.0,0.0,3.0,0.0
840e003ffffffff,1.0,0.0,0.0,0.0
840e039ffffffff,2.0,0.0,0.0,0.0
840e45bffffffff,7.0,0.0,0.0,0.0
840e491ffffffff,1.0,1.0,0.0,0.0
840e497ffffffff,3.0,3.0,0.0,0.0
840e4dbffffffff,22.0,3.0,0.0,0.0
840e5adffffffff,5.0,0.0,0.0,0.0
840e5b3ffffffff,2.0,0.0,0.0,0.0
840e805ffffffff,23.0,0.0,16.0,2.0
840ec09ffffffff,1.0,0.0,0.0,0.0
840ec19ffffffff,94.0,0.0,1.0,0.0
840ec4dffffffff,2.0,0.0,0.0,0.0
840ec51ffffffff,2.0,0.0,0.0,0.0
840eca7ffffffff,21.0,0.0,4.0,0.0
840ecbdffffffff,1.0,0.0,1.0,0.0
840ecc1ffffffff,2.0,0.0,0.0,0.0
840ecc9ffffffff,28.0,0.0,0.0,0.0
840ee85ffffffff,4.0,0.0,0.0,0.0
840eea7ffffffff,98.0,0.0,0.0,0.0
840eeabffffffff,20.0,0.0,0.0,0.0
840eeb5ffffffff,43.0,0.0,0.0,0.0
840eeb9ffffffff,2.0,0.0,0.0,0.0
840eebdffffffff,9.0,0.0,0.0,0.0
840eed5ffffffff,1.0,0.0,0.0,0.0
840eee3ffffffff,3.0,0.0,0.0,0.0
840f5abffffffff,1.0,0.0,0.0,0.0
8412515ffffffff,3.0,0.0,3.0,0.0
8412591ffffffff,7.0,0.0,0.0,0.0
8412597ffffffff,7.0,0.0,2.0,0.0
84125a3ffffffff,2.0,0.0,2.0,0.0
84125a5ffffffff,2.0,0.0,2.0,0.0
84125d3ffffffff,1.0,0.0,0.0,0.0
84125d7ffffffff,1.0,0.0,0.0,0.0
8412805ffffffff,1.0,0.0,0.0,0.0
8412881ffffffff,2.0,0.0,2.0,0.0
8412893ffffffff,6.0,4.0,0.0,0.0
8412897ffffffff,1.0,0.0,1.0,0.0
841289bffffffff,10.0,2.0,0.0,1.0
84128abffffffff,2.0,0.0,2.0,0.0
84128d3ffffffff,3.0,0.0,0.0,0.0
84129bdffffffff,1.0,0.0,0.0,0.0
8412b01ffffffff,4.0,0.0,0.0,0.0
8412c11ffffffff,1.0,0.0,0.0,0.0
8412c39ffffffff,4.0,0.0,0.0,0.0
8412c3bffffffff,15.0,0.0,0.0,0.0
8412c93ffffffff,2.0,0.0,0.0,0.0
8412c97ffffffff,1.0,0.0,0.0,0.0
8412c9dffffffff,3.0,0.0,3.0,0.0
8412ca5ffffffff,1.0,0.0,0.0,0.0
8412cadffffffff,6.0,0.0,0.0,0.0
8412cbbffffffff,6.0,0.0,0.0,0.0
8412cc1ffffffff,51.0,34.0,13.0,2.0
8412cc9ffffffff,7.0,0.0,7.0,0.0
8412ccdffffffff,32.0,0.0,17.0,8.0
8412ce5ffffffff,2.0,0.0,0.0,0.0
8412d11ffffffff,2.0,2.0,0.0,0.0
8412d17ffffffff,8.0,8.0,0.0,0.0
8412d37ffffffff,4.0,4.0,0.0,0.0
8412d39ffffffff,1.0,0.0,0.0,0.0
8412d95ffffffff,2.0,0.0,2.0,0.0
8412d9dffffffff,4.0,0.0,4.0,0.0
8412da5ffffffff,2.0,0.0,2.0,0.0
8412db3ffffffff,2.0,0.0,0.0,0.0
8412dbdffffffff,2.0,0.0,0.0,0.0
8412dc9ffffffff,2.0,0.0,0.0,2.0
8412dd5ffffffff,1.0,0.0,0.0,0.0
8412ddbffffffff,4.0,0.0,0.0,0.0
8412ea3ffffffff,2.0,0.0,2.0,0.0
8412ea5ffffffff,1.0,0.0,0.0,0.0
8412ea9ffffffff,3.0,0.0,0.0,3.0
8412ec1ffffffff,1.0,0.0,0.0,0.0
8412f6dffffffff,6.0,0.0,0.0,0.0
8413529ffffffff,3.0,0.0,0.0,0.0
8413807ffffffff,10.0,0.0,10.0,0.0
8413829ffffffff,97.0,11.0,79.0,2.0
841382dffffffff,12.0,2.0,9.0,1.0
8413839ffffffff,11.0,0.0,9.0,0.0
841383dffffffff,12.0,0.0,12.0,0.0
8413861ffffffff,30.0,2.0,22.0,6.0
8413867ffffffff,13.0,0.0,11.0,0.0
8413885ffffffff,2.0,0.0,0.0,0.0
8413899ffffffff,2.0,0.0,0.0,0.0
8413911ffffffff,7.0,1.0,6.0,0.0
8413919ffffffff,3.0,0.0,3.0,0.0
841391dffffffff,3.0,0.0,3.0,0.0
8413933ffffffff,5.0,0.0,5.0,0.0
8413937ffffffff,2.0,0.0,2.0,0.0
84139e1ffffffff,28.0,0.0,22.0,0.0
84139edffffffff,15.0,0.0,13.0,0.0
8413b23ffffffff,2.0,0.0,2.0,0.0
8413b53ffffffff,2.0,0.0,2.0,0.0
8415927ffffffff,6.0,0.0,0.0,0.0
8415929ffffffff,4.0,3.0,0.0,0.0
841592bffffffff,4.0,1.0,0.0,0.0
841594dffffffff,3.0,0.0,0.0,0.0
8415b07ffffffff,2.0,0.0,0.0,0.0
8415b31ffffffff,1.0,0.0,0.0,0.0
8415b39ffffffff,2.0,0.0,0.0,0.0
8415b65ffffffff,3.0,3.0,0.0,0.0
8416507ffffffff,2.0,1.0,1.0,0.0
841653bffffffff,4.0,0.0,4.0,0.0
8416581ffffffff,8.0,0.0,8.0,0.0
84165e1ffffffff,1.0,0.0,1.0,0.0
8418053ffffffff,2.0,2.0,0.0,0.0
84180c9ffffffff,1.0,0.0,1.0,0.0
841823dffffffff,3.0,0.0,3.0,0.0
841828bffffffff,8.0,0.0,8.0,0.0
84182c9ffffffff,1.0,0.0,1.0,0.0
84182cbffffffff,39.0,0.0,39.0,0.0
84182d5ffffffff,2.0,0.0,2.0,0.0
84182e5ffffffff,3.0,0.0,3.0,0.0
8418443ffffffff,2.0,2.0,0.0,0.0
8418469ffffffff,2.0,0.0,2.0,0.0
841846bffffffff,2.0,2.0,0.0,0.0
8418495ffffffff,114.0,64.0,2.0,0.0
841849dffffffff,14.0,2.0,2.0,0.0
84184b1ffffffff,40.0,14.0,0.0,0.0
84184b7ffffffff,5.0,0.0,0.0,0.0
84184ddffffffff,6.0,0.0,0.0,0.0
8418597ffffffff,11.0,2.0,0.0,0.0
84185b1ffffffff,2.0,2.0,0.0,0.0
84185b5ffffffff,6.0,3.0,1.0,0.0
84185bbffffffff,27.0,9.0,3.0,0.0
84186c3ffffffff,4.0,0.0,0.0,0.0
84186dbffffffff,2.0,0.0,0.0,0.0
84186edffffffff,2.0,0.0,2.0,0.0
841870dffffffff,10.0,0.0,10.0,0.0
8418743ffffffff,1.0,0.0,1.0,0.0
8419013ffffffff,9.0,0.0,0.0,0.0
841901bffffffff,7.0,0.0,3.0,0.0
84190bbffffffff,6.0,0.0,6.0,0.0
84190e3ffffffff,8.0,0.0,0.0,0.0
84190e9ffffffff,5.0,0.0,0.0,0.0
84192b7ffffffff,2.0,2.0,0.0,0.0
84192bbffffffff,1.0,0.0,1.0,0.0
8419401ffffffff,4.0,0.0,4.0,0.0
8419405ffffffff,13.0,5.0,8.0,0.0
841940dffffffff,1.0,0.0,0.0,0.0
8419411ffffffff,10.0,3.0,7.0,0.0
8419413ffffffff,16.0,6.0,9.0,0.0
8419421ffffffff,17.0,17.0,0.0,0.0
8419423ffffffff,4.0,2.0,0.0,0.0
8419427ffffffff,2.0,2.0,0.0,0.0
8419429ffffffff,3.0,3.0,0.0,0.0
841942bffffffff,8.0,7.0,1.0,0.0
8419433ffffffff,2.0,0.0,2.0,0.0
8419435ffffffff,8.0,6.0,2.0,0.0
8419437ffffffff,1.0,0.0,1.0,0.0
841943dffffffff,3.0,3.0,0.0,0.0
8419465ffffffff,2.0,0.0,2.0,0.0
84194a5ffffffff,6.0,5.0,1.0,0.0
84194abffffffff,3.0,0.0,3.0,0.0
84194adffffffff,5.0,2.0,0.0,0.0
84194bbffffffff,2.0,2.0,0.0,0.0
84194c5ffffffff,9.0,7.0,2.0,0.0
84194e3ffffffff,4.0,2.0,0.0,0.0
84194e7ffffffff,6.0,3.0,1.0,0.0
84194edffffffff,1.0,0.0,1.0,0.0
8419507ffffffff,5.0,0.0,5.0,0.0
8419509ffffffff,3.0,0.0,3.0,0.0
8419511ffffffff,3.0,0.0,3.0,0.0
8419513ffffffff,8.0,6.0,2.0,0.0
8419519ffffffff,6.0,0.0,6.0,0.0
8419543ffffffff,3.0,0.0,3.0,0.0
8419557ffffffff,1.0,1.0,0.0,0.0
8419581ffffffff,1.0,0.0,1.0,0.0
8419583ffffffff,5.0,0.0,5.0,0.0
8419587ffffffff,1.0,0.0,1.0,0.0
8419597ffffffff,4.0,0.0,4.0,0.0
84195bbffffffff,1.0,0.0,1.0,0.0
84195c1ffffffff,2.0,0.0,2.0,0.0
84195c9ffffffff,8.0,8.0,0.0,0.0
84195cbffffffff,2.0,2.0,0.0,0.0
84195d1ffffffff,11.0,3.0,0.0,0.0
84195d3ffffffff,2.0,0.0,0.0,0.0
84195d5ffffffff,24.0,9.0,0.0,0.0
84195d7ffffffff,2.0,2.0,0.0,0.0
8419689ffffffff,2.0,0.0,0.0,0.0
8419695ffffffff,6.0,4.0,0.0,0.0
8419697ffffffff,6.0,0.0,6.0,0.0
8419699ffffffff,2.0,0.0,0.0,0.0
841969dffffffff,9.0,4.0,0.0,0.0
84196bbffffffff,4.0,2.0,2.0,0.0
84196d9ffffffff,6.0,4.0,0.0,0.0
84196dbffffffff,3.0,1.0,0.0,0.0
84196ddffffffff,5.0,0.0,0.0,0.0
8419721ffffffff,1.0,0.0,1.0,0.0
8419727ffffffff,2.0,0.0,2.0,0.0
8419729ffffffff,1.0,0.0,0.0,0.0
8419733ffffffff,3.0,1.0,2.0,0.0
841973bffffffff,14.0,3.0,11.0,0.0
8419767ffffffff,2.0,0.0,2.0,0.0
841a849ffffffff,6.0,0.0,0.0,0.0
841aa05ffffffff,4.0,2.0,1.0,0.0
841aa07ffffffff,169.0,93.0,19.0,8.0
841aa21ffffffff,25.0,0.0,2.0,0.0
841aa23ffffffff,2.0,0.0,0.0,0.0
841aa2bffffffff,7.0,0.0,2.0,0.0
841aa35ffffffff,6.0,2.0,1.0,0.0
841aa3dffffffff,1.0,1.0,0.0,0.0
841aa4dffffffff,36.0,0.0,4.0,0.0
841aa6bffffffff,1.0,0.0,0.0,0.0
841ab0bffffffff,2.0,2.0,0.0,0.0
841ab4dffffffff,2.0,0.0,0.0,0.0
841b823ffffffff,6.0,2.0,2.0,0.0
841b839ffffffff,2.0,0.0,0.0,0.0
841b83dffffffff,4.0,0.0,0.0,0.0
841b869ffffffff,2.0,0.0,0.0,0.0
841b98dffffffff,4.0,0.0,0.0,0.0
841b999ffffffff,2.0,0.0,0.0,0.0
841b99bffffffff,4.0,0.0,0.0,0.0
841b9a5ffffffff,7.0,0.0,0.0,0.0
841b9a9ffffffff,20.0,0.0,0.0,0.0
841b9e3ffffffff,4.0,0.0,0.0,0.0
841b9e7ffffffff,1.0,0.0,0.0,0.0
841b9ebffffffff,6.0,0.0,2.0,0.0
841d32dffffffff,2.0,0.0,0.0,0.0
841e025ffffffff,1.0,0.0,0.0,0.0
841e041ffffffff,2.0,0.0,0.0,0.0
841e043ffffffff,4.0,0.0,0.0,0.0
841e059ffffffff,2.0,0.0,0.0,0.0
841e05bffffffff,12.0,2.0,0.0,0.0
841e061ffffffff,11.0,0.0,0.0,0.0
841e067ffffffff,16.0,0.0,0.0,0.0
841e085ffffffff,2.0,0.0,0.0,0.0
841e0a9ffffffff,1.0,0.0,0.0,0.0
841e0c3ffffffff,10.0,0.0,0.0,0.0
841e0e7ffffffff,1.0,0.0,1.0,0.0
841e103ffffffff,5.0,0.0,0.0,0.0
841e125ffffffff,4.0,2.0,0.0,0.0
841e195ffffffff,3.0,0.0,0.0,0.0
841e19dffffffff,2.0,0.0,0.0,0.0
841e1b3ffffffff,7.0,3.0,0.0,0.0
841e201ffffffff,1.0,0.0,0.0,0.0
841e205ffffffff,1.0,0.0,1.0,0.0
841e20dffffffff,4.0,3.0,0.0,0.0
841e237ffffffff,4.0,4.0,0.0,0.0
841e257ffffffff,1.0,0.0,0.0,0.0
841e269ffffffff,8.0,2.0,0.0,0.0
841e28dffffffff,2.0,0.0,0.0,0.0
841e2abffffffff,5.0,3.0,0.0,0.0
841e2e3ffffffff,2.0,0.0,0.0,0.0
841e307ffffffff,4.0,0.0,0.0,0.0
841e319ffffffff,2.0,0.0,0.0,0.0
841e31bffffffff,4.0,2.0,0.0,0.0
841e325ffffffff,2.0,0.0,2.0,0.0
841e327ffffffff,2.0,0.0,2.0,0.0
841e335ffffffff,1.0,0.0,0.0,0.0
841e339ffffffff,2.0,0.0,0.0,0.0
841e355ffffffff,9.0,0.0,0.0,0.0
841e58dffffffff,1.0,0.0,0.0,0.0
841e5e1ffffffff,3.0,0.0,0.0,0.0
841e615ffffffff,1.0,1.0,0.0,0.0
841e6a9ffffffff,6.0,0.0,0.0,0.0
841e6b3ffffffff,1.0,0.0,0.0,0.0
841e75dffffffff,2.0,0.0,0.0,0.0
841ea05ffffffff,2.0,0.0,0.0,0.0
841ea07ffffffff,2.0,0.0,0.0,0.0
841ea0bffffffff,6.0,4.0,0.0,0.0
841ea19ffffffff,5.0,0.0,0.0,0.0
841ea53ffffffff,10.0,0.0,0.0,0.0
841ea55ffffffff,2.0,0.0,0.0,0.0
841ea57ffffffff,1.0,1.0,0.0,0.0
841ea8dffffffff,2.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,11.0,0.0,0.0,0.0
841ec47ffffffff,3.0,0.0,0.0,0.0
841ec55ffffffff,2.0,0.0,0.0,0.0
841eca9ffffffff,1.0,0.0,0.0,0.0
841ecc9ffffffff,2.0,0.0,0.0,0.0
841eccbffffffff,5.0,0.0,0.0,0.0
841ece7ffffffff,9.0,0.0,0.0,0.0
841ede5ffffffff,1.0,1.0,0.0,0.0
841ee91ffffffff,2.0,2.0,0.0,0.0
841ee97ffffffff,2.0,2.0,0.0,0.0
841eeb7ffffffff,5.0,0.0,0.0,0.0
841ef01ffffffff,3.0,0.0,0.0,0.0
841f001ffffffff,10.0,7.0,0.0,0.0
841f009ffffffff,2.0,2.0,0.0,0.0
841f05bffffffff,2.0,0.0,2.0,0.0
841f09bffffffff,3.0,0.0,0.0,0.0
841f117ffffffff,1.0,0.0,1.0,0.0
841f143ffffffff,1.0,0.0,1.0,0.0
841f14dffffffff,6.0,0.0,0.0,0.0
841f1b3ffffffff,2.0,0.0,0.0,0.0
841f1bbffffffff,2.0,0.0,0.0,0.0
841f1dbffffffff,4.0,0.0,4.0,0.0
841f311ffffffff,2.0,2.0,0.0,0.0
841f31dffffffff,3.0,3.0,0.0,0.0
841f357ffffffff,2.0,0.0,2.0,0.0
841f35bffffffff,2.0,0.0,0.0,0.0
841f421ffffffff,8.0,0.0,0.0,0.0
841f48dffffffff,2.0,0.0,0.0,0.0
841f715ffffffff,1.0,0.0,0.0,0.0
841f821ffffffff,6.0,0.0,0.0,0.0
841f827ffffffff,3.0,3.0,0.0,0.0
841f839ffffffff,1.0,0.0,0.0,0.0
841f83bffffffff,6.0,0.0,0.0,0.0
841f895ffffffff,2.0,2.0,0.0,0.0
841f8e1ffffffff,4.0,0.0,0.0,0.0
841f8e9ffffffff,32.0,2.0,0.0,0.0
841f8ebffffffff,2.0,0.0,0.0,0.0
841f91dffffffff,3.0,1.0,0.0,0.0
841f981ffffffff,9.0,0.0,0.0,0.0
841f9abffffffff,1.0,0.0,0.0,0.0
841fa35ffffffff,2.0,0.0,0.0,0.0
841faadffffffff,17.0,0.0,0.0,0.0
841fac7ffffffff,1.0,0.0,0.0,0.0
841faddffffffff,7.0,0.0,0.0,0.0
841fae1ffffffff,2.0,2.0,0.0,0.0
841fae3ffffffff,2.0,2.0,0.0,0.0
841fb11ffffffff,2.0,2.0,0.0,0.0
841fb13ffffffff,2.0,0.0,0.0,0.0
841fb17ffffffff,2.0,0.0,0.0,0.0
841fb2dffffffff,6.0,0.0,0.0,0.0
841fb47ffffffff,6.0,4.0,0.0,0.0
84208c7ffffffff,1.0,0.0,0.0,0.0
842099bffffffff,6.0,6.0,0.0,0.0
8420b3bffffffff,2.0,2.0,0.0,0.0
8420f59ffffffff,4.0,3.0,0.0,0.0
8421567ffffffff,2.0,2.0,0.0,0.0
8421981ffffffff,1.0,1.0,0.0,0.0
84225a5ffffffff,109.0,38.0,42.0,11.0
8422d0bffffffff,14.0,10.0,0.0,0.0
8422db7ffffffff,24.0,2.0,0.0,1.0
8422e9bffffffff,21.0,4.0,14.0,0.0
8424003ffffffff,1.0,1.0,0.0,0.0
842400bffffffff,1.0,1.0,0.0,0.0
842400dffffffff,5.0,5.0,0.0,0.0
8424037ffffffff,2.0,2.0,0.0,0.0
8424047ffffffff,11.0,11.0,0.0,0.0
842406bffffffff,2.0,2.0,0.0,0.0
8424211ffffffff,5.0,5.0,0.0,0.0
8424213ffffffff,26.0,26.0,0.0,0.0
8424247ffffffff,4.0,4.0,0.0,0.0
8424265ffffffff,3.0,3.0,0.0,0.0
842426bffffffff,6.0,6.0,0.0,0.0
84242a9ffffffff,1.0,1.0,0.0,0.0
84242adffffffff,2.0,2.0,0.0,0.0
84242c3ffffffff,6.0,6.0,0.0,0.0
84242d3ffffffff,2.0,2.0,0.0,0.0
84242d5ffffffff,1.0,0.0,0.0,0.0
8424311ffffffff,2.0,2.0,0.0,0.0
8424313ffffffff,3.0,3.0,0.0,0.0
84244b1ffffffff,2.0,2.0,0.0,0.0
84244c1ffffffff,6.0,6.0,0.0,0.0
8424529ffffffff,4.0,4.0,0.0,0.0
8424601ffffffff,4.0,4.0,0.0,0.0
842460bffffffff,1.0,0.0,0.0,0.0
842460dffffffff,25.0,18.0,0.0,0.0
8424625ffffffff,1.0,1.0,0.0,0.0
8424633ffffffff,2.0,0.0,0.0,0.0
8424663ffffffff,5.0,4.0,0.0,0.0
8424667ffffffff,1.0,0.0,0.0,0.0
842466bffffffff,4.0,4.0,0.0,0.0
84246c1ffffffff,3.0,0.0,0.0,0.0
84246c3ffffffff,3.0,0.0,0.0,0.0
84246cdffffffff,3.0,0.0,0.0,0.0
84246d9ffffffff,2.0,0.0,0.0,0.0
84246ddffffffff,2.0,0.0,0.0,0.0
8424757ffffffff,3.0,0.0,0.0,0.0
8424759ffffffff,2.0,0.0,0.0,0.0
842475dffffffff,3.0,0.0,0.0,0.0
84250d5ffffffff,4.0,4.0,0.0,0.0
8425105ffffffff,2.0,2.0,0.0,0.0
8425115ffffffff,12.0,12.0,0.0,0.0
8425123ffffffff,6.0,6.0,0.0,0.0
8425131ffffffff,3.0,3.0,0.0,0.0
8425161ffffffff,4.0,4.0,0.0,0.0
8425505ffffffff,4.0,4.0,0.0,0.0
84255a3ffffffff,2.0,2.0,0.0,0.0
84255a7ffffffff,10.0,10.0,0.0,0.0
84255b7ffffffff,18.0,9.0,0.0,0.0
8425acbffffffff,6.0,3.0,0.0,0.0
8425ae9ffffffff,3.0,3.0,0.0,0.0
842600bffffffff,2.0,0.0,0.0,0.0
8426017ffffffff,2.0,0.0,2.0,0.0
842602bffffffff,3.0,0.0,3.0,0.0
8426039ffffffff,2.0,0.0,0.0,0.0
8426041ffffffff,2.0,0.0,0.0,0.0
8426085ffffffff,2.0,0.0,0.0,0.0
8426095ffffffff,2.0,0.0,0.0,0.0
84260a1ffffffff,12.0,0.0,11.0,0.0
84260a3ffffffff,3.0,0.0,2.0,0.0
84260a7ffffffff,2.0,0.0,2.0,0.0
84260adffffffff,2.0,0.0,2.0,0.0
84260b1ffffffff,2.0,0.0,2.0,0.0
84260b9ffffffff,85.0,0.0,25.0,0.0
84260d9ffffffff,2.0,0.0,0.0,0.0
84260e7ffffffff,3.0,0.0,3.0,0.0
84260ebffffffff,8.0,0.0,2.0,0.0
842615bffffffff,2.0,0.0,0.0,0.0
842619dffffffff,4.0,0.0,4.0,0.0
84261adffffffff,2.0,0.0,0.0,0.0
84261d9ffffffff,2.0,0.0,2.0,0.0
8426205ffffffff,16.0,0.0,0.0,0.0
842620dffffffff,2.0,0.0,0.0,0.0
8426219ffffffff,2.0,0.0,2.0,0.0
842621bffffffff,10.0,0.0,2.0,0.0
842621dffffffff,2.0,0.0,0.0,0.0
8426231ffffffff,2.0,0.0,0.0,0.0
8426233ffffffff,1.0,0.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0,0.0
8426257ffffffff,8.0,0.0,0.0,0.0
8426259ffffffff,3.0,0.0,0.0,0.0
8426269ffffffff,2.0,0.0,0.0,0.0
8426291ffffffff,2.0,0.0,0.0,0.0
84262b3ffffffff,6.0,0.0,0.0,0.0
84262c1ffffffff,4.0,0.0,0.0,0.0
84262c3ffffffff,1.0,0.0,0.0,0.0
84262c9ffffffff,3.0,0.0,0.0,0.0
84262cdffffffff,16.0,0.0,4.0,0.0
84262dbffffffff,2.0,0.0,0.0,0.0
84262e3ffffffff,3.0,0.0,0.0,0.0
8426345ffffffff,3.0,0.0,0.0,0.0
8426405ffffffff,3.0,0.0,0.0,0.0
842640dffffffff,11.0,0.0,3.0,0.0
8426415ffffffff,11.0,0.0,0.0,0.0
8426417ffffffff,8.0,0.0,2.0,0.0
8426425ffffffff,4.0,0.0,0.0,0.0
8426437ffffffff,2.0,0.0,0.0,0.0
8426443ffffffff,1.0,0.0,0.0,0.0
8426459ffffffff,1.0,0.0,0.0,0.0
8426461ffffffff,59.0,0.0,11.0,0.0
8426463ffffffff,8.0,0.0,0.0,0.0
842646bffffffff,80.0,0.0,5.0,0.0
8426481ffffffff,12.0,0.0,0.0,0.0
8426483ffffffff,2.0,0.0,0.0,0.0
8426487ffffffff,2.0,0.0,0.0,0.0
8426489ffffffff,5.0,0.0,0.0,0.0
842648dffffffff,2.0,0.0,0.0,0.0
8426493ffffffff,44.0,0.0,2.0,0.0
8426497ffffffff,11.0,0.0,0.0,0.0
842649bffffffff,6.0,0.0,2.0,0.0
84264adffffffff,22.0,0.0,0.0,0.0
84264b7ffffffff,2.0,0.0,0.0,0.0
84264b9ffffffff,1.0,0.0,0.0,0.0
84264bbffffffff,2.0,0.0,0.0,0.0
84264c3ffffffff,2.0,0.0,2.0,0.0
84264c7ffffffff,10.0,0.0,2.0,0.0
84264cbffffffff,4.0,0.0,2.0,0.0
84264d1ffffffff,7.0,0.0,0.0,0.0
84264d7ffffffff,2.0,0.0,0.0,0.0
84264d9ffffffff,10.0,0.0,1.0,0.0
84264dbffffffff,3.0,0.0,0.0,0.0
84264ddffffffff,4.0,0.0,0.0,0.0
84264e1ffffffff,8.0,0.0,0.0,0.0
84264e3ffffffff,2.0,0.0,0.0,0.0
84264e5ffffffff,46.0,0.0,2.0,0.0
84264edffffffff,9.0,0.0,0.0,0.0
8426505ffffffff,2.0,0.0,0.0,0.0
8426519ffffffff,1.0,0.0,0.0,0.0
8426521ffffffff,8.0,0.0,1.0,0.0
842652bffffffff,23.0,0.0,9.0,0.0
8426531ffffffff,15.0,0.0,0.0,0.0
8426533ffffffff,4.0,0.0,0.0,0.0
842653dffffffff,2.0,0.0,0.0,0.0
8426547ffffffff,7.0,0.0,0.0,0.0
842654bffffffff,3.0,0.0,0.0,0.0
842654dffffffff,2.0,0.0,0.0,0.0
8426551ffffffff,8.0,0.0,0.0,0.0
8426555ffffffff,128.0,0.0,0.0,0.0
842655dffffffff,4.0,0.0,0.0,0.0
8426561ffffffff,1.0,0.0,0.0,0.0
8426565ffffffff,10.0,0.0,2.0,0.0
842656dffffffff,2.0,0.0,0.0,0.0
8426583ffffffff,2.0,0.0,0.0,0.0
8426593ffffffff,1.0,0.0,0.0,0.0
842659bffffffff,24.0,0.0,2.0,0.0
842659dffffffff,2.0,0.0,2.0,0.0
84265a3ffffffff,14.0,0.0,5.0,0.0
84265a7ffffffff,6.0,0.0,6.0,0.0
84265b1ffffffff,5.0,0.0,2.0,0.0
84265b9ffffffff,78.0,0.0,10.0,0.0
84265d9ffffffff,142.0,0.0,2.0,0.0
84265dbffffffff,20.0,0.0,0.0,0.0
8426609ffffffff,1.0,0.0,0.0,0.0
842660bffffffff,6.0,0.0,0.0,0.0
8426629ffffffff,3.0,0.0,0.0,0.0
842663dffffffff,11.0,0.0,0.0,0.0
8426641ffffffff,43.0,0.0,8.0,0.0
