cell_id,Pyrrhula pyrrhula,Pyrrhula pyrrhula [pyrrhula Group],Pyrrhula pyrrhula [griseiventris Group]
8419533ffffffff,4.0,4.0,0.0
841953bffffffff,47.0,4.0,0.0
8419541ffffffff,3.0,0.0,0.0
8419543ffffffff,14.0,0.0,0.0
8419547ffffffff,11.0,2.0,0.0
8419549ffffffff,4.0,0.0,0.0
841954bffffffff,2.0,0.0,0.0
841954dffffffff,4.0,0.0,0.0
8419551ffffffff,3.0,3.0,0.0
8419553ffffffff,10.0,2.0,0.0
8419555ffffffff,30.0,8.0,0.0
8419557ffffffff,136.0,34.0,0.0
8419559ffffffff,9.0,2.0,0.0
841955bffffffff,7.0,0.0,0.0
841955dffffffff,17.0,9.0,0.0
8419567ffffffff,3.0,0.0,0.0
8419569ffffffff,2.0,0.0,0.0
841956bffffffff,4.0,0.0,0.0
841956dffffffff,4.0,0.0,0.0
8419581ffffffff,55.0,1.0,0.0
8419583ffffffff,30.0,0.0,0.0
8419585ffffffff,33.0,2.0,0.0
8419587ffffffff,17.0,0.0,0.0
8419589ffffffff,43.0,2.0,0.0
841958bffffffff,28.0,2.0,0.0
841958dffffffff,4.0,0.0,0.0
8419591ffffffff,417.0,11.0,0.0
8419593ffffffff,19.0,0.0,0.0
8419595ffffffff,48.0,0.0,0.0
8419597ffffffff,114.0,2.0,0.0
8419599ffffffff,29.0,8.0,0.0
841959bffffffff,14.0,0.0,0.0
841959dffffffff,16.0,5.0,0.0
84195a1ffffffff,18.0,2.0,0.0
84195a3ffffffff,8.0,0.0,0.0
84195a5ffffffff,17.0,0.0,0.0
84195a9ffffffff,15.0,0.0,0.0
84195abffffffff,26.0,5.0,0.0
84195adffffffff,15.0,0.0,0.0
84195b1ffffffff,20.0,0.0,0.0
84195b5ffffffff,9.0,0.0,0.0
84195b7ffffffff,9.0,7.0,0.0
84195b9ffffffff,38.0,6.0,0.0
84195bbffffffff,41.0,2.0,0.0
84195bdffffffff,4.0,0.0,0.0
84195c1ffffffff,58.0,13.0,0.0
84195c3ffffffff,63.0,4.0,0.0
84195c5ffffffff,34.0,0.0,0.0
84195c7ffffffff,88.0,22.0,0.0
84195c9ffffffff,230.0,32.0,0.0
84195cbffffffff,107.0,2.0,0.0
84195cdffffffff,30.0,0.0,0.0
84195d1ffffffff,104.0,12.0,0.0
84195d3ffffffff,73.0,5.0,0.0
84195d5ffffffff,40.0,0.0,0.0
84195d7ffffffff,14.0,0.0,0.0
84195d9ffffffff,72.0,16.0,0.0
84195dbffffffff,53.0,2.0,0.0
84195ddffffffff,38.0,0.0,0.0
84195e1ffffffff,4.0,0.0,0.0
84195e3ffffffff,10.0,2.0,0.0
84195e5ffffffff,1.0,0.0,0.0
84195e7ffffffff,8.0,0.0,0.0
84195e9ffffffff,12.0,1.0,0.0
84195ebffffffff,6.0,2.0,0.0
84195edffffffff,10.0,0.0,0.0
8419683ffffffff,13.0,0.0,0.0
8419689ffffffff,2.0,0.0,0.0
8419691ffffffff,39.0,0.0,0.0
8419693ffffffff,36.0,0.0,0.0
8419699ffffffff,6.0,0.0,0.0
841969bffffffff,35.0,0.0,0.0
841969dffffffff,18.0,0.0,0.0
84196b1ffffffff,23.0,0.0,0.0
84196b3ffffffff,4.0,0.0,0.0
84196bbffffffff,2.0,0.0,0.0
84196d1ffffffff,6.0,0.0,0.0
84196d3ffffffff,26.0,0.0,0.0
84196d9ffffffff,14.0,0.0,0.0
84196dbffffffff,36.0,0.0,0.0
84196ddffffffff,2.0,0.0,0.0
8419721ffffffff,51.0,1.0,0.0
8419723ffffffff,109.0,4.0,0.0
8419725ffffffff,49.0,0.0,0.0
8419727ffffffff,159.0,3.0,0.0
8419729ffffffff,27.0,1.0,0.0
841972bffffffff,21.0,0.0,0.0
841972dffffffff,37.0,4.0,0.0
8419731ffffffff,12.0,3.0,0.0
8419733ffffffff,190.0,0.0,0.0
8419737ffffffff,11.0,0.0,0.0
8419739ffffffff,13.0,0.0,0.0
841973bffffffff,53.0,0.0,0.0
841973dffffffff,7.0,2.0,0.0
8419761ffffffff,10.0,0.0,0.0
8419763ffffffff,2.0,0.0,0.0
8419765ffffffff,14.0,1.0,0.0
8419767ffffffff,13.0,0.0,0.0
8419769ffffffff,1.0,0.0,0.0
841e001ffffffff,5.0,0.0,0.0
841e003ffffffff,2.0,0.0,0.0
841e005ffffffff,3.0,0.0,0.0
841e009ffffffff,1.0,0.0,0.0
841e011ffffffff,6.0,0.0,0.0
841e013ffffffff,6.0,0.0,0.0
841e019ffffffff,37.0,0.0,0.0
841e01bffffffff,14.0,0.0,0.0
841e01dffffffff,5.0,0.0,0.0
841e021ffffffff,5.0,0.0,0.0
841e023ffffffff,14.0,0.0,0.0
841e025ffffffff,6.0,0.0,0.0
841e027ffffffff,4.0,0.0,0.0
841e029ffffffff,10.0,0.0,0.0
841e02bffffffff,1.0,0.0,0.0
841e02dffffffff,25.0,8.0,0.0
841e031ffffffff,34.0,2.0,0.0
841e033ffffffff,2.0,0.0,0.0
841e035ffffffff,12.0,0.0,0.0
841e037ffffffff,36.0,2.0,0.0
841e039ffffffff,3.0,0.0,0.0
841e03bffffffff,2.0,0.0,0.0
841e03dffffffff,8.0,0.0,0.0
841e041ffffffff,42.0,0.0,0.0
841e043ffffffff,6.0,0.0,0.0
841e045ffffffff,32.0,0.0,0.0
841e047ffffffff,20.0,0.0,0.0
841e049ffffffff,201.0,0.0,0.0
841e04bffffffff,8.0,0.0,0.0
841e04dffffffff,8.0,0.0,0.0
841e051ffffffff,3.0,0.0,0.0
841e053ffffffff,27.0,0.0,0.0
841e055ffffffff,31.0,0.0,0.0
841e057ffffffff,5.0,0.0,0.0
841e059ffffffff,10.0,0.0,0.0
841e05bffffffff,21.0,0.0,0.0
841e05dffffffff,12.0,0.0,0.0
841e061ffffffff,50.0,0.0,0.0
841e063ffffffff,37.0,0.0,0.0
841e065ffffffff,3.0,0.0,0.0
841e067ffffffff,57.0,0.0,0.0
841e069ffffffff,62.0,0.0,0.0
841e06bffffffff,13.0,0.0,0.0
841e06dffffffff,8.0,0.0,0.0
841e085ffffffff,112.0,0.0,0.0
841e08dffffffff,5.0,0.0,0.0
841e093ffffffff,2.0,0.0,0.0
841e09bffffffff,4.0,0.0,0.0
841e0a1ffffffff,3.0,0.0,0.0
841e0a9ffffffff,95.0,0.0,0.0
841e0b5ffffffff,5.0,0.0,0.0
841e0c3ffffffff,5.0,0.0,0.0
841e0c5ffffffff,7.0,0.0,0.0
841e0c7ffffffff,2.0,0.0,0.0
841e0d9ffffffff,2.0,0.0,0.0
841e0ddffffffff,2.0,0.0,0.0
841e0e1ffffffff,15.0,0.0,0.0
841e0e3ffffffff,11.0,0.0,0.0
841e0e7ffffffff,37.0,0.0,0.0
841e0e9ffffffff,12.0,0.0,0.0
841e0ebffffffff,19.0,0.0,0.0
841e0edffffffff,11.0,0.0,0.0
841e103ffffffff,3.0,0.0,0.0
841e105ffffffff,2.0,0.0,0.0
841e109ffffffff,2.0,0.0,0.0
841e10bffffffff,5.0,0.0,0.0
841e111ffffffff,2.0,0.0,0.0
841e113ffffffff,6.0,2.0,0.0
841e117ffffffff,1.0,1.0,0.0
841e119ffffffff,2.0,0.0,0.0
841e11bffffffff,2.0,0.0,0.0
841e121ffffffff,25.0,0.0,0.0
841e123ffffffff,23.0,0.0,0.0
841e125ffffffff,1.0,0.0,0.0
841e127ffffffff,6.0,0.0,0.0
841e129ffffffff,33.0,0.0,0.0
841e12bffffffff,12.0,0.0,0.0
841e131ffffffff,10.0,2.0,0.0
841e135ffffffff,10.0,0.0,0.0
841e137ffffffff,3.0,0.0,0.0
841e139ffffffff,3.0,0.0,0.0
841e13dffffffff,4.0,0.0,0.0
841e141ffffffff,11.0,0.0,0.0
841e145ffffffff,9.0,0.0,0.0
841e14dffffffff,2.0,0.0,0.0
841e151ffffffff,22.0,0.0,0.0
841e155ffffffff,4.0,2.0,0.0
841e157ffffffff,2.0,0.0,0.0
841e15bffffffff,8.0,0.0,0.0
841e15dffffffff,1.0,0.0,0.0
841e161ffffffff,1.0,0.0,0.0
841e163ffffffff,33.0,0.0,0.0
841e165ffffffff,5.0,0.0,0.0
841e167ffffffff,46.0,0.0,0.0
841e169ffffffff,4.0,0.0,0.0
841e16bffffffff,2.0,0.0,0.0
841e16dffffffff,12.0,0.0,0.0
841e195ffffffff,5.0,0.0,0.0
841e19dffffffff,6.0,0.0,0.0
841e1b3ffffffff,16.0,0.0,0.0
841e1b7ffffffff,7.0,0.0,0.0
841e1b9ffffffff,1.0,0.0,0.0
841e1bbffffffff,3.0,0.0,0.0
841e1c5ffffffff,3.0,1.0,0.0
841e1cbffffffff,19.0,0.0,0.0
841e1d7ffffffff,2.0,0.0,0.0
841e1ddffffffff,2.0,0.0,0.0
841e1e9ffffffff,1.0,0.0,0.0
841e1edffffffff,6.0,0.0,0.0
841e201ffffffff,3.0,0.0,0.0
841e205ffffffff,10.0,0.0,0.0
841e20dffffffff,10.0,0.0,0.0
841e219ffffffff,2.0,0.0,0.0
841e21dffffffff,6.0,0.0,0.0
841e221ffffffff,5.0,0.0,0.0
841e223ffffffff,6.0,0.0,0.0
841e225ffffffff,72.0,0.0,0.0
841e227ffffffff,2.0,0.0,0.0
841e22dffffffff,55.0,0.0,0.0
841e231ffffffff,4.0,0.0,0.0
841e233ffffffff,27.0,0.0,0.0
841e237ffffffff,3.0,0.0,0.0
841e239ffffffff,9.0,0.0,0.0
841e23dffffffff,29.0,0.0,0.0
841e241ffffffff,1.0,0.0,0.0
841e243ffffffff,2.0,0.0,0.0
841e247ffffffff,1.0,0.0,0.0
841e24bffffffff,57.0,0.0,0.0
841e257ffffffff,5.0,0.0,0.0
841e259ffffffff,1.0,0.0,0.0
841e25dffffffff,4.0,0.0,0.0
841e261ffffffff,2.0,0.0,0.0
841e263ffffffff,2.0,0.0,0.0
841e265ffffffff,8.0,0.0,0.0
841e267ffffffff,13.0,0.0,0.0
841e281ffffffff,5.0,0.0,0.0
841e285ffffffff,3.0,0.0,0.0
841e287ffffffff,13.0,0.0,0.0
841e297ffffffff,1.0,0.0,0.0
841e299ffffffff,3.0,0.0,0.0
841e29dffffffff,1.0,0.0,0.0
841e2a1ffffffff,3.0,0.0,0.0
841e2a3ffffffff,17.0,0.0,0.0
841e2a5ffffffff,8.0,1.0,0.0
841e2a7ffffffff,1.0,0.0,0.0
841e2a9ffffffff,8.0,0.0,0.0
841e2abffffffff,1.0,0.0,0.0
841e2adffffffff,29.0,0.0,0.0
841e2b1ffffffff,5.0,0.0,0.0
841e2b5ffffffff,4.0,0.0,0.0
841e2b7ffffffff,18.0,0.0,0.0
841e2b9ffffffff,2.0,0.0,0.0
841e2bbffffffff,4.0,0.0,0.0
841e2bdffffffff,6.0,0.0,0.0
841e2c7ffffffff,6.0,0.0,0.0
841e2d1ffffffff,8.0,0.0,0.0
841e2e1ffffffff,4.0,0.0,0.0
841e2e5ffffffff,72.0,0.0,0.0
841e2e7ffffffff,35.0,0.0,0.0
841e2edffffffff,1.0,0.0,0.0
841e301ffffffff,6.0,0.0,0.0
841e303ffffffff,2.0,0.0,0.0
841e305ffffffff,13.0,0.0,0.0
841e307ffffffff,39.0,0.0,0.0
841e309ffffffff,17.0,0.0,0.0
841e30bffffffff,54.0,0.0,0.0
841e30dffffffff,14.0,0.0,0.0
841e311ffffffff,5.0,0.0,0.0
841e315ffffffff,1.0,0.0,0.0
841e317ffffffff,4.0,0.0,0.0
841e319ffffffff,14.0,0.0,0.0
841e31bffffffff,2.0,0.0,0.0
841e31dffffffff,2.0,0.0,0.0
841e325ffffffff,6.0,0.0,0.0
841e329ffffffff,21.0,3.0,0.0
841e32bffffffff,185.0,7.0,0.0
841e32dffffffff,12.0,0.0,0.0
841e331ffffffff,1.0,0.0,0.0
841e337ffffffff,2.0,0.0,0.0
841e339ffffffff,26.0,0.0,0.0
841e33bffffffff,2.0,0.0,0.0
841e33dffffffff,10.0,0.0,0.0
841e341ffffffff,30.0,2.0,0.0
841e345ffffffff,26.0,0.0,0.0
841e347ffffffff,9.0,0.0,0.0
841e349ffffffff,13.0,1.0,0.0
841e34bffffffff,70.0,0.0,0.0
841e34dffffffff,1.0,0.0,0.0
841e351ffffffff,70.0,0.0,0.0
841e353ffffffff,2.0,0.0,0.0
841e355ffffffff,94.0,0.0,0.0
841e357ffffffff,42.0,0.0,0.0
841e359ffffffff,27.0,0.0,0.0
841e35bffffffff,72.0,0.0,0.0
841e35dffffffff,6.0,0.0,0.0
841e361ffffffff,4.0,0.0,0.0
841e363ffffffff,8.0,0.0,0.0
841e365ffffffff,9.0,0.0,0.0
841e369ffffffff,8.0,0.0,0.0
841e36bffffffff,19.0,0.0,0.0
841e36dffffffff,4.0,0.0,0.0
841e425ffffffff,2.0,0.0,0.0
841e427ffffffff,23.0,0.0,0.0
841e465ffffffff,5.0,0.0,0.0
841e467ffffffff,3.0,0.0,0.0
841e4d9ffffffff,5.0,0.0,0.0
841e50dffffffff,2.0,0.0,0.0
841e513ffffffff,2.0,0.0,0.0
841e517ffffffff,3.0,0.0,0.0
841e519ffffffff,7.0,0.0,0.0
841e51bffffffff,12.0,0.0,0.0
841e525ffffffff,5.0,0.0,0.0
841e527ffffffff,15.0,0.0,0.0
841e529ffffffff,12.0,0.0,0.0
841e52dffffffff,2.0,0.0,0.0
841e537ffffffff,1.0,0.0,0.0
841e541ffffffff,1.0,0.0,0.0
841e553ffffffff,1.0,0.0,0.0
841e5c9ffffffff,2.0,0.0,0.0
841e5cdffffffff,2.0,0.0,0.0
841e601ffffffff,2.0,0.0,0.0
841e609ffffffff,10.0,0.0,0.0
841e615ffffffff,4.0,0.0,0.0
841e619ffffffff,2.0,0.0,0.0
841e631ffffffff,3.0,0.0,0.0
841e639ffffffff,40.0,0.0,0.0
841e63bffffffff,30.0,0.0,0.0
841e64bffffffff,1.0,0.0,0.0
841e669ffffffff,2.0,0.0,0.0
841e66bffffffff,4.0,0.0,0.0
841e6bbffffffff,2.0,0.0,0.0
841e6d9ffffffff,17.0,0.0,0.0
841e6e7ffffffff,2.0,0.0,0.0
841e725ffffffff,1.0,0.0,0.0
841e729ffffffff,2.0,0.0,0.0
841e731ffffffff,2.0,0.0,0.0
841e733ffffffff,3.0,0.0,0.0
841e745ffffffff,14.0,0.0,0.0
841e753ffffffff,2.0,0.0,0.0
841e755ffffffff,2.0,0.0,0.0
841e75dffffffff,5.0,0.0,0.0
841e761ffffffff,1.0,0.0,0.0
841e765ffffffff,2.0,0.0,0.0
841e767ffffffff,4.0,0.0,0.0
841e769ffffffff,16.0,0.0,0.0
841e76dffffffff,2.0,0.0,0.0
841e801ffffffff,3.0,0.0,0.0
841e81dffffffff,2.0,0.0,0.0
841e8a7ffffffff,2.0,0.0,0.0
841ea21ffffffff,2.0,0.0,0.0
841ea23ffffffff,2.0,0.0,0.0
841ea41ffffffff,4.0,2.0,0.0
841ea49ffffffff,2.0,0.0,0.0
841ea4bffffffff,1.0,0.0,0.0
841ea4dffffffff,3.0,2.0,0.0
841ea5dffffffff,1.0,0.0,0.0
841ea95ffffffff,1.0,0.0,0.0
841ea97ffffffff,2.0,0.0,0.0
841eabbffffffff,1.0,0.0,0.0
841eac3ffffffff,2.0,0.0,0.0
841eac5ffffffff,1.0,0.0,0.0
841eac9ffffffff,3.0,0.0,0.0
841eacdffffffff,4.0,0.0,0.0
841ead9ffffffff,4.0,0.0,0.0
841ec01ffffffff,43.0,0.0,0.0
841ec03ffffffff,3.0,0.0,0.0
841ec05ffffffff,13.0,0.0,0.0
841ec09ffffffff,37.0,0.0,0.0
841ec0dffffffff,8.0,0.0,0.0
841ec15ffffffff,14.0,0.0,0.0
841ec19ffffffff,4.0,0.0,0.0
841ec1dffffffff,4.0,0.0,0.0
841ec21ffffffff,33.0,0.0,0.0
841ec23ffffffff,17.0,0.0,0.0
841ec2bffffffff,5.0,0.0,0.0
841ec31ffffffff,2.0,0.0,0.0
841ec39ffffffff,118.0,0.0,0.0
841ec3bffffffff,5.0,0.0,0.0
841ec3dffffffff,4.0,0.0,0.0
841ec43ffffffff,3.0,0.0,0.0
841ec47ffffffff,60.0,0.0,0.0
841ec51ffffffff,3.0,0.0,0.0
841ec55ffffffff,5.0,0.0,0.0
841ec57ffffffff,6.0,0.0,0.0
841ec65ffffffff,2.0,0.0,0.0
841ec69ffffffff,2.0,0.0,0.0
841ec6bffffffff,5.0,0.0,0.0
841eca7ffffffff,12.0,0.0,0.0
841ecb5ffffffff,2.0,0.0,0.0
841ecddffffffff,1.0,0.0,0.0
841ed13ffffffff,2.0,0.0,0.0
841ed19ffffffff,2.0,0.0,0.0
841ed1bffffffff,1.0,0.0,0.0
841ed3dffffffff,1.0,0.0,0.0
841ed57ffffffff,1.0,0.0,0.0
841ee09ffffffff,1.0,0.0,0.0
841ee29ffffffff,2.0,0.0,0.0
841ee37ffffffff,15.0,0.0,0.0
841ee65ffffffff,13.0,0.0,0.0
841ee67ffffffff,4.0,0.0,0.0
841ee97ffffffff,3.0,0.0,0.0
841eea9ffffffff,2.0,0.0,0.0
841eeb7ffffffff,7.0,0.0,0.0
841ef01ffffffff,3.0,0.0,0.0
841ef0dffffffff,3.0,0.0,0.0
841ef19ffffffff,2.0,0.0,0.0
841ef1bffffffff,4.0,0.0,0.0
841ef1dffffffff,4.0,0.0,0.0
841ef27ffffffff,3.0,0.0,0.0
841ef37ffffffff,3.0,0.0,0.0
841ef43ffffffff,1.0,0.0,0.0
841ef45ffffffff,2.0,0.0,0.0
841ef47ffffffff,2.0,0.0,0.0
841ef59ffffffff,4.0,0.0,0.0
841ef63ffffffff,11.0,0.0,0.0
841ef69ffffffff,2.0,0.0,0.0
841f001ffffffff,28.0,17.0,0.0
841f007ffffffff,1.0,0.0,0.0
841f009ffffffff,2.0,2.0,0.0
841f00dffffffff,3.0,0.0,0.0
841f011ffffffff,2.0,0.0,0.0
841f017ffffffff,11.0,1.0,0.0
841f01dffffffff,1.0,0.0,0.0
841f025ffffffff,33.0,0.0,0.0
841f029ffffffff,54.0,0.0,0.0
841f02dffffffff,3.0,0.0,0.0
841f035ffffffff,5.0,0.0,0.0
841f037ffffffff,8.0,0.0,0.0
841f03bffffffff,12.0,0.0,0.0
841f041ffffffff,3.0,2.0,0.0
841f043ffffffff,5.0,1.0,0.0
841f045ffffffff,5.0,0.0,0.0
841f04dffffffff,9.0,2.0,0.0
841f051ffffffff,17.0,2.0,0.0
841f053ffffffff,3.0,0.0,0.0
841f055ffffffff,8.0,2.0,0.0
841f059ffffffff,17.0,4.0,0.0
841f05bffffffff,91.0,0.0,0.0
841f05dffffffff,5.0,3.0,0.0
841f061ffffffff,64.0,6.0,0.0
841f065ffffffff,3.0,0.0,0.0
841f067ffffffff,12.0,2.0,0.0
841f069ffffffff,11.0,0.0,0.0
841f06bffffffff,2.0,0.0,0.0
841f06dffffffff,3.0,2.0,0.0
841f087ffffffff,1.0,0.0,0.0
841f095ffffffff,2.0,0.0,0.0
841f09bffffffff,10.0,0.0,0.0
841f0a1ffffffff,2.0,0.0,0.0
841f0a3ffffffff,4.0,0.0,0.0
841f0a7ffffffff,1.0,0.0,0.0
841f0d1ffffffff,1.0,0.0,0.0
841f0d3ffffffff,5.0,0.0,0.0
841f0e7ffffffff,7.0,0.0,0.0
841f0edffffffff,1.0,0.0,0.0
841f101ffffffff,4.0,0.0,0.0
841f103ffffffff,72.0,0.0,0.0
841f105ffffffff,2.0,0.0,0.0
841f107ffffffff,2.0,0.0,0.0
841f10dffffffff,2.0,0.0,0.0
841f111ffffffff,3.0,0.0,0.0
841f117ffffffff,5.0,0.0,0.0
841f11bffffffff,2.0,0.0,0.0
841f11dffffffff,15.0,0.0,0.0
841f121ffffffff,9.0,0.0,0.0
841f125ffffffff,20.0,0.0,0.0
841f129ffffffff,7.0,0.0,0.0
841f12bffffffff,8.0,0.0,0.0
841f12dffffffff,138.0,0.0,0.0
841f131ffffffff,16.0,0.0,0.0
841f133ffffffff,10.0,2.0,0.0
841f135ffffffff,2.0,0.0,0.0
841f137ffffffff,133.0,5.0,0.0
841f139ffffffff,2.0,0.0,0.0
841f141ffffffff,3.0,0.0,0.0
841f143ffffffff,21.0,0.0,0.0
841f145ffffffff,10.0,0.0,0.0
841f147ffffffff,4.0,0.0,0.0
841f149ffffffff,6.0,0.0,0.0
841f14bffffffff,9.0,0.0,0.0
841f14dffffffff,2.0,0.0,0.0
841f151ffffffff,2.0,0.0,0.0
841f153ffffffff,8.0,2.0,0.0
841f155ffffffff,10.0,0.0,0.0
841f157ffffffff,4.0,0.0,0.0
841f15bffffffff,57.0,18.0,0.0
841f15dffffffff,2.0,0.0,0.0
841f161ffffffff,1.0,0.0,0.0
841f165ffffffff,6.0,0.0,0.0
841f167ffffffff,2.0,0.0,0.0
841f169ffffffff,5.0,0.0,0.0
841f16dffffffff,14.0,0.0,0.0
841f181ffffffff,2.0,0.0,0.0
841f183ffffffff,4.0,2.0,0.0
841f185ffffffff,1.0,0.0,0.0
841f189ffffffff,16.0,1.0,0.0
841f18bffffffff,5.0,0.0,0.0
841f193ffffffff,4.0,0.0,0.0
841f195ffffffff,33.0,0.0,0.0
841f199ffffffff,1.0,0.0,0.0
841f1a1ffffffff,17.0,14.0,0.0
841f1a5ffffffff,83.0,4.0,0.0
841f1a7ffffffff,2.0,2.0,0.0
841f1a9ffffffff,4.0,4.0,0.0
841f1b1ffffffff,3.0,0.0,0.0
841f1b3ffffffff,13.0,3.0,0.0
841f1b5ffffffff,2.0,0.0,0.0
841f1b7ffffffff,1.0,0.0,0.0
841f1b9ffffffff,2.0,0.0,0.0
841f1bbffffffff,1.0,0.0,0.0
841f1c3ffffffff,2.0,0.0,0.0
841f1c7ffffffff,5.0,2.0,0.0
841f1d1ffffffff,17.0,1.0,0.0
841f1d5ffffffff,48.0,5.0,0.0
841f1d9ffffffff,3.0,0.0,0.0
841f1dbffffffff,9.0,3.0,0.0
841f1ddffffffff,2.0,0.0,0.0
841f1e5ffffffff,5.0,4.0,0.0
841f1edffffffff,4.0,2.0,0.0
841f205ffffffff,5.0,0.0,0.0
841f207ffffffff,9.0,3.0,0.0
841f217ffffffff,3.0,0.0,0.0
841f221ffffffff,8.0,2.0,0.0
841f223ffffffff,1.0,0.0,0.0
841f225ffffffff,4.0,2.0,0.0
841f229ffffffff,9.0,0.0,0.0
841f22bffffffff,36.0,0.0,0.0
841f22dffffffff,15.0,0.0,0.0
841f231ffffffff,6.0,0.0,0.0
841f233ffffffff,31.0,14.0,0.0
841f237ffffffff,23.0,7.0,0.0
841f241ffffffff,1.0,1.0,0.0
841f245ffffffff,8.0,0.0,0.0
841f24bffffffff,20.0,2.0,0.0
841f251ffffffff,4.0,0.0,0.0
841f257ffffffff,6.0,0.0,0.0
841f25bffffffff,3.0,0.0,0.0
841f25dffffffff,26.0,5.0,0.0
841f265ffffffff,2.0,0.0,0.0
841f269ffffffff,4.0,0.0,0.0
841f26dffffffff,2.0,0.0,0.0
841f283ffffffff,24.0,0.0,0.0
841f29dffffffff,38.0,0.0,0.0
841f2a1ffffffff,2.0,0.0,0.0
841f2a3ffffffff,138.0,135.0,0.0
841f2a9ffffffff,13.0,0.0,0.0
841f2adffffffff,13.0,0.0,0.0
841f2c3ffffffff,2.0,0.0,0.0
841f2c9ffffffff,6.0,0.0,0.0
841f2cbffffffff,2.0,0.0,0.0
841f2cdffffffff,2.0,0.0,0.0
841f2d3ffffffff,4.0,0.0,0.0
841f2d7ffffffff,29.0,0.0,0.0
841f2dbffffffff,9.0,0.0,0.0
841f2e3ffffffff,1.0,0.0,0.0
841f2e5ffffffff,5.0,0.0,0.0
841f2e7ffffffff,1.0,0.0,0.0
841f2ebffffffff,2.0,0.0,0.0
841f2edffffffff,3.0,0.0,0.0
841f311ffffffff,3.0,0.0,0.0
841f313ffffffff,2.0,0.0,0.0
841f315ffffffff,5.0,0.0,0.0
841f317ffffffff,2.0,0.0,0.0
841f319ffffffff,2.0,1.0,0.0
841f31bffffffff,6.0,3.0,0.0
841f31dffffffff,3.0,2.0,0.0
841f327ffffffff,1.0,0.0,0.0
841f335ffffffff,4.0,0.0,0.0
841f337ffffffff,4.0,0.0,0.0
841f33bffffffff,3.0,2.0,0.0
841f33dffffffff,10.0,0.0,0.0
841f351ffffffff,7.0,3.0,0.0
841f355ffffffff,12.0,6.0,0.0
841f357ffffffff,9.0,9.0,0.0
841f35bffffffff,4.0,0.0,0.0
841f401ffffffff,2.0,0.0,0.0
841f403ffffffff,25.0,0.0,0.0
841f407ffffffff,8.0,0.0,0.0
841f40bffffffff,2.0,0.0,0.0
841f40dffffffff,4.0,0.0,0.0
841f413ffffffff,2.0,0.0,0.0
841f421ffffffff,8.0,0.0,0.0
841f423ffffffff,1.0,0.0,0.0
841f427ffffffff,8.0,0.0,0.0
841f433ffffffff,2.0,0.0,0.0
841f451ffffffff,4.0,0.0,0.0
841f453ffffffff,1.0,0.0,0.0
841f457ffffffff,2.0,0.0,0.0
841f46bffffffff,1.0,0.0,0.0
841f487ffffffff,2.0,0.0,0.0
841f4a1ffffffff,3.0,0.0,0.0
841f4a5ffffffff,2.0,0.0,0.0
841f4a9ffffffff,2.0,0.0,0.0
841f4adffffffff,4.0,0.0,0.0
841f4b1ffffffff,4.0,0.0,0.0
841f4c7ffffffff,3.0,0.0,0.0
841f4c9ffffffff,4.0,0.0,0.0
841f4cbffffffff,3.0,0.0,0.0
841f4dbffffffff,2.0,0.0,0.0
841f4e1ffffffff,62.0,0.0,0.0
841f4e3ffffffff,12.0,0.0,0.0
841f4e7ffffffff,6.0,0.0,0.0
841f4e9ffffffff,7.0,0.0,0.0
841f4ebffffffff,151.0,0.0,0.0
841f4edffffffff,7.0,0.0,0.0
841f50dffffffff,2.0,0.0,0.0
841f511ffffffff,26.0,4.0,0.0
841f513ffffffff,3.0,0.0,0.0
841f519ffffffff,19.0,0.0,0.0
841f51bffffffff,7.0,0.0,0.0
841f523ffffffff,15.0,0.0,0.0
841f525ffffffff,8.0,0.0,0.0
841f52bffffffff,1.0,0.0,0.0
841f535ffffffff,39.0,0.0,0.0
841f539ffffffff,3.0,0.0,0.0
841f53bffffffff,3.0,0.0,0.0
841f53dffffffff,16.0,0.0,0.0
841f553ffffffff,1.0,0.0,0.0
841f555ffffffff,3.0,0.0,0.0
841f55bffffffff,1.0,0.0,0.0
841f565ffffffff,13.0,0.0,0.0
841f567ffffffff,3.0,0.0,0.0
841f583ffffffff,3.0,0.0,0.0
841f587ffffffff,6.0,0.0,0.0
841f58bffffffff,1.0,0.0,0.0
841f5a9ffffffff,9.0,0.0,0.0
841f5adffffffff,18.0,0.0,0.0
841f5c1ffffffff,3.0,0.0,0.0
841f5c5ffffffff,50.0,0.0,0.0
841f5c7ffffffff,12.0,0.0,0.0
841f5cdffffffff,7.0,0.0,0.0
841f5e1ffffffff,19.0,0.0,0.0
841f5e3ffffffff,7.0,0.0,0.0
841f5e7ffffffff,2.0,0.0,0.0
841f5e9ffffffff,5.0,0.0,0.0
841f601ffffffff,14.0,0.0,0.0
841f603ffffffff,9.0,0.0,0.0
841f605ffffffff,3.0,0.0,0.0
841f607ffffffff,12.0,0.0,0.0
841f60bffffffff,7.0,0.0,0.0
841f60dffffffff,8.0,0.0,0.0
841f611ffffffff,4.0,0.0,0.0
841f61bffffffff,18.0,0.0,0.0
841f61dffffffff,5.0,0.0,0.0
841f631ffffffff,1.0,0.0,0.0
841f645ffffffff,8.0,0.0,0.0
841f659ffffffff,6.0,0.0,0.0
841f65dffffffff,8.0,0.0,0.0
841f661ffffffff,4.0,0.0,0.0
841f681ffffffff,3.0,0.0,0.0
841f6abffffffff,1.0,0.0,0.0
