cell_id,Myiozetetes similis,Myiozetetes similis [texensis Group],Myiozetetes similis [similis Group],Myiozetetes similis grandis
83a82cfffffffff,11.0,0.0,0.0,0.0
83a82dfffffffff,19.0,0.0,0.0,0.0
83a82efffffffff,6.0,0.0,0.0,0.0
83a831fffffffff,340.0,0.0,10.0,0.0
83a833fffffffff,161.0,0.0,9.0,0.0
83a835fffffffff,248.0,0.0,36.0,0.0
83a840fffffffff,16.0,0.0,0.0,0.0
83a841fffffffff,8.0,0.0,0.0,0.0
83a844fffffffff,10.0,0.0,0.0,0.0
83a846fffffffff,32.0,0.0,0.0,0.0
83a855fffffffff,6.0,0.0,0.0,0.0
83a860fffffffff,12.0,0.0,0.0,0.0
83a862fffffffff,5.0,0.0,0.0,0.0
83a864fffffffff,6.0,0.0,0.0,0.0
83a866fffffffff,5.0,0.0,0.0,0.0
83a873fffffffff,2.0,0.0,0.0,0.0
83a875fffffffff,6.0,0.0,0.0,0.0
83a876fffffffff,23.0,0.0,0.0,0.0
83a880fffffffff,200.0,0.0,4.0,0.0
83a881fffffffff,332.0,0.0,3.0,0.0
83a882fffffffff,100.0,0.0,13.0,0.0
83a883fffffffff,41.0,0.0,4.0,0.0
83a884fffffffff,275.0,0.0,3.0,0.0
83a885fffffffff,22.0,0.0,0.0,0.0
83a886fffffffff,66.0,0.0,0.0,0.0
83a888fffffffff,4.0,0.0,0.0,0.0
83a889fffffffff,9.0,0.0,0.0,0.0
83a88afffffffff,4.0,0.0,0.0,0.0
83a88bfffffffff,43.0,0.0,0.0,0.0
83a88cfffffffff,84.0,0.0,6.0,0.0
83a88dfffffffff,161.0,0.0,17.0,0.0
83a88efffffffff,51.0,0.0,4.0,0.0
83a891fffffffff,295.0,0.0,28.0,0.0
83a893fffffffff,2.0,0.0,0.0,0.0
83a895fffffffff,79.0,0.0,2.0,0.0
83a89afffffffff,2.0,0.0,0.0,0.0
83a89bfffffffff,4.0,0.0,0.0,0.0
83a89dfffffffff,5.0,0.0,0.0,0.0
83a89efffffffff,8.0,0.0,0.0,0.0
83a8a0fffffffff,737.0,0.0,6.0,0.0
83a8a1fffffffff,1761.0,0.0,62.0,0.0
83a8a2fffffffff,1044.0,0.0,32.0,0.0
83a8a3fffffffff,341.0,0.0,2.0,0.0
83a8a5fffffffff,264.0,0.0,25.0,0.0
83a8a8fffffffff,40.0,0.0,0.0,0.0
83a8a9fffffffff,284.0,0.0,36.0,0.0
83a8aafffffffff,74.0,0.0,0.0,0.0
83a8abfffffffff,18.0,0.0,0.0,0.0
83a8acfffffffff,266.0,0.0,14.0,0.0
83a8adfffffffff,71.0,0.0,0.0,0.0
83a8aefffffffff,139.0,0.0,0.0,0.0
83a8b1fffffffff,16.0,0.0,0.0,0.0
83a8c0fffffffff,11.0,0.0,0.0,0.0
83a8c2fffffffff,33.0,0.0,31.0,0.0
83a8c4fffffffff,4.0,0.0,0.0,0.0
83a8ccfffffffff,2.0,0.0,0.0,0.0
83a8d0fffffffff,9.0,0.0,0.0,0.0
83a8d1fffffffff,15.0,0.0,0.0,0.0
83a8d3fffffffff,3.0,0.0,0.0,0.0
83a8d4fffffffff,43.0,0.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0,0.0
83a8dafffffffff,9.0,0.0,0.0,0.0
83a8defffffffff,16.0,0.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0,0.0
83a8e6fffffffff,16.0,0.0,1.0,0.0
83a8eefffffffff,2.0,0.0,0.0,0.0
83a8f0fffffffff,9.0,0.0,0.0,0.0
83a8f1fffffffff,10.0,0.0,0.0,0.0
83a8f2fffffffff,2.0,0.0,0.0,0.0
83a8f4fffffffff,42.0,0.0,0.0,0.0
83a8f5fffffffff,20.0,0.0,0.0,0.0
83a8f6fffffffff,5.0,0.0,0.0,0.0
83a903fffffffff,2.0,0.0,0.0,0.0
83a90efffffffff,1.0,0.0,0.0,0.0
83a918fffffffff,11.0,0.0,1.0,0.0
83a919fffffffff,4.0,0.0,0.0,0.0
83a91bfffffffff,267.0,0.0,64.0,0.0
83a91dfffffffff,4.0,0.0,0.0,0.0
83a940fffffffff,10.0,0.0,0.0,0.0
83a942fffffffff,105.0,0.0,0.0,0.0
83a943fffffffff,210.0,0.0,0.0,0.0
83a944fffffffff,2.0,0.0,0.0,0.0
83a946fffffffff,220.0,0.0,0.0,0.0
83a94efffffffff,46.0,0.0,0.0,0.0
83a950fffffffff,141.0,0.0,0.0,0.0
83a951fffffffff,64.0,0.0,0.0,0.0
83a952fffffffff,71.0,0.0,0.0,0.0
83a953fffffffff,1954.0,0.0,0.0,0.0
83a954fffffffff,3.0,0.0,0.0,0.0
83a955fffffffff,92.0,0.0,0.0,0.0
83a956fffffffff,2.0,0.0,0.0,0.0
83a958fffffffff,8.0,0.0,0.0,0.0
83a959fffffffff,1.0,0.0,0.0,0.0
83a95afffffffff,144.0,0.0,0.0,0.0
83a95bfffffffff,38.0,0.0,0.0,0.0
83a95cfffffffff,114.0,0.0,0.0,0.0
83a95dfffffffff,29.0,0.0,0.0,0.0
83a95efffffffff,171.0,0.0,2.0,0.0
83a971fffffffff,1.0,0.0,0.0,0.0
83a973fffffffff,19.0,0.0,0.0,0.0
83a974fffffffff,1.0,0.0,0.0,0.0
83b324fffffffff,11.0,0.0,0.0,0.0
83b325fffffffff,79.0,0.0,0.0,0.0
83b366fffffffff,1.0,0.0,0.0,0.0
