cell_id,Pellorneum malaccense,Pellorneum malaccense malaccense,Pellorneum malaccense saturatum,Pellorneum malaccense poliogene
826507fffffffff,110.0,0.0,0.0,0.0
82651ffffffffff,45.0,0.0,0.0,0.0
826527fffffffff,64.0,0.0,0.0,0.0
