cell_id,Melozone leucotis,Melozone leucotis occipitalis,Melozone leucotis leucotis/nigrior
824537fffffffff,93.0,0.0,0.0
8266b7fffffffff,2519.0,0.0,0.0
826d07fffffffff,132.0,5.0,0.0
826d2ffffffffff,1881.0,36.0,0.0
826d67fffffffff,233.0,0.0,0.0
826d6ffffffffff,8794.0,0.0,50.0
826d77fffffffff,78.0,0.0,0.0
