cell_id,Ardea cinerea,Ardea cinerea cinerea/jouyi,Ardea cinerea firasa,Ardea cinerea monicae
830124fffffffff,2.0,0.0,0.0,0.0
830134fffffffff,1.0,0.0,0.0,0.0
830135fffffffff,12.0,0.0,0.0,0.0
830741fffffffff,21.0,0.0,0.0,0.0
830743fffffffff,22.0,0.0,0.0,0.0
830744fffffffff,14.0,0.0,0.0,0.0
830745fffffffff,7.0,0.0,0.0,0.0
830746fffffffff,9.0,0.0,0.0,0.0
83074efffffffff,3.0,0.0,0.0,0.0
830758fffffffff,4.0,0.0,0.0,0.0
83075dfffffffff,51.0,0.0,0.0,0.0
830762fffffffff,10.0,0.0,0.0,0.0
830763fffffffff,21.0,0.0,0.0,0.0
830773fffffffff,42.0,0.0,0.0,0.0
830800fffffffff,6.0,0.0,0.0,0.0
830802fffffffff,8.0,0.0,0.0,0.0
830806fffffffff,106.0,0.0,0.0,0.0
830810fffffffff,1.0,0.0,0.0,0.0
830811fffffffff,11.0,0.0,0.0,0.0
830813fffffffff,1.0,0.0,0.0,0.0
830814fffffffff,1.0,1.0,0.0,0.0
830815fffffffff,149.0,4.0,0.0,0.0
830819fffffffff,2.0,0.0,0.0,0.0
83081dfffffffff,3.0,0.0,0.0,0.0
830828fffffffff,2.0,0.0,0.0,0.0
830829fffffffff,9.0,0.0,0.0,0.0
83082afffffffff,4.0,0.0,0.0,0.0
83082bfffffffff,2.0,0.0,0.0,0.0
83082dfffffffff,1.0,0.0,0.0,0.0
830830fffffffff,12.0,0.0,0.0,0.0
830832fffffffff,20.0,0.0,0.0,0.0
830833fffffffff,24.0,0.0,0.0,0.0
830836fffffffff,83.0,2.0,0.0,0.0
830880fffffffff,67.0,0.0,0.0,0.0
830882fffffffff,33.0,0.0,0.0,0.0
830883fffffffff,60.0,0.0,0.0,0.0
830884fffffffff,23.0,0.0,0.0,0.0
830885fffffffff,12.0,0.0,0.0,0.0
830886fffffffff,670.0,0.0,0.0,0.0
830888fffffffff,92.0,24.0,0.0,0.0
83088afffffffff,9.0,0.0,0.0,0.0
83088bfffffffff,8.0,0.0,0.0,0.0
83088efffffffff,43.0,36.0,0.0,0.0
830890fffffffff,26.0,0.0,0.0,0.0
830893fffffffff,99.0,0.0,0.0,0.0
830895fffffffff,145.0,0.0,0.0,0.0
830896fffffffff,38.0,0.0,0.0,0.0
830898fffffffff,82.0,0.0,0.0,0.0
830899fffffffff,441.0,95.0,0.0,0.0
83089afffffffff,368.0,1.0,0.0,0.0
83089bfffffffff,84.0,1.0,0.0,0.0
83089cfffffffff,5.0,0.0,0.0,0.0
83089dfffffffff,178.0,3.0,0.0,0.0
83089efffffffff,155.0,0.0,0.0,0.0
8308a0fffffffff,2.0,0.0,0.0,0.0
8308a2fffffffff,2.0,0.0,0.0,0.0
8308a3fffffffff,2.0,0.0,0.0,0.0
8308a4fffffffff,7.0,1.0,0.0,0.0
8308a6fffffffff,22.0,5.0,0.0,0.0
8308adfffffffff,1.0,0.0,0.0,0.0
8308b0fffffffff,33.0,0.0,0.0,0.0
8308b1fffffffff,120.0,0.0,0.0,0.0
8308b3fffffffff,53.0,0.0,0.0,0.0
8308b4fffffffff,19.0,1.0,0.0,0.0
8308b5fffffffff,11.0,0.0,0.0,0.0
8308b6fffffffff,12.0,0.0,0.0,0.0
8308c1fffffffff,1.0,0.0,0.0,0.0
8308c2fffffffff,2.0,0.0,0.0,0.0
8308d1fffffffff,11.0,2.0,0.0,0.0
8308d4fffffffff,2.0,0.0,0.0,0.0
8308d5fffffffff,3.0,1.0,0.0,0.0
8308e5fffffffff,2.0,0.0,0.0,0.0
8308e9fffffffff,4.0,0.0,0.0,0.0
8308ecfffffffff,4.0,0.0,0.0,0.0
8308edfffffffff,102.0,0.0,0.0,0.0
8308f2fffffffff,10.0,10.0,0.0,0.0
83094bfffffffff,12.0,0.0,0.0,0.0
830958fffffffff,24.0,0.0,0.0,0.0
830959fffffffff,20.0,0.0,0.0,0.0
83095afffffffff,33.0,0.0,0.0,0.0
83095bfffffffff,6.0,0.0,0.0,0.0
830980fffffffff,66.0,0.0,0.0,0.0
830981fffffffff,31.0,0.0,0.0,0.0
830982fffffffff,119.0,4.0,0.0,0.0
830983fffffffff,3.0,0.0,0.0,0.0
830988fffffffff,5.0,0.0,0.0,0.0
830989fffffffff,18.0,0.0,0.0,0.0
83098afffffffff,3.0,0.0,0.0,0.0
83098bfffffffff,4.0,0.0,0.0,0.0
83098cfffffffff,12.0,0.0,0.0,0.0
83098dfffffffff,12.0,0.0,0.0,0.0
83098efffffffff,2.0,0.0,0.0,0.0
830990fffffffff,1.0,0.0,0.0,0.0
830991fffffffff,357.0,2.0,0.0,0.0
830998fffffffff,39.0,4.0,0.0,0.0
830999fffffffff,173.0,37.0,0.0,0.0
83099afffffffff,5.0,0.0,0.0,0.0
83099bfffffffff,116.0,2.0,0.0,0.0
83099efffffffff,32.0,0.0,0.0,0.0
8309a0fffffffff,31.0,0.0,0.0,0.0
8309a2fffffffff,2.0,0.0,0.0,0.0
8309a4fffffffff,166.0,25.0,0.0,0.0
8309a5fffffffff,2.0,0.0,0.0,0.0
8309a6fffffffff,35.0,3.0,0.0,0.0
8309aafffffffff,2.0,0.0,0.0,0.0
8309abfffffffff,12.0,0.0,0.0,0.0
830a33fffffffff,2.0,0.0,0.0,0.0
830b93fffffffff,4.0,0.0,0.0,0.0
830bb0fffffffff,6.0,0.0,0.0,0.0
831016fffffffff,13.0,0.0,0.0,0.0
831089fffffffff,3.0,0.0,0.0,0.0
831093fffffffff,2.0,0.0,0.0,0.0
831096fffffffff,3.0,0.0,0.0,0.0
83109cfffffffff,1.0,0.0,0.0,0.0
8310a1fffffffff,12.0,0.0,0.0,0.0
8310c0fffffffff,8.0,0.0,0.0,0.0
8310c2fffffffff,65.0,0.0,0.0,0.0
8310c3fffffffff,15.0,0.0,0.0,0.0
8310d0fffffffff,1.0,0.0,0.0,0.0
8310d2fffffffff,7.0,0.0,0.0,0.0
8310dcfffffffff,32.0,0.0,0.0,0.0
8310defffffffff,4.0,0.0,0.0,0.0
8310f0fffffffff,4.0,0.0,0.0,0.0
8310f2fffffffff,6.0,0.0,0.0,0.0
831100fffffffff,2.0,0.0,0.0,0.0
831101fffffffff,1.0,0.0,0.0,0.0
831103fffffffff,8.0,0.0,0.0,0.0
831105fffffffff,4.0,0.0,0.0,0.0
831106fffffffff,142.0,0.0,0.0,0.0
831113fffffffff,2.0,0.0,0.0,0.0
831115fffffffff,2.0,0.0,0.0,0.0
831116fffffffff,5.0,0.0,0.0,0.0
831119fffffffff,2.0,0.0,0.0,0.0
831122fffffffff,23.0,2.0,0.0,0.0
831123fffffffff,1.0,0.0,0.0,0.0
831124fffffffff,4.0,0.0,0.0,0.0
831125fffffffff,4.0,0.0,0.0,0.0
831126fffffffff,316.0,88.0,0.0,0.0
831130fffffffff,3.0,0.0,0.0,0.0
831131fffffffff,5.0,0.0,0.0,0.0
831134fffffffff,18.0,0.0,0.0,0.0
831135fffffffff,16.0,0.0,0.0,0.0
831136fffffffff,17.0,0.0,0.0,0.0
831180fffffffff,2.0,0.0,0.0,0.0
831181fffffffff,78.0,2.0,0.0,0.0
831182fffffffff,2.0,0.0,0.0,0.0
831183fffffffff,4.0,0.0,0.0,0.0
831185fffffffff,36.0,0.0,0.0,0.0
831189fffffffff,4.0,0.0,0.0,0.0
83118afffffffff,33.0,0.0,0.0,0.0
83118cfffffffff,284.0,21.0,0.0,0.0
83118efffffffff,99.0,7.0,0.0,0.0
831191fffffffff,12.0,0.0,0.0,0.0
83119dfffffffff,2.0,0.0,0.0,0.0
83119efffffffff,10.0,0.0,0.0,0.0
8311a4fffffffff,2.0,0.0,0.0,0.0
8311a6fffffffff,4.0,0.0,0.0,0.0
8311a8fffffffff,1.0,0.0,0.0,0.0
8311aafffffffff,196.0,8.0,0.0,0.0
8311abfffffffff,22.0,1.0,0.0,0.0
8311acfffffffff,2.0,0.0,0.0,0.0
8311aefffffffff,359.0,73.0,0.0,0.0
8311b0fffffffff,3.0,0.0,0.0,0.0
8311b3fffffffff,4.0,0.0,0.0,0.0
8311b4fffffffff,20.0,0.0,0.0,0.0
831485fffffffff,2.0,0.0,0.0,0.0
8314a8fffffffff,2.0,0.0,0.0,0.0
8314aefffffffff,211.0,0.0,0.0,0.0
8314b2fffffffff,5.0,0.0,0.0,0.0
8314c8fffffffff,2.0,0.0,0.0,0.0
8314d6fffffffff,2.0,0.0,0.0,0.0
83155dfffffffff,3.0,0.0,0.0,0.0
831586fffffffff,5.0,0.0,0.0,0.0
831590fffffffff,14.0,4.0,0.0,0.0
831591fffffffff,7.0,0.0,0.0,0.0
831592fffffffff,79.0,0.0,0.0,0.0
831594fffffffff,4.0,0.0,0.0,0.0
831595fffffffff,7.0,0.0,0.0,0.0
831598fffffffff,12.0,10.0,0.0,0.0
83159cfffffffff,6.0,0.0,0.0,0.0
8315b0fffffffff,1.0,0.0,0.0,0.0
8315b3fffffffff,46.0,0.0,0.0,0.0
8315b6fffffffff,6.0,0.0,0.0,0.0
831801fffffffff,173.0,10.0,0.0,0.0
831804fffffffff,3.0,0.0,0.0,0.0
831805fffffffff,183.0,23.0,0.0,0.0
83180cfffffffff,67.0,5.0,0.0,0.0
831820fffffffff,19.0,5.0,0.0,0.0
831821fffffffff,23.0,2.0,0.0,0.0
831823fffffffff,222.0,43.0,0.0,0.0
831825fffffffff,73.0,10.0,0.0,0.0
831828fffffffff,497.0,15.0,0.0,0.0
831829fffffffff,13.0,0.0,0.0,0.0
83182afffffffff,225.0,13.0,0.0,0.0
83182cfffffffff,1392.0,22.0,0.0,0.0
83182dfffffffff,11.0,0.0,0.0,0.0
83182efffffffff,485.0,161.0,0.0,0.0
831841fffffffff,2.0,0.0,0.0,0.0
831843fffffffff,3.0,0.0,0.0,0.0
831844fffffffff,136.0,21.0,0.0,0.0
831845fffffffff,190.0,5.0,0.0,0.0
831846fffffffff,177.0,14.0,0.0,0.0
831849fffffffff,3874.0,0.0,0.0,0.0
83184afffffffff,1117.0,8.0,0.0,0.0
83184bfffffffff,2232.0,15.0,0.0,0.0
83184cfffffffff,10.0,5.0,0.0,0.0
83184dfffffffff,196.0,5.0,0.0,0.0
83184efffffffff,1.0,1.0,0.0,0.0
831859fffffffff,242.0,0.0,0.0,0.0
83185bfffffffff,982.0,0.0,0.0,0.0
83185dfffffffff,1.0,0.0,0.0,0.0
831860fffffffff,49.0,4.0,0.0,0.0
831861fffffffff,6.0,0.0,0.0,0.0
831862fffffffff,127.0,4.0,0.0,0.0
831863fffffffff,62.0,1.0,0.0,0.0
831865fffffffff,48.0,2.0,0.0,0.0
831866fffffffff,8.0,0.0,0.0,0.0
831868fffffffff,29.0,8.0,0.0,0.0
831869fffffffff,35.0,12.0,0.0,0.0
83186afffffffff,266.0,15.0,0.0,0.0
83186bfffffffff,29.0,0.0,0.0,0.0
83186cfffffffff,517.0,3.0,0.0,0.0
83186dfffffffff,139.0,13.0,0.0,0.0
83186efffffffff,73.0,0.0,0.0,0.0
831870fffffffff,245.0,32.0,0.0,0.0
831871fffffffff,44.0,0.0,0.0,0.0
831872fffffffff,13.0,4.0,0.0,0.0
831873fffffffff,136.0,32.0,0.0,0.0
831874fffffffff,95.0,14.0,0.0,0.0
831875fffffffff,36.0,0.0,0.0,0.0
831876fffffffff,163.0,52.0,0.0,0.0
831901fffffffff,51.0,0.0,0.0,0.0
831908fffffffff,519.0,39.0,0.0,0.0
831909fffffffff,216.0,3.0,0.0,0.0
83190afffffffff,6.0,0.0,0.0,0.0
83190bfffffffff,146.0,11.0,0.0,0.0
83190cfffffffff,270.0,23.0,0.0,0.0
83190dfffffffff,350.0,43.0,0.0,0.0
83190efffffffff,191.0,25.0,0.0,0.0
831926fffffffff,15.0,0.0,0.0,0.0
831928fffffffff,71.0,1.0,0.0,0.0
831929fffffffff,44.0,1.0,0.0,0.0
83192afffffffff,30.0,9.0,0.0,0.0
83192bfffffffff,586.0,301.0,0.0,0.0
83192cfffffffff,30.0,0.0,0.0,0.0
831940fffffffff,638.0,69.0,0.0,0.0
831941fffffffff,2928.0,520.0,0.0,0.0
831942fffffffff,1953.0,487.0,0.0,0.0
831943fffffffff,2578.0,300.0,0.0,0.0
831946fffffffff,324.0,33.0,0.0,0.0
831948fffffffff,1273.0,209.0,0.0,0.0
831949fffffffff,48.0,6.0,0.0,0.0
83194afffffffff,2313.0,114.0,0.0,0.0
83194bfffffffff,250.0,49.0,0.0,0.0
83194cfffffffff,1426.0,190.0,0.0,0.0
83194dfffffffff,1055.0,179.0,0.0,0.0
83194efffffffff,3056.0,283.0,0.0,0.0
831950fffffffff,331.0,2.0,0.0,0.0
831951fffffffff,1031.0,140.0,0.0,0.0
831952fffffffff,274.0,27.0,0.0,0.0
831953fffffffff,242.0,57.0,0.0,0.0
831954fffffffff,115.0,6.0,0.0,0.0
831955fffffffff,433.0,104.0,0.0,0.0
831956fffffffff,220.0,131.0,0.0,0.0
831958fffffffff,678.0,29.0,0.0,0.0
831959fffffffff,1777.0,81.0,0.0,0.0
83195afffffffff,157.0,17.0,0.0,0.0
83195bfffffffff,638.0,58.0,0.0,0.0
83195cfffffffff,1395.0,203.0,0.0,0.0
83195dfffffffff,2776.0,258.0,0.0,0.0
83195efffffffff,177.0,12.0,0.0,0.0
831968fffffffff,754.0,9.0,0.0,0.0
831969fffffffff,2912.0,26.0,0.0,0.0
83196bfffffffff,816.0,10.0,0.0,0.0
83196cfffffffff,7.0,0.0,0.0,0.0
83196dfffffffff,1160.0,29.0,0.0,0.0
831972fffffffff,1055.0,65.0,0.0,0.0
831973fffffffff,810.0,49.0,0.0,0.0
831976fffffffff,182.0,1.0,0.0,0.0
831e00fffffffff,56.0,3.0,0.0,0.0
831e01fffffffff,55.0,0.0,0.0,0.0
831e02fffffffff,1118.0,86.0,0.0,0.0
831e03fffffffff,375.0,31.0,0.0,0.0
831e04fffffffff,1539.0,88.0,0.0,0.0
831e05fffffffff,555.0,2.0,0.0,0.0
831e06fffffffff,2198.0,68.0,0.0,0.0
831e08fffffffff,143.0,0.0,0.0,0.0
831e0afffffffff,887.0,2.0,0.0,0.0
831e0bfffffffff,19.0,0.0,0.0,0.0
831e0cfffffffff,293.0,0.0,0.0,0.0
831e0dfffffffff,7.0,0.0,0.0,0.0
831e0efffffffff,720.0,16.0,0.0,0.0
831e10fffffffff,114.0,0.0,0.0,0.0
831e11fffffffff,145.0,1.0,0.0,0.0
831e12fffffffff,796.0,0.0,0.0,0.0
831e13fffffffff,1090.0,34.0,0.0,0.0
831e14fffffffff,22.0,1.0,0.0,0.0
831e15fffffffff,91.0,7.0,0.0,0.0
831e16fffffffff,39.0,2.0,0.0,0.0
831e18fffffffff,90.0,1.0,0.0,0.0
831e19fffffffff,149.0,6.0,0.0,0.0
831e1afffffffff,10.0,0.0,0.0,0.0
831e1bfffffffff,1711.0,0.0,0.0,0.0
831e1cfffffffff,285.0,21.0,0.0,0.0
831e1dfffffffff,367.0,18.0,0.0,0.0
831e1efffffffff,45.0,5.0,0.0,0.0
831e20fffffffff,242.0,0.0,0.0,0.0
831e21fffffffff,81.0,0.0,0.0,0.0
831e22fffffffff,630.0,6.0,0.0,0.0
831e23fffffffff,128.0,0.0,0.0,0.0
831e24fffffffff,171.0,0.0,0.0,0.0
831e25fffffffff,52.0,0.0,0.0,0.0
831e26fffffffff,161.0,1.0,0.0,0.0
831e28fffffffff,60.0,0.0,0.0,0.0
831e29fffffffff,55.0,0.0,0.0,0.0
831e2afffffffff,144.0,0.0,0.0,0.0
831e2bfffffffff,57.0,0.0,0.0,0.0
831e2cfffffffff,10.0,0.0,0.0,0.0
831e2dfffffffff,47.0,0.0,0.0,0.0
831e2efffffffff,185.0,0.0,0.0,0.0
831e30fffffffff,1164.0,6.0,0.0,0.0
831e31fffffffff,388.0,3.0,0.0,0.0
831e32fffffffff,185.0,9.0,0.0,0.0
831e33fffffffff,1012.0,10.0,0.0,0.0
831e34fffffffff,914.0,6.0,0.0,0.0
831e35fffffffff,2096.0,6.0,0.0,0.0
831e36fffffffff,652.0,18.0,0.0,0.0
831e42fffffffff,131.0,0.0,0.0,0.0
831e44fffffffff,5.0,0.0,0.0,0.0
