cell_id,Ardea cinerea,Ardea cinerea cinerea/jouyi,Ardea cinerea firasa,Ardea cinerea monicae
831e46fffffffff,74.0,0.0,0.0,0.0
831e48fffffffff,2.0,0.0,0.0,0.0
831e49fffffffff,18.0,0.0,0.0,0.0
831e4afffffffff,24.0,0.0,0.0,0.0
831e4bfffffffff,15.0,0.0,0.0,0.0
831e4cfffffffff,2.0,0.0,0.0,0.0
831e4dfffffffff,37.0,0.0,0.0,0.0
831e51fffffffff,314.0,0.0,0.0,0.0
831e52fffffffff,32.0,0.0,0.0,0.0
831e53fffffffff,1.0,1.0,0.0,0.0
831e54fffffffff,1.0,0.0,0.0,0.0
831e55fffffffff,43.0,0.0,0.0,0.0
831e56fffffffff,8.0,0.0,0.0,0.0
831e58fffffffff,42.0,4.0,0.0,0.0
831e5afffffffff,234.0,39.0,0.0,0.0
831e5cfffffffff,158.0,0.0,0.0,0.0
831e5dfffffffff,64.0,0.0,0.0,0.0
831e5efffffffff,518.0,5.0,0.0,0.0
831e60fffffffff,7.0,0.0,0.0,0.0
831e61fffffffff,4.0,0.0,0.0,0.0
831e62fffffffff,4.0,0.0,0.0,0.0
831e63fffffffff,193.0,0.0,0.0,0.0
831e64fffffffff,29.0,0.0,0.0,0.0
831e65fffffffff,8.0,0.0,0.0,0.0
831e66fffffffff,2.0,0.0,0.0,0.0
831e69fffffffff,42.0,0.0,0.0,0.0
831e6afffffffff,3.0,0.0,0.0,0.0
831e6bfffffffff,96.0,0.0,0.0,0.0
831e6dfffffffff,21.0,0.0,0.0,0.0
831e6efffffffff,11.0,0.0,0.0,0.0
831e70fffffffff,3.0,0.0,0.0,0.0
831e71fffffffff,3.0,0.0,0.0,0.0
831e72fffffffff,9.0,0.0,0.0,0.0
831e73fffffffff,4.0,0.0,0.0,0.0
831e74fffffffff,28.0,0.0,0.0,0.0
831e75fffffffff,24.0,0.0,0.0,0.0
831e76fffffffff,42.0,0.0,0.0,0.0
831e80fffffffff,94.0,2.0,0.0,0.0
831e81fffffffff,17.0,0.0,0.0,0.0
831e82fffffffff,135.0,0.0,0.0,0.0
831e83fffffffff,117.0,0.0,0.0,0.0
831e84fffffffff,107.0,4.0,0.0,0.0
831e85fffffffff,16.0,0.0,0.0,0.0
831e86fffffffff,185.0,1.0,0.0,0.0
831e88fffffffff,8.0,0.0,0.0,0.0
831e8afffffffff,1.0,0.0,0.0,0.0
831e8cfffffffff,5.0,0.0,0.0,0.0
831e8dfffffffff,2.0,0.0,0.0,0.0
831e8efffffffff,4.0,0.0,0.0,0.0
831e92fffffffff,19.0,0.0,0.0,0.0
831e94fffffffff,12.0,0.0,0.0,0.0
831e96fffffffff,9.0,0.0,0.0,0.0
831e9afffffffff,27.0,0.0,0.0,0.0
831e9dfffffffff,3.0,0.0,0.0,0.0
831ea0fffffffff,350.0,0.0,0.0,0.0
831ea1fffffffff,276.0,0.0,0.0,0.0
831ea2fffffffff,173.0,12.0,0.0,0.0
831ea3fffffffff,6.0,0.0,0.0,0.0
831ea4fffffffff,57.0,0.0,0.0,0.0
831ea5fffffffff,232.0,0.0,0.0,0.0
831ea6fffffffff,23.0,0.0,0.0,0.0
831ea8fffffffff,156.0,6.0,0.0,0.0
831ea9fffffffff,31.0,0.0,0.0,0.0
831eabfffffffff,47.0,9.0,0.0,0.0
831eacfffffffff,63.0,0.0,0.0,0.0
831eadfffffffff,89.0,0.0,0.0,0.0
831eaefffffffff,35.0,0.0,0.0,0.0
831eb0fffffffff,69.0,5.0,0.0,0.0
831eb1fffffffff,64.0,0.0,0.0,0.0
831eb2fffffffff,16.0,1.0,0.0,0.0
831eb3fffffffff,65.0,3.0,0.0,0.0
831eb4fffffffff,187.0,0.0,0.0,0.0
831eb5fffffffff,59.0,0.0,0.0,0.0
831ec0fffffffff,369.0,31.0,0.0,0.0
831ec1fffffffff,592.0,36.0,0.0,0.0
831ec2fffffffff,915.0,0.0,0.0,0.0
831ec3fffffffff,273.0,26.0,0.0,0.0
831ec4fffffffff,496.0,39.0,0.0,0.0
831ec5fffffffff,54.0,6.0,0.0,0.0
831ec6fffffffff,59.0,2.0,0.0,0.0
831ec8fffffffff,25.0,0.0,0.0,0.0
831ec9fffffffff,1981.0,31.0,0.0,0.0
831ecafffffffff,608.0,0.0,0.0,0.0
831ecbfffffffff,257.0,3.0,0.0,0.0
831eccfffffffff,129.0,41.0,0.0,0.0
831ecdfffffffff,400.0,9.0,0.0,0.0
831ecefffffffff,540.0,115.0,0.0,0.0
831ed0fffffffff,70.0,0.0,0.0,0.0
831ed1fffffffff,289.0,0.0,0.0,0.0
831ed2fffffffff,48.0,0.0,0.0,0.0
831ed3fffffffff,84.0,0.0,0.0,0.0
831ed4fffffffff,76.0,0.0,0.0,0.0
831ed5fffffffff,96.0,0.0,0.0,0.0
831ed6fffffffff,65.0,0.0,0.0,0.0
831ed9fffffffff,313.0,9.0,0.0,0.0
831edafffffffff,707.0,0.0,0.0,0.0
831edbfffffffff,2.0,0.0,0.0,0.0
831edcfffffffff,299.0,0.0,0.0,0.0
831eddfffffffff,2.0,0.0,0.0,0.0
831edefffffffff,310.0,0.0,0.0,0.0
831ee1fffffffff,3.0,0.0,0.0,0.0
831ee2fffffffff,29.0,0.0,0.0,0.0
831ee3fffffffff,131.0,0.0,0.0,0.0
831ee4fffffffff,1.0,0.0,0.0,0.0
831ee5fffffffff,5.0,0.0,0.0,0.0
831ee6fffffffff,400.0,0.0,0.0,0.0
831ee8fffffffff,128.0,54.0,0.0,0.0
831ee9fffffffff,102.0,34.0,0.0,0.0
831eeafffffffff,20.0,2.0,0.0,0.0
831eebfffffffff,803.0,121.0,0.0,0.0
831eecfffffffff,13.0,0.0,0.0,0.0
831eedfffffffff,17.0,0.0,0.0,0.0
831eeefffffffff,80.0,6.0,0.0,0.0
831ef0fffffffff,67.0,0.0,0.0,0.0
831ef1fffffffff,81.0,0.0,0.0,0.0
831ef2fffffffff,115.0,20.0,0.0,0.0
831ef3fffffffff,17.0,0.0,0.0,0.0
831ef4fffffffff,18.0,0.0,0.0,0.0
831ef5fffffffff,102.0,0.0,0.0,0.0
831ef6fffffffff,24.0,0.0,0.0,0.0
831f00fffffffff,242.0,153.0,0.0,0.0
831f01fffffffff,87.0,0.0,0.0,0.0
831f02fffffffff,147.0,6.0,0.0,0.0
831f03fffffffff,118.0,8.0,0.0,0.0
831f04fffffffff,102.0,13.0,0.0,0.0
831f05fffffffff,1630.0,88.0,0.0,0.0
831f06fffffffff,247.0,1.0,0.0,0.0
831f08fffffffff,5.0,0.0,0.0,0.0
831f09fffffffff,18.0,0.0,0.0,0.0
831f0afffffffff,19.0,0.0,0.0,0.0
831f0bfffffffff,39.0,0.0,0.0,0.0
831f0cfffffffff,7.0,0.0,0.0,0.0
831f0dfffffffff,39.0,0.0,0.0,0.0
831f0efffffffff,108.0,1.0,0.0,0.0
831f10fffffffff,92.0,2.0,0.0,0.0
831f11fffffffff,79.0,2.0,0.0,0.0
831f12fffffffff,532.0,2.0,0.0,0.0
831f13fffffffff,611.0,1.0,0.0,0.0
831f14fffffffff,262.0,2.0,0.0,0.0
831f15fffffffff,129.0,17.0,0.0,0.0
831f16fffffffff,75.0,0.0,0.0,0.0
831f18fffffffff,413.0,4.0,0.0,0.0
831f19fffffffff,308.0,2.0,0.0,0.0
831f1afffffffff,541.0,30.0,0.0,0.0
831f1bfffffffff,283.0,21.0,0.0,0.0
831f1cfffffffff,164.0,2.0,0.0,0.0
831f1dfffffffff,518.0,10.0,0.0,0.0
831f1efffffffff,37.0,3.0,0.0,0.0
831f20fffffffff,34.0,0.0,0.0,0.0
831f21fffffffff,123.0,1.0,0.0,0.0
831f22fffffffff,156.0,15.0,0.0,0.0
831f23fffffffff,235.0,59.0,0.0,0.0
831f24fffffffff,52.0,6.0,0.0,0.0
831f25fffffffff,107.0,0.0,0.0,0.0
831f26fffffffff,163.0,7.0,0.0,0.0
831f28fffffffff,158.0,0.0,0.0,0.0
831f29fffffffff,136.0,0.0,0.0,0.0
831f2afffffffff,292.0,187.0,0.0,0.0
831f2bfffffffff,2.0,0.0,0.0,0.0
831f2cfffffffff,38.0,0.0,0.0,0.0
831f2dfffffffff,122.0,0.0,0.0,0.0
831f2efffffffff,175.0,5.0,0.0,0.0
831f30fffffffff,30.0,0.0,0.0,0.0
831f31fffffffff,311.0,95.0,0.0,0.0
831f32fffffffff,33.0,0.0,0.0,0.0
831f33fffffffff,523.0,23.0,0.0,0.0
831f35fffffffff,141.0,29.0,0.0,0.0
831f40fffffffff,42.0,0.0,0.0,0.0
831f41fffffffff,37.0,0.0,0.0,0.0
831f42fffffffff,31.0,0.0,0.0,0.0
831f45fffffffff,10.0,0.0,0.0,0.0
831f46fffffffff,10.0,0.0,0.0,0.0
831f48fffffffff,10.0,0.0,0.0,0.0
831f4afffffffff,22.0,0.0,0.0,0.0
831f4bfffffffff,4.0,0.0,0.0,0.0
831f4cfffffffff,16.0,0.0,0.0,0.0
831f4efffffffff,277.0,0.0,0.0,0.0
831f50fffffffff,10.0,0.0,0.0,0.0
831f51fffffffff,263.0,0.0,0.0,0.0
831f52fffffffff,147.0,0.0,0.0,0.0
831f53fffffffff,285.0,0.0,0.0,0.0
831f54fffffffff,7.0,0.0,0.0,0.0
831f55fffffffff,28.0,0.0,0.0,0.0
831f56fffffffff,72.0,0.0,0.0,0.0
831f58fffffffff,14.0,0.0,0.0,0.0
831f59fffffffff,67.0,0.0,0.0,0.0
831f5afffffffff,39.0,0.0,0.0,0.0
831f5bfffffffff,18.0,0.0,0.0,0.0
831f5cfffffffff,107.0,0.0,0.0,0.0
831f5dfffffffff,16.0,0.0,0.0,0.0
831f5efffffffff,95.0,0.0,0.0,0.0
831f60fffffffff,55.0,0.0,0.0,0.0
831f61fffffffff,7.0,0.0,0.0,0.0
831f62fffffffff,5.0,0.0,0.0,0.0
831f64fffffffff,24.0,0.0,0.0,0.0
831f65fffffffff,51.0,0.0,0.0,0.0
831f66fffffffff,2.0,0.0,0.0,0.0
831f6afffffffff,5.0,0.0,0.0,0.0
831f6cfffffffff,2.0,0.0,0.0,0.0
831f6efffffffff,4.0,0.0,0.0,0.0
831f70fffffffff,2.0,0.0,0.0,0.0
831f71fffffffff,514.0,4.0,0.0,0.0
831f72fffffffff,733.0,0.0,0.0,0.0
831f73fffffffff,13.0,0.0,0.0,0.0
831f75fffffffff,28.0,0.0,0.0,0.0
831f80fffffffff,501.0,10.0,0.0,0.0
831f81fffffffff,291.0,5.0,0.0,0.0
831f82fffffffff,684.0,60.0,0.0,0.0
831f83fffffffff,1988.0,68.0,0.0,0.0
831f84fffffffff,43.0,7.0,0.0,0.0
831f85fffffffff,324.0,7.0,0.0,0.0
831f86fffffffff,3.0,0.0,0.0,0.0
831f88fffffffff,357.0,77.0,0.0,0.0
831f89fffffffff,244.0,59.0,0.0,0.0
831f8afffffffff,12.0,0.0,0.0,0.0
831f8bfffffffff,25.0,0.0,0.0,0.0
831f8cfffffffff,262.0,2.0,0.0,0.0
831f8dfffffffff,844.0,324.0,0.0,0.0
831f8efffffffff,1026.0,73.0,0.0,0.0
831f90fffffffff,34.0,2.0,0.0,0.0
831f91fffffffff,592.0,270.0,0.0,0.0
831f92fffffffff,3.0,0.0,0.0,0.0
831f93fffffffff,50.0,11.0,0.0,0.0
831f94fffffffff,42.0,0.0,0.0,0.0
831f95fffffffff,29.0,4.0,0.0,0.0
831f96fffffffff,15.0,0.0,0.0,0.0
831f98fffffffff,333.0,0.0,0.0,0.0
