cell_id,Chlorochrysa calliparaea,Chlorochrysa calliparaea calliparaea/bourcieri,Chlorochrysa calliparaea fulgentissima
8366c0fffffffff,12.0,0.0,0.0
8366c4fffffffff,63.0,0.0,0.0
8366c6fffffffff,1.0,0.0,0.0
8366defffffffff,17.0,9.0,0.0
8366e3fffffffff,6.0,0.0,0.0
83675afffffffff,2.0,1.0,0.0
83675efffffffff,1.0,1.0,0.0
838b61fffffffff,18.0,0.0,18.0
838b69fffffffff,6.0,0.0,0.0
838b6efffffffff,4.0,0.0,0.0
838f74fffffffff,4.0,0.0,0.0
