cell_id,Stercorarius antarcticus,Stercorarius antarcticus lonnbergi,Stercorarius antarcticus antarcticus,Stercorarius antarcticus hamiltoni
83601cfffffffff,5.0,0.0,0.0,0.0
836022fffffffff,6.0,6.0,0.0,0.0
836026fffffffff,1.0,0.0,0.0,0.0
836181fffffffff,7.0,0.0,0.0,0.0
83a242fffffffff,2.0,0.0,0.0,0.0
83a254fffffffff,3.0,3.0,0.0,0.0
83a615fffffffff,2.0,0.0,0.0,0.0
83a814fffffffff,10.0,0.0,5.0,0.0
83a835fffffffff,19.0,0.0,0.0,0.0
83a91bfffffffff,2.0,0.0,0.0,0.0
83a921fffffffff,4.0,0.0,0.0,0.0
83a92efffffffff,3.0,0.0,0.0,0.0
83ac12fffffffff,2.0,2.0,0.0,0.0
83ad11fffffffff,2.0,0.0,0.0,0.0
83ad34fffffffff,24.0,7.0,0.0,0.0
83b914fffffffff,1.0,0.0,0.0,0.0
83b959fffffffff,2.0,0.0,0.0,0.0
83bb28fffffffff,1.0,0.0,0.0,0.0
83bb29fffffffff,4.0,0.0,0.0,0.0
83bb2bfffffffff,6.0,4.0,0.0,0.0
83bb50fffffffff,4.0,0.0,0.0,0.0
83bb53fffffffff,18.0,13.0,0.0,0.0
83bb56fffffffff,5.0,2.0,0.0,0.0
83bb5afffffffff,2.0,0.0,0.0,0.0
83bc1bfffffffff,1.0,0.0,0.0,1.0
83bc1cfffffffff,2.0,2.0,0.0,0.0
83bc65fffffffff,1.0,0.0,0.0,0.0
83be0cfffffffff,7.0,0.0,0.0,0.0
83be0efffffffff,15.0,1.0,0.0,0.0
83be29fffffffff,39.0,2.0,0.0,0.0
83be60fffffffff,2.0,0.0,0.0,0.0
83be61fffffffff,4.0,0.0,0.0,0.0
83be63fffffffff,5.0,0.0,0.0,0.0
83be69fffffffff,6.0,5.0,0.0,0.0
83be6efffffffff,2.0,0.0,0.0,0.0
83be8afffffffff,2.0,0.0,0.0,0.0
83beabfffffffff,13.0,0.0,0.0,0.0
83bf4efffffffff,2.0,0.0,0.0,0.0
83bf5bfffffffff,6.0,5.0,0.0,0.0
83bf6bfffffffff,1.0,0.0,0.0,0.0
83c01efffffffff,1.0,0.0,0.0,0.0
83c0e2fffffffff,1.0,0.0,0.0,1.0
83c224fffffffff,11.0,0.0,0.0,0.0
83c2f0fffffffff,7.0,7.0,0.0,0.0
83c2f1fffffffff,4.0,0.0,0.0,0.0
83c2f2fffffffff,16.0,0.0,0.0,0.0
83c2f3fffffffff,14.0,0.0,2.0,0.0
83c301fffffffff,2.0,0.0,2.0,0.0
83c30afffffffff,2.0,0.0,0.0,0.0
83c313fffffffff,3.0,0.0,0.0,0.0
83c320fffffffff,7.0,0.0,0.0,0.0
83cc40fffffffff,2.0,2.0,0.0,0.0
83cf94fffffffff,2.0,0.0,0.0,0.0
83cfa4fffffffff,1.0,0.0,1.0,0.0
83d46bfffffffff,4.0,2.0,0.0,0.0
83da00fffffffff,22.0,15.0,0.0,0.0
83da01fffffffff,1.0,0.0,0.0,0.0
83da08fffffffff,1.0,0.0,0.0,0.0
83da0cfffffffff,9.0,0.0,0.0,0.0
83da18fffffffff,36.0,36.0,0.0,0.0
83da1afffffffff,2.0,0.0,0.0,0.0
83da1cfffffffff,3.0,0.0,0.0,0.0
83da73fffffffff,2.0,2.0,0.0,0.0
83da84fffffffff,5.0,0.0,0.0,0.0
83da85fffffffff,1.0,0.0,0.0,0.0
83da8efffffffff,2.0,0.0,0.0,0.0
83da91fffffffff,1.0,0.0,0.0,0.0
83daa9fffffffff,11.0,9.0,0.0,0.0
83daaafffffffff,24.0,7.0,0.0,0.0
83daabfffffffff,1.0,1.0,0.0,0.0
83dab3fffffffff,5.0,5.0,0.0,0.0
83db82fffffffff,7.0,6.0,0.0,0.0
83db85fffffffff,5.0,5.0,0.0,0.0
83dcebfffffffff,2.0,0.0,0.0,0.0
83de0afffffffff,3.0,1.0,0.0,0.0
83de0bfffffffff,3.0,0.0,0.0,0.0
83de19fffffffff,2.0,0.0,0.0,0.0
83de48fffffffff,3.0,0.0,0.0,0.0
83de4efffffffff,3.0,0.0,0.0,0.0
83de62fffffffff,2.0,0.0,2.0,0.0
83de66fffffffff,8.0,0.0,8.0,0.0
83de71fffffffff,1.0,0.0,1.0,0.0
83de74fffffffff,6.0,0.0,0.0,0.0
83de82fffffffff,2.0,0.0,0.0,0.0
83de95fffffffff,2.0,0.0,0.0,0.0
83df06fffffffff,3.0,3.0,0.0,0.0
83df14fffffffff,6.0,6.0,0.0,0.0
83df31fffffffff,7.0,0.0,0.0,0.0
83df35fffffffff,4.0,0.0,0.0,0.0
83df45fffffffff,1.0,0.0,0.0,0.0
83df73fffffffff,3.0,0.0,0.0,0.0
