cell_id,Garrulus glandarius,Garrulus glandarius [glandarius Group],Garrulus glandarius [atricapillus Group],Garrulus glandarius [cervicalis Group],Garrulus glandarius hyrcanus,Garrulus glandarius [brandtii Group],Garrulus glandarius [bispecularis Group],Garrulus glandarius leucotis/oatesi,Garrulus glandarius [japonicus Group]
8408837ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840883dffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408841ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408843ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408845ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408847ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840884dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408851ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408855ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408859ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408863ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408867ffffffff,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408869ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840886bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408889ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840888dffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408895ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408899ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84088a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84088adffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84088b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84088b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84088e1ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84088e3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408901ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840890dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408937ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408959ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840895bffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408961ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408963ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408965ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408985ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408987ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840898bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408991ffffffff,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408995ffffffff,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408997ffffffff,77.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a9ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089adffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089bbffffffff,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089bdffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d3ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089dbffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a27ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a4bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a67ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a6dffffffff,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a97ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b11ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b1dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b37ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b53ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b65ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b67ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c19ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c21ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408cd7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ce1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ce5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d0bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d2bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d33ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d37ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d41ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d43ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d55ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d57ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d81ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d85ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d8bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408da9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dcbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dd9ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408de5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408eabffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ed3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f63ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84094b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84094b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84095bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409811ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409887ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098abffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409913ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409917ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409981ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409993ffffffff,92.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409995ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409997ffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840999bffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840999dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb3dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410165ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410231ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410a81ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410b39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c23ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410d13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410d21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dc9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dcdffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f0dffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411009ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411031ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411041ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411043ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411045ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411049ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411059ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841105bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841105dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411061ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411063ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411065ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411069ffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841106bffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841106dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411139ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411155ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841115bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411169ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411201ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411213ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411229ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411233ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411235ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411237ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841123bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411241ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411245ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411247ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411249ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411251ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841125bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411261ffffffff,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411263ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411267ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411269ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841126bffffffff,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841126dffffffff,104.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411281ffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841128dffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411299ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84112d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84112e7ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411309ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841130dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411313ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411345ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411347ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411349ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841134dffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411355ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841135dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411363ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411365ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411369ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841136bffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411807ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411811ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411813ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411819ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841181bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841181dffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841183bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411853ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118adffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c1ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c9ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118cdffffffff,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e1ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e9ffffffff,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411913ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841191bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411965ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411999ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a43ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a6bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
