cell_id,Daption capense,Daption capense capense,Daption capense australe
84611a1ffffffff,1.0,0.0,0.0
848e443ffffffff,2.0,0.0,0.0
848e757ffffffff,4.0,0.0,0.0
849480bffffffff,2.0,2.0,0.0
84a1165ffffffff,1.0,0.0,0.0
84a9259ffffffff,3.0,0.0,0.0
84ad345ffffffff,2.0,0.0,0.0
84ad347ffffffff,11.0,0.0,0.0
84ad34dffffffff,10.0,0.0,0.0
84ad369ffffffff,2.0,1.0,0.0
84b2c2bffffffff,2.0,0.0,0.0
84b2c41ffffffff,3.0,0.0,0.0
84b2c45ffffffff,64.0,0.0,0.0
84b2c47ffffffff,1.0,0.0,0.0
84b2c4dffffffff,4.0,0.0,0.0
84b3031ffffffff,2.0,0.0,0.0
84b3307ffffffff,2.0,0.0,0.0
84bb08dffffffff,2.0,0.0,0.0
84bb0a1ffffffff,1.0,0.0,0.0
84bb0adffffffff,11.0,4.0,1.0
84bb245ffffffff,3.0,0.0,3.0
84bb261ffffffff,1.0,0.0,0.0
84bb291ffffffff,4.0,0.0,0.0
84bb295ffffffff,1.0,0.0,0.0
84bb2dbffffffff,71.0,10.0,7.0
84bb365ffffffff,4.0,0.0,4.0
84bc693ffffffff,4.0,0.0,0.0
84be293ffffffff,11.0,6.0,5.0
84be29bffffffff,1.0,0.0,1.0
84be613ffffffff,2.0,0.0,0.0
84beab7ffffffff,24.0,0.0,2.0
84bf4c5ffffffff,1.0,0.0,0.0
84bf4c9ffffffff,19.0,2.0,11.0
84c304dffffffff,10.0,3.0,0.0
84c330bffffffff,9.0,0.0,0.0
84c331bffffffff,29.0,0.0,0.0
84c331dffffffff,8.0,0.0,0.0
84c9837ffffffff,8.0,0.0,0.0
84c9845ffffffff,2.0,0.0,0.0
84c99ebffffffff,5.0,0.0,0.0
84ce10bffffffff,2.0,0.0,0.0
84ce121ffffffff,1.0,0.0,0.0
84ce301ffffffff,3.0,0.0,0.0
84ce303ffffffff,1.0,0.0,0.0
84ce307ffffffff,3.0,0.0,0.0
