cell_id,Daption capense,Daption capense capense,Daption capense australe
84ce335ffffffff,3.0,0.0,0.0
84ce339ffffffff,2.0,0.0,0.0
84ce33dffffffff,4.0,0.0,0.0
84ce34bffffffff,1.0,0.0,0.0
84d44ddffffffff,1.0,0.0,0.0
84d4697ffffffff,10.0,0.0,10.0
84d469dffffffff,2.0,0.0,0.0
84d46b3ffffffff,6.0,0.0,0.0
84d46bbffffffff,6.0,0.0,6.0
84da00dffffffff,1.0,0.0,0.0
84da01dffffffff,11.0,0.0,11.0
84da029ffffffff,7.0,0.0,0.0
84da063ffffffff,2.0,0.0,0.0
84da0c1ffffffff,4.0,4.0,0.0
84da0cdffffffff,6.0,0.0,6.0
84da111ffffffff,1.0,0.0,0.0
84da131ffffffff,1.0,0.0,0.0
84da185ffffffff,12.0,0.0,0.0
84da1a1ffffffff,4.0,0.0,2.0
84da1a5ffffffff,10.0,0.0,0.0
84da1a9ffffffff,13.0,4.0,0.0
84da1abffffffff,1.0,0.0,0.0
84da1c7ffffffff,3.0,0.0,0.0
84da1cbffffffff,2.0,0.0,0.0
84da1d5ffffffff,17.0,8.0,9.0
84da329ffffffff,4.0,0.0,4.0
84da32dffffffff,5.0,0.0,5.0
84da737ffffffff,2.0,0.0,2.0
84da841ffffffff,129.0,6.0,5.0
84da843ffffffff,5.0,0.0,2.0
84da845ffffffff,19.0,0.0,0.0
84da847ffffffff,8.0,0.0,0.0
84da849ffffffff,2.0,0.0,0.0
84da84dffffffff,7.0,0.0,7.0
84da867ffffffff,2.0,0.0,0.0
84da8c7ffffffff,15.0,0.0,0.0
84da8e1ffffffff,2.0,0.0,2.0
84da8e3ffffffff,10.0,4.0,6.0
84da8ebffffffff,5.0,0.0,0.0
84da92bffffffff,4.0,0.0,0.0
84daa37ffffffff,2.0,0.0,2.0
84daa85ffffffff,2.0,0.0,0.0
84daa87ffffffff,2.0,0.0,0.0
84daa89ffffffff,7.0,0.0,0.0
84daa8dffffffff,9.0,0.0,0.0
84daa91ffffffff,13.0,0.0,4.0
84daa95ffffffff,1.0,0.0,1.0
84daa99ffffffff,15.0,0.0,0.0
84daaa1ffffffff,10.0,0.0,0.0
84daaa3ffffffff,1.0,0.0,0.0
84daaa7ffffffff,1.0,0.0,0.0
84daaa9ffffffff,2.0,0.0,2.0
84daaabffffffff,6.0,2.0,4.0
84daabdffffffff,6.0,0.0,0.0
84daac3ffffffff,5.0,0.0,2.0
84daac7ffffffff,2.0,0.0,2.0
84daad7ffffffff,3.0,0.0,0.0
84dab19ffffffff,5.0,0.0,5.0
84dab1bffffffff,4.0,0.0,4.0
84dab33ffffffff,2.0,0.0,0.0
84dab37ffffffff,2.0,0.0,0.0
84dab57ffffffff,6.0,0.0,6.0
84daebbffffffff,1.0,0.0,0.0
84db80bffffffff,13.0,0.0,13.0
84db81bffffffff,2.0,0.0,2.0
84db821ffffffff,5.0,0.0,5.0
84db825ffffffff,13.0,0.0,10.0
84db857ffffffff,17.0,4.0,13.0
84db8dbffffffff,6.0,0.0,6.0
84db953ffffffff,11.0,0.0,11.0
84db957ffffffff,6.0,0.0,6.0
84de095ffffffff,2.0,0.0,0.0
84de0bdffffffff,5.0,0.0,0.0
84de0dbffffffff,2.0,0.0,0.0
84de1a7ffffffff,2.0,0.0,0.0
84de249ffffffff,2.0,0.0,0.0
84de353ffffffff,1.0,0.0,0.0
84de761ffffffff,2.0,0.0,0.0
84de95dffffffff,7.0,0.0,0.0
84df1e9ffffffff,2.0,0.0,0.0
84df2b7ffffffff,3.0,0.0,0.0
84df405ffffffff,2.0,0.0,0.0
84df445ffffffff,4.0,0.0,0.0
84df4d9ffffffff,2.0,0.0,0.0
84df59dffffffff,2.0,2.0,0.0
84df68bffffffff,2.0,0.0,0.0
84df69dffffffff,2.0,0.0,0.0
84df6e7ffffffff,2.0,0.0,0.0
84df723ffffffff,3.0,3.0,0.0
84df765ffffffff,2.0,0.0,0.0
84df811ffffffff,1.0,0.0,0.0
84df81bffffffff,2.0,0.0,0.0
84df831ffffffff,2.0,0.0,0.0
84df839ffffffff,2.0,0.0,0.0
84df885ffffffff,1.0,0.0,0.0
84df8c1ffffffff,1.0,0.0,0.0
84df9b1ffffffff,2.0,0.0,0.0
84df9b7ffffffff,2.0,0.0,0.0
84df9b9ffffffff,2.0,0.0,0.0
84dfab7ffffffff,14.0,0.0,0.0
