cell_id,Asthenes dorbignyi,Asthenes dorbignyi huancavelicae,Asthenes dorbignyi arequipae,Asthenes dorbignyi usheri,Asthenes dorbignyi dorbignyi/consobrina
848b201ffffffff,7.0,0.0,0.0,0.0,0.0
848b203ffffffff,34.0,0.0,0.0,0.0,7.0
848b20bffffffff,6.0,0.0,0.0,0.0,0.0
848b211ffffffff,51.0,0.0,0.0,0.0,9.0
848b213ffffffff,2.0,0.0,0.0,0.0,0.0
848b21bffffffff,9.0,0.0,0.0,0.0,1.0
848b21dffffffff,17.0,0.0,0.0,0.0,7.0
848b241ffffffff,2.0,0.0,0.0,0.0,2.0
848b24bffffffff,8.0,0.0,0.0,0.0,2.0
848b251ffffffff,10.0,0.0,0.0,0.0,0.0
848b255ffffffff,2.0,0.0,0.0,0.0,1.0
848b259ffffffff,86.0,0.0,0.0,0.0,12.0
848b25dffffffff,13.0,0.0,0.0,0.0,1.0
848b2c1ffffffff,4.0,0.0,0.0,0.0,0.0
848b2c9ffffffff,194.0,0.0,0.0,0.0,20.0
848b2cbffffffff,1.0,0.0,0.0,0.0,0.0
848b2cdffffffff,47.0,0.0,0.0,0.0,5.0
848b609ffffffff,2.0,0.0,0.0,0.0,0.0
848b611ffffffff,2.0,0.0,0.0,0.0,0.0
848b617ffffffff,1.0,0.0,0.0,0.0,0.0
848b61bffffffff,2.0,0.0,0.0,0.0,0.0
848b64bffffffff,2.0,0.0,0.0,0.0,0.0
848b653ffffffff,1.0,0.0,0.0,1.0,0.0
848b661ffffffff,2.0,0.0,0.0,0.0,0.0
848b669ffffffff,1.0,0.0,0.0,0.0,0.0
848e685ffffffff,1.0,0.0,0.0,0.0,0.0
848e687ffffffff,1.0,0.0,0.0,0.0,0.0
848e691ffffffff,1.0,0.0,0.0,0.0,0.0
848e69bffffffff,4.0,0.0,0.0,0.0,0.0
848e6abffffffff,9.0,0.0,0.0,0.0,0.0
848e6c5ffffffff,5.0,3.0,0.0,1.0,0.0
848e6c7ffffffff,2.0,0.0,0.0,0.0,0.0
848e6cdffffffff,2.0,0.0,0.0,0.0,0.0
848e6d9ffffffff,102.0,0.0,0.0,63.0,0.0
848e6e9ffffffff,2.0,0.0,0.0,0.0,0.0
848e6ebffffffff,1.0,0.0,0.0,0.0,0.0
848f581ffffffff,1.0,0.0,0.0,0.0,0.0
848f58dffffffff,50.0,0.0,0.0,0.0,0.0
848f595ffffffff,1.0,0.0,0.0,0.0,0.0
84b2091ffffffff,2.0,0.0,0.0,0.0,0.0
84b2099ffffffff,2.0,0.0,0.0,0.0,0.0
84b2293ffffffff,1.0,0.0,0.0,0.0,0.0
84b2297ffffffff,3.0,0.0,0.0,0.0,0.0
84b229dffffffff,2.0,0.0,0.0,0.0,0.0
84b22d9ffffffff,13.0,0.0,0.0,0.0,0.0
84b2525ffffffff,2.0,0.0,0.0,0.0,0.0
84b2701ffffffff,2.0,0.0,0.0,0.0,0.0
84b270dffffffff,1.0,0.0,0.0,0.0,0.0
84b2721ffffffff,2.0,0.0,0.0,0.0,0.0
84b2729ffffffff,2.0,0.0,0.0,0.0,0.0
84b272bffffffff,5.0,0.0,0.0,0.0,0.0
84b2749ffffffff,3.0,0.0,0.0,0.0,0.0
84b274dffffffff,1.0,0.0,0.0,0.0,0.0
84b2ee9ffffffff,3.0,0.0,0.0,0.0,0.0
84b3001ffffffff,2.0,0.0,0.0,0.0,0.0
84b3009ffffffff,1.0,0.0,0.0,0.0,0.0
84b3011ffffffff,36.0,0.0,2.0,0.0,0.0
84b3013ffffffff,6.0,0.0,0.0,0.0,0.0
84b3017ffffffff,3.0,0.0,0.0,0.0,0.0
84b3019ffffffff,5.0,0.0,0.0,0.0,0.0
84b301bffffffff,2.0,0.0,0.0,0.0,0.0
84b301dffffffff,2.0,0.0,2.0,0.0,0.0
84b3043ffffffff,3.0,0.0,0.0,0.0,0.0
84b304bffffffff,2.0,0.0,0.0,0.0,0.0
84b3051ffffffff,6.0,0.0,0.0,0.0,0.0
84b3053ffffffff,1.0,0.0,0.0,0.0,0.0
84b3055ffffffff,47.0,0.0,2.0,0.0,0.0
84b3059ffffffff,6.0,0.0,0.0,0.0,0.0
84b305dffffffff,1052.0,0.0,350.0,0.0,0.0
84b308bffffffff,1.0,0.0,0.0,0.0,0.0
84b308dffffffff,3.0,0.0,0.0,0.0,0.0
84b3095ffffffff,1.0,0.0,0.0,0.0,0.0
84b30c5ffffffff,7.0,0.0,0.0,0.0,0.0
84b30ddffffffff,4.0,0.0,0.0,0.0,2.0
84b30e9ffffffff,2.0,0.0,0.0,0.0,0.0
84b3209ffffffff,3.0,0.0,0.0,0.0,3.0
84b320bffffffff,2.0,0.0,0.0,0.0,0.0
84b320dffffffff,1.0,0.0,0.0,0.0,0.0
84b3215ffffffff,3.0,0.0,0.0,0.0,0.0
84b3219ffffffff,190.0,0.0,2.0,0.0,6.0
84b321dffffffff,13.0,0.0,1.0,0.0,0.0
84b3221ffffffff,2.0,0.0,0.0,0.0,0.0
84b3225ffffffff,3.0,0.0,1.0,0.0,0.0
84b3227ffffffff,1.0,0.0,0.0,0.0,0.0
84b3235ffffffff,4.0,0.0,0.0,0.0,0.0
84b3237ffffffff,31.0,0.0,0.0,0.0,0.0
84b3257ffffffff,6.0,0.0,0.0,0.0,0.0
84b3261ffffffff,4.0,0.0,0.0,0.0,0.0
84b326dffffffff,3.0,0.0,0.0,0.0,0.0
84b3289ffffffff,10.0,0.0,0.0,0.0,0.0
84b3293ffffffff,1.0,0.0,0.0,0.0,0.0
84b32a5ffffffff,7.0,0.0,0.0,0.0,0.0
84b32b7ffffffff,1.0,0.0,0.0,0.0,0.0
84b32c1ffffffff,4.0,0.0,0.0,0.0,0.0
84b32c5ffffffff,4.0,0.0,0.0,0.0,0.0
84b32c7ffffffff,3.0,0.0,0.0,0.0,0.0
84b32c9ffffffff,2.0,0.0,0.0,0.0,0.0
84b32d9ffffffff,4.0,0.0,0.0,0.0,0.0
84b32dbffffffff,12.0,0.0,0.0,0.0,1.0
84b32ddffffffff,38.0,0.0,0.0,0.0,2.0
84b3309ffffffff,9.0,0.0,1.0,0.0,0.0
84b330bffffffff,3.0,0.0,0.0,0.0,0.0
84b3319ffffffff,13.0,0.0,0.0,0.0,0.0
84b3341ffffffff,32.0,0.0,7.0,0.0,0.0
84b3343ffffffff,7.0,0.0,0.0,0.0,0.0
84b3347ffffffff,3.0,0.0,0.0,0.0,0.0
84b334bffffffff,17.0,0.0,4.0,0.0,0.0
84b3351ffffffff,3.0,0.0,0.0,0.0,0.0
84b3355ffffffff,252.0,0.0,49.0,0.0,0.0
84b3357ffffffff,8.0,0.0,2.0,0.0,0.0
84b335dffffffff,3.0,0.0,1.0,0.0,0.0
84b3369ffffffff,2.0,0.0,0.0,0.0,0.0
84b3425ffffffff,1.0,0.0,0.0,0.0,0.0
84b3465ffffffff,14.0,0.0,0.0,0.0,0.0
84b346dffffffff,47.0,0.0,0.0,0.0,0.0
84b350bffffffff,2.0,0.0,0.0,0.0,0.0
84b3513ffffffff,1.0,0.0,0.0,0.0,0.0
84b3515ffffffff,15.0,0.0,0.0,0.0,0.0
84b3517ffffffff,24.0,0.0,0.0,0.0,0.0
84b3519ffffffff,133.0,0.0,0.0,0.0,0.0
84b351dffffffff,6.0,0.0,0.0,0.0,0.0
84b3533ffffffff,2.0,0.0,0.0,0.0,0.0
84b3539ffffffff,4.0,0.0,0.0,0.0,0.0
84b353bffffffff,7.0,0.0,0.0,0.0,0.0
84b3543ffffffff,1.0,0.0,0.0,0.0,0.0
84b354bffffffff,52.0,0.0,0.0,0.0,0.0
84b3551ffffffff,80.0,0.0,0.0,0.0,0.0
84b3553ffffffff,139.0,0.0,0.0,0.0,0.0
84b3555ffffffff,1.0,0.0,0.0,0.0,0.0
84b3557ffffffff,2.0,0.0,0.0,0.0,0.0
84b3559ffffffff,14.0,0.0,0.0,0.0,0.0
84b355bffffffff,25.0,0.0,0.0,0.0,0.0
84b355dffffffff,67.0,0.0,0.0,0.0,0.0
84b35a1ffffffff,3.0,0.0,0.0,0.0,0.0
84b35a5ffffffff,5.0,0.0,0.0,0.0,0.0
84b35a7ffffffff,82.0,0.0,0.0,0.0,0.0
84b35adffffffff,18.0,0.0,0.0,0.0,0.0
84b35e1ffffffff,92.0,0.0,0.0,0.0,11.0
84b35e5ffffffff,53.0,0.0,0.0,0.0,0.0
84b35edffffffff,37.0,0.0,0.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0,0.0,0.0
84b3715ffffffff,2.0,0.0,0.0,0.0,0.0
84b3717ffffffff,2.0,0.0,0.0,0.0,0.0
84b3723ffffffff,19.0,0.0,0.0,0.0,0.0
84b3731ffffffff,206.0,0.0,0.0,0.0,1.0
84b3733ffffffff,103.0,0.0,0.0,0.0,0.0
84b3735ffffffff,14.0,0.0,0.0,0.0,0.0
84b3737ffffffff,1.0,0.0,0.0,0.0,0.0
84b373dffffffff,1.0,0.0,0.0,0.0,0.0
84b3749ffffffff,4.0,0.0,0.0,0.0,0.0
