cell_id,Accipiter striatus,Accipiter striatus [striatus Group],Accipiter striatus [velox Group],Accipiter striatus madrensis,Accipiter striatus chionogaster,Accipiter striatus ventralis,Accipiter striatus erythronemius
840c42dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c467ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,64.0,0.0,19.0,0.0,0.0,0.0,0.0
840c733ffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
840c73bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c74dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d569ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d753ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840eeabffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412543ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8412591ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84128bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b63ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
8412c11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ddbffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8413829ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841382dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8413839ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841383dffffffff,253.0,0.0,0.0,0.0,0.0,0.0,0.0
8413861ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8413867ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8413917ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841395dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8413b23ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8413b35ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa07ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
841aa35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa3dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841ab0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8422d0bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8422db7ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8426029ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842602bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842608dffffffff,17.0,0.0,17.0,0.0,0.0,0.0,0.0
84260e7ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
842611dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8426139ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842614bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426165ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8426219ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426239ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842626dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84262b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84262b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84262bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84262c9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84262cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84262dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842634bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426369ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8426401ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426409ffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
842640dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426415ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842641bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8426429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842644bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842644dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426461ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426463ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426481ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8426487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426489ffffffff,11.0,0.0,2.0,0.0,0.0,0.0,0.0
842648bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842648dffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
842649dffffffff,9.0,0.0,3.0,0.0,0.0,0.0,0.0
84264a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84264a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84264adffffffff,7.0,0.0,2.0,0.0,0.0,0.0,0.0
84264b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84264bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84264c3ffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0
84264c7ffffffff,11.0,0.0,7.0,0.0,0.0,0.0,0.0
84264d1ffffffff,7.0,0.0,5.0,0.0,0.0,0.0,0.0
84264d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
