cell_id,Setophaga pitiayumi,Setophaga pitiayumi nigrilora,Setophaga pitiayumi pulchra,Setophaga pitiayumi insularis,Setophaga pitiayumi graysoni,Setophaga pitiayumi inornata,Setophaga pitiayumi cirrha,Setophaga pitiayumi [pitiayumi Group]
8448865ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448881ffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84488d1ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84488e1ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84488e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84488edffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448903ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448911ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448915ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844891dffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448923ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448935ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844893dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448951ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448955ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448959ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844895bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844898dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84489c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84489c9ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84489d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84489d9ffffffff,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84489e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84489e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448ab3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448ab7ffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b13ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b15ffffffff,133.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b23ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b2bffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b33ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b37ffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b39ffffffff,915.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b3bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b3dffffffff,389.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8448c59ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448d33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448d43ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448e8dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448ee9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448eebffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448f25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449081ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
844908bffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
844982bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449907ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8449959ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8449961ffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8449963ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449965ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449967ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8449981ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8449987ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84499c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449a89ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8449a8bffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8449a91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ad7ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
845f583ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8466081ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466131ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b9ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
846623bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846675dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466a05ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466a0bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466a2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466a33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b41ffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8466b49ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8466b4dffffffff,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
8466b55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b5bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d31ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
8466d33ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d35ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8466d37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dedffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e03ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8467413ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8467425ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84674edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
846758dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
846d23dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d1ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d305ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d319ffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
846d337ffffffff,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
846d35dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d36dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d68dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
846d69dffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
846d6c7ffffffff,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8481339ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
848b205ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
848b20bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
848b229ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
848b22dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
848b617ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
848b6cdffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
848b6edffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f295ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
848f2bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
848f4adffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4b3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a8957ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84a92cbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a9507ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a9611ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a9613ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a9617ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a9619ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a9653ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a96c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a96e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b249bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b24b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b24d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b24d3ffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b24d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b24d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b24dbffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2613ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b268bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2691ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2695ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2697ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b269bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b269dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26b1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26b3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26bdffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26d7ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b26ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2707ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2709ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2749ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84b2eebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3425ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84b3731ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2c17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2c37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2c91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2cd3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2d6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2e33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2f11ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3767ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
