cell_id,Muscicapa striata,Muscicapa striata [striata Group],Muscicapa striata tyrrhenica/balearica
8408dc9ffffffff,2.0,0.0,0.0
8408dd9ffffffff,10.0,0.0,0.0
8408de3ffffffff,3.0,0.0,0.0
8408de5ffffffff,2.0,0.0,0.0
8408e31ffffffff,1.0,0.0,0.0
8408e33ffffffff,2.0,0.0,0.0
8408e35ffffffff,2.0,0.0,0.0
8408e61ffffffff,1.0,0.0,0.0
8408e6dffffffff,4.0,0.0,0.0
8408e9bffffffff,1.0,0.0,0.0
8408ea3ffffffff,4.0,2.0,0.0
8408ea7ffffffff,8.0,0.0,0.0
8408ec1ffffffff,9.0,0.0,0.0
8408ec9ffffffff,1.0,0.0,0.0
8408ed3ffffffff,1.0,0.0,0.0
8408edbffffffff,2.0,0.0,0.0
8408ee1ffffffff,2.0,0.0,0.0
8408f01ffffffff,2.0,0.0,0.0
8408f0dffffffff,4.0,0.0,0.0
8408f17ffffffff,2.0,0.0,0.0
8408f25ffffffff,2.0,2.0,0.0
8408f43ffffffff,1.0,0.0,0.0
8408f47ffffffff,2.0,0.0,0.0
8408f63ffffffff,11.0,0.0,0.0
84094b7ffffffff,1.0,0.0,0.0
84095adffffffff,1.0,0.0,0.0
8409805ffffffff,12.0,0.0,0.0
8409807ffffffff,1.0,0.0,0.0
8409811ffffffff,2.0,0.0,0.0
8409815ffffffff,2.0,0.0,0.0
8409821ffffffff,1.0,0.0,0.0
840982bffffffff,4.0,0.0,0.0
8409881ffffffff,7.0,0.0,0.0
8409883ffffffff,4.0,0.0,0.0
8409895ffffffff,1.0,0.0,0.0
840989bffffffff,1.0,0.0,0.0
84098a9ffffffff,2.0,0.0,0.0
84098abffffffff,2.0,0.0,0.0
84098b1ffffffff,1.0,0.0,0.0
84098b7ffffffff,2.0,0.0,0.0
84098c5ffffffff,2.0,0.0,0.0
84098c7ffffffff,1.0,0.0,0.0
84098cbffffffff,1.0,0.0,0.0
84098cdffffffff,2.0,0.0,0.0
84098d3ffffffff,2.0,0.0,0.0
84098d5ffffffff,2.0,0.0,0.0
84098d9ffffffff,1.0,0.0,0.0
84098dbffffffff,7.0,0.0,0.0
84098e3ffffffff,1.0,0.0,0.0
84098e9ffffffff,5.0,0.0,0.0
84098ebffffffff,5.0,0.0,0.0
8409911ffffffff,10.0,0.0,0.0
8409917ffffffff,1.0,0.0,0.0
840991bffffffff,35.0,0.0,0.0
8409981ffffffff,2.0,0.0,0.0
8409987ffffffff,2.0,0.0,0.0
8409991ffffffff,2.0,0.0,0.0
8409993ffffffff,81.0,0.0,0.0
8409997ffffffff,8.0,0.0,0.0
84099b5ffffffff,2.0,0.0,0.0
84099bdffffffff,1.0,0.0,0.0
84099cdffffffff,2.0,0.0,0.0
84099d7ffffffff,4.0,0.0,0.0
84099ddffffffff,1.0,0.0,0.0
84099e9ffffffff,23.0,0.0,0.0
8409a09ffffffff,61.0,6.0,0.0
8409a45ffffffff,12.0,1.0,0.0
8409a47ffffffff,14.0,6.0,0.0
8409a4dffffffff,15.0,0.0,0.0
8409a55ffffffff,14.0,0.0,0.0
8409a69ffffffff,10.0,2.0,0.0
8409a6bffffffff,14.0,5.0,0.0
8409aa5ffffffff,1.0,0.0,0.0
840a337ffffffff,1.0,0.0,0.0
8410167ffffffff,2.0,0.0,0.0
8410245ffffffff,1.0,0.0,0.0
84108dbffffffff,2.0,0.0,0.0
84109c7ffffffff,1.0,0.0,0.0
8410a81ffffffff,1.0,0.0,0.0
8410c05ffffffff,3.0,0.0,0.0
8410c23ffffffff,32.0,0.0,0.0
8410c27ffffffff,1.0,0.0,0.0
8410c2bffffffff,6.0,0.0,0.0
8410c35ffffffff,6.0,0.0,0.0
8410d21ffffffff,2.0,0.0,0.0
8410d29ffffffff,1.0,0.0,0.0
8410dc9ffffffff,10.0,0.0,0.0
8410dcdffffffff,1.0,0.0,0.0
8410ee1ffffffff,5.0,0.0,0.0
8410f01ffffffff,1.0,0.0,0.0
8410f29ffffffff,5.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0
8411009ffffffff,1.0,0.0,0.0
8411015ffffffff,5.0,0.0,0.0
8411031ffffffff,5.0,0.0,0.0
8411041ffffffff,6.0,0.0,0.0
841104bffffffff,2.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0
8411059ffffffff,15.0,0.0,0.0
8411061ffffffff,42.0,0.0,0.0
8411063ffffffff,2.0,0.0,0.0
8411069ffffffff,24.0,0.0,0.0
841106bffffffff,53.0,0.0,0.0
841106dffffffff,1.0,0.0,0.0
8411135ffffffff,1.0,0.0,0.0
8411155ffffffff,2.0,0.0,0.0
841115bffffffff,5.0,0.0,0.0
8411169ffffffff,6.0,0.0,0.0
8411203ffffffff,3.0,0.0,0.0
8411221ffffffff,4.0,0.0,0.0
8411233ffffffff,3.0,0.0,0.0
8411237ffffffff,1.0,0.0,0.0
8411241ffffffff,5.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0
8411249ffffffff,2.0,0.0,0.0
8411251ffffffff,2.0,0.0,0.0
8411253ffffffff,6.0,0.0,0.0
8411265ffffffff,1.0,0.0,0.0
8411269ffffffff,3.0,0.0,0.0
841126bffffffff,10.0,0.0,0.0
841126dffffffff,101.0,39.0,0.0
8411281ffffffff,1.0,0.0,0.0
8411285ffffffff,9.0,0.0,0.0
841128dffffffff,3.0,0.0,0.0
84112adffffffff,2.0,0.0,0.0
84112c5ffffffff,1.0,0.0,0.0
84112d3ffffffff,1.0,0.0,0.0
84112d7ffffffff,5.0,3.0,0.0
84112edffffffff,6.0,0.0,0.0
8411337ffffffff,3.0,0.0,0.0
8411345ffffffff,8.0,0.0,0.0
841134dffffffff,2.0,0.0,0.0
8411359ffffffff,1.0,0.0,0.0
841135dffffffff,3.0,0.0,0.0
8411363ffffffff,2.0,0.0,0.0
8411369ffffffff,2.0,0.0,0.0
841136bffffffff,10.0,0.0,0.0
8411549ffffffff,3.0,0.0,0.0
84115c7ffffffff,1.0,0.0,0.0
8411647ffffffff,1.0,0.0,0.0
8411813ffffffff,11.0,3.0,0.0
841181bffffffff,1.0,0.0,0.0
841181dffffffff,5.0,0.0,0.0
841185bffffffff,2.0,0.0,0.0
841185dffffffff,4.0,0.0,0.0
84118adffffffff,10.0,0.0,0.0
84118bdffffffff,6.0,0.0,0.0
84118c9ffffffff,4.0,0.0,0.0
84118cdffffffff,7.0,0.0,0.0
84118d1ffffffff,1.0,0.0,0.0
84118e1ffffffff,4.0,0.0,0.0
84118e5ffffffff,3.0,0.0,0.0
84118e9ffffffff,18.0,0.0,0.0
84119d1ffffffff,1.0,0.0,0.0
84119ebffffffff,8.0,0.0,0.0
8411a43ffffffff,1.0,0.0,0.0
8411a6bffffffff,12.0,0.0,0.0
8411aa1ffffffff,2.0,0.0,0.0
8411aa3ffffffff,7.0,0.0,0.0
8411aa5ffffffff,28.0,0.0,0.0
8411aa7ffffffff,100.0,0.0,0.0
8411aa9ffffffff,6.0,0.0,0.0
8411aabffffffff,5.0,0.0,0.0
8411ab1ffffffff,4.0,0.0,0.0
8411ab5ffffffff,5.0,0.0,0.0
8411ab7ffffffff,5.0,0.0,0.0
8411ae1ffffffff,5.0,0.0,0.0
8411ae3ffffffff,52.0,15.0,0.0
8411ae7ffffffff,3.0,0.0,0.0
8415b07ffffffff,2.0,0.0,0.0
841801bffffffff,4.0,0.0,0.0
841801dffffffff,4.0,0.0,0.0
8418059ffffffff,2.0,0.0,0.0
841805bffffffff,2.0,0.0,0.0
84180c9ffffffff,1.0,0.0,0.0
84180cdffffffff,11.0,0.0,0.0
8418231ffffffff,1.0,0.0,0.0
8418233ffffffff,4.0,0.0,0.0
8418237ffffffff,1.0,0.0,0.0
8418255ffffffff,3.0,0.0,0.0
8418281ffffffff,1.0,0.0,0.0
841828bffffffff,23.0,0.0,0.0
841828dffffffff,1.0,0.0,0.0
8418299ffffffff,4.0,2.0,0.0
84182a1ffffffff,4.0,0.0,0.0
84182a3ffffffff,2.0,0.0,0.0
84182a5ffffffff,3.0,0.0,0.0
84182a7ffffffff,1.0,0.0,0.0
84182adffffffff,2.0,0.0,0.0
84182c1ffffffff,28.0,0.0,0.0
84182c3ffffffff,56.0,0.0,0.0
84182c7ffffffff,2.0,0.0,0.0
84182cbffffffff,19.0,0.0,0.0
84182d3ffffffff,2.0,0.0,0.0
84182d5ffffffff,2.0,0.0,0.0
84182d9ffffffff,3.0,0.0,0.0
84182e1ffffffff,2.0,0.0,0.0
84182e5ffffffff,2.0,0.0,0.0
84182e7ffffffff,3.0,0.0,0.0
84182e9ffffffff,6.0,0.0,0.0
84182ebffffffff,1.0,0.0,0.0
8418443ffffffff,13.0,0.0,0.0
8418459ffffffff,4.0,0.0,0.0
841845bffffffff,4.0,0.0,0.0
841845dffffffff,1.0,0.0,0.0
8418461ffffffff,1.0,0.0,0.0
8418469ffffffff,2.0,0.0,0.0
841846dffffffff,18.0,0.0,0.0
8418491ffffffff,28.0,0.0,0.0
8418493ffffffff,18.0,0.0,0.0
8418495ffffffff,698.0,0.0,0.0
8418497ffffffff,50.0,0.0,0.0
8418499ffffffff,2.0,0.0,0.0
841849bffffffff,1.0,1.0,0.0
841849dffffffff,4.0,0.0,0.0
84184a3ffffffff,5.0,0.0,0.0
84184b1ffffffff,43.0,0.0,0.0
84184b3ffffffff,13.0,0.0,0.0
84184b5ffffffff,52.0,0.0,0.0
84184b7ffffffff,65.0,0.0,0.0
84184b9ffffffff,38.0,0.0,0.0
84184bbffffffff,108.0,0.0,0.0
84184bdffffffff,11.0,0.0,0.0
84184c3ffffffff,5.0,0.0,0.0
84184d5ffffffff,4.0,0.0,0.0
84184ddffffffff,12.0,0.0,0.0
8418557ffffffff,2.0,0.0,0.0
8418593ffffffff,16.0,0.0,0.0
8418597ffffffff,5.0,0.0,0.0
84185b3ffffffff,25.0,0.0,0.0
84185b5ffffffff,16.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0
84185bbffffffff,56.0,0.0,0.0
8418609ffffffff,1.0,0.0,0.0
841860bffffffff,3.0,0.0,0.0
841860dffffffff,2.0,2.0,0.0
8418617ffffffff,1.0,0.0,0.0
8418623ffffffff,2.0,0.0,0.0
8418625ffffffff,2.0,0.0,0.0
8418635ffffffff,2.0,0.0,0.0
841864bffffffff,1.0,0.0,0.0
8418655ffffffff,1.0,0.0,0.0
8418659ffffffff,8.0,0.0,0.0
841865dffffffff,3.0,0.0,0.0
8418667ffffffff,3.0,0.0,0.0
8418685ffffffff,2.0,0.0,0.0
8418687ffffffff,4.0,2.0,0.0
8418695ffffffff,6.0,0.0,0.0
841869dffffffff,2.0,0.0,0.0
84186a3ffffffff,3.0,0.0,0.0
84186a5ffffffff,7.0,0.0,0.0
84186a7ffffffff,3.0,0.0,0.0
84186a9ffffffff,1.0,0.0,0.0
84186abffffffff,2.0,0.0,0.0
84186b1ffffffff,2.0,0.0,0.0
84186b7ffffffff,2.0,0.0,0.0
84186c1ffffffff,4.0,0.0,0.0
84186c3ffffffff,6.0,0.0,0.0
84186c5ffffffff,5.0,0.0,0.0
84186c7ffffffff,2.0,0.0,0.0
84186c9ffffffff,12.0,0.0,0.0
84186cbffffffff,7.0,0.0,0.0
84186cdffffffff,4.0,0.0,0.0
84186d1ffffffff,2.0,0.0,0.0
84186d3ffffffff,1.0,0.0,0.0
84186ddffffffff,1.0,0.0,0.0
84186e3ffffffff,2.0,0.0,0.0
84186e7ffffffff,2.0,0.0,0.0
84186edffffffff,4.0,0.0,0.0
8418705ffffffff,2.0,0.0,0.0
841870dffffffff,41.0,0.0,0.0
841871bffffffff,2.0,0.0,0.0
8418729ffffffff,90.0,0.0,0.0
841873bffffffff,53.0,1.0,0.0
8418741ffffffff,2.0,0.0,0.0
8418747ffffffff,5.0,0.0,0.0
841874bffffffff,9.0,0.0,0.0
841875dffffffff,2.0,0.0,0.0
8418763ffffffff,8.0,0.0,0.0
8419081ffffffff,4.0,3.0,0.0
8419083ffffffff,6.0,0.0,0.0
8419089ffffffff,15.0,0.0,0.0
841908bffffffff,4.0,0.0,0.0
841908dffffffff,1.0,0.0,0.0
8419091ffffffff,4.0,2.0,0.0
8419095ffffffff,3.0,0.0,0.0
8419097ffffffff,3.0,0.0,0.0
8419099ffffffff,3.0,0.0,0.0
841909bffffffff,2.0,0.0,0.0
84190b1ffffffff,2.0,0.0,0.0
84190b3ffffffff,10.0,2.0,0.0
84190b9ffffffff,3.0,0.0,0.0
84190bbffffffff,8.0,0.0,0.0
84190bdffffffff,1.0,0.0,0.0
84190c1ffffffff,8.0,0.0,0.0
84190c3ffffffff,7.0,0.0,0.0
84190c7ffffffff,5.0,0.0,0.0
84190cbffffffff,5.0,0.0,0.0
84190d1ffffffff,9.0,0.0,0.0
84190d3ffffffff,10.0,0.0,0.0
84190d5ffffffff,3.0,0.0,0.0
84190d7ffffffff,9.0,0.0,0.0
84190d9ffffffff,214.0,24.0,0.0
84190dbffffffff,5.0,0.0,0.0
84190ddffffffff,40.0,2.0,0.0
84190ebffffffff,1.0,0.0,0.0
84192a1ffffffff,2.0,2.0,0.0
84192a7ffffffff,3.0,0.0,0.0
84192abffffffff,4.0,0.0,0.0
84192b3ffffffff,6.0,0.0,0.0
84192b5ffffffff,4.0,2.0,0.0
84192b7ffffffff,18.0,0.0,0.0
84192bdffffffff,2.0,0.0,0.0
84192c3ffffffff,1.0,0.0,0.0
84192cbffffffff,10.0,0.0,0.0
8419401ffffffff,97.0,0.0,0.0
8419403ffffffff,6.0,0.0,0.0
8419405ffffffff,9.0,0.0,0.0
8419407ffffffff,4.0,0.0,0.0
841940dffffffff,8.0,0.0,0.0
8419411ffffffff,22.0,0.0,0.0
8419413ffffffff,41.0,11.0,0.0
8419415ffffffff,62.0,16.0,0.0
8419417ffffffff,53.0,3.0,0.0
841941bffffffff,4.0,2.0,0.0
841941dffffffff,5.0,2.0,0.0
8419421ffffffff,4.0,0.0,0.0
8419423ffffffff,17.0,0.0,0.0
8419425ffffffff,14.0,9.0,0.0
8419427ffffffff,91.0,8.0,0.0
8419429ffffffff,2.0,0.0,0.0
841942bffffffff,9.0,0.0,0.0
841942dffffffff,20.0,2.0,0.0
8419431ffffffff,5.0,0.0,0.0
8419433ffffffff,7.0,0.0,0.0
8419435ffffffff,4.0,0.0,0.0
8419437ffffffff,19.0,0.0,0.0
8419439ffffffff,2.0,0.0,0.0
841943dffffffff,6.0,0.0,0.0
8419461ffffffff,15.0,0.0,0.0
8419463ffffffff,7.0,0.0,0.0
8419467ffffffff,1.0,0.0,0.0
841946bffffffff,2.0,0.0,0.0
841946dffffffff,2.0,0.0,0.0
8419481ffffffff,7.0,0.0,0.0
8419483ffffffff,1.0,0.0,0.0
8419485ffffffff,34.0,0.0,0.0
841948bffffffff,1.0,0.0,0.0
841948dffffffff,49.0,0.0,0.0
8419495ffffffff,8.0,0.0,0.0
841949dffffffff,4.0,0.0,0.0
84194a1ffffffff,28.0,0.0,0.0
84194a3ffffffff,10.0,0.0,0.0
84194a5ffffffff,141.0,9.0,0.0
84194a7ffffffff,18.0,0.0,0.0
84194a9ffffffff,5.0,0.0,0.0
84194abffffffff,10.0,0.0,0.0
84194adffffffff,2.0,0.0,0.0
84194b3ffffffff,1.0,0.0,0.0
84194b9ffffffff,15.0,0.0,0.0
84194bbffffffff,4.0,0.0,0.0
84194c5ffffffff,16.0,0.0,0.0
84194d1ffffffff,2.0,0.0,0.0
84194d9ffffffff,6.0,0.0,0.0
84194dbffffffff,3.0,0.0,0.0
84194ddffffffff,21.0,2.0,0.0
84194e3ffffffff,7.0,0.0,0.0
84194e5ffffffff,18.0,0.0,0.0
84194e7ffffffff,48.0,1.0,0.0
84194e9ffffffff,40.0,0.0,0.0
84194ebffffffff,7.0,0.0,0.0
84194edffffffff,10.0,0.0,0.0
8419501ffffffff,7.0,0.0,0.0
8419507ffffffff,14.0,0.0,0.0
841950bffffffff,2.0,0.0,0.0
8419513ffffffff,3.0,0.0,0.0
8419517ffffffff,2.0,0.0,0.0
8419519ffffffff,2.0,2.0,0.0
841951bffffffff,1.0,0.0,0.0
8419521ffffffff,2.0,0.0,0.0
841953bffffffff,16.0,0.0,0.0
8419541ffffffff,1.0,0.0,0.0
8419543ffffffff,4.0,0.0,0.0
8419545ffffffff,4.0,0.0,0.0
8419547ffffffff,4.0,0.0,0.0
841954bffffffff,4.0,0.0,0.0
8419551ffffffff,3.0,0.0,0.0
8419553ffffffff,18.0,0.0,0.0
8419555ffffffff,24.0,0.0,0.0
8419557ffffffff,12.0,0.0,0.0
8419559ffffffff,17.0,0.0,0.0
841955bffffffff,10.0,0.0,0.0
841955dffffffff,17.0,0.0,0.0
8419563ffffffff,3.0,0.0,0.0
8419565ffffffff,26.0,0.0,0.0
8419567ffffffff,1.0,0.0,0.0
8419581ffffffff,35.0,0.0,0.0
8419583ffffffff,4.0,0.0,0.0
8419585ffffffff,25.0,0.0,0.0
8419587ffffffff,2.0,0.0,0.0
8419589ffffffff,9.0,0.0,0.0
841958bffffffff,10.0,0.0,0.0
8419591ffffffff,139.0,0.0,0.0
8419595ffffffff,9.0,0.0,0.0
8419597ffffffff,27.0,0.0,0.0
8419599ffffffff,10.0,0.0,0.0
841959bffffffff,63.0,0.0,0.0
841959dffffffff,8.0,0.0,0.0
84195a3ffffffff,4.0,0.0,0.0
84195a5ffffffff,4.0,0.0,0.0
84195a7ffffffff,3.0,0.0,0.0
84195a9ffffffff,8.0,0.0,0.0
84195abffffffff,2.0,0.0,0.0
84195adffffffff,2.0,0.0,0.0
84195b1ffffffff,12.0,0.0,0.0
84195b5ffffffff,7.0,0.0,0.0
84195b7ffffffff,10.0,0.0,0.0
84195b9ffffffff,2.0,0.0,0.0
84195bbffffffff,17.0,0.0,0.0
84195c1ffffffff,4.0,0.0,0.0
84195c3ffffffff,12.0,0.0,0.0
84195c5ffffffff,2.0,0.0,0.0
84195c7ffffffff,9.0,0.0,0.0
84195c9ffffffff,10.0,4.0,0.0
84195cbffffffff,3.0,0.0,0.0
84195cdffffffff,6.0,0.0,0.0
84195d1ffffffff,12.0,0.0,0.0
84195d3ffffffff,3.0,0.0,0.0
84195d5ffffffff,9.0,0.0,0.0
84195d7ffffffff,4.0,0.0,0.0
84195d9ffffffff,12.0,2.0,0.0
84195dbffffffff,17.0,0.0,0.0
84195ddffffffff,5.0,0.0,0.0
84195e1ffffffff,6.0,0.0,0.0
84195e3ffffffff,5.0,4.0,0.0
84195e5ffffffff,1.0,0.0,0.0
84195e7ffffffff,10.0,0.0,0.0
84195e9ffffffff,8.0,0.0,0.0
84195ebffffffff,3.0,0.0,0.0
84195edffffffff,18.0,0.0,0.0
8419683ffffffff,21.0,6.0,0.0
8419689ffffffff,10.0,1.0,0.0
8419691ffffffff,13.0,0.0,0.0
8419693ffffffff,15.0,0.0,0.0
8419695ffffffff,3.0,0.0,0.0
8419697ffffffff,18.0,0.0,0.0
8419699ffffffff,5.0,0.0,0.0
841969bffffffff,52.0,2.0,0.0
841969dffffffff,39.0,4.0,0.0
84196b1ffffffff,4.0,0.0,0.0
84196b3ffffffff,5.0,0.0,0.0
84196b7ffffffff,2.0,0.0,0.0
84196b9ffffffff,7.0,0.0,0.0
84196bbffffffff,5.0,0.0,0.0
84196d1ffffffff,2.0,0.0,0.0
84196d3ffffffff,24.0,0.0,0.0
84196d7ffffffff,34.0,0.0,0.0
84196d9ffffffff,6.0,0.0,0.0
84196dbffffffff,39.0,0.0,0.0
8419721ffffffff,1.0,0.0,0.0
8419725ffffffff,1.0,0.0,0.0
8419727ffffffff,2.0,0.0,0.0
8419729ffffffff,4.0,0.0,0.0
841972bffffffff,7.0,0.0,0.0
841972dffffffff,13.0,0.0,0.0
8419731ffffffff,11.0,0.0,0.0
8419733ffffffff,3.0,0.0,0.0
8419735ffffffff,3.0,0.0,0.0
8419737ffffffff,18.0,0.0,0.0
8419739ffffffff,32.0,0.0,0.0
841973bffffffff,4.0,0.0,0.0
841973dffffffff,3.0,0.0,0.0
8419761ffffffff,4.0,0.0,0.0
8419763ffffffff,1.0,0.0,0.0
8419765ffffffff,15.0,0.0,0.0
8419767ffffffff,7.0,0.0,0.0
8419769ffffffff,2.0,0.0,0.0
841e001ffffffff,3.0,0.0,0.0
841e007ffffffff,4.0,0.0,0.0
841e009ffffffff,1.0,0.0,0.0
841e00bffffffff,2.0,0.0,0.0
841e00dffffffff,1.0,0.0,0.0
841e013ffffffff,7.0,0.0,0.0
841e019ffffffff,11.0,0.0,0.0
841e01bffffffff,8.0,0.0,0.0
841e021ffffffff,5.0,0.0,0.0
841e023ffffffff,15.0,7.0,0.0
841e025ffffffff,15.0,1.0,0.0
841e029ffffffff,19.0,0.0,0.0
841e02bffffffff,1.0,0.0,0.0
841e02dffffffff,54.0,8.0,0.0
841e031ffffffff,27.0,2.0,0.0
