cell_id,Sialia sialis,Sialia sialis sialis/bermudensis,Sialia sialis [guatemalae Group]
842b8dbffffffff,6.0,0.0,0.0
842b8ddffffffff,98.0,0.0,0.0
842b8e5ffffffff,154.0,37.0,0.0
842b8e7ffffffff,35.0,0.0,0.0
842b8e9ffffffff,24.0,4.0,0.0
842b8edffffffff,2.0,2.0,0.0
842b90dffffffff,2.0,2.0,0.0
842b913ffffffff,1.0,0.0,0.0
842b91bffffffff,18.0,7.0,0.0
842b947ffffffff,4.0,4.0,0.0
842b94dffffffff,2.0,0.0,0.0
842b96bffffffff,3.0,3.0,0.0
842b981ffffffff,24.0,8.0,0.0
842b983ffffffff,55.0,3.0,0.0
842b985ffffffff,4.0,0.0,0.0
842b987ffffffff,48.0,0.0,0.0
842b989ffffffff,6.0,6.0,0.0
842b98bffffffff,132.0,21.0,0.0
842b98dffffffff,33.0,17.0,0.0
842b991ffffffff,5.0,0.0,0.0
842b997ffffffff,2.0,0.0,0.0
842b999ffffffff,14.0,7.0,0.0
842b99dffffffff,12.0,0.0,0.0
842b9a1ffffffff,11.0,0.0,0.0
842b9a3ffffffff,8.0,0.0,0.0
