cell_id,Sialia sialis,Sialia sialis sialis/bermudensis,Sialia sialis [guatemalae Group]
840e805ffffffff,1.0,0.0,0.0
840ec95ffffffff,2.0,0.0,0.0
840ecc1ffffffff,4.0,0.0,0.0
840ecc9ffffffff,3.0,0.0,0.0
840ecd7ffffffff,2.0,2.0,0.0
8412515ffffffff,2.0,0.0,0.0
8412527ffffffff,23.0,0.0,0.0
8412543ffffffff,2.0,0.0,0.0
8412595ffffffff,5.0,0.0,0.0
8412c1bffffffff,9.0,0.0,0.0
8412c97ffffffff,1.0,0.0,0.0
8412ec1ffffffff,2.0,0.0,0.0
8412ec9ffffffff,12.0,2.0,0.0
8412ed9ffffffff,1.0,0.0,0.0
8426017ffffffff,2.0,0.0,0.0
8426039ffffffff,6.0,6.0,0.0
842603dffffffff,2.0,2.0,0.0
8426041ffffffff,6.0,0.0,0.0
842608dffffffff,17.0,17.0,0.0
8426093ffffffff,3.0,0.0,0.0
8426099ffffffff,1.0,0.0,0.0
84260a7ffffffff,2.0,2.0,0.0
84260a9ffffffff,3.0,2.0,0.0
84260adffffffff,5.0,3.0,0.0
84260b9ffffffff,5.0,3.0,0.0
8426111ffffffff,3.0,0.0,0.0
8426117ffffffff,1.0,0.0,0.0
8426127ffffffff,4.0,0.0,0.0
8426139ffffffff,1.0,0.0,0.0
842616bffffffff,2.0,0.0,0.0
8426203ffffffff,3.0,0.0,0.0
8426219ffffffff,3.0,0.0,0.0
842621bffffffff,2.0,0.0,0.0
8426231ffffffff,2.0,0.0,0.0
842623bffffffff,7.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0
8426249ffffffff,2.0,0.0,0.0
8426269ffffffff,2.0,0.0,0.0
84262c1ffffffff,2.0,0.0,0.0
84262c9ffffffff,5.0,0.0,0.0
84262cbffffffff,2.0,0.0,0.0
84262cdffffffff,2.0,0.0,0.0
84262d9ffffffff,2.0,0.0,0.0
842634bffffffff,2.0,0.0,0.0
8426351ffffffff,2.0,0.0,0.0
8426357ffffffff,2.0,0.0,0.0
8426405ffffffff,2.0,0.0,0.0
842640dffffffff,2.0,0.0,0.0
8426415ffffffff,2.0,0.0,0.0
8426417ffffffff,4.0,0.0,0.0
8426429ffffffff,1.0,0.0,0.0
842642bffffffff,1.0,0.0,0.0
842642dffffffff,1.0,0.0,0.0
8426439ffffffff,2.0,0.0,0.0
8426443ffffffff,3.0,0.0,0.0
842644bffffffff,2.0,0.0,0.0
8426459ffffffff,1.0,0.0,0.0
8426461ffffffff,3.0,0.0,0.0
8426463ffffffff,8.0,0.0,0.0
8426465ffffffff,1.0,0.0,0.0
8426467ffffffff,2.0,0.0,0.0
842646bffffffff,1.0,0.0,0.0
8426481ffffffff,4.0,0.0,0.0
8426483ffffffff,8.0,8.0,0.0
8426487ffffffff,3.0,0.0,0.0
8426489ffffffff,4.0,0.0,0.0
842648bffffffff,3.0,1.0,0.0
8426493ffffffff,1.0,0.0,0.0
842649dffffffff,1.0,0.0,0.0
84264a3ffffffff,2.0,0.0,0.0
84264a7ffffffff,13.0,7.0,0.0
84264abffffffff,2.0,2.0,0.0
84264adffffffff,2.0,0.0,0.0
84264b9ffffffff,4.0,4.0,0.0
84264c3ffffffff,4.0,2.0,0.0
84264c7ffffffff,13.0,10.0,0.0
84264d1ffffffff,9.0,4.0,0.0
84264d9ffffffff,4.0,0.0,0.0
84264dbffffffff,4.0,0.0,0.0
84264e1ffffffff,8.0,0.0,0.0
84264e5ffffffff,7.0,3.0,0.0
842651bffffffff,1.0,0.0,0.0
8426533ffffffff,1.0,0.0,0.0
842653bffffffff,3.0,0.0,0.0
842653dffffffff,1.0,0.0,0.0
8426545ffffffff,2.0,0.0,0.0
842654bffffffff,20.0,0.0,0.0
842654dffffffff,1.0,0.0,0.0
8426551ffffffff,1.0,0.0,0.0
8426555ffffffff,8.0,0.0,0.0
8426557ffffffff,4.0,0.0,0.0
8426559ffffffff,3.0,0.0,0.0
842655bffffffff,2.0,0.0,0.0
842655dffffffff,3.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0
8426565ffffffff,3.0,0.0,0.0
8426567ffffffff,24.0,0.0,0.0
842658dffffffff,2.0,0.0,0.0
842659bffffffff,4.0,3.0,0.0
84265a3ffffffff,2.0,0.0,0.0
84265d7ffffffff,2.0,0.0,0.0
84265e7ffffffff,4.0,0.0,0.0
8426641ffffffff,1.0,0.0,0.0
8426645ffffffff,6.0,0.0,0.0
8426649ffffffff,1.0,0.0,0.0
8426665ffffffff,2.0,0.0,0.0
8426669ffffffff,2.0,0.0,0.0
842669bffffffff,6.0,0.0,0.0
84266a9ffffffff,1.0,0.0,0.0
84266b7ffffffff,2.0,2.0,0.0
84266c5ffffffff,3.0,0.0,0.0
842670bffffffff,1.0,0.0,0.0
8426735ffffffff,3.0,0.0,0.0
8426813ffffffff,9.0,1.0,0.0
8426819ffffffff,2.0,0.0,0.0
842681bffffffff,79.0,7.0,0.0
8426835ffffffff,4.0,0.0,0.0
8426839ffffffff,2.0,0.0,0.0
8426859ffffffff,7.0,0.0,0.0
842685bffffffff,3.0,0.0,0.0
8426881ffffffff,33.0,0.0,0.0
8426885ffffffff,1.0,0.0,0.0
8426887ffffffff,4.0,0.0,0.0
8426889ffffffff,23.0,0.0,0.0
842688dffffffff,11.0,2.0,0.0
8426891ffffffff,44.0,0.0,0.0
8426893ffffffff,9.0,0.0,0.0
8426899ffffffff,2.0,1.0,0.0
84268a3ffffffff,2.0,0.0,0.0
84268b9ffffffff,2.0,0.0,0.0
84268bbffffffff,2.0,0.0,0.0
84268c1ffffffff,8.0,0.0,0.0
84268c3ffffffff,8.0,0.0,0.0
84268c5ffffffff,2.0,0.0,0.0
84268c7ffffffff,30.0,0.0,0.0
84268c9ffffffff,19.0,0.0,0.0
84268cdffffffff,83.0,2.0,0.0
84268d3ffffffff,2.0,0.0,0.0
84268d5ffffffff,21.0,0.0,0.0
84268d9ffffffff,14.0,0.0,0.0
84268dbffffffff,6.0,0.0,0.0
8426961ffffffff,14.0,0.0,0.0
8426963ffffffff,30.0,0.0,0.0
8426989ffffffff,2.0,0.0,0.0
84269c1ffffffff,8.0,0.0,0.0
84269d5ffffffff,2.0,0.0,0.0
84269ddffffffff,2.0,0.0,0.0
8426a17ffffffff,8.0,0.0,0.0
8426a27ffffffff,2.0,0.0,0.0
8426a2bffffffff,5.0,0.0,0.0
8426a4bffffffff,3.0,0.0,0.0
8426a85ffffffff,1.0,0.0,0.0
8426a87ffffffff,16.0,8.0,0.0
8426a89ffffffff,1.0,0.0,0.0
8426a8bffffffff,16.0,9.0,0.0
8426a95ffffffff,5.0,5.0,0.0
8426a97ffffffff,24.0,17.0,0.0
8426aa1ffffffff,8.0,0.0,0.0
8426aa5ffffffff,8.0,0.0,0.0
8426aa7ffffffff,2.0,0.0,0.0
8426aa9ffffffff,15.0,2.0,0.0
8426aabffffffff,8.0,8.0,0.0
8426aadffffffff,3.0,0.0,0.0
8426ab3ffffffff,4.0,2.0,0.0
8426ab7ffffffff,30.0,3.0,0.0
8426abbffffffff,2.0,0.0,0.0
8426ac7ffffffff,2.0,0.0,0.0
8426ad1ffffffff,3.0,0.0,0.0
8426ad5ffffffff,2.0,0.0,0.0
8426ae3ffffffff,4.0,0.0,0.0
8426ae7ffffffff,4.0,2.0,0.0
8426c11ffffffff,1.0,0.0,0.0
8426c21ffffffff,2.0,0.0,0.0
8426c49ffffffff,1.0,0.0,0.0
8426c5bffffffff,1.0,0.0,0.0
8426c93ffffffff,1.0,0.0,0.0
8426c9dffffffff,1.0,0.0,0.0
8426ca5ffffffff,1.0,0.0,0.0
8426cd5ffffffff,1.0,0.0,0.0
8426ce3ffffffff,2.0,0.0,0.0
8426d03ffffffff,1.0,0.0,0.0
8426d1bffffffff,3.0,0.0,0.0
8426d25ffffffff,1.0,0.0,0.0
8426d2dffffffff,2.0,0.0,0.0
8426d35ffffffff,8.0,0.0,0.0
8426d39ffffffff,2.0,0.0,0.0
8426d45ffffffff,2.0,0.0,0.0
8426d4bffffffff,1.0,0.0,0.0
8426d51ffffffff,2.0,0.0,0.0
8426d53ffffffff,2.0,0.0,0.0
8426d59ffffffff,2.0,0.0,0.0
8426d5bffffffff,3.0,0.0,0.0
8426d67ffffffff,2.0,0.0,0.0
8426d95ffffffff,1.0,0.0,0.0
8426db9ffffffff,1.0,0.0,0.0
8426dbbffffffff,2.0,0.0,0.0
8426dc1ffffffff,2.0,0.0,0.0
8426dc5ffffffff,2.0,0.0,0.0
8426dcdffffffff,2.0,0.0,0.0
8426dd3ffffffff,3.0,0.0,0.0
8426dd7ffffffff,2.0,0.0,0.0
8426de1ffffffff,3.0,0.0,0.0
8426de3ffffffff,2.0,0.0,0.0
8426de7ffffffff,33.0,0.0,0.0
8426de9ffffffff,2.0,0.0,0.0
8426e09ffffffff,4.0,4.0,0.0
8426e21ffffffff,2.0,0.0,0.0
8426e2bffffffff,1.0,0.0,0.0
8426e43ffffffff,6.0,0.0,0.0
8426e5bffffffff,24.0,2.0,0.0
8426ed3ffffffff,1.0,0.0,0.0
8426ed5ffffffff,2.0,0.0,0.0
8426ed7ffffffff,3.0,0.0,0.0
8426edbffffffff,3.0,1.0,0.0
8426f25ffffffff,7.0,1.0,0.0
8426f27ffffffff,2.0,0.0,0.0
8426f2bffffffff,2.0,0.0,0.0
8426f2dffffffff,15.0,0.0,0.0
8426f6dffffffff,7.0,7.0,0.0
8427035ffffffff,2.0,0.0,0.0
84270dbffffffff,2.0,2.0,0.0
84270e1ffffffff,3.0,3.0,0.0
84270e3ffffffff,12.0,12.0,0.0
8427131ffffffff,6.0,2.0,0.0
8427133ffffffff,2.0,0.0,0.0
8427183ffffffff,4.0,0.0,0.0
8427401ffffffff,8.0,0.0,0.0
8427411ffffffff,9.0,0.0,0.0
8427413ffffffff,3.0,0.0,0.0
8427419ffffffff,7.0,0.0,0.0
842741bffffffff,8.0,0.0,0.0
842741dffffffff,11.0,0.0,0.0
8427429ffffffff,1.0,0.0,0.0
8427435ffffffff,2.0,0.0,0.0
8427437ffffffff,1.0,0.0,0.0
8427453ffffffff,1.0,0.0,0.0
8427461ffffffff,3.0,0.0,0.0
8427463ffffffff,4.0,1.0,0.0
8427467ffffffff,2.0,2.0,0.0
8427481ffffffff,20.0,0.0,0.0
8427485ffffffff,13.0,0.0,0.0
8427487ffffffff,9.0,0.0,0.0
8427489ffffffff,2.0,0.0,0.0
842748bffffffff,1.0,0.0,0.0
842748dffffffff,206.0,0.0,0.0
8427491ffffffff,10.0,0.0,0.0
8427493ffffffff,3.0,0.0,0.0
8427497ffffffff,2.0,0.0,0.0
8427499ffffffff,60.0,0.0,0.0
842749bffffffff,3.0,0.0,0.0
842749dffffffff,18.0,2.0,0.0
84274abffffffff,34.0,0.0,0.0
84274b1ffffffff,2.0,0.0,0.0
84274b5ffffffff,33.0,0.0,0.0
84274bdffffffff,4.0,0.0,0.0
84274c1ffffffff,8.0,0.0,0.0
84274c5ffffffff,2.0,0.0,0.0
84274c9ffffffff,4.0,0.0,0.0
84274cbffffffff,16.0,0.0,0.0
84274d1ffffffff,2.0,0.0,0.0
84274d3ffffffff,40.0,0.0,0.0
84274d5ffffffff,6.0,0.0,0.0
84274d7ffffffff,32.0,0.0,0.0
84274d9ffffffff,10.0,0.0,0.0
84274dbffffffff,57.0,0.0,0.0
84274ddffffffff,9.0,0.0,0.0
84274e1ffffffff,2.0,0.0,0.0
84274e3ffffffff,55.0,0.0,0.0
84274ebffffffff,4.0,0.0,0.0
84274edffffffff,2.0,0.0,0.0
842751dffffffff,2.0,0.0,0.0
8427523ffffffff,1.0,0.0,0.0
8427525ffffffff,5.0,0.0,0.0
8427541ffffffff,1.0,0.0,0.0
8427545ffffffff,5.0,0.0,0.0
842755bffffffff,1.0,0.0,0.0
8427569ffffffff,1.0,0.0,0.0
8427581ffffffff,2.0,0.0,0.0
8427583ffffffff,4.0,0.0,0.0
8427585ffffffff,19.0,0.0,0.0
8427587ffffffff,2.0,0.0,0.0
842758bffffffff,2.0,0.0,0.0
8427591ffffffff,7.0,0.0,0.0
8427593ffffffff,29.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0
842759bffffffff,14.0,0.0,0.0
842759dffffffff,9.0,0.0,0.0
84275a1ffffffff,3.0,0.0,0.0
84275a9ffffffff,3.0,0.0,0.0
84275b5ffffffff,9.0,0.0,0.0
84275b9ffffffff,2.0,0.0,0.0
84275bbffffffff,3.0,0.0,0.0
84275c7ffffffff,10.0,0.0,0.0
84275c9ffffffff,8.0,0.0,0.0
84275cdffffffff,2.0,0.0,0.0
84275d1ffffffff,7.0,0.0,0.0
84275d5ffffffff,2.0,0.0,0.0
84275d7ffffffff,8.0,0.0,0.0
84275d9ffffffff,2.0,0.0,0.0
84275e3ffffffff,1.0,0.0,0.0
8427613ffffffff,1.0,0.0,0.0
8427617ffffffff,6.0,4.0,0.0
8427631ffffffff,19.0,0.0,0.0
8427633ffffffff,2.0,0.0,0.0
8427637ffffffff,8.0,0.0,0.0
842763bffffffff,1.0,0.0,0.0
8427691ffffffff,2.0,0.0,0.0
8427693ffffffff,2.0,2.0,0.0
8427699ffffffff,6.0,2.0,0.0
842769bffffffff,1.0,0.0,0.0
84276a1ffffffff,2.0,0.0,0.0
84276a5ffffffff,4.0,0.0,0.0
84276a7ffffffff,5.0,0.0,0.0
84276a9ffffffff,1.0,0.0,0.0
84276abffffffff,1.0,0.0,0.0
84276adffffffff,4.0,0.0,0.0
84276b1ffffffff,2.0,0.0,0.0
84276b5ffffffff,6.0,0.0,0.0
84276b7ffffffff,4.0,0.0,0.0
84276c3ffffffff,3.0,3.0,0.0
84276c5ffffffff,2.0,2.0,0.0
84276d1ffffffff,55.0,53.0,0.0
84276d3ffffffff,63.0,49.0,0.0
84276d5ffffffff,3.0,3.0,0.0
84276d7ffffffff,10.0,8.0,0.0
84276edffffffff,18.0,2.0,0.0
8427701ffffffff,3.0,0.0,0.0
8427705ffffffff,5.0,5.0,0.0
8427709ffffffff,2.0,2.0,0.0
842770dffffffff,5.0,5.0,0.0
842773bffffffff,2.0,0.0,0.0
842774bffffffff,2.0,0.0,0.0
8427763ffffffff,2.0,2.0,0.0
8427767ffffffff,1.0,1.0,0.0
8427853ffffffff,2.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
8427885ffffffff,2.0,0.0,0.0
84278a1ffffffff,1.0,0.0,0.0
84278b1ffffffff,4.0,0.0,0.0
84278c1ffffffff,3.0,0.0,0.0
84278d5ffffffff,2.0,0.0,0.0
8427925ffffffff,1.0,0.0,0.0
8427927ffffffff,1.0,0.0,0.0
8427a01ffffffff,6.0,0.0,0.0
8427a0bffffffff,2.0,0.0,0.0
8427a1dffffffff,2.0,0.0,0.0
8427a29ffffffff,3.0,0.0,0.0
8427a47ffffffff,2.0,0.0,0.0
8427aa3ffffffff,1.0,0.0,0.0
8427aa9ffffffff,2.0,0.0,0.0
8427ab3ffffffff,4.0,0.0,0.0
8427ac5ffffffff,2.0,0.0,0.0
8427ac9ffffffff,2.0,0.0,0.0
8427b13ffffffff,2.0,0.0,0.0
8427b15ffffffff,6.0,0.0,0.0
8427b2bffffffff,42.0,0.0,0.0
842888bffffffff,48.0,5.0,0.0
84289edffffffff,1.0,0.0,0.0
8428b65ffffffff,2.0,0.0,0.0
8428f01ffffffff,88.0,2.0,0.0
842990bffffffff,8.0,0.0,0.0
8429b65ffffffff,6.0,0.0,0.0
8429b6bffffffff,2.0,0.0,0.0
842a069ffffffff,8.0,0.0,0.0
842a06dffffffff,5.0,0.0,0.0
842a101ffffffff,69.0,0.0,0.0
842a103ffffffff,46.0,0.0,0.0
842a105ffffffff,12.0,0.0,0.0
842a107ffffffff,41.0,0.0,0.0
842a109ffffffff,23.0,16.0,0.0
842a10dffffffff,10.0,1.0,0.0
842a121ffffffff,2.0,0.0,0.0
842a123ffffffff,2240.0,0.0,0.0
842a125ffffffff,1.0,0.0,0.0
842a127ffffffff,396.0,0.0,0.0
842a12bffffffff,61.0,0.0,0.0
842a131ffffffff,16.0,0.0,0.0
842a133ffffffff,6.0,2.0,0.0
842a135ffffffff,2442.0,0.0,0.0
842a137ffffffff,2.0,0.0,0.0
842a13bffffffff,2.0,0.0,0.0
842a13dffffffff,95.0,0.0,0.0
842a141ffffffff,6.0,4.0,0.0
842a143ffffffff,21.0,5.0,0.0
842a145ffffffff,21.0,1.0,0.0
842a147ffffffff,4.0,0.0,0.0
842a14dffffffff,3.0,0.0,0.0
842a15dffffffff,2.0,2.0,0.0
842a163ffffffff,8.0,0.0,0.0
842a169ffffffff,23.0,0.0,0.0
842a16bffffffff,18.0,2.0,0.0
842a1a5ffffffff,5.0,4.0,0.0
842a301ffffffff,15.0,0.0,0.0
842a303ffffffff,4.0,0.0,0.0
842a305ffffffff,4.0,0.0,0.0
842a307ffffffff,102.0,0.0,0.0
842a30dffffffff,26.0,0.0,0.0
842a311ffffffff,34.0,3.0,0.0
842a313ffffffff,41.0,2.0,0.0
842a315ffffffff,25.0,0.0,0.0
842a317ffffffff,103.0,0.0,0.0
842a321ffffffff,16.0,0.0,0.0
842a323ffffffff,1.0,0.0,0.0
842a325ffffffff,2.0,0.0,0.0
842a327ffffffff,27.0,1.0,0.0
842a329ffffffff,3.0,0.0,0.0
842a32bffffffff,21.0,1.0,0.0
842a32dffffffff,14.0,1.0,0.0
842a339ffffffff,9.0,0.0,0.0
842a33bffffffff,10.0,4.0,0.0
842a33dffffffff,3.0,0.0,0.0
842a341ffffffff,11.0,0.0,0.0
842a345ffffffff,2.0,0.0,0.0
842a347ffffffff,53.0,0.0,0.0
842a349ffffffff,43.0,1.0,0.0
842a34dffffffff,33.0,0.0,0.0
842a361ffffffff,2.0,0.0,0.0
842a363ffffffff,2.0,0.0,0.0
842a365ffffffff,1.0,0.0,0.0
842a369ffffffff,1.0,0.0,0.0
842a807ffffffff,1.0,0.0,0.0
842a811ffffffff,2.0,0.0,0.0
842a819ffffffff,3.0,0.0,0.0
842a843ffffffff,2.0,2.0,0.0
842a849ffffffff,2.0,0.0,0.0
842a84bffffffff,6.0,0.0,0.0
842a851ffffffff,3.0,0.0,0.0
842a857ffffffff,3.0,0.0,0.0
842a859ffffffff,4.0,0.0,0.0
842a85bffffffff,9.0,4.0,0.0
842a885ffffffff,6.0,2.0,0.0
842a887ffffffff,2.0,0.0,0.0
842a89dffffffff,2.0,0.0,0.0
842a8adffffffff,1.0,1.0,0.0
842a8b1ffffffff,6.0,2.0,0.0
842a8bbffffffff,4.0,0.0,0.0
842a8bdffffffff,2.0,2.0,0.0
842a8c9ffffffff,2.0,0.0,0.0
842a905ffffffff,1.0,0.0,0.0
842a911ffffffff,2.0,0.0,0.0
842a91dffffffff,2.0,0.0,0.0
842a929ffffffff,1.0,0.0,0.0
842a933ffffffff,1.0,0.0,0.0
842a93bffffffff,3.0,2.0,0.0
842a955ffffffff,2.0,0.0,0.0
842a957ffffffff,3.0,0.0,0.0
842a959ffffffff,2.0,0.0,0.0
842a965ffffffff,3.0,0.0,0.0
842a993ffffffff,2.0,2.0,0.0
842aa11ffffffff,1.0,0.0,0.0
842aa13ffffffff,14.0,0.0,0.0
842aa17ffffffff,8.0,0.0,0.0
842aa19ffffffff,1.0,0.0,0.0
842aa1bffffffff,2.0,0.0,0.0
842aa1dffffffff,2.0,0.0,0.0
842aa25ffffffff,5.0,0.0,0.0
842aa35ffffffff,2.0,0.0,0.0
842aa37ffffffff,6.0,0.0,0.0
842aa3dffffffff,3.0,0.0,0.0
842aa45ffffffff,1.0,0.0,0.0
842aa4bffffffff,5.0,0.0,0.0
842aa4dffffffff,2.0,0.0,0.0
842aa57ffffffff,1.0,1.0,0.0
842aa5bffffffff,2.0,0.0,0.0
842aa5dffffffff,2.0,2.0,0.0
842aa67ffffffff,10.0,2.0,0.0
842aa6bffffffff,4.0,0.0,0.0
842aa6dffffffff,2.0,2.0,0.0
842aa81ffffffff,30.0,10.0,0.0
842aa83ffffffff,11.0,0.0,0.0
842aa85ffffffff,106.0,7.0,0.0
842aa87ffffffff,14.0,7.0,0.0
842aa89ffffffff,19.0,0.0,0.0
842aa8bffffffff,37.0,9.0,0.0
842aa8dffffffff,54.0,17.0,0.0
842aa91ffffffff,12.0,0.0,0.0
842aa95ffffffff,27.0,7.0,0.0
842aa99ffffffff,6.0,0.0,0.0
842aa9bffffffff,15.0,11.0,0.0
842aa9dffffffff,8.0,0.0,0.0
842aaa1ffffffff,2.0,0.0,0.0
842aaa9ffffffff,46.0,0.0,0.0
842aaabffffffff,8.0,2.0,0.0
842aaadffffffff,7.0,0.0,0.0
842aab3ffffffff,2.0,0.0,0.0
842aab9ffffffff,8.0,6.0,0.0
842aac1ffffffff,18.0,0.0,0.0
842aac3ffffffff,15.0,11.0,0.0
842aac5ffffffff,3.0,0.0,0.0
842aac7ffffffff,13.0,1.0,0.0
842aac9ffffffff,2849.0,0.0,0.0
842aacbffffffff,141.0,0.0,0.0
842aacdffffffff,11.0,8.0,0.0
842aad1ffffffff,210.0,0.0,0.0
842aad3ffffffff,12.0,4.0,0.0
842aad5ffffffff,15.0,12.0,0.0
842aad7ffffffff,1.0,1.0,0.0
842aad9ffffffff,3.0,0.0,0.0
842aaddffffffff,19.0,5.0,0.0
842aae1ffffffff,14.0,0.0,0.0
842aae3ffffffff,34.0,0.0,0.0
842aae5ffffffff,4.0,0.0,0.0
842aae7ffffffff,10.0,0.0,0.0
842aae9ffffffff,15.0,6.0,0.0
842aaebffffffff,2.0,0.0,0.0
842aaedffffffff,28.0,0.0,0.0
842ab03ffffffff,1.0,0.0,0.0
842ab05ffffffff,26.0,25.0,0.0
842ab09ffffffff,29.0,7.0,0.0
842ab0dffffffff,22.0,2.0,0.0
842ab15ffffffff,4.0,0.0,0.0
842ab19ffffffff,2.0,0.0,0.0
842ab1bffffffff,3.0,0.0,0.0
842ab21ffffffff,49.0,4.0,0.0
842ab23ffffffff,31.0,22.0,0.0
842ab25ffffffff,139.0,0.0,0.0
842ab2bffffffff,118.0,80.0,0.0
842ab2dffffffff,13.0,0.0,0.0
842ab3bffffffff,2.0,0.0,0.0
842ab41ffffffff,15.0,0.0,0.0
842ab43ffffffff,22.0,15.0,0.0
842ab47ffffffff,57.0,0.0,0.0
842ab49ffffffff,189.0,26.0,0.0
842ab4bffffffff,75.0,7.0,0.0
842ab4dffffffff,2.0,0.0,0.0
842ab51ffffffff,4.0,4.0,0.0
842ab55ffffffff,43.0,39.0,0.0
842ab5bffffffff,2.0,0.0,0.0
842ab5dffffffff,3.0,1.0,0.0
842ab63ffffffff,4.0,3.0,0.0
842ab65ffffffff,2.0,0.0,0.0
842ab67ffffffff,13.0,0.0,0.0
842ab69ffffffff,2.0,2.0,0.0
842ad03ffffffff,2.0,2.0,0.0
842ad27ffffffff,2.0,2.0,0.0
842ad5dffffffff,2.0,2.0,0.0
842ad6dffffffff,2.0,0.0,0.0
842af07ffffffff,1.0,1.0,0.0
842af15ffffffff,1.0,1.0,0.0
842af31ffffffff,2.0,0.0,0.0
842af61ffffffff,13.0,0.0,0.0
842af63ffffffff,2.0,0.0,0.0
842af67ffffffff,2.0,2.0,0.0
842af6dffffffff,3.0,0.0,0.0
842b001ffffffff,1.0,0.0,0.0
842b003ffffffff,2.0,0.0,0.0
842b007ffffffff,2.0,0.0,0.0
842b013ffffffff,15.0,3.0,0.0
842b015ffffffff,4.0,0.0,0.0
842b017ffffffff,2.0,0.0,0.0
842b019ffffffff,5.0,0.0,0.0
842b01bffffffff,4.0,0.0,0.0
842b031ffffffff,7.0,2.0,0.0
842b033ffffffff,27.0,0.0,0.0
842b039ffffffff,2.0,0.0,0.0
842b03bffffffff,9.0,0.0,0.0
842b053ffffffff,8.0,0.0,0.0
842b067ffffffff,1.0,0.0,0.0
842b0a5ffffffff,51.0,0.0,0.0
842b0a7ffffffff,6.0,0.0,0.0
842b0a9ffffffff,2.0,0.0,0.0
842b0e1ffffffff,12.0,2.0,0.0
842b0e5ffffffff,5.0,0.0,0.0
842b0edffffffff,12.0,0.0,0.0
842b117ffffffff,1.0,0.0,0.0
842b121ffffffff,4.0,0.0,0.0
842b125ffffffff,4.0,0.0,0.0
842b167ffffffff,4.0,0.0,0.0
842b16bffffffff,4.0,0.0,0.0
842b185ffffffff,1.0,0.0,0.0
842b187ffffffff,4.0,0.0,0.0
842b199ffffffff,39.0,0.0,0.0
842b1a1ffffffff,1.0,0.0,0.0
842b1a5ffffffff,1.0,0.0,0.0
842b1a7ffffffff,12.0,0.0,0.0
842b1a9ffffffff,9.0,0.0,0.0
842b1abffffffff,9.0,0.0,0.0
842b1adffffffff,3.0,0.0,0.0
842b1cbffffffff,4.0,0.0,0.0
842b1d1ffffffff,15.0,0.0,0.0
842b1d3ffffffff,30.0,0.0,0.0
842b1d7ffffffff,24.0,0.0,0.0
842b1d9ffffffff,3.0,0.0,0.0
842b235ffffffff,3.0,0.0,0.0
842b2a1ffffffff,2.0,0.0,0.0
842b303ffffffff,3.0,0.0,0.0
842b315ffffffff,10.0,0.0,0.0
842b333ffffffff,2.0,0.0,0.0
842b337ffffffff,2.0,0.0,0.0
842b33bffffffff,2.0,0.0,0.0
842b811ffffffff,4.0,0.0,0.0
842b813ffffffff,10.0,0.0,0.0
842b815ffffffff,29.0,3.0,0.0
842b817ffffffff,1.0,0.0,0.0
842b819ffffffff,8.0,0.0,0.0
842b81bffffffff,63.0,4.0,0.0
842b827ffffffff,3.0,1.0,0.0
842b831ffffffff,30.0,7.0,0.0
842b833ffffffff,25.0,9.0,0.0
842b835ffffffff,17.0,2.0,0.0
842b837ffffffff,3.0,0.0,0.0
842b839ffffffff,13.0,0.0,0.0
842b83bffffffff,97.0,4.0,0.0
842b83dffffffff,2.0,2.0,0.0
842b853ffffffff,2.0,0.0,0.0
842b883ffffffff,26.0,0.0,0.0
842b88bffffffff,2.0,0.0,0.0
842b891ffffffff,75.0,0.0,0.0
842b893ffffffff,38.0,0.0,0.0
842b895ffffffff,12.0,0.0,0.0
842b897ffffffff,8.0,0.0,0.0
842b899ffffffff,19.0,0.0,0.0
842b89bffffffff,9.0,0.0,0.0
842b89dffffffff,3.0,0.0,0.0
842b8b7ffffffff,2.0,2.0,0.0
842b8b9ffffffff,9.0,0.0,0.0
842b8c9ffffffff,7.0,0.0,0.0
842b8cbffffffff,91.0,0.0,0.0
842b8cdffffffff,6.0,0.0,0.0
842b8d1ffffffff,28.0,0.0,0.0
842b8d3ffffffff,3.0,0.0,0.0
842b8d5ffffffff,22.0,0.0,0.0
842b8d7ffffffff,26.0,0.0,0.0
